STUDENT_ID,resume_score,communication_skills,aptitude_score,mock_interview_score,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill
S108712,,21.87,33.22,47.64,1,4,3,9.97,36.8
S108713,52.36,68.88,51.19,55.28,3,0,6,3.52,54.12
S108714,27.72,81.79,56.88,37.13,3,1,5,3.39,33.87
S108715,48.43,71.41,51.37,44.85,0,0,5,4.48,58.16
S108716,90.79,71.87,63.2,35.81,1,1,3,0.68,77.06
S108717,69.95,62.16,42.55,71.61,2,0,6,4.94,50.14
S108718,71.48,64.66,49.68,45.62,2,2,2,9.62,76.92
S108719,75.1,88.38,63.04,71.8,0,2,5,5.74,44.74
S108720,72.18,57.73,61.87,47.3,1,0,3,0.37,70.17
S108721,66.12,44.31,51.89,47.95,5,1,6,0.07,47.26
S108722,71.0,30.38,69.33,34.52,4,1,4,4.13,35.11
S108723,0.42,59.83,51.63,58.87,3,1,2,3.12,16.55
S108724,,80.75,59.48,76.9,0,0,0,9.49,32.98
S108725,0.0,79.05,98.49,52.28,2,0,0,5.23,25.06
S108726,29.79,59.93,70.5,25.99,4,1,2,6.38,95.78
S108727,0.0,94.64,63.8,53.82,3,1,4,7.63,53.32
S108728,70.72,51.25,41.46,22.49,2,0,1,0.0,43.67
S108729,67.38,34.29,92.78,73.97,7,2,2,5.6,9.96
S108730,49.26,65.34,35.43,54.76,1,2,9,2.26,18.74
S108731,93.34,45.31,72.45,72.46,3,1,6,2.27,19.95
S108732,47.06,72.72,38.21,19.08,4,1,3,7.37,57.73
S108733,63.23,73.45,67.69,35.19,1,1,2,3.78,38.36
S108734,32.67,53.7,43.8,72.88,4,1,6,3.19,51.05
S108735,45.55,33.3,48.9,74.03,3,0,10,10.0,69.21
S108736,59.63,74.34,32.35,40.6,3,0,4,5.44,1.79
S108737,39.35,67.98,63.15,62.2,1,0,4,8.39,84.17
S108738,61.27,71.41,81.13,76.45,4,0,6,0.87,36.13
S108739,70.37,42.14,15.8,80.71,3,1,7,9.34,35.97
S108740,40.36,62.4,38.28,99.31,1,1,2,4.94,61.5
S108741,24.25,60.83,14.23,63.15,3,0,3,1.63,49.56
S108742,57.55,33.18,99.08,59.55,2,1,5,1.24,0.0
S108743,64.52,68.11,15.01,37.41,4,3,8,6.55,71.03
S108744,30.02,58.19,57.37,71.88,2,1,2,2.51,63.73
S108745,26.71,59.54,37.21,1.61,4,0,3,7.34,48.66
S108746,71.58,49.24,80.55,67.64,2,0,7,5.15,49.01
S108747,50.91,68.99,58.87,44.76,3,0,4,3.93,64.78
S108748,44.18,73.16,72.57,27.37,6,0,5,7.82,48.69
S108749,78.85,57.71,79.42,54.16,4,1,5,8.92,72.61
S108750,44.6,44.44,46.14,26.73,4,0,5,5.64,54.16
S108751,20.67,80.12,65.24,57.86,3,1,2,3.4,25.12
S108752,38.92,68.84,61.63,49.53,3,0,1,5.01,33.84
S108753,67.53,53.5,59.87,67.36,1,0,4,4.95,62.62
S108754,92.95,81.11,48.16,35.15,0,1,5,5.88,42.8
S108755,88.13,66.82,56.06,62.51,4,0,6,7.49,24.62
S108756,86.93,62.89,39.19,76.86,4,0,1,4.68,37.03
S108757,87.19,68.42,46.88,73.74,5,2,3,7.74,46.23
S108758,59.55,76.08,61.15,60.12,5,0,3,1.6,26.05
S108759,69.75,51.49,26.58,44.97,1,2,2,6.76,64.35
S108760,34.23,77.71,43.95,74.16,1,1,4,0.65,30.45
S108761,53.34,66.94,66.31,49.42,2,0,5,6.44,24.91
S108762,,74.05,45.38,71.04,1,1,4,7.84,57.76
S108763,79.09,55.28,58.92,,2,1,0,2.17,48.43
S108764,67.46,92.86,69.42,71.34,3,1,5,2.21,40.24
S108765,45.13,77.89,75.06,56.44,6,0,4,3.07,58.42
S108766,,70.19,68.58,72.41,4,0,7,7.19,38.32
S108767,37.93,69.37,52.86,72.97,1,1,4,2.89,38.89
S108768,35.32,46.52,40.65,59.1,3,0,4,1.55,41.03
S108769,,73.63,72.3,57.63,3,0,2,7.72,54.91
S108770,32.57,59.92,64.87,59.1,4,0,4,4.79,40.65
S108771,35.32,45.0,46.25,67.69,1,1,4,6.61,50.95
S108772,81.6,84.01,75.29,35.18,1,1,3,7.1,83.38
S108773,50.33,53.99,38.56,36.72,5,2,3,10.0,29.52
S108774,52.07,56.97,49.82,57.9,4,2,5,2.95,37.37
S108775,40.82,76.81,57.5,61.77,7,2,3,5.25,45.33
S108776,56.44,61.63,67.06,36.71,2,1,10,7.48,40.23
S108777,73.08,50.99,64.54,55.84,5,0,4,10.0,72.03
S108778,13.49,56.13,49.01,72.81,5,1,4,2.82,20.2
S108779,38.13,63.57,43.27,58.44,1,2,4,7.35,54.56
S108780,28.3,71.78,56.12,61.44,3,0,6,7.28,53.3
S108781,37.0 ,82.21,44.84,72.0,2,0,3,9.7,72.61
S108782,57.74,96.74,55.15,71.07,2,0,6,5.01,30.29
S108783,27.27,67.51,83.13,58.72,2,2,2,9.05,47.77
S108784,58.09,53.72,39.58,39.77,5,1,4,5.87,27.83
S108785,35.23,32.44,45.54,44.47,2,2,6,2.98,23.82
S108786,60.57,59.25,61.04,35.53,0,1,3,3.69,55.96
S108787,41.1,80.63,69.54,49.41,2,2,3,1.76,65.42
S108788,48.86,70.94,42.38,93.35,4,0,1,4.79,54.55
S108789,97.78,56.5,72.68,55.35,3,0,7,2.21,91.77
S108790,75.82,50.84,57.3,52.45,3,1,3,4.79,78.96
S108791,90.42,85.27,63.1,21.02,1,0,7,3.93,72.79
S108792,,65.87,43.88,29.23,1,0,0,5.02,84.39
S108793,32.06,44.98,70.13,33.88,2,0,5,9.0,66.43
S108794,76.0,90.25,6.01,73.1,3,1,8,4.11,98.84
S108795,53.85,83.45,67.29,65.33,1,0,4,6.55,64.95
S108796,54.42,82.83,52.38,66.47,2,0,3,7.37,21.59
S108797,55.73,48.1,73.69,83.35,3,0,4,4.69,70.74
S108798,81.47,72.22,92.07,63.46,2,2,2,6.53,36.93
S108799,57.5 ,29.91,68.98,58.19,2,0,6,6.11,13.29
S108800,42.84,31.72,63.01,56.87,1,0,3,9.38,98.53
S108801,58.82,75.66,36.12,51.53,2,4,3,7.95,58.82
S108802,52.82,51.97,39.22,16.48,2,2,3,9.41,32.63
S108803,74.75,59.72,45.13,60.18,3,1,3,2.98,81.81
S108804,41.16,61.55,48.34,56.31,1,2,6,4.22,43.1
S108805,70.61,81.2,71.02,97.22,1,2,3,4.32,38.89
S108806,57.57,48.82,59.65,16.98,1,0,6,4.78,78.54
S108807,48.47,92.44,58.21,85.02,4,1,3,7.93,58.08
S108808,38.43,54.77,67.63,48.81,6,2,5,6.11,65.1
S108809,73.23,71.05,72.04,45.98,3,0,2,3.46,26.88
S108810,62.93,72.92,65.97,87.29,1,0,6,3.31,74.78
S108811,28.28,32.74,38.12,39.25,2,0,8,6.12,33.46
S108812,60.94,67.28,75.12,66.93,0,2,4,4.14,48.73
S108813,64.44,77.01,54.94,51.04,4,0,5,5.23,68.91
S108814,64.7,63.63,52.84,77.82,1,0,3,3.24,62.2
S108815,80.2,80.16,83.66,73.08,4,0,5,0.23,45.27
S108816,26.57,38.14,51.51,100.0,0,1,5,3.76,39.22
S108817,56.83,32.48,41.13,33.82,2,2,6,6.23,56.58
S108818,73.64,71.01,73.12,63.9,1,1,2,4.09,41.88
S108819,37.93,69.86,46.85,70.3,3,2,6,4.43,35.54
S108820,72.34,87.2,56.6,,3,0,5,8.83,22.53
S108821,64.49,71.05,53.47,57.99,2,1,4,7.7,45.72
S108822,49.81,41.13,78.13,48.76,1,0,2,3.96,69.54
S108823,90.24,39.03,43.7,30.38,6,2,6,6.67,66.54
S108824,47.95,85.49,40.26,72.82,3,0,3,3.36,32.15
S108825,75.42,65.07,70.3,54.67,2,0,7,3.51,37.65
S108826,70.45,45.55,80.19,52.26,3,2,2,5.53,40.5
S108827,49.63,67.59,63.23,49.26,0,0,8,5.14,26.69
S108828,59.85,58.56,62.23,51.11,3,1,4,7.22,49.18
S108829,50.28,60.2,63.47,54.45,3,0,7,1.16,34.01
S108830,50.25,68.16,38.31,71.06,3,0,3,10.0,16.96
S108831,65.31,78.82,46.97,68.02,1,0,6,4.87,52.47
S108832,52.37,39.99,30.59,59.57,0,0,4,4.46,40.49
S108833,20.28,69.75,56.26,77.78,4,2,1,0.43,18.51
S108834,42.32,68.69,62.5,62.04,2,1,4,1.37,27.23
S108835,64.78,61.98,73.48,50.95,2,1,5,4.78,9.84
S108836,61.42,80.82,76.37,58.14,2,1,8,1.89,66.22
S108837,65.86,59.64,65.82,81.61,1,2,2,4.19,66.05
S108838,69.87,50.91,75.91,79.14,4,0,3,6.24,54.43
S108839,76.66,49.34,55.2,37.76,3,2,6,10.0,50.74
S108840,41.51,68.68,80.05,46.8,1,1,4,4.49,46.4
S108841,73.29,61.05,46.1,26.48,4,2,4,3.64,40.21
S108842,57.33,54.35,40.64,53.56,6,1,5,5.83,48.9
S108843,58.09,57.23,42.68,94.89,2,1,5,6.87,85.63
S108844,45.28,72.99,45.93,27.47,2,1,4,9.26,39.19
S108845,67.84,97.65,48.02,60.44,1,1,5,6.76,38.21
S108846,28.24,69.45,52.69,49.42,1,2,4,5.03,48.31
S108847,55.02,66.39,100.0,53.69,0,2,4,6.86,35.41
S108848,75.11,53.52,59.77,25.91,3,2,2,6.03,52.2
S108849,39.44,65.78,70.64,60.36,3,1,2,8.05,42.46
S108850,52.67,71.86,44.11,85.69,3,3,2,7.42,29.77
S108851,50.48,21.84,49.51,30.31,5,0,2,8.17,43.38
S108852,91.56,59.96,84.63,60.97,2,0,3,3.49,16.55
S108853,62.32,66.77,62.31,35.25,2,0,3,4.24,34.17
S108854,90.19,49.85,41.38,25.37,1,1,6,6.54,13.2
S108855,35.54,60.83,83.78,62.98,3,0,4,2.45,63.96
S108856,48.89,83.85,45.87,66.56,2,0,7,3.02,19.05
S108857,66.9,75.46,41.22,50.43,3,1,3,4.91,0.0
S108858,70.75,53.17,43.71,93.6,5,1,6,7.92,89.52
S108859,91.23,38.36,16.35,67.56,4,2,5,7.22,79.9
S108860,55.45,74.9,53.09,68.8,2,1,5,4.71,39.34
S108861,62.14,74.67,52.6,59.84,3,2,4,8.84,63.46
S108862,47.53,78.22,70.07,42.17,0,2,3,5.97,30.81
S108863,52.87,73.32,35.01,32.98,2,0,3,7.09,54.51
S108864,72.0,27.35,47.44,67.64,1,0,2,7.2,91.91
S108865,65.83,46.81,40.51,51.68,3,3,2,6.79,43.99
S108866,67.56,70.35,54.34,11.67,2,3,4,7.88,58.99
S108867,36.5,32.1,67.78,46.05,3,0,7,7.03,38.32
S108868,43.28,73.04,69.08,63.06,3,1,4,2.41,7.18
S108869,94.11,65.18,62.1,17.5,4,0,5,9.89,45.59
S108870,,60.25,60.28,62.6,4,0,4,4.69,97.66
S108871,44.2,36.77,34.1,63.57,3,2,5,6.65,54.95
S108872,28.45,39.32,53.38,,1,0,8,0.42,40.79
S108873,39.94,35.3,39.51,74.3,0,0,2,3.1,20.06
S108874,59.94,47.78,65.66,62.5,0,1,3,6.07,25.82
S108875,64.56,52.31,66.24,68.35,4,0,2,5.73,69.41
S108876,60.61,77.56,57.72,48.81,1,1,4,8.84,63.32
S108877,88.61,55.17,59.84,33.18,1,0,7,5.31,46.18
S108878,78.57,53.34,41.42,71.83,2,0,5,0.0,29.77
S108879,,46.61,45.79,64.32,0,0,7,0.21,46.67
S108880,48.24,57.09,60.99,51.61,1,1,6,8.0,67.35
S108881,8.07,56.33,39.9,69.89,2,1,5,5.05,59.21
S108882,54.82,43.23,86.05,42.56,3,0,6,9.09,24.27
S108883,55.9,33.96,48.83,62.42,6,0,3,0.0,67.95
S108884,39.22,40.39,74.63,74.33,2,1,1,7.13,49.04
S108885,77.62,100.0,60.42,76.83,1,0,6,5.91,50.26
S108886,29.26,40.85,54.82,56.76,2,0,2,10.0,58.0
S108887,80.43,34.23,57.45,63.28,3,0,5,6.55,41.82
S108888,55.99,12.21,39.23,66.39,3,0,7,4.53,55.03
S108889,56.75,67.63,57.98,71.0,5,0,8,5.12,24.36
S108890,94.82,55.0,92.82,43.41,0,1,8,2.39,41.75
S108891,49.48,79.48,57.42,31.45,2,0,3,7.66,38.43
S108892,67.49,23.22,47.66,46.67,6,3,3,4.28,58.72
S108893,89.18,87.54,62.93,51.79,3,1,5,9.05,44.27
S108894,29.32,33.19,97.33,75.62,3,2,6,6.41,56.71
S108895,87.04,49.12,66.18,66.47,3,0,4,7.28,25.99
S108896,36.88,93.38,53.64,69.47,3,1,2,5.05,65.67
S108897,66.77,63.06,78.9,32.11,2,3,2,2.43,73.78
S108898,41.02,56.93,56.57,70.18,3,0,4,2.04,47.76
S108899,32.74,63.25,43.27,63.59,5,0,10,0.0,20.08
S108900,82.81,63.82,100.0,87.52,3,2,6,1.78,56.11
S108901,65.45,49.69,54.63,,2,1,7,1.59,12.91
S108902,58.6,68.67,57.75,57.69,2,1,1,5.86,47.32
S108903,33.59,49.11,76.79,61.23,2,1,6,6.06,43.5
S108904,88.38,91.66,54.25,67.19,0,0,3,7.87,29.1
S108905,59.63,71.8,49.82,45.8,3,1,4,0.0,23.88
S108906,54.08,20.25,80.07,84.11,0,1,4,4.61,58.25
S108907,33.81,55.11,54.36,68.19,4,0,5,1.48,44.89
S108908,80.79,66.02,64.35,69.67,1,0,3,5.8,45.46
S108909,61.72,56.88,61.03,86.04,2,0,1,2.32,23.73
S108910,65.63,22.48,47.89,65.78,5,2,3,6.97,58.73
S108911,38.83,55.08,60.87,65.03,1,4,5,7.85,26.14
S108912,77.14,78.48,42.16,43.29,2,1,2,6.61,22.9
S108913,85.19,77.83,67.95,45.13,2,1,2,0.49,51.79
S108914,45.49,59.85,47.73,73.01,0,0,4,5.26,76.26
S108915,40.66,85.34,61.49,89.9,4,2,4,7.82,43.15
S108916,,41.83,60.6,31.37,3,2,1,5.54,34.5
S108917,41.8,93.97,72.24,20.3,1,0,6,8.81,41.11
S108918,0.0,94.57,44.31,37.48,7,0,5,5.4,53.02
S108919,50.76,73.97,47.82,,5,0,9,7.19,28.56
S108920,88.64,51.5,80.64,52.45,4,1,6,3.16,42.66
S108921,52.74,42.15,55.19,64.21,1,1,4,4.84,29.64
S108922,53.42,48.3,76.86,69.65,2,2,5,2.48,81.0
S108923,90.02,52.92,56.61,,2,1,3,6.59,47.91
S108924,40.68,66.66,60.06,46.77,0,1,2,5.38,50.88
S108925,62.08,78.27,97.02,95.99,0,0,3,6.9,65.03
S108926,64.3,26.71,39.02,83.3,2,3,4,2.1,53.01
S108927,78.51,22.09,61.08,39.66,2,0,4,7.16,45.73
S108928,25.86,73.11,67.74,46.28,2,0,1,8.8,52.48
S108929,32.67,59.07,37.31,86.52,3,1,3,5.82,61.28
S108930,81.64,77.66,35.83,58.12,1,0,2,5.23,39.41
S108931,55.34,61.69,56.61,60.91,0,2,4,4.78,49.6
S108932,31.35,83.52,46.49,62.05,0,2,3,7.35,62.65
S108933,52.35,39.8,53.52,56.21,3,0,4,9.87,91.46
S108934,64.5,54.65,70.54,65.85,3,1,6,4.75,67.99
S108935,36.76,47.87,46.21,75.81,5,1,2,3.97,40.26
S108936,71.11,57.34,50.52,28.5,1,2,3,1.99,77.89
S108937,100.0,82.83,53.41,60.64,3,1,1,4.86,58.5
S108938,74.34,84.78,79.26,24.55,2,2,5,5.17,48.41
S108939,,53.11,67.26,22.15,2,0,4,6.94,50.54
S108940,30.7,32.28,71.99,54.79,1,2,1,4.52,46.46
S108941,46.04,55.68,40.74,30.63,1,0,2,5.71,56.52
S108942,59.43,71.99,34.1,42.1,1,4,4,4.81,58.91
S108943,72.93,42.94,65.04,49.86,4,1,2,5.79,48.45
S108944,78.98,41.06,62.57,64.09,7,2,2,5.66,52.5
S108945,65.0,18.38,86.88,37.74,3,0,4,7.64,30.37
S108946,61.15,77.56,59.79,66.64,3,1,6,3.34,54.5
S108947,32.98,61.15,75.41,39.44,3,1,4,4.77,74.77
S108948,47.89,52.95,68.58,52.41,3,1,3,5.6,42.21
S108949,50.35,55.36,55.09,73.61,1,1,6,7.44,42.6
S108950,59.53,83.94,59.9,70.48,3,1,2,7.33,33.22
S108951,45.68,68.18,71.51,79.93,4,1,8,5.86,30.53
S108952,49.36,22.69,62.3,72.7,1,0,5,5.31,63.39
S108953,31.69,59.35,70.33,,3,0,3,8.8,43.25
S108954,75.96,100.0,42.02,43.11,2,2,3,5.24,66.51
S108955,67.9,55.11,49.97,55.99,5,1,6,4.7,57.17
S108956,52.48,54.4,57.02,51.25,4,1,3,1.78,35.5
S108957,35.08,53.11,59.5,62.16,1,1,6,5.04,15.38
S108958,91.4 ,68.92,57.2,39.67,1,0,4,3.29,79.01
S108959,51.01,50.15,73.88,65.64,0,0,3,6.85,60.46
S108960,75.2,43.67,51.49,65.6,2,1,2,4.84,85.03
S108961,74.52,76.63,53.24,,4,0,2,3.98,71.65
S108962,51.24,81.04,40.13,22.54,0,0,1,7.61,38.02
S108963,54.17,50.94,67.51,30.83,3,0,4,2.75,64.96
S108964,78.4,61.76,61.57,44.21,3,0,5,6.89,17.08
S108965,,60.29,67.45,44.21,0,0,7,8.04,71.48
S108966,55.06,80.15,26.47,48.32,4,1,5,4.13,61.04
S108967,61.17,52.04,59.22,48.12,0,0,5,2.23,41.84
S108968,63.37,54.16,54.06,,3,0,4,6.55,47.59
S108969,54.89,82.42,59.25,53.59,3,0,2,5.13,58.93
S108970,48.97,65.57,50.32,48.35,2,1,1,8.11,41.84
S108971,,43.52,52.51,73.15,2,0,0,4.46,71.55
S108972,56.17,73.49,65.41,53.37,4,0,4,1.16,57.0
S108973,100.0,95.2,27.1,53.24,3,1,4,3.18,31.44
S108974,36.79,100.0,42.47,37.08,4,0,2,8.43,0.0
S108975,55.23,55.95,45.41,57.71,2,3,2,4.09,77.13
S108976,63.05,44.03,59.45,61.13,4,1,4,7.54,64.38
S108977,50.55,68.01,57.36,51.96,4,0,5,3.79,91.42
S108978,41.08,70.54,96.7,46.58,2,1,2,10.0,65.93
S108979,79.3,32.74,42.28,56.51,3,1,8,9.17,39.14
S108980,54.3,57.15,47.19,56.57,3,1,4,6.11,50.45
S108981,64.57,53.88,44.96,48.11,1,1,3,0.6,70.75
S108982,41.58,49.34,90.32,79.94,3,0,6,5.13,51.37
S108983,53.57,56.87,41.41,50.66,3,0,2,6.85,34.48
S108984,55.04,54.23,72.21,51.62,4,3,1,3.96,78.95
S108985,49.24,40.34,44.46,51.0,5,0,9,4.57,81.68
S108986,44.99,67.56,43.71,35.0,2,0,4,6.31,76.31
S108987,71.08,61.96,72.81,90.25,4,0,2,0.0,45.47
S108988,81.57,55.2,61.19,56.25,2,1,3,3.16,67.75
S108989,42.12,73.52,50.75,27.97,7,0,6,9.1,20.71
S108990,52.83,92.52,48.71,25.62,3,0,1,2.49,37.46
S108991,35.02,45.92,52.57,2.5,3,0,3,5.92,56.96
S108992,31.26,48.91,65.05,61.99,1,1,8,5.49,11.83
S108993,42.94,87.33,66.91,94.73,2,1,3,3.08,51.82
S108994,57.99,42.55,26.54,49.92,2,1,3,6.85,12.13
S108995,71.02,83.44,46.72,43.73,4,0,1,6.23,68.67
S108996,65.3,79.76,49.18,55.25,0,1,4,5.73,45.11
S108997,26.21,92.3,60.37,76.04,1,0,6,7.43,62.16
S108998,54.57,40.84,71.96,43.95,4,1,3,4.9,63.15
S108999,20.15,49.78,76.88,40.25,3,0,4,0.0,63.09
S109000,77.25,56.89,72.02,73.13,3,0,6,10.0,48.63
S109001,71.69,70.61,51.84,39.08,3,0,4,9.94,44.31
S109002,40.08,92.93,54.33,97.3,8,1,9,8.4,61.93
S109003,76.9,39.99,53.41,38.5,3,0,4,2.85,69.17
S109004,68.49,60.15,55.72,72.45,2,0,5,4.21,80.04
S109005,62.87,62.9,73.28,53.0,2,1,6,1.8,23.94
S109006,92.62,47.0,66.65,19.39,3,1,5,10.0,100.0
S109007,55.96,55.09,71.78,34.37,1,0,0,4.47,65.65
S109008,62.06,53.3,60.58,90.1,0,0,5,6.36,58.79
S109009,67.18,57.95,87.62,67.2,4,0,3,5.22,57.91
S109010,27.14,58.57,52.91,67.38,2,2,5,7.67,28.63
S109011,75.81,70.77,61.91,33.69,3,0,5,7.62,38.89
S109012,41.36,62.46,69.46,,3,2,7,8.65,76.89
S109013,50.14,71.72,69.76,72.11,3,0,2,2.94,46.4
S109014,45.81,69.29,65.71,43.77,3,0,4,0.0,41.54
S109015,55.26,59.75,64.19,77.12,3,0,1,2.62,54.96
S109016,38.41,57.29,46.5,61.4,2,0,4,6.07,44.38
S109017,68.79,64.68,78.86,71.02,5,0,2,6.33,48.21
S109018,69.64,54.09,80.53,53.36,3,0,2,2.23,81.35
S109019,49.86,51.55,37.74,60.39,0,1,0,8.3,31.78
S109020,74.54,44.76,56.98,69.05,1,0,6,3.34,9.21
S109021,74.26,36.04,63.29,38.53,3,0,5,3.85,55.95
S109022,41.06,29.57,51.03,32.72,1,0,4,8.52,48.3
S109023,59.68,82.94,72.91,42.6,4,0,4,6.11,15.85
S109024,73.88,57.88,47.44,45.99,2,1,0,5.17,100.0
S109025,81.94,75.75,54.09,64.87,3,3,5,1.86,53.96
S109026,46.0 ,86.75,63.21,87.46,2,1,3,10.0,61.48
S109027,70.19,57.45,47.53,22.99,3,0,5,5.15,57.65
S109028,61.85,35.88,77.82,61.12,7,1,4,9.55,29.88
S109029,41.16,100.0,60.44,70.88,1,1,7,8.59,72.07
S109030,46.5,96.56,56.49,73.95,3,0,3,7.51,41.7
S109031,57.2,100.0,35.28,40.53,2,0,2,4.48,88.39
S109032,51.02,80.29,42.63,59.27,3,1,4,3.55,63.42
S109033,64.51,51.41,54.31,63.97,2,0,3,2.12,47.26
S109034,64.94,74.57,47.0,43.58,4,0,5,3.91,13.26
S109035,79.52,77.91,57.68,45.7,6,1,3,7.53,21.91
S109036,56.23,70.37,69.04,81.81,2,0,6,6.59,80.57
S109037,76.58,68.91,75.27,30.76,4,1,5,1.78,73.13
S109038,39.44,60.7,43.63,65.62,0,0,2,9.63,81.34
S109039,61.06,83.73,39.56,51.11,4,0,3,4.27,27.55
S109040,42.96,66.58,71.25,41.61,0,0,5,6.37,60.72
S109041,61.0,50.85,53.18,41.44,5,1,2,5.53,73.44
S109042,33.85,53.26,61.46,53.89,2,1,8,5.72,57.61
S109043,57.38,67.86,53.09,12.89,4,0,4,6.25,45.18
S109044,59.98,87.36,48.59,61.23,2,0,3,3.66,11.97
S109045,65.53,31.11,65.81,42.15,3,1,3,7.25,51.56
S109046,64.4,22.14,53.56,34.12,3,0,5,8.13,39.02
S109047,55.39,78.89,79.83,49.92,3,0,5,4.09,53.4
S109048,67.52,60.8,66.35,56.44,3,2,0,8.1,66.92
S109049,43.26,66.03,49.66,66.95,7,1,2,4.03,66.16
S109050,35.18,44.82,78.95,60.98,2,1,4,8.52,93.88
S109051,45.42,41.96,82.76,49.03,0,2,2,9.21,32.13
S109052,76.48,50.58,39.58,48.97,6,2,3,2.17,61.37
S109053,66.73,47.04,42.92,60.31,0,1,6,6.82,33.13
S109054,86.3,58.97,67.55,58.38,2,3,3,8.1,62.08
S109055,49.78,36.32,89.24,46.36,2,1,7,4.45,57.52
S109056,41.74,52.92,73.75,31.39,3,0,4,8.85,29.67
S109057,63.25,44.65,44.97,58.01,2,1,5,8.54,48.57
S109058,54.47,49.25,78.09,56.04,2,1,1,3.68,57.4
S109059,48.97,57.46,48.26,57.95,2,1,4,10.0,60.42
S109060,47.76,69.76,64.17,52.07,5,0,3,3.1,17.78
S109061,56.0,61.65,43.67,61.6,3,4,4,5.53,68.63
S109062,39.34,57.86,60.81,59.49,0,0,5,7.52,63.15
S109063,48.77,60.02,55.96,61.31,1,0,4,8.65,38.67
S109064,71.6,47.36,60.91,60.58,2,0,7,4.51,39.5
S109065,87.3,65.33,49.27,68.95,3,0,1,4.67,43.11
S109066,61.16,28.52,60.31,56.43,4,0,0,6.86,57.05
S109067,17.38,73.09,27.2,59.75,5,2,2,7.79,68.72
S109068,77.15,59.19,40.92,40.65,2,1,10,6.94,15.91
S109069,60.18,68.04,71.68,46.82,2,1,6,8.53,46.41
S109070,,43.37,56.07,62.29,5,2,3,4.56,100.0
S109071,42.17,48.66,73.18,54.57,2,1,6,5.71,63.88
S109072,45.53,23.51,59.56,38.36,1,0,0,5.68,81.71
S109073,32.02,62.18,60.7,56.12,4,0,8,8.75,30.84
S109074,62.16,67.97,38.48,0.0,1,1,5,8.48,43.64
S109075,46.98,69.15,34.53,44.85,4,1,2,7.61,45.18
S109076,70.67,71.28,51.11,54.33,3,0,1,6.52,61.17
S109077,100.0,72.59,72.02,22.87,6,0,6,0.36,15.53
S109078,54.68,54.35,66.87,55.29,3,0,4,4.02,65.93
S109079,39.6,76.1,81.25,63.57,3,1,5,8.03,70.33
S109080,46.81,61.29,57.31,41.01,5,3,4,2.93,67.97
S109081,54.27,79.23,51.7,62.97,4,1,3,8.2,55.02
S109082,58.91,76.48,22.2,36.9,2,1,2,7.45,11.87
S109083,82.14,72.57,50.76,51.15,2,0,5,10.0,40.96
S109084,82.46,80.77,43.65,51.88,5,1,6,3.43,51.94
S109085,78.84,64.11,55.03,57.91,0,0,3,2.41,55.09
S109086,55.09,51.08,60.45,83.39,3,0,2,6.96,30.56
S109087,40.55,38.98,55.06,23.13,2,2,6,0.99,55.37
S109088,50.42,73.33,39.24,48.69,6,2,3,8.77,4.15
S109089,53.41,79.92,72.82,38.21,2,3,5,0.67,48.48
S109090,73.85,61.8,33.46,65.06,4,0,2,6.19,87.3
S109091,55.94,66.81,51.34,53.37,3,1,4,5.9,30.57
S109092,60.94,52.11,93.78,41.83,2,1,6,5.79,28.21
S109093,100.0,55.78,81.06,58.59,2,0,3,5.75,47.43
S109094,37.56,52.2,66.3,51.98,3,0,7,3.58,68.84
S109095,49.98,61.95,55.91,46.86,1,2,4,5.65,50.75
S109096,85.81,76.54,64.01,58.27,3,2,2,9.84,58.18
S109097,70.39,40.83,44.85,52.78,0,0,5,6.25,44.2
S109098,34.51,59.62,64.62,53.71,4,0,3,4.82,0.0
S109099,58.34,57.52,61.33,42.04,1,0,3,3.59,53.21
S109100,52.97,28.93,24.97,46.49,1,0,3,5.94,51.36
S109101,74.73,81.89,72.64,49.7,3,1,7,6.83,33.69
S109102,80.81,48.42,78.28,83.72,2,0,6,6.15,100.0
S109103,66.73,39.84,70.55,50.65,4,0,2,5.78,69.68
S109104,84.13,39.96,46.12,68.23,3,0,7,9.41,58.51
S109105,26.65,52.94,66.6,43.25,2,2,8,8.51,46.51
S109106,,41.94,52.44,60.67,6,2,2,4.83,59.3
S109107,54.08,64.49,45.54,63.81,2,1,5,0.04,46.07
S109108,54.8,42.89,89.88,63.87,1,0,4,7.14,44.98
S109109,32.07,45.83,31.95,72.21,2,1,5,0.44,36.14
S109110,37.84,45.7,46.23,59.38,6,1,7,3.61,100.0
S109111,65.22,39.38,60.6,56.67,0,1,2,9.7,74.48
S109112,79.34,83.75,12.63,17.28,4,1,1,5.23,60.44
S109113,52.72,100.0,47.25,79.76,1,0,4,4.7,54.69
S109114,30.87,70.34,64.6,99.47,2,1,4,6.39,17.21
S109115,51.87,74.08,57.93,37.04,2,0,0,4.0,68.27
S109116,38.09,62.71,32.82,43.79,3,0,8,8.69,45.08
S109117,19.79,55.62,75.52,57.52,2,0,4,6.73,47.58
S109118,62.61,71.31,46.89,54.8,1,0,6,4.41,54.27
S109119,43.31,78.28,52.14,50.3,5,0,5,9.39,74.02
S109120,37.11,51.9,58.45,15.95,0,2,3,5.99,38.79
S109121,100.0,55.89,48.7,39.41,2,0,5,8.19,94.29
S109122,50.5,88.12,75.07,61.65,2,3,5,2.7,72.63
