StudentID,previous_cgpa,previous_semester_percentage,previous_internal_marks,previous_assignment_score,previous_midterm_score,previous_subject_avg,weak_subject_count,lowest_subject_score,subject_consistency,assignment_completion_rate,practice_questions,next_semester_marks,performance_band
S108857,7.17,70.64,30.38,65.81,100.0,42.66,1,31.36,77.35,100.0,242.0,76.52,Good
S108858,4.92,41.07,30.47,62.12,50.5,53.65,3,21.84,53.92,76.97,254.0,29.73,At_Risk
S108859,4.64,42.81,38.27,56.47,74.34,86.54,3,75.44,80.07,81.23,11.0,25.28,At_Risk
S108860,7.38,0.7002,38.42,92.08,45.78,80.02,0,61.23,71.09,85.09,139.0,67.56,Average
S108861,7.18,72.45,39.78,70.94,70.49,62.14,2,49.66,84.88,69.07,33.0,30.73,At_Risk
S108862,6.45,56.93,38.01,,49.73,81.38,2,48.8,51.38,79.64,48.0,52.88,Average
S108863,4.85,48.69,24.31,73.72,82.6,72.45,2,43.35,58.42,100.0,85.0,32.28,At_Risk
S108864,7.61,72.4,28.55,70.81,79.53,71.05,2,54.73,77.03,85.82,113.0,60.87,Average
S108865,8.65,83.3,41.8,66.69,69.34,30.46,2,1.15,53.09,100.0,184.0,64.48,Average
S108866,7.36,73.77,19.33,58.58,42.74,54.62,1,20.35,45.27,80.36,253.0,46.68,At_Risk
S108867,5.9,50.9,37.34,93.48,64.15,63.22,2,40.52,73.51,70.7,118.0,52.51,Average
S108868,7.06,0.7029,34.1,61.45,60.13,37.4,1,25.84,86.0,95.65,22.0,49.24,At_Risk
S108869,5.22,47.35,41.8,56.04,78.29,78.07,5,62.6,74.54,98.96,57.0,24.63,At_Risk
S108870,8.38,83.95,38.33,68.79,50.56,67.23,1,46.58,67.1,72.55,34.0,64.63,Average
S108871,7.11,68.85,29.69,100.0,83.48,85.16,1,62.58,72.57,85.47,160.0,70.78,Good
S108872,4.7,0.4383,29.33,57.68,80.48,61.31,2,31.81,56.8,79.05,55.0,7.98,At_Risk
S108873,6.61,60.43,30.82,80.64,43.01,49.65,0,30.53,71.04,59.29,155.0,42.58,At_Risk
S108874,7.6,75.51,39.64,66.31,61.49,55.14,1,48.83,82.22,60.16,293.0,63.3,Average
S108875,6.57,67.43,16.58,73.67,64.18,71.98,2,65.03,85.97,76.92,27.0,50.93,Average
S108876,6.64,60.96,36.26,83.83,81.1,82.35,1,50.1,56.43,97.25,2.0,65.06,Average
S108877,5.41,46.85,27.94,44.2,54.01,68.33,5,44.45,65.55,92.75,19.0,24.03,At_Risk
S108878,7.74,76.3%,36.53,56.55,68.32,80.89,0,51.78,60.65,66.26,82.0,68.3,Average
S108879,6.16,53%,37.76,83.62,82.58,67.9,3,42.34,63.02,63.16,132.0,57.82,Average
S108880,4.2,35.0,21.7,71.46,69.02,76.2,0,44.14,52.84,66.89,110.0,38.11,At_Risk
S108881,6.52,57.66,33.19,73.18,35.28,90.35,0,84.8,92.41,65.64,130.0,61.23,Average
S108882,8.28,76.96,36.24,80.67,57.09,75.11,1,56.47,74.52,66.77,207.0,63.39,Average
S108883,6.5,56.38,35.7,56.66,79.47,58.48,0,49.46,93.26,49.62,20.0,44.28,At_Risk
S108884,9.26,80.21,34.02,85.83,77.47,71.45,2,51.47,69.21,43.36,4.0,31.6,At_Risk
S108885,7.56,67.26,25.23,82.3,29.01,69.32,0,37.23,49.29,41.6,32.0,44.72,At_Risk
S108886,7.44,73.25,26.45,73.57,68.21,63.32,0,46.3,80.1,56.74,154.0,57.65,Average
S108887,6.83,59.83,23.98,77.02,80.14,57.62,2,49.25,89.58,97.5,104.0,64.91,Average
S108888,6.91,64.3,39.43,87.47,73.62,97.02,5,85.33,74.52,100.0,3.0,58.62,Average
S108889,6.66,0.7103,34.08,61.09,75.46,64.57,0,44.39,76.23,100.0,13.0,49.7,At_Risk
S108890,6.61,62.57,34.59,79.92,98.0,37.58,1,13.1,72.74,83.73,212.0,45.27,At_Risk
S108891,7.69,74.43,21.36,96.17,64.3,59.74,1,54.71,100.0,68.36,55.0,44.09,At_Risk
S108892,5.78,51.16,34.73,79.61,69.88,58.0,0,41.36,75.95,73.53,82.0,61.54,Average
S108893,5.6,61.87,40.07,66.66,49.97,64.77,2,40.37,58.46,82.11,8.0,35.64,At_Risk
S108894,5.54,50.46,20.27,100.0,54.85,48.52,2,24.01,57.58,100.0,69.0,33.13,At_Risk
S108895,9.66,0.9085,30.72,73.46,59.69,60.87,1,37.52,68.54,65.13,150.0,77.48,Good
S108896,7.69,78.32,22.44,,78.6,71.27,1,65.75,91.76,80.04,186.0,60.54,Average
S108897,7.4,69.53,31.64,63.68,53.04,50.59,3,20.55,52.5,81.46,48.0,35.3,At_Risk
S108898,5.63,53.63,27.79,86.02,84.75,83.25,0,55.71,57.67,78.68,71.0,60.88,Average
S108899,7.81,73.07,38.05,61.8,47.51,68.55,4,56.36,79.91,49.87,105.0,35.5,At_Risk
S108900,6.85,63.96,36.35,74.85,75.23,70.22,1,51.53,68.8,75.86,41.0,66.44,Average
S108901,7.28,70.63,45.33,60.9,73.83,62.81,3,29.62,50.13,59.71,28.0,62.5,Average
S108902,5.73,56.65,34.57,98.52,69.12,70.9,2,47.6,63.91,100.0,7.0,40.68,At_Risk
S108903,7.21,65.91,37.71,66.68,80.75,77.97,1,50.64,62.46,88.56,17.0,66.16,Average
S108904,6.45,58.2,30.54,53.38,53.12,71.1,2,44.23,70.89,96.75,324.0,35.75,At_Risk
S108905,6.0,54.61,26.18,71.43,57.54,82.72,4,60.99,59.21,66.73,164.0,30.99,At_Risk
S108906,7.95,69.96,41.68,78.06,49.59,69.83,2,49.25,61.68,73.26,34.0,48.59,At_Risk
S108907,5.0,41.15,44.95,69.6,65.14,78.89,1,45.97,50.94,100.0,142.0,50.35,Average
S108908,7.73,74.66,40.65,57.8,63.08,73.53,0,53.54,68.59,95.36,116.0,59.48,Average
S108909,7.89,78.71,36.05,85.56,78.7,40.91,0,31.94,84.97,86.32,274.0,65.45,Average
S108910,5.86,59.12,27.21,88.89,71.19,56.53,1,32.81,71.55,100.0,3.0,37.25,At_Risk
S108911,5.93,46.8%,44.13,,76.03,57.27,1,41.64,72.2,100.0,69.0,40.83,At_Risk
S108912,6.71,62.77,39.64,56.84,61.85,57.61,3,51.23,95.69,100.0,97.0,65.88,Average
S108913,7.37,65.57,50.0,67.61,71.49,53.99,1,38.62,85.04,95.74,141.0,54.39,Average
S108914,6.8,65.19,25.76,62.04,94.0,82.71,2,48.72,51.53,97.19,130.0,38.39,At_Risk
S108915,7.56,70.18,41.9,77.89,43.47,87.67,2,61.17,57.52,75.06,26.0,56.71,Average
S108916,9.29,90.64,39.39,97.59,35.57,46.66,0,28.12,75.45,82.94,97.0,70.91,Good
S108917,6.34,60%,32.26,64.29,75.19,78.29,2,46.51,57.56,90.21,133.0,51.41,Average
S108918,4.77,37.73,45.91,93.65,51.42,75.76,2,58.33,79.09,84.77,58.0,39.92,At_Risk
S108919,8.07,72.83,38.22,47.98,42.89,96.91,0,70.39,62.62,87.55,56.0,70.79,Good
S108920,9.19,87.31,27.5,76.84,73.54,67.0,1,33.81,37.48,77.88,47.0,78.51,Good
S108921,7.51,71.71,34.05,61.08,48.93,47.9,3,41.82,93.88,39.04,19.0,47.53,At_Risk
S108922,5.59,47.44,27.41,77.16,89.62,47.85,1,16.68,59.05,90.15,143.0,47.8,At_Risk
S108923,6.84,58.82,31.25,43.65,67.5,82.53,1,68.8,84.41,81.62,56.0,50.24,Average
S108924,5.55,52.91,40.63,50.72,61.76,56.96,1,36.65,70.62,81.9,12.0,39.85,At_Risk
S108925,7.84,68.82,42.91,77.13,51.85,77.36,0,54.02,65.4,100.0,196.0,65.36,Average
S108926,5.24,43.14,36.77,60.55,68.44,67.64,1,50.51,74.76,85.35,149.0,32.7,At_Risk
S108927,6.61,61.01,29.0,65.15,39.55,79.54,1,60.95,73.79,67.93,44.0,54.87,Average
S108928,5.69,52.14,38.05,97.54,25.51,47.87,0,34.36,83.48,90.32,122.0,56.44,Average
S108929,7.16,64.55,40.79,72.06,40.13,68.89,3,40.25,52.6,81.28,15.0,45.97,At_Risk
S108930,6.52,59.16,19.22,83.52,83.2,78.24,2,67.19,88.62,96.74,286.0,48.12,At_Risk
S108931,7.23,68.74,35.93,58.61,50.21,76.98,2,55.25,64.33,71.05,7.0,51.45,Average
S108932,7.03,63.9,33.48,49.88,42.05,80.52,2,62.55,67.98,67.78,171.0,31.22,At_Risk
S108933,5.72,54.6,42.63,68.79,63.58,46.14,1,23.65,62.51,71.9,493.0,40.28,At_Risk
S108934,7.81,72.72,38.09,47.64,100.0,66.5,2,45.02,66.43,54.06,27.0,46.66,At_Risk
S108935,6.94,0.6657,38.87,59.52,82.47,67.64,1,51.61,76.58,73.44,134.0,51.94,Average
S108936,5.71,57.8,31.14,73.57,52.19,87.07,1,64.51,84.7,100.0,196.0,48.41,At_Risk
S108937,9.91,97.53,35.01,68.33,51.9,100.0,1,85.5,78.0,69.1,244.0,76.2,Good
S108938,7.62,77.54,42.55,75.02,52.26,86.69,2,71.46,81.19,59.65,102.0,55.77,Average
S108939,6.8,67.96,34.48,79.0,50.44,79.65,2,59.38,75.12,72.08,77.0,65.21,Average
S108940,8.84,84.93,36.4,52.06,73.7,73.82,1,56.04,66.38,83.3,9.0,57.21,Average
S108941,9.39,87.51,22.71,55.87,59.62,68.43,0,39.06,60.34,68.81,51.0,75.04,Good
S108942,6.81,63.15,34.45,37.32,47.19,84.43,3,58.63,71.2,81.08,40.0,45.48,At_Risk
S108943,7.45,67.28,18.9,64.44,43.62,70.61,4,63.12,81.92,83.77,2.0,21.22,At_Risk
S108944,5.72,54.32,30.87,81.05,100.0,61.85,3,56.0,95.89,80.03,27.0,39.57,At_Risk
S108945,6.81,67.47,35.51,92.37,76.82,67.2,1,47.94,69.83,78.66,109.0,63.52,Average
S108946,6.74,61.14,41.14,72.86,51.3,58.93,2,42.28,75.12,100.0,29.0,44.4,At_Risk
S108947,7.24,68.63,27.01,90.6,84.4,43.84,0,33.88,89.46,82.65,3.0,35.06,At_Risk
S108948,7.43,67.9,37.99,75.76,46.56,45.75,2,34.81,82.0,68.14,118.0,47.67,At_Risk
S108949,7.73,74.25,46.75,71.61,62.81,68.56,2,61.0,86.32,91.32,132.0,65.53,Average
S108950,7.31,67.24,29.87,60.83,61.05,41.37,1,36.18,88.22,79.1,2.0,32.88,At_Risk
S108951,5.43,48.6%,22.62,34.22,67.92,52.98,1,29.27,71.58,81.07,145.0,33.14,At_Risk
S108952,5.78,0.5219,37.32,88.35,49.93,74.08,0,63.83,88.54,95.2,128.0,40.76,At_Risk
S108953,6.29,61.77,25.46,69.2,67.06,58.25,3,23.65,38.12,100.0,78.0,44.96,At_Risk
S108954,6.63,62.63,28.45,90.82,37.03,52.0,2,36.56,86.93,62.91,4.0,44.51,At_Risk
S108955,8.37,77.76,42.39,55.76,58.97,53.48,3,42.86,90.33,100.0,231.0,72.24,Good
S108956,5.49,53.18,50.0,100.0,86.36,83.52,0,71.84,73.51,79.03,8.0,61.89,Average
S108957,6.54,60.43,26.99,66.27,81.41,78.76,3,54.2,66.81,79.13,102.0,66.9,Average
S108958,8.24,82.78,29.1,59.62,53.86,57.16,1,39.09,62.28,64.85,115.0,47.52,At_Risk
S108959,6.61,58.9,31.48,66.78,40.59,74.39,0,68.85,91.65,91.2,235.0,42.1,At_Risk
S108960,7.6,71.44,30.62,72.56,30.07,69.38,0,61.74,87.38,58.67,236.0,54.83,Average
S108961,6.82,59.16,50.0,68.95,74.88,78.68,1,63.89,80.9,88.08,26.0,73.13,Good
S108962,7.33,68.28,30.76,62.27,69.45,84.61,1,75.61,93.59,100.0,21.0,74.3,Good
S108963,6.7,56.96,31.9,42.95,71.17,45.56,3,39.62,91.76,75.28,42.0,34.85,At_Risk
S108964,7.87,77.72,47.93,57.94,92.05,73.47,4,41.72,54.62,96.23,219.0,64.04,Average
S108965,4.99,50.48,39.61,86.12,67.45,68.49,0,44.48,65.38,81.23,103.0,36.28,At_Risk
S108966,6.53,65.15,42.89,56.8,68.65,82.25,0,65.94,69.53,59.12,194.0,47.61,At_Risk
S108967,7.39,70.28,27.75,44.25,42.64,45.65,0,10.97,45.29,81.8,20.0,37.02,At_Risk
S108968,7.69,69.57,30.76,54.17,90.98,51.3,5,16.43,56.84,77.22,6.0,38.66,At_Risk
S108969,8.94,81.74,26.68,68.67,62.38,69.24,2,42.97,57.31,93.45,2.0,49.49,At_Risk
S108970,6.49,67.79,41.41,58.61,51.93,64.42,4,43.36,72.72,74.55,6.0,33.1,At_Risk
S108971,8.92,90.51,44.8,65.8,68.33,72.58,1,49.27,59.25,87.48,147.0,62.78,Average
S108972,6.14,58.85,30.2,58.02,97.0,46.68,1,23.55,61.31,64.16,165.0,29.94,At_Risk
S108973,8.73,80.8%,32.09,85.15,99.16,83.52,2,70.66,81.16,86.44,199.0,76.88,Good
S108974,8.06,82.07,32.44,77.36,49.47,70.36,4,48.59,68.48,80.36,42.0,65.15,Average
S108975,5.81,52.44,22.62,100.0,83.81,70.35,2,62.08,82.8,78.09,50.0,49.86,At_Risk
S108976,7.4,71.21,29.61,64.27,70.37,66.09,4,58.91,78.63,80.47,17.0,66.4,Average
S108977,6.93,71.28,41.19,65.73,80.8,53.07,0,39.21,86.0,75.61,47.0,57.63,Average
S108978,7.81,70.88,28.0,87.75,69.43,57.9,1,44.65,75.96,82.12,14.0,51.1,Average
S108979,6.71,67.06,35.74,75.87,74.84,89.33,1,60.7,58.15,77.04,77.0,45.19,At_Risk
S108980,6.6,64.79,24.54,55.88,86.14,68.97,3,61.98,87.65,65.4,1.0,21.86,At_Risk
S108981,8.78,83.25,33.85,78.35,37.01,68.11,2,61.82,87.21,60.56,45.0,64.24,Average
S108982,6.87,61.31,30.49,,70.77,79.1,0,61.33,70.66,72.59,335.0,50.47,Average
S108983,8.07,73.81,25.23,43.09,46.29,57.76,1,31.54,64.02,75.24,415.0,47.41,At_Risk
S108984,6.71,64.87,41.32,60.23,57.58,73.59,2,39.51,51.49,34.93,119.0,53.92,Average
S108985,9.17,81.39,41.77,72.85,65.02,69.99,2,56.14,87.13,80.29,28.0,67.07,Average
S108986,6.12,58.65,27.24,91.69,48.87,64.33,2,58.03,86.35,100.0,18.0,56.7,Average
S108987,6.2,61.08,33.27,,55.7,61.68,0,32.0,53.71,90.35,3.0,35.23,At_Risk
S108988,8.98,89.27,35.35,61.54,42.59,76.62,2,52.61,61.62,77.43,43.0,67.16,Average
S108989,6.42,55.41,20.48,59.38,55.51,75.21,2,45.01,63.0,67.77,49.0,25.41,At_Risk
S108990,9.08,92%,23.82,81.97,73.19,58.14,1,51.4,84.52,54.53,7.0,35.16,At_Risk
S108991,8.16,0.843,45.29,33.61,78.85,74.12,1,62.94,93.88,93.33,162.0,52.48,Average
S108992,6.8,66.23,26.48,,52.69,53.38,1,21.29,50.16,86.38,84.0,36.92,At_Risk
S108993,4.64,39.95,45.07,91.14,86.24,59.0,1,28.47,54.94,61.48,38.0,44.16,At_Risk
S108994,6.97,64.95,24.24,74.45,74.24,72.93,3,54.42,70.59,94.45,155.0,46.45,At_Risk
S108995,7.13,67.56,40.27,58.62,87.93,71.32,3,40.29,60.2,92.59,42.0,55.83,Average
S108996,8.52,82.0,32.51,51.97,36.67,53.95,2,26.99,52.38,69.93,151.0,47.61,At_Risk
S108997,9.06,86.21,33.63,82.6,69.98,72.61,1,43.28,59.32,75.62,55.0,73.88,Good
S108998,6.11,59.17,49.85,71.17,74.78,65.6,1,53.47,77.61,83.75,81.0,64.2,Average
S108999,8.04,76.03,24.97,66.72,37.5,81.81,2,68.75,74.2,88.29,9.0,47.55,At_Risk
S109000,8.0,77.01,39.76,75.61,100.0,73.46,2,45.31,59.71,63.58,,80.24,Good
S109001,8.4,77.91,39.43,72.47,54.81,53.26,1,22.61,56.27,88.5,84.0,57.03,Average
S109002,7.65,71.31,50.0,71.32,73.7,70.38,2,41.82,58.07,80.89,42.0,63.72,Average
S109003,4.47,0.4021,26.38,50.14,79.83,58.02,2,47.2,92.37,96.66,11.0,47.4,At_Risk
S109004,6.8,72.25,29.99,54.6,66.62,69.0,3,36.36,57.91,91.44,13.0,41.51,At_Risk
S109005,5.5,58.1%,41.53,81.22,87.17,73.05,2,38.78,44.78,80.87,98.0,23.98,At_Risk
S109006,6.74,66.22,33.4,78.39,96.92,74.37,3,67.69,95.63,93.75,92.0,58.31,Average
S109007,8.27,83.9,31.3,75.73,47.25,55.53,3,23.85,49.04,57.36,102.0,57.11,Average
S109008,7.4,73.46,42.66,61.2,66.86,60.07,1,32.27,60.15,74.39,102.0,52.7,Average
S109009,8.49,81.4,32.87,81.48,79.65,68.6,2,57.82,78.67,65.41,260.0,62.56,Average
S109010,7.44,65%,27.87,64.44,38.87,62.28,1,51.03,83.77,71.67,282.0,53.53,Average
S109011,5.31,49%,40.81,89.52,82.03,62.55,0,50.2,76.96,71.49,46.0,53.68,Average
S109012,3.72,35.0,38.0,58.8,92.3,54.1,3,47.8,99.08,61.06,120.0,24.51,At_Risk
S109013,7.19,63.81,32.5,62.12,85.54,72.87,1,58.51,72.31,94.29,107.0,54.16,Average
S109014,6.72,57.91,32.12,67.73,72.02,59.54,1,30.23,58.83,91.26,15.0,43.72,At_Risk
S109015,5.73,56.41,27.68,82.71,89.63,63.78,2,52.37,72.71,70.9,122.0,44.21,At_Risk
S109016,4.79,46.8,40.8,69.47,70.72,68.54,2,56.53,77.41,45.27,148.0,42.34,At_Risk
S109017,6.04,53%,32.12,70.57,43.89,35.41,1,8.62,66.17,72.42,3.0,18.77,At_Risk
S109018,6.75,61.11,28.84,64.13,56.65,47.2,2,20.23,62.94,79.27,59.0,34.59,At_Risk
S109019,7.87,79.37,24.72,74.02,60.91,88.63,0,71.58,69.41,100.0,23.0,57.39,Average
S109020,7.25,65.32,38.14,68.94,63.98,47.75,3,17.54,55.45,71.54,217.0,50.09,Average
S109021,9.09,87.04,30.93,58.24,63.49,79.96,1,63.99,75.16,94.68,7.0,60.1,Average
S109022,5.65,52.95,18.9,71.91,59.59,79.54,3,67.83,76.78,72.43,86.0,40.48,At_Risk
S109023,8.15,79.41,25.37,72.26,68.5,67.76,1,55.54,82.56,88.53,84.0,54.33,Average
S109024,7.06,63.66,33.13,100.0,89.07,87.39,2,74.78,70.32,92.11,10.0,52.97,Average
S109025,7.9,0.7544,33.36,60.83,68.43,78.69,0,68.54,82.24,88.68,116.0,57.35,Average
S109026,6.43,61.78,33.05,57.41,75.06,70.56,2,62.21,97.54,65.64,25.0,41.15,At_Risk
S109027,8.39,80.66,31.94,74.19,29.9,73.06,1,63.67,82.42,74.55,94.0,57.44,Average
S109028,7.38,70.46,23.19,55.11,67.02,80.4,3,68.53,80.58,88.81,23.0,48.3,At_Risk
S109029,6.12,59.49,28.0,53.9,82.39,73.16,1,45.11,61.7,56.3,40.0,38.1,At_Risk
S109030,6.98,75.12,44.47,48.45,84.95,79.09,2,69.92,87.68,91.84,32.0,47.17,At_Risk
S109031,6.69,73.8%,43.29,58.38,83.32,88.91,1,70.51,62.86,61.81,74.0,44.35,At_Risk
S109032,7.64,69.98,39.62,58.75,69.85,84.31,1,74.94,80.41,59.72,78.0,49.82,At_Risk
S109033,5.47,42.66,38.92,50.75,71.62,63.96,0,46.56,74.94,72.01,59.0,42.12,At_Risk
S109034,6.96,68.5%,42.24,66.25,54.24,56.92,1,47.38,78.27,69.72,13.0,46.03,At_Risk
S109035,7.51,72.13,26.03,34.51,78.52,68.61,1,54.06,85.92,82.73,83.0,59.07,Average
S109036,7.04,71.15,35.26,77.38,54.32,94.98,2,86.9,88.5,84.01,22.0,54.99,Average
S109037,8.75,84.27,26.04,61.65,75.89,52.69,2,24.4,56.67,81.05,45.0,43.65,At_Risk
S109038,8.01,76.29,26.18,63.85,65.66,65.22,3,58.78,95.64,65.25,336.0,52.95,Average
S109039,6.99,70.92,37.94,78.8,65.24,66.24,0,34.09,53.89,98.13,149.0,45.53,At_Risk
S109040,7.28,74.25,42.57,75.58,81.02,56.97,1,29.21,61.45,80.97,26.0,67.01,Average
S109041,7.38,64.6%,33.45,60.55,73.98,69.55,1,48.42,59.39,93.96,20.0,66.64,Average
S109042,7.52,68%,48.19,76.78,69.52,60.56,1,48.1,83.66,45.6,67.0,61.03,Average
S109043,4.63,43.53,36.69,93.23,57.04,67.32,2,59.59,89.55,88.03,7.0,31.85,At_Risk
S109044,6.61,63.17,28.79,54.82,90.64,65.82,1,36.4,53.98,71.41,52.0,50.63,Average
S109045,5.07,47.26,26.31,,70.33,68.44,2,45.96,60.02,91.39,49.0,26.78,At_Risk
S109046,8.66,84.02,43.15,53.3,76.96,55.48,3,37.55,76.7,100.0,410.0,59.52,Average
S109047,6.92,69.73,36.03,87.63,66.3,61.39,0,41.51,62.59,62.48,3.0,55.48,Average
S109048,6.75,71.0,40.41,59.32,53.9,65.94,4,48.54,79.17,92.87,167.0,48.27,At_Risk
S109049,8.17,79.89,13.74,58.75,70.68,67.56,0,48.95,71.7,71.02,218.0,57.83,Average
S109050,7.55,68.31,36.96,87.24,55.47,68.1,2,57.56,83.71,51.93,83.0,47.36,At_Risk
S109051,5.53,51.97,30.91,80.82,72.0,75.69,1,50.41,59.56,93.91,62.0,60.13,Average
S109052,6.91,65.32,23.85,59.81,12.76,53.73,0,40.8,76.3,100.0,12.0,49.39,At_Risk
S109053,6.56,64.42,34.5,71.91,58.59,64.53,2,49.88,73.66,100.0,92.0,47.25,At_Risk
S109054,4.73,46.51,43.73,59.35,64.77,55.92,3,36.23,62.5,84.51,109.0,30.12,At_Risk
S109055,6.1,0.6618,50.0,46.11,49.73,54.58,2,20.01,49.11,58.33,94.0,45.76,At_Risk
S109056,6.76,62.39,36.94,72.84,70.82,72.54,2,54.07,66.7,76.89,7.0,46.99,At_Risk
S109057,6.85,66.62,29.33,64.65,58.24,69.04,1,58.94,85.18,78.36,123.0,50.88,Average
S109058,5.07,57.61,28.84,55.81,64.91,60.95,0,36.11,56.7,96.44,21.0,23.01,At_Risk
S109059,8.5,78.38,42.71,89.57,56.18,60.29,0,49.09,83.1,79.63,24.0,71.76,Good
S109060,6.87,65.82,27.03,56.32,80.55,50.99,1,19.38,53.39,48.86,40.0,29.78,At_Risk
S109061,7.05,63.18,39.98,72.16,73.74,81.67,1,54.88,57.76,89.46,87.0,51.5,Average
S109062,7.52,71.78,37.35,86.2,69.77,66.21,0,59.35,100.0,81.08,67.0,51.27,Average
S109063,5.98,53.6%,36.46,66.16,65.99,46.98,2,33.67,73.73,93.56,97.0,27.45,At_Risk
S109064,7.59,76.32,22.46,58.99,100.0,68.91,3,54.9,77.79,83.73,86.0,57.59,Average
S109065,6.52,62.56,32.14,74.47,62.48,58.1,0,27.1,48.0,90.33,97.0,34.66,At_Risk
S109066,5.83,51.69,23.33,76.84,53.85,60.15,1,30.43,55.48,80.22,28.0,16.54,At_Risk
S109067,7.75,76.94,30.29,83.15,46.23,80.85,2,49.94,48.2,84.25,92.0,46.98,At_Risk
S109068,8.94,85.64,42.34,98.07,79.49,64.88,6,29.94,48.77,66.18,127.0,54.69,Average
S109069,7.94,79.26,44.85,63.14,91.1,89.6,1,67.72,66.94,85.31,5.0,65.33,Average
S109070,8.2,73.31,36.71,72.94,51.43,100.0,0,93.06,97.36,77.22,227.0,70.77,Good
S109071,6.32,61.55,30.44,50.96,60.44,85.86,0,65.04,75.88,87.35,4.0,38.91,At_Risk
S109072,4.92,49.86,47.7,80.0,59.25,54.25,4,33.78,74.9,62.26,112.0,40.5,At_Risk
S109073,8.94,83.21,30.33,72.76,63.01,86.26,3,66.86,71.77,100.0,83.0,67.68,Average
S109074,9.67,86.84,25.91,67.32,36.72,60.55,3,55.22,92.6,83.73,31.0,62.64,Average
S109075,9.01,85.4%,40.57,60.73,77.91,74.49,1,65.26,86.48,91.9,52.0,80.48,Good
S109076,6.56,67.3%,38.66,64.77,84.04,85.98,4,74.87,77.54,80.07,200.0,41.5,At_Risk
S109077,5.5,56.74,30.66,73.54,34.53,53.43,2,22.18,57.46,89.05,154.0,39.95,At_Risk
S109078,5.61,51.63,35.8,55.51,93.13,69.57,1,60.88,94.56,46.32,36.0,47.37,At_Risk
S109079,4.81,40.57,38.54,65.39,90.88,69.53,0,51.38,74.73,78.39,39.0,56.67,Average
S109080,6.86,63.45,36.63,70.25,15.88,56.67,1,33.72,57.97,68.11,19.0,34.98,At_Risk
S109081,9.09,84.46,38.67,,30.23,44.42,0,32.06,79.9,74.6,44.0,64.21,Average
S109082,6.82,66.54,30.95,54.23,62.87,77.32,2,64.01,75.7,95.16,85.0,56.92,Average
S109083,7.39,69.81,39.21,60.1,86.06,49.61,0,22.49,57.76,56.01,48.0,40.83,At_Risk
S109084,8.79,80.48,35.14,93.52,69.64,76.46,1,47.27,56.47,91.1,103.0,78.81,Good
S109085,6.47,65.93,31.23,57.54,65.34,65.51,1,39.34,66.97,86.92,132.0,71.58,Good
S109086,9.65,92.2,33.03,,74.18,85.42,2,51.86,40.75,99.21,31.0,61.89,Average
S109087,9.59,92.84,34.22,54.39,52.07,53.3,1,39.74,73.6,48.9,86.0,40.67,At_Risk
S109088,6.83,57.98,23.44,58.35,85.44,67.02,1,32.03,41.64,88.84,63.0,49.22,At_Risk
S109089,6.25,49.67,29.91,48.38,63.34,95.24,0,88.43,84.25,83.79,9.0,60.06,Average
S109090,7.91,69.36,35.52,80.05,38.87,58.78,1,45.59,79.92,79.2,27.0,44.63,At_Risk
S109091,6.55,60.29,24.19,50.12,52.27,89.31,1,68.89,72.57,100.0,10.0,17.61,At_Risk
S109092,5.5,54.52,30.04,83.61,70.9,57.81,0,42.4,76.5,48.38,130.0,37.47,At_Risk
S109093,8.67,72.95,50.0,77.02,60.37,70.09,2,60.93,81.93,81.88,96.0,70.63,Good
S109094,8.58,87.89,25.97,68.87,58.71,56.91,3,28.57,60.28,95.34,130.0,41.28,At_Risk
S109095,7.2,69.1,31.93,84.1,68.25,74.76,1,61.9,88.78,55.62,82.0,55.9,Average
S109096,5.36,56.34,28.33,100.0,70.74,51.58,1,27.49,61.88,88.92,58.0,41.25,At_Risk
S109097,5.4,47.8%,34.07,77.16,45.31,61.02,3,34.9,66.21,84.88,52.0,36.56,At_Risk
S109098,7.14,69.84,28.48,53.2,84.58,61.42,1,52.57,88.42,48.05,33.0,48.82,At_Risk
S109099,6.35,60.67,33.05,92.34,62.9,58.72,1,52.16,93.92,96.45,167.0,51.61,Average
S109100,6.56,65.56,29.25,72.79,71.71,87.1,2,52.87,56.7,66.62,50.0,50.45,Average
S109101,8.33,78%,43.44,100.0,66.56,57.98,1,29.41,58.74,100.0,19.0,69.16,Average
S109102,7.95,77.45,35.65,62.41,58.44,69.59,1,53.18,74.51,88.61,110.0,60.42,Average
S109103,8.79,88%,26.98,89.23,79.59,92.13,3,65.42,58.42,84.5,33.0,74.43,Good
S109104,5.71,51.66,41.73,70.0,66.3,71.24,3,43.93,66.01,95.19,20.0,39.54,At_Risk
S109105,6.55,63.23,27.33,100.0,66.17,35.69,2,7.16,49.49,93.41,125.0,35.84,At_Risk
S109106,7.99,68.32,22.49,65.78,25.18,94.36,0,64.96,55.43,50.61,47.0,46.89,At_Risk
S109107,7.58,74.84,34.98,100.0,78.12,82.51,2,63.56,74.8,54.43,18.0,56.67,Average
S109108,8.99,93.24,50.0,76.6,62.27,84.75,0,69.31,80.43,77.85,89.0,75.06,Good
S109109,7.55,66.72,20.38,82.7,77.08,85.48,0,69.13,64.7,63.89,136.0,61.49,Average
S109110,9.4,88.96,24.35,95.5,91.32,66.77,0,48.02,71.94,100.0,41.0,78.06,Good
S109111,7.7,76.69,41.02,58.18,78.17,48.87,2,34.53,75.55,65.14,21.0,66.99,Average
