student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
S208700,7.02,7.09,1.12,5.66,21.15,2.85,1.73,6.62,47.1,2,1.9,68.87,65.67,64.42,47.83,0,1,1,3,2.33,65.82,63.78,2.49,0,100.0,7.49,0
S208701,7.99,7.28,4.83,8.1,29.51,3.14,1.09,7.61,60.61,4,9.7,60.51,60.09,20.07,75.34,3,2,0,3,4.19,30.82,55.89,2.32,0,70.26,8.18,1
S208702,6.53,9.72,0.08,5.89,57.59,4.88,0.25,6.76,77.3,4,1.8,62.12,54.03,77.31,64.32,0,3,2,4,5.76,62.77,45.95,1.99,0,53.03,5.63,0
S208703,7.95,4.34,0.53,1.04,86.75,4.94,0.7,5.9,48.34,3,8.1,40.23,45.78,69.9,79.61,0,1,1,7,5.51,59.85,51.86,0.88,0,81.27,5.92,0
S208704,6.76,4.57,0.5,5.9,52.46,2.83,0.4,5.29,47.3,1,5.7,55.36,40.03,50.36,72.26,0,0,0,4,3.37,59.58,59.84,1.62,0,63.04,7.24,0
S208705,8.57,5.3,1.11,5.16,35.16,2.09,1.7,3.97,52.54,2,1.4,47.58,76.83,48.04,45.8,0,2,0,4,5.59,66.24,66.61,2.54,0,75.93,7.72,0
S208706,7.99,4.14,1.72,2.27,48.5,3.73,2.8,4.66,35.09,3,9.9,50.21,25.36,48.58,67.48,3,4,1,5,2.92,52.52,61.89,1.11,1,45.19,7.01,0
S208707,6.61,4.98,1.75,3.97,71.6,5.79,0.35,4.01,87.88,3,16.7,38.68,57.19,42.1,18.15,1,2,2,4,7.06,31.9,48.32,0.86,1,77.9,7.28,0
S208708,8.1,7.63,4.48,4.4,27.21,4.77,6.67,5.15,75.11,3,2.2,48.48,9.11,74.68,84.25,1,7,1,4,4.56,42.7,71.07,1.6,0,85.42,9.21,0
S208709,7.78,9.46,1.56,5.22,57.62,3.82,1.39,4.23,51.98,0,10.7,67.97,85.8,81.35,26.66,0,3,2,6,5.64,84.39,60.49,2.48,1,74.73,7.3,1
S208710,7.68,7.0,1.66,4.83,24.61,0.71,1.41,5.46,84.66,1,1.6,82.35,69.04,100.0,80.22,0,1,0,8,6.88,38.4,67.8,9.84,0,66.1,7.73,0
S208711,7.01,7.91,0.03,8.61,48.07,1.26,1.48,4.48,59.24,5,2.2,4.07,58.38,72.24,47.2,0,2,1,4,5.39,51.9,50.35,6.27,0,84.59,5.38,0
S208712,4.95,8.31,2.87,4.56,36.61,2.37,0.73,2.67,35.62,3,1.7,43.52,21.87,33.22,47.64,3,1,4,3,9.97,36.8,65.21,3.5,1,67.29,6.68,1
S208713,5.85,11.75,0.44,10.0,41.05,0.85,0.91,4.83,95.01,1,18.5,52.36,68.88,51.19,55.28,3,3,0,6,3.52,54.12,45.59,13.83,2,69.64,7.29,1
S208714,7.8,6.52,1.75,9.62,67.69,2.31,0.01,3.26,71.72,1,8.6,27.72,81.79,56.88,37.13,1,3,1,5,3.39,33.87,31.31,2.82,1,70.54,4.92,1
S208715,8.31,6.73,0.82,7.13,24.05,1.84,6.6,10.0,66.57,2,7.2,48.43,71.41,51.37,44.85,3,0,0,5,4.48,58.16,67.85,3.66,1,80.06,9.12,0
S208716,4.43,6.79,0.25,5.27,75.56,1.73,1.49,5.82,48.23,2,11.9,90.79,71.87,63.2,35.81,1,1,1,3,0.68,77.06,31.17,3.93,1,72.0,10.0,0
S208717,5.29,6.65,0.12,6.83,71.2,3.8,0.21,8.51,75.94,3,3.9,69.95,62.16,42.55,71.61,0,2,0,6,4.94,50.14,42.58,1.75,0,55.76,5.2,1
S208718,3.72,1.85,0.46,4.01,23.42,1.6,8.0,2.53,64.05,1,1.0,71.48,64.66,49.68,45.62,5,2,2,2,9.62,76.92,63.52,1.15,0,100.0,9.78,0
S208719,4.7,8.15,0.59,4.84,42.13,1.3,0.36,4.96,84.09,2,4.1,75.1,88.38,63.04,71.8,0,0,2,5,5.74,44.74,52.68,6.26,2,51.87,8.22,1
S208720,7.37,10.6,4.19,8.8,20.9,2.0,0.07,8.75,54.89,1,1.0,72.18,57.73,61.87,47.3,0,1,0,3,0.37,70.17,51.19,5.31,0,56.59,8.62,0
S208721,5.68,3.48,2.59,5.58,56.97,3.83,0.04,7.19,74.73,1,10.0,66.12,44.31,51.89,47.95,2,5,1,6,0.07,47.26,48.19,0.91,1,63.68,7.98,0
S208722,7.21,7.29,0.49,6.03,29.3,2.96,0.84,2.9,79.62,0,18.4,71.0,30.38,69.33,34.52,0,4,1,4,4.13,35.11,63.03,2.46,0,73.85,5.51,0
S208723,8.5,11.64,0.32,3.27,47.46,2.63,1.74,2.77,62.47,1,1.0,0.42,59.83,51.63,58.87,0,3,1,2,3.12,16.55,67.29,4.43,2,83.52,5.37,1
S208724,4.14,9.25,0.12,9.49,68.4,4.23,1.96,5.69,86.01,2,7.4,100.0,80.75,59.48,76.9,1,0,0,0,9.49,32.98,24.59,2.19,0,94.22,6.15,1
S208725,6.7,9.38,7.93,7.85,25.16,3.36,0.28,6.55,69.32,4,2.7,0.0,79.05,98.49,52.28,3,2,0,0,5.23,25.06,57.57,2.79,2,78.12,7.56,1
S208726,6.98,4.04,0.03,6.67,30.82,3.71,0.24,6.11,85.43,1,1.0,29.79,59.93,70.5,25.99,1,4,1,2,6.38,95.78,61.62,1.09,0,88.78,7.94,1
S208727,7.16,7.17,1.46,7.11,44.52,3.61,0.69,5.74,6.39,2,9.0,0.0,94.64,63.8,53.82,2,3,1,4,7.63,53.32,48.67,1.99,1,53.08,6.06,1
S208728,7.98,6.53,3.66,3.05,52.7,1.32,2.55,4.95,57.79,6,1.2,70.72,51.25,41.46,22.49,0,2,0,1,0.0,43.67,57.24,4.94,0,51.52,6.76,0
S208729,8.15,5.57,0.06,3.66,46.65,3.12,6.47,9.33,68.24,3,1.0,67.38,34.29,92.78,73.97,1,7,2,2,5.6,9.96,66.68,1.78,2,83.31,7.53,0
S208730,7.36,4.03,1.43,4.55,33.15,4.38,0.79,6.25,38.19,3,1.0,49.26,65.34,35.43,54.76,1,1,2,9,2.26,18.74,60.88,0.92,1,80.25,8.23,0
S208731,5.27,4.27,0.13,4.18,56.92,1.53,0.9,8.88,65.64,0,1.0,93.34,45.31,72.45,72.46,1,3,1,6,2.27,19.95,54.16,2.79,0,73.13,7.6,0
S208732,8.17,3.18,0.31,6.22,29.1,2.71,0.33,5.79,23.2,2,2.1,47.06,72.72,38.21,19.08,0,4,1,3,7.37,57.73,66.38,1.17,1,96.8,6.66,1
S208733,9.53,4.26,0.77,7.57,58.13,3.26,0.79,6.62,70.72,1,16.3,63.23,73.45,67.69,35.19,2,1,1,2,3.78,38.36,53.43,1.31,0,60.29,5.96,1
S208734,5.08,5.86,7.06,4.32,43.89,2.88,0.3,8.36,92.56,2,1.0,32.67,53.7,43.8,72.88,0,4,1,6,3.19,51.05,54.51,2.04,2,52.63,8.22,1
S208735,6.44,5.66,1.49,6.46,39.5,3.44,1.54,5.36,45.24,0,1.8,45.55,33.3,48.9,74.03,1,3,0,10,10.0,69.21,51.45,1.65,0,49.88,9.07,0
S208736,7.09,5.3,0.65,7.38,49.67,4.27,1.09,5.79,46.81,2,5.6,59.63,74.34,32.35,40.6,1,3,0,4,5.44,1.79,56.12,1.24,1,76.19,6.45,0
S208737,6.1,6.62,0.5,9.64,37.71,0.0,0.32,2.32,68.98,1,1.4,39.35,67.98,63.15,62.2,0,1,0,4,8.39,84.17,45.74,26.49,0,91.42,6.88,1
S208738,6.93,8.69,1.98,6.57,24.11,3.48,6.41,6.28,67.54,3,1.0,61.27,71.41,81.13,76.45,1,4,0,6,0.87,36.13,61.7,2.5,1,75.31,7.79,0
S208739,7.01,2.67,5.5,3.05,15.54,4.29,1.27,1.88,55.96,0,10.0,70.37,42.14,15.8,80.71,0,3,1,7,9.34,35.97,81.12,0.62,0,85.78,6.56,0
S208740,8.15,7.35,0.83,6.77,37.82,2.06,3.2,2.0,48.3,3,3.5,40.36,62.4,38.28,99.31,1,1,1,2,4.94,61.5,56.03,3.57,2,77.5,6.73,1
S208741,6.14,4.07,0.0,7.73,25.75,0.72,0.82,5.54,80.66,2,5.5,24.25,60.83,14.23,63.15,1,3,0,3,1.63,49.56,58.29,5.66,2,66.61,4.47,1
S208742,6.4,10.29,0.02,3.38,54.19,4.23,0.69,3.78,64.65,1,1.3,57.55,33.18,99.08,59.55,3,2,1,5,1.24,0.0,50.94,2.43,1,84.47,8.44,1
S208743,9.27,6.37,0.97,7.41,64.43,2.31,2.31,1.0,45.35,2,6.6,64.52,68.11,15.01,37.41,0,4,3,8,6.55,71.03,53.74,2.76,0,96.25,8.07,1
S208744,8.11,7.1,0.45,6.33,4.99,1.63,4.96,6.48,79.52,1,1.0,30.02,58.19,57.37,71.88,1,2,1,2,2.51,63.73,84.37,4.35,0,77.37,5.34,0
S208745,5.97,8.1,0.28,2.05,83.71,3.42,1.65,5.14,50.01,4,2.3,26.71,59.54,37.21,1.61,1,4,0,3,7.34,48.66,46.04,2.37,0,51.28,8.39,0
S208746,4.93,9.97,1.77,10.0,57.03,2.68,1.03,5.94,63.51,0,1.0,71.58,49.24,80.55,67.64,1,2,0,7,5.15,49.01,32.81,3.73,1,87.95,7.97,1
S208747,6.52,3.39,1.39,4.91,66.9,5.2,4.14,4.35,24.52,0,13.7,50.91,68.99,58.87,44.76,1,3,0,4,3.93,64.78,50.81,0.65,1,63.61,5.47,1
S208748,7.33,6.78,0.14,5.36,32.17,2.78,0.56,4.38,55.27,3,7.5,44.18,73.16,72.57,27.37,0,6,0,5,7.82,48.69,59.62,2.44,2,87.82,7.3,1
S208749,6.26,4.47,2.71,3.8,53.77,2.2,5.86,6.75,63.68,1,2.1,78.85,57.71,79.42,54.16,0,4,1,5,8.92,72.61,59.02,2.03,1,55.53,7.6,0
S208750,4.68,11.06,0.46,5.09,59.37,1.85,2.3,2.2,33.98,2,3.0,44.6,44.44,46.14,26.73,1,4,0,5,5.64,54.16,43.8,5.98,0,69.7,7.41,1
S208751,4.85,3.9,0.66,4.18,32.83,4.09,0.75,9.65,62.07,3,1.0,20.67,80.12,65.24,57.86,1,3,1,2,3.4,25.12,60.44,0.95,0,88.67,8.71,0
S208752,5.61,8.3,1.15,4.43,54.77,2.23,3.15,7.0,82.35,2,17.6,38.92,68.84,61.63,49.53,2,3,0,1,5.01,33.84,51.43,3.73,0,68.35,5.1,0
S208753,6.55,5.49,0.93,4.21,43.77,4.84,0.09,6.79,48.28,3,1.0,67.53,53.5,59.87,67.36,0,1,0,4,4.95,62.62,58.11,1.13,0,72.17,5.19,0
S208754,6.9,10.23,0.06,5.97,55.84,5.36,0.79,4.68,28.36,2,10.2,92.95,81.11,48.16,35.15,0,0,1,5,5.88,42.8,49.9,1.91,0,66.14,6.01,0
S208755,8.07,5.72,0.09,5.83,59.45,5.81,2.37,1.47,56.72,1,6.6,88.13,66.82,56.06,62.51,1,4,0,6,7.49,24.62,51.44,0.99,2,64.2,5.21,1
S208756,5.51,4.82,0.95,7.15,44.74,4.77,0.92,6.31,55.83,0,6.9,86.93,62.89,39.19,76.86,1,4,0,1,4.68,37.03,44.17,1.01,0,80.9,5.12,1
S208757,5.33,9.15,0.08,7.52,59.7,2.61,2.33,3.32,40.23,1,3.5,87.19,68.42,46.88,73.74,0,5,2,3,7.74,46.23,41.45,3.51,0,63.61,6.37,1
S208758,4.07,4.76,0.07,7.3,60.08,5.48,1.6,4.25,87.81,1,10.2,59.55,76.08,61.15,60.12,1,5,0,3,1.6,26.05,35.08,0.87,0,67.25,6.27,1
S208759,5.05,4.82,3.42,7.36,4.32,2.59,0.14,1.79,76.97,3,22.0,69.75,51.49,26.58,44.97,0,1,2,2,6.76,64.35,57.95,1.86,3,82.68,6.11,1
S208760,6.11,11.97,3.07,8.45,58.38,3.37,0.61,4.22,64.15,2,3.5,34.23,77.71,43.95,74.16,2,1,1,4,0.65,30.45,38.48,3.55,1,56.59,5.39,1
S208761,6.03,11.88,0.72,4.66,49.93,3.73,2.01,1.0,85.32,5,1.0,53.34,66.94,66.31,49.42,1,2,0,5,6.44,24.91,60.7,3.18,0,70.48,7.03,0
S208762,6.16,5.22,1.22,5.9,30.92,4.62,3.12,3.39,59.79,2,3.2,100.0,74.05,45.38,71.04,3,1,1,4,7.84,57.76,54.07,1.13,1,72.92,8.7,0
S208763,6.71,6.08,0.5,7.72,9.84,1.25,1.92,8.69,87.01,1,11.7,79.09,55.28,58.92,73.2,0,2,1,0,2.17,48.43,61.6,4.88,0,86.31,7.25,0
S208764,5.9,12.5,3.86,6.86,67.95,2.8,0.43,7.87,88.19,3,3.4,67.46,92.86,69.42,71.34,2,3,1,5,2.21,40.24,39.99,4.46,1,90.68,7.06,0
S208765,4.43,7.7,0.67,7.32,51.93,2.91,0.29,2.71,68.2,2,1.8,45.13,77.89,75.06,56.44,2,6,0,4,3.07,58.42,38.12,2.65,1,74.85,7.31,1
S208766,6.69,6.0,2.67,7.59,77.95,3.64,0.88,8.08,58.77,1,23.9,58.08,70.19,68.58,72.41,1,4,0,7,7.19,38.32,37.57,1.65,1,84.72,6.61,0
S208767,6.91,6.12,0.16,6.64,45.23,0.8,0.73,1.74,67.18,2,1.0,37.93,69.37,52.86,72.97,3,1,1,4,2.89,38.89,49.74,7.66,1,91.81,9.48,1
S208768,5.31,6.73,0.24,6.37,56.38,2.46,1.08,7.25,33.95,1,1.0,35.32,46.52,40.65,59.1,2,3,0,4,1.55,41.03,40.92,2.73,0,54.76,4.38,1
S208769,10.0,6.39,0.56,6.07,51.4,3.26,1.11,7.45,56.21,2,3.3,20.84,73.63,72.3,57.63,0,3,0,2,7.72,54.91,63.96,1.96,3,64.39,9.45,0
S208770,3.0,5.2,0.02,7.72,21.84,3.74,7.52,4.3,71.25,2,1.0,32.57,59.92,64.87,59.1,2,4,0,4,4.79,40.65,49.4,1.39,0,70.33,7.81,0
S208771,4.28,5.02,1.76,7.13,54.67,4.13,3.87,7.04,39.07,0,1.0,35.32,45.0,46.25,67.69,0,1,1,4,6.61,50.95,41.08,1.22,0,56.94,4.59,1
S208772,5.59,7.39,0.42,5.5,70.08,4.3,8.0,6.92,40.08,0,4.6,81.6,84.01,75.29,35.18,2,1,1,3,7.1,83.38,36.57,1.72,1,72.96,6.62,0
S208773,5.59,6.52,0.87,7.1,100.0,5.39,0.4,10.0,83.5,2,11.4,50.33,53.99,38.56,36.72,1,5,2,3,10.0,29.52,32.28,1.21,0,84.07,7.58,0
S208774,5.1,6.04,5.33,2.92,35.01,1.46,7.45,7.86,71.3,1,3.4,52.07,56.97,49.82,57.9,2,4,2,5,2.95,37.37,65.2,4.12,0,100.0,3.81,0
S208775,6.72,8.69,2.54,5.84,39.95,1.91,3.33,7.64,28.35,3,5.6,40.82,76.81,57.5,61.77,1,7,2,3,5.25,45.33,46.36,4.56,0,100.0,5.52,0
S208776,7.95,9.58,0.44,1.93,45.87,2.34,5.21,7.53,38.07,1,1.0,56.44,61.63,67.06,36.71,1,2,1,10,7.48,40.23,73.99,4.1,0,83.31,6.16,0
S208777,7.15,6.81,0.52,9.93,43.55,3.58,2.27,7.87,45.81,2,3.6,73.08,50.99,64.54,55.84,4,5,0,4,10.0,72.03,48.64,1.9,1,62.54,5.02,1
S208778,6.69,2.43,0.86,4.5,65.07,3.79,5.66,2.32,44.35,2,8.5,13.49,56.13,49.01,72.81,1,5,1,4,2.82,20.2,51.59,0.64,0,86.17,8.28,0
S208779,8.58,8.24,1.46,2.31,47.68,5.31,0.97,4.95,76.52,3,17.9,38.13,63.57,43.27,58.44,0,1,2,4,7.35,54.56,78.2,1.55,0,90.4,6.21,0
S208780,4.28,11.52,1.15,4.81,71.73,1.19,1.23,4.71,81.63,0,11.0,28.3,71.78,56.12,61.44,0,3,0,6,7.28,53.3,38.52,9.65,0,70.31,10.0,1
S208781,6.12,2.77,2.01,5.84,0.0,1.88,4.14,4.24,67.41,0,1.0,36.97,82.21,44.84,72.0,1,2,0,3,9.7,72.61,62.41,1.47,0,100.0,7.44,0
S208782,6.49,8.12,2.87,9.36,50.11,1.73,1.2,5.56,69.62,2,3.8,57.74,96.74,55.15,71.07,1,2,0,6,5.01,30.29,32.58,4.7,0,73.59,5.98,1
S208783,5.93,4.98,0.96,4.98,62.47,2.48,0.86,5.43,45.15,2,4.2,27.27,67.51,83.13,58.72,3,2,2,2,9.05,47.77,40.93,2.01,0,51.81,7.55,1
S208784,6.19,10.69,1.2,2.18,84.76,0.62,1.95,7.84,57.2,0,2.2,58.09,53.72,39.58,39.77,2,5,1,4,5.87,27.83,50.58,17.11,1,68.92,8.64,0
S208785,6.08,1.82,0.13,6.79,49.84,1.72,1.35,3.55,55.65,2,17.9,35.23,32.44,45.54,44.47,2,2,2,6,2.98,23.82,45.97,1.06,1,60.68,6.02,0
S208786,5.48,4.74,2.7,9.58,34.77,5.88,1.29,3.41,41.2,7,1.9,60.57,59.25,61.04,35.53,0,0,1,3,3.69,55.96,35.3,0.81,0,61.82,6.09,1
S208787,4.72,6.24,0.53,5.34,42.95,4.37,1.42,6.14,55.93,1,6.3,41.1,80.63,69.54,49.41,1,2,2,3,1.76,65.42,56.85,1.43,0,75.72,7.32,0
S208788,4.86,5.78,1.64,5.43,0.0,3.75,3.63,5.2,43.78,1,4.3,48.86,70.94,42.38,93.35,0,4,0,1,4.79,54.55,71.01,1.54,0,78.23,4.97,0
S208789,5.92,7.85,0.1,7.35,37.09,4.63,4.13,5.04,35.25,3,5.3,97.78,56.5,72.68,55.35,3,3,0,7,2.21,91.77,54.69,1.69,0,81.09,6.32,0
S208790,6.93,10.31,0.4,1.0,65.46,0.41,1.69,9.62,57.81,1,8.7,75.82,50.84,57.3,52.45,1,3,1,3,4.79,78.96,54.53,25.26,1,75.46,6.23,1
S208791,7.07,4.52,3.25,4.37,49.27,3.98,0.61,3.94,15.92,1,1.1,90.42,85.27,63.1,21.02,2,1,0,7,3.93,72.79,65.11,1.14,2,90.41,6.04,0
S208792,7.39,4.19,1.34,5.85,60.13,5.21,1.69,6.11,60.43,3,4.7,58.92,65.87,43.88,29.23,1,1,0,0,5.02,84.39,51.96,0.8,1,85.29,4.88,0
S208793,3.0,11.8,0.64,3.85,39.17,3.54,1.26,3.57,57.94,0,1.0,32.06,44.98,70.13,33.88,1,2,0,5,9.0,66.43,46.36,3.34,2,74.75,5.87,1
S208794,5.06,8.1,1.86,1.0,64.34,1.45,2.19,6.16,56.65,1,4.2,76.0,90.25,6.01,73.1,0,3,1,8,4.11,98.84,55.27,5.57,1,95.4,7.99,0
S208795,4.7,2.9,1.78,3.42,25.22,1.83,1.53,2.6,87.46,3,6.6,53.85,83.45,67.29,65.33,1,1,0,4,6.55,64.95,61.85,1.59,0,88.52,10.0,1
S208796,6.32,0.0,0.99,8.43,23.7,0.7,0.92,4.03,62.56,3,7.4,54.42,82.83,52.38,66.47,2,2,0,3,7.37,21.59,58.22,0.0,0,71.09,5.14,0
S208797,6.34,7.52,0.33,6.78,78.62,1.54,0.42,7.1,70.92,1,14.3,55.73,48.1,73.69,83.35,3,3,0,4,4.69,70.74,39.95,4.88,2,81.97,7.43,1
S208798,5.75,5.89,0.09,7.07,77.34,4.23,0.21,4.32,49.91,2,5.0,81.47,72.22,92.07,63.46,0,2,2,2,6.53,36.93,27.91,1.39,5,71.1,8.4,1
S208799,7.7,9.81,0.53,4.94,67.58,4.14,0.9,2.79,64.01,3,11.4,57.54,29.91,68.98,58.19,1,2,0,6,6.11,13.29,55.67,2.37,0,66.59,5.13,1
S208800,5.66,6.49,1.57,8.99,27.29,1.76,0.22,6.14,39.71,2,27.1,42.84,31.72,63.01,56.87,0,1,0,3,9.38,98.53,44.59,3.68,0,89.73,5.57,1
S208801,6.49,9.98,2.47,5.75,36.46,1.48,3.47,9.59,51.97,1,25.5,58.82,75.66,36.12,51.53,0,2,4,3,7.95,58.82,67.06,6.76,0,59.2,4.76,1
S208802,7.07,10.89,2.94,7.85,46.47,3.94,0.84,7.28,53.74,0,5.9,52.82,51.97,39.22,16.48,0,2,2,3,9.41,32.63,52.51,2.76,0,85.44,3.98,1
S208803,6.97,3.86,0.2,5.84,44.25,0.46,0.75,7.83,77.39,2,11.1,74.75,59.72,45.13,60.18,2,3,1,3,2.98,81.81,49.04,8.31,0,79.57,7.36,0
S208804,5.87,4.89,4.45,1.53,23.82,3.66,0.58,5.76,67.26,2,1.0,41.16,61.55,48.34,56.31,3,1,2,6,4.22,43.1,76.57,1.34,0,70.73,5.14,0
S208805,8.23,6.22,2.43,3.29,33.37,4.73,4.92,9.89,56.01,0,2.3,70.61,81.2,71.02,97.22,1,1,2,3,4.32,38.89,70.08,1.31,2,70.62,6.03,0
S208806,7.31,6.61,0.4,6.06,73.33,1.56,4.71,1.23,49.73,2,10.4,57.57,48.82,59.65,16.98,2,1,0,6,4.78,78.54,46.82,4.23,0,71.3,8.98,1
S208807,7.66,6.02,3.16,8.34,30.65,3.33,0.97,9.11,51.81,2,10.8,48.47,92.44,58.21,85.02,2,4,1,3,7.93,58.08,65.13,1.81,1,69.69,6.21,0
S208808,6.65,9.73,0.29,8.58,12.95,0.37,5.41,6.58,57.51,0,1.0,38.43,54.77,67.63,48.81,0,6,2,5,6.11,65.1,61.54,26.13,0,77.61,7.7,0
S208809,6.6,7.97,5.53,6.39,53.48,3.6,5.0,7.11,64.58,2,11.5,73.23,71.05,72.04,45.98,0,3,0,2,3.46,26.88,48.21,2.22,1,100.0,7.82,0
S208810,5.23,9.24,2.94,8.61,21.05,2.77,1.62,6.16,64.61,2,1.0,62.93,72.92,65.97,87.29,0,1,0,6,3.31,74.78,49.69,3.34,1,61.29,7.11,1
S208811,3.63,4.09,6.69,5.28,71.61,4.39,0.64,2.52,60.25,1,10.7,28.28,32.74,38.12,39.25,0,2,0,8,6.12,33.46,38.11,0.93,1,88.0,5.84,1
S208812,4.73,0.61,0.15,7.97,19.37,4.65,0.37,5.84,72.77,3,13.5,60.94,67.28,75.12,66.93,1,0,2,4,4.14,48.73,63.52,0.13,0,70.86,5.6,1
S208813,4.13,5.21,0.22,2.66,60.48,1.76,0.57,2.2,73.8,3,2.8,64.44,77.01,54.94,51.04,2,4,0,5,5.23,68.91,48.39,2.96,2,64.01,6.43,1
S208814,6.26,4.74,0.16,8.1,41.84,3.33,0.13,6.89,23.7,3,2.7,64.7,63.63,52.84,77.82,1,1,0,3,3.24,62.2,50.22,1.42,0,54.92,9.08,0
S208815,4.28,6.59,2.52,6.04,48.06,4.51,0.67,5.14,47.91,3,3.8,80.2,80.16,83.66,73.08,2,4,0,5,0.23,45.27,56.56,1.46,1,64.34,3.9,1
S208816,5.58,5.71,0.45,10.0,54.38,2.57,0.59,3.97,69.79,0,10.5,26.57,38.14,51.51,100.0,0,0,1,5,3.76,39.22,36.63,2.23,2,68.41,6.05,1
S208817,5.0,4.77,1.68,8.57,42.7,4.21,1.82,5.51,53.08,0,4.8,56.83,32.48,41.13,33.82,0,2,2,6,6.23,56.58,44.76,1.13,0,59.62,7.79,1
S208818,6.31,7.89,3.99,4.41,17.81,3.38,0.47,7.66,51.33,1,1.3,73.64,71.01,73.12,63.9,1,1,1,2,4.09,41.88,66.6,2.33,0,56.15,6.51,1
S208819,6.04,6.23,1.34,10.0,55.04,3.04,0.05,1.0,73.1,1,8.0,37.93,69.86,46.85,70.3,1,3,2,6,4.43,35.54,38.85,2.05,0,82.49,6.11,0
S208820,8.23,5.41,0.36,6.31,23.01,3.42,2.9,6.2,42.88,4,1.5,72.34,87.2,56.6,52.27,0,3,0,5,8.83,22.53,67.51,1.58,1,61.02,6.97,0
S208821,7.57,7.23,0.22,8.02,48.87,3.9,0.98,4.32,60.66,1,1.0,64.49,71.05,53.47,57.99,1,2,1,4,7.7,45.72,41.25,1.85,2,100.0,9.15,0
S208822,8.47,4.56,0.87,3.75,0.0,1.32,1.08,3.63,58.81,3,5.8,49.81,41.13,78.13,48.76,0,1,0,2,3.96,69.54,83.65,3.45,1,100.0,5.77,0
S208823,6.45,12.43,1.27,4.99,84.29,2.96,0.08,7.24,73.22,1,1.0,90.24,39.03,43.7,30.38,0,6,2,6,6.67,66.54,37.2,4.2,2,77.55,10.0,0
S208824,3.82,9.46,6.25,8.53,23.3,4.09,2.95,3.61,82.62,2,6.2,47.95,85.49,40.26,72.82,1,3,0,3,3.36,32.15,56.08,2.31,1,85.59,8.09,1
S208825,7.69,3.32,0.24,4.29,43.55,2.48,0.55,4.68,50.15,2,18.2,75.42,65.07,70.3,54.67,1,2,0,7,3.51,37.65,65.38,1.34,0,100.0,4.78,0
S208826,9.03,2.02,7.08,4.51,7.45,3.07,0.84,5.08,74.65,1,1.0,70.45,45.55,80.19,52.26,0,3,2,2,5.53,40.5,79.07,0.66,0,83.46,10.0,0
S208827,5.76,6.82,0.31,2.15,34.9,3.47,4.81,1.0,47.25,3,1.0,49.63,67.59,63.23,49.26,3,0,0,8,5.14,26.69,61.69,1.96,1,65.69,7.44,0
S208828,8.3,5.68,0.24,5.59,56.74,2.3,0.74,4.71,67.05,3,5.3,59.85,58.56,62.23,51.11,0,3,1,4,7.22,49.18,57.36,2.47,1,68.67,6.14,0
S208829,6.08,5.0,2.08,4.05,12.67,2.94,6.98,6.7,20.55,4,7.4,50.28,60.2,63.47,54.45,0,3,0,7,1.16,34.01,68.15,1.7,0,54.42,9.21,0
S208830,6.48,3.83,1.61,9.97,72.16,2.07,1.24,5.49,64.67,1,9.4,50.25,68.16,38.31,71.06,1,3,0,3,10.0,16.96,30.96,1.85,0,75.16,6.11,1
S208831,6.15,3.87,0.2,1.0,37.38,2.12,1.87,5.82,63.73,3,2.9,65.31,78.82,46.97,68.02,0,1,0,6,4.87,52.47,73.68,1.82,0,38.94,8.04,0
S208832,5.47,11.66,4.43,4.9,16.62,4.16,0.11,6.9,46.7,1,3.0,52.37,39.99,30.59,59.57,0,0,0,4,4.46,40.49,62.17,2.8,1,70.25,6.49,1
S208833,5.67,8.11,1.59,6.19,47.63,3.44,1.28,4.43,66.31,2,1.0,20.28,69.75,56.26,77.78,1,4,2,1,0.43,18.51,50.29,2.36,1,68.38,7.87,0
S208834,3.88,6.71,0.13,4.66,48.07,3.42,2.06,3.96,77.88,1,5.1,42.32,68.69,62.5,62.04,1,2,1,4,1.37,27.23,50.41,1.97,1,78.81,8.68,1
S208835,6.54,4.32,0.89,4.35,70.7,3.89,0.38,2.51,85.92,2,6.9,64.78,61.98,73.48,50.95,1,2,1,5,4.78,9.84,49.24,1.11,1,75.26,9.35,0
S208836,6.5,4.0,0.35,6.7,66.23,3.88,1.85,7.99,59.88,1,1.5,61.42,80.82,76.37,58.14,2,2,1,8,1.89,66.22,44.14,1.03,1,81.98,9.03,0
S208837,7.31,4.17,6.17,10.0,43.06,5.4,0.92,6.62,76.44,5,1.0,65.86,59.64,65.82,81.61,1,1,2,2,4.19,66.05,47.15,0.77,1,80.55,5.82,0
S208838,6.24,5.97,0.43,9.55,41.69,3.47,1.19,5.26,65.56,3,15.0,69.87,50.91,75.91,79.14,4,4,0,3,6.24,54.43,47.65,1.72,4,73.61,8.18,1
S208839,6.9,3.28,1.63,2.89,48.97,2.46,1.22,5.01,56.68,3,3.7,76.66,49.34,55.2,37.76,0,3,2,6,10.0,50.74,60.75,1.33,0,79.96,6.28,0
