student_id,previous_cgpa,previous_semester_percentage,previous_internal_marks,previous_assignment_score,previous_midterm_score,attendance_percentage,study_hours_per_week,assignment_completion_rate,practice_questions,previous_subject_avg,weak_subject_count,lowest_subject_score,subject_consistency,sleep_hours,extracurricular_hours,stress_level,backlogs,failed_subjects,next_semester_marks,performance_band
S107461,6.96,63.79,36.36,75.07,59.11,76.27,15.27,100.0,67,46.01,3,30.97,79.3,7.81,2.9,4.38,1,0,52.31,Average
S107462,5.46,48.87,38.61,46.26,69.15,84.85,13.84,83.72,111,79.0,2,58.95,71.45,6.66,11.88,2.02,1,2,40.9,At_Risk
S107463,5.5,48.81,37.63,90.74,68.8,78.49,19.81,98.63,56,96.07,2,85.99,85.55,7.27,4.46,4.56,0,0,66.2,Average
S107464,9.74,95.35,44.76,73.82,91.6,93.38,13.96,86.44,144,68.3,0,41.97,69.77,7.85,1.86,8.16,0,0,100.0,Excellent
S107465,5.88,51.15,31.62,84.35,76.86,83.03,2.25,72.36,72,61.33,0,33.98,64.96,7.0,2.04,6.44,1,0,24.95,At_Risk
S107466,6.58,61.45,41.55,86.8,57.68,60.95,12.83,62.22,50,87.74,3,66.82,69.06,6.42,2.84,5.97,1,1,40.31,At_Risk
S107467,6.52,58.34,25.15,76.19,60.64,60.41,7.1,84.62,13,64.45,7,41.5,67.26,8.14,2.74,3.56,0,0,16.94,At_Risk
S107468,6.45,55.48,32.72,36.51,60.58,75.42,10.82,91.4,130,71.47,1,58.65,82.05,6.97,11.39,3.58,3,0,39.85,At_Risk
S107469,7.81,77.65,29.91,72.22,65.3,85.29,8.39,78.66,132,76.66,1,62.97,61.66,6.75,1.01,7.98,0,0,62.59,Average
S107470,8.23,76.13,35.7,73.18,49.89,93.69,29.63,70.5,30,57.56,1,47.43,79.96,8.82,2.41,2.52,0,0,88.01,Excellent
S107471,6.6,63.48,32.47,53.7,63.7,69.97,12.62,100.0,47,87.73,2,66.79,67.83,5.17,2.35,5.65,3,0,32.51,At_Risk
S107472,5.39,45.2,44.06,43.15,86.89,51.46,20.02,73.38,43,82.77,2,67.0,81.16,4.7,6.72,3.48,0,0,52.03,Average
S107473,8.66,79.27,27.97,76.93,86.18,83.17,12.86,62.72,33,97.17,1,84.79,82.99,8.88,2.47,6.24,1,0,70.53,Good
S107474,6.88,68.35,21.15,51.26,39.96,78.51,13.41,79.03,55,75.54,0,69.01,93.16,4.37,2.11,2.55,0,0,47.16,At_Risk
S107475,9.25,98.22,24.14,100.0,37.43,79.72,11.67,81.17,56,63.65,1,42.34,63.48,8.76,10.4,4.94,0,1,56.26,Average
S107476,4.08,35.0,42.95,73.95,55.51,64.79,10.13,68.97,6,52.14,0,44.83,86.88,6.63,5.71,6.44,1,0,28.81,At_Risk
S107477,7.25,68.11,27.24,90.27,36.53,92.31,10.28,78.63,24,69.68,2,42.95,50.92,4.92,5.62,6.48,2,0,32.29,At_Risk
S107478,9.49,91.84,38.18,70.47,44.79,68.2,17.62,54.57,5,69.34,2,46.49,69.03,7.01,0.76,5.04,1,0,57.9,Average
S107479,6.54,59.67,32.64,81.27,70.62,81.7,14.58,86.36,104,84.41,4,68.4,73.22,5.3,2.58,5.89,0,0,56.49,Average
S107480,6.71,67.11,41.59,70.8,64.39,81.31,24.3,64.25,101,65.56,0,40.84,58.15,5.76,0.65,6.56,0,0,54.94,Average
S107481,7.38,66.68,33.15,85.08,37.46,84.6,13.46,74.27,27,58.58,5,35.63,67.12,7.06,0.45,6.42,1,0,32.13,At_Risk
S107482,6.27,60.21,50.0,39.43,83.72,69.06,13.07,69.85,70,44.7,0,24.43,75.41,5.47,3.36,7.65,1,3,28.91,At_Risk
S107483,6.59,60.56,50.0,83.32,58.25,66.92,15.28,100.0,45,66.71,1,33.68,53.81,5.45,4.91,4.74,0,0,66.34,Average
S107484,6.56,67.21,32.48,80.03,56.71,88.24,19.24,75.45,13,58.75,0,24.86,49.62,7.51,4.49,6.53,0,0,53.5,Average
S107485,6.18,56.05,31.38,67.69,81.26,84.63,15.81,67.35,89,62.83,1,33.99,51.45,5.73,13.57,4.43,2,0,41.07,At_Risk
S107486,8.6,80.27,50.0,63.86,71.57,82.02,24.42,100.0,119,65.36,0,34.61,53.77,5.31,4.31,5.0,1,0,76.25,Good
S107487,7.6,75.98,26.37,65.51,64.32,91.51,33.05,100.0,33,69.25,2,51.95,75.66,4.11,4.62,4.53,0,1,62.87,Average
S107488,7.33,65.48,34.56,74.24,57.09,82.1,20.73,92.55,57,56.17,4,22.33,46.74,5.39,7.62,2.47,0,1,49.39,At_Risk
S107489,8.05,76.76,35.18,88.21,74.11,73.56,17.63,88.43,16,59.08,1,40.99,76.41,5.45,9.72,6.08,0,0,64.32,Average
S107490,6.66,55.95,34.98,61.99,58.07,84.22,0.99,67.02,5,86.86,3,56.78,49.94,5.3,2.55,10.0,0,0,29.42,At_Risk
S107491,5.99,52.59,21.09,44.47,61.35,83.41,24.69,96.31,24,64.61,2,31.45,44.02,8.31,2.53,5.25,0,0,44.65,At_Risk
S107492,6.22,60.59,38.97,100.0,46.18,83.71,23.59,85.47,137,77.3,2,50.03,54.98,8.16,5.38,3.18,0,0,63.63,Average
S107493,7.0,62.56,27.24,80.07,83.28,67.4,25.74,70.45,118,62.98,0,53.88,83.06,6.69,6.63,6.32,0,1,71.2,Good
S107494,5.62,51.24,46.49,64.13,89.84,66.25,20.57,82.11,22,64.66,0,33.69,55.55,5.82,2.05,8.4,1,0,49.75,At_Risk
S107495,6.35,62.29,23.35,87.83,68.39,88.56,8.36,73.04,5,81.3,2,72.8,93.92,5.66,0.95,6.03,2,0,35.12,At_Risk
S107496,6.33,57.81,35.48,84.01,57.22,76.22,8.24,57.16,141,61.1,2,28.76,56.11,6.6,1.59,5.98,1,0,30.44,At_Risk
S107497,9.76,96.03,17.27,77.38,79.97,54.68,7.37,100.0,78,79.33,4,45.34,45.59,6.55,8.79,7.83,0,0,61.49,Average
S107498,3.5,35.0,17.76,62.84,74.42,61.54,15.56,52.79,7,75.69,6,48.9,55.89,5.19,2.38,3.97,0,0,2.22,At_Risk
S107499,6.77,66.02,28.29,80.01,57.9,62.18,10.09,100.0,99,62.97,0,32.45,50.67,7.72,2.94,7.58,3,1,26.03,At_Risk
S107500,9.24,92.78,29.41,86.34,83.42,90.81,21.01,76.79,59,53.11,3,45.93,86.63,5.76,5.45,5.12,1,0,76.94,Good
S107501,7.16,69.28,46.73,44.2,58.21,77.42,11.0,86.78,12,78.12,3,65.03,84.85,6.68,0.05,3.93,2,0,53.09,Average
S107502,7.98,81.96,34.68,73.37,44.42,78.42,12.72,88.01,2,59.91,1,35.0,68.95,5.4,7.19,5.82,1,0,43.97,At_Risk
S107503,7.13,71.38,45.34,74.47,63.95,73.76,16.85,65.15,147,64.21,0,33.35,59.95,4.89,7.12,4.25,0,0,61.97,Average
S107504,6.13,56.16,31.96,73.99,82.35,65.29,11.65,76.84,27,60.96,2,28.98,55.05,4.16,7.73,5.0,1,0,26.74,At_Risk
S107505,4.09,43.98,39.85,70.69,66.64,87.12,8.64,78.48,63,45.64,2,26.31,73.0,6.73,5.92,6.89,1,0,27.54,At_Risk
S107506,7.27,70.09,29.2,87.79,46.24,85.83,2.31,70.95,13,68.25,1,54.02,83.74,6.36,0.34,4.47,1,0,36.05,At_Risk
S107507,5.99,55.34,28.65,66.83,58.55,69.55,21.52,95.56,91,40.75,2,24.75,75.99,5.28,6.43,3.79,0,0,56.09,Average
S107508,5.96,57.73,20.43,69.96,84.14,94.82,8.55,61.86,4,76.08,2,58.68,73.49,6.42,5.04,4.79,1,1,26.31,At_Risk
S107509,6.35,64.79,37.69,74.73,69.38,86.94,12.32,82.98,145,76.45,1,53.86,67.0,6.25,7.05,5.8,0,1,54.56,Average
S107510,9.27,89.87,37.1,67.33,64.7,67.75,12.4,54.35,67,66.54,0,40.06,57.04,7.4,0.45,4.62,0,0,68.02,Average
S107511,10.0,100.0,41.22,49.21,62.91,74.55,0.57,83.59,8,51.97,4,45.75,93.91,4.84,3.22,5.08,0,1,51.95,Average
S107512,7.28,73.53,36.72,73.21,82.28,73.58,17.01,82.55,65,75.1,1,49.65,57.23,7.12,3.83,8.28,0,0,74.02,Good
S107513,6.4,62.85,50.0,73.38,81.23,81.75,24.83,100.0,43,20.0,2,0.0,68.81,5.47,1.61,7.27,0,0,52.63,Average
S107514,5.47,47.86,36.41,64.52,42.58,60.86,21.72,70.78,26,67.86,4,42.48,70.18,6.45,12.4,3.92,0,0,39.11,At_Risk
S107515,7.61,71.57,42.93,68.02,80.04,69.54,12.37,77.46,90,84.79,0,54.88,61.57,3.34,10.24,6.21,3,1,49.77,At_Risk
S107516,9.32,88.81,32.41,22.3,73.26,87.53,22.38,76.4,133,71.94,1,37.15,49.51,5.33,0.37,8.47,0,0,65.99,Average
S107517,6.68,66.23,27.73,88.13,90.49,58.96,2.86,100.0,10,59.73,3,43.97,69.54,6.06,2.31,4.61,1,1,27.78,At_Risk
S107518,3.91,39.67,40.74,83.52,63.89,75.63,20.83,71.36,26,52.46,0,42.68,83.6,6.34,2.45,3.59,0,0,33.87,At_Risk
S107519,7.87,75.45,34.29,49.93,83.16,63.28,9.88,83.38,14,100.0,3,69.84,59.3,6.32,0.56,3.64,0,2,43.17,At_Risk
S107520,8.28,79.15,41.66,59.87,72.5,88.96,21.78,75.6,48,62.61,0,56.29,93.34,4.85,14.89,3.1,2,0,69.52,Average
S107521,4.94,49.8,37.82,91.73,47.18,82.12,15.25,77.72,0,65.29,0,54.88,83.5,7.57,4.13,6.17,0,1,32.69,At_Risk
S107522,7.23,65.25,28.66,52.68,81.33,60.39,6.57,80.17,95,61.22,0,27.28,55.36,4.96,2.39,4.06,2,0,31.22,At_Risk
S107523,7.59,78.85,43.59,77.18,77.95,65.49,16.73,96.47,3,55.6,1,23.65,51.93,7.14,0.48,6.37,0,0,58.59,Average
S107524,6.9,57.41,28.03,62.62,54.6,78.17,15.01,100.0,17,35.54,4,19.24,75.53,5.42,3.67,6.69,0,0,35.53,At_Risk
S107525,5.97,62.56,40.0,76.15,69.63,50.32,16.67,59.18,152,60.23,2,29.87,59.01,7.49,0.44,6.08,1,1,33.76,At_Risk
S107526,8.32,78.87,45.25,70.75,98.72,64.8,9.39,91.72,136,66.73,3,56.66,85.73,6.77,4.4,8.54,0,1,66.14,Average
S107527,6.48,65.53,31.92,65.75,57.27,68.11,6.8,98.82,77,54.47,1,22.41,52.98,7.64,3.22,4.32,1,0,49.57,At_Risk
S107528,5.07,49.61,44.25,75.83,76.62,93.42,19.3,85.1,101,34.29,2,16.56,68.8,6.97,2.92,3.35,0,1,34.4,At_Risk
S107529,4.34,42.57,38.18,62.6,47.48,71.08,14.53,97.76,65,71.23,3,58.34,77.68,6.31,0.83,6.28,1,0,31.85,At_Risk
S107530,8.64,84.29,41.82,43.24,55.88,85.91,19.01,61.27,40,67.6,2,37.39,54.6,6.63,0.5,1.0,2,1,58.06,Average
S107531,7.8,77.35,28.31,56.08,77.97,72.32,18.88,87.62,22,87.31,1,74.91,94.31,5.77,7.82,3.96,0,0,61.66,Average
S107532,7.11,66.27,36.71,54.28,69.11,86.93,19.96,98.73,191,66.23,1,52.73,75.48,7.29,17.32,4.23,0,0,68.56,Average
S107533,6.43,65.2,23.74,45.94,61.78,59.37,26.33,70.55,183,42.82,2,21.58,63.62,7.4,9.76,1.44,1,0,44.9,At_Risk
S107534,6.31,55.63,48.69,75.54,92.24,69.32,16.39,60.68,180,84.58,1,63.8,69.13,5.12,2.21,3.1,0,0,66.12,Average
S107535,5.6,53.19,18.89,67.41,50.25,76.69,8.02,97.13,195,85.06,0,69.49,86.11,5.17,2.21,4.94,0,0,49.28,At_Risk
S107536,6.44,64.52,32.16,75.31,62.66,80.13,9.58,73.66,116,50.03,1,27.13,72.18,7.94,0.54,6.57,0,0,40.12,At_Risk
S107537,4.24,44.3,27.55,77.81,72.87,81.89,12.97,71.33,182,74.8,2,63.33,79.66,8.24,1.79,8.28,0,0,42.63,At_Risk
S107538,6.04,59.25,40.4,81.35,51.06,80.31,16.48,51.79,164,86.54,1,73.78,78.04,5.03,0.41,4.96,0,1,50.44,Average
S107539,6.6,61.09,50.0,76.1,73.15,84.07,24.65,72.3,25,89.36,0,73.9,78.27,5.42,14.71,5.32,1,1,73.08,Good
S107540,7.79,77.62,40.24,55.31,82.19,77.86,14.02,69.52,149,85.36,2,66.01,68.67,5.2,0.8,6.48,0,0,73.2,Good
S107541,6.95,63.33,50.0,78.69,63.17,80.09,26.76,52.96,66,71.92,0,47.24,71.84,5.29,1.93,3.76,0,0,79.97,Good
S107542,8.03,83.32,23.98,73.33,54.04,65.84,27.37,71.22,59,67.26,1,50.39,77.22,7.68,4.7,1.42,0,0,69.82,Average
S107543,8.75,82.82,24.59,100.0,60.0,58.58,18.01,97.78,11,60.2,0,38.94,62.54,8.03,2.12,4.12,0,1,70.21,Good
S107544,8.38,73.41,27.86,70.12,22.15,64.59,19.41,85.13,153,59.61,3,25.99,48.01,6.88,6.56,6.48,1,0,40.36,At_Risk
S107545,7.61,67.53,35.97,75.74,81.1,57.76,11.78,55.44,31,51.34,2,40.77,86.4,8.37,0.05,4.8,0,0,46.81,At_Risk
S107546,7.02,66.82,26.78,68.58,69.23,80.69,26.76,85.85,19,74.05,2,64.11,87.88,7.5,9.02,5.7,0,0,65.04,Average
S107547,5.72,54.95,28.99,70.73,62.18,89.27,10.54,90.9,141,65.62,1,42.97,66.59,6.0,1.03,3.19,0,1,36.65,At_Risk
S107548,7.96,83.52,39.96,69.72,38.33,66.63,23.41,81.56,2,62.61,2,28.87,47.98,10.0,0.53,5.3,0,0,62.5,Average
S107549,9.18,83.09,25.09,63.48,82.74,90.1,7.77,79.47,18,66.06,2,38.63,63.13,6.44,3.18,9.97,0,1,49.4,At_Risk
S107550,7.44,70.88,25.93,72.66,58.0,83.42,19.48,68.11,54,82.35,0,69.64,88.18,6.48,4.96,7.0,0,0,62.76,Average
S107551,9.49,85.94,31.81,79.33,74.04,71.36,22.8,86.27,176,77.08,2,48.49,61.07,8.49,4.03,8.03,1,1,74.19,Good
S107552,5.02,45.69,32.56,63.71,64.82,73.81,21.36,88.78,45,42.14,2,27.42,78.09,6.23,1.28,6.64,1,0,35.29,At_Risk
S107553,5.5,58.98,43.08,82.53,39.16,91.39,11.73,84.21,15,99.74,1,84.87,72.26,6.21,5.97,3.48,0,0,55.26,Average
S107554,8.11,72.52,27.79,80.71,85.3,50.12,13.11,100.0,54,82.64,1,69.45,79.56,7.1,0.45,6.97,0,0,55.51,Average
S107555,7.34,72.11,29.24,56.8,82.26,91.34,25.77,76.92,79,61.56,1,38.89,58.65,7.18,5.11,5.73,1,0,50.94,Average
S107556,8.71,84.3,39.65,55.54,77.22,88.75,11.46,60.45,165,68.04,3,63.04,94.16,6.55,20.0,3.1,3,0,53.1,Average
S107557,6.98,66.21,41.41,76.72,70.04,70.93,11.7,100.0,131,66.56,0,60.94,94.55,6.09,1.64,3.88,1,0,74.27,Good
S107558,5.87,57.86,46.43,61.19,45.84,76.89,25.53,51.66,120,54.49,0,27.32,63.41,5.4,1.75,4.79,0,0,56.48,Average
S107559,6.72,59.22,38.75,54.31,78.9,97.52,14.56,74.02,54,63.07,2,56.3,95.6,6.24,0.3,7.21,0,1,44.24,At_Risk
S107560,5.01,54.2,36.04,95.75,100.0,62.28,14.61,66.19,191,54.91,3,27.43,59.58,7.36,4.52,4.38,0,0,40.4,At_Risk
S107561,5.53,60.26,39.6,55.51,66.86,75.82,27.87,78.47,169,79.96,1,66.15,84.79,6.49,4.3,8.41,1,1,47.85,At_Risk
S107562,8.26,78.7,32.86,47.15,67.17,85.77,10.48,77.96,115,46.41,3,17.52,54.33,9.33,0.13,4.7,0,0,50.98,Average
S107563,8.13,86.97,32.8,58.24,47.37,80.52,9.88,65.66,126,59.55,3,35.75,64.21,5.84,3.86,1.82,0,0,56.44,Average
S107564,7.47,69.39,20.81,73.47,31.87,78.62,16.25,96.01,189,55.14,1,26.97,65.63,4.65,2.41,4.08,0,0,58.16,Average
S107565,4.76,46.85,42.15,71.1,59.25,99.8,15.23,77.98,34,91.06,0,72.26,73.53,6.05,3.74,5.83,0,0,51.24,Average
S107566,6.53,67.8,36.69,98.31,88.71,64.7,9.55,98.28,247,78.33,2,47.82,58.23,6.15,4.26,3.07,1,0,57.31,Average
S107567,5.41,49.54,41.22,58.47,86.5,65.24,20.64,62.46,11,74.53,2,60.46,85.53,7.82,4.63,2.18,2,0,52.73,Average
S107568,8.53,75.5,12.47,73.54,63.95,47.84,15.11,63.8,169,82.29,0,68.79,78.24,6.47,6.94,6.97,0,0,57.34,Average
S107569,6.24,52.84,34.62,86.93,71.88,65.06,15.45,63.4,21,68.55,2,63.0,93.81,6.98,0.82,5.86,1,0,46.16,At_Risk
S107570,5.59,61.33,28.15,60.11,45.51,70.02,14.97,87.78,65,66.04,0,54.83,91.45,7.69,0.58,6.25,0,0,44.78,At_Risk
S107571,7.04,64.75,47.01,80.56,66.78,81.84,7.68,100.0,68,66.35,0,51.39,88.29,8.83,3.87,7.48,0,0,54.89,Average
S107572,6.17,57.85,39.91,42.52,56.61,89.52,9.28,75.44,220,61.91,6,32.41,54.68,4.77,14.3,3.8,0,0,26.69,At_Risk
S107573,8.93,80.37,36.87,96.38,65.87,66.43,3.93,45.3,25,77.03,4,68.11,81.77,7.52,3.17,5.41,0,0,52.28,Average
S107574,6.04,61.22,31.54,84.92,60.61,76.29,22.97,87.12,44,80.48,3,59.44,73.61,6.34,0.73,2.25,0,0,54.35,Average
S107575,5.18,46.09,38.18,59.79,60.32,94.75,15.01,89.97,12,76.86,0,63.61,74.55,6.44,3.04,6.34,1,0,43.92,At_Risk
S107576,4.2,37.95,27.57,82.45,80.94,75.75,21.96,64.49,63,62.21,1,39.47,69.75,6.05,0.46,8.53,1,0,33.61,At_Risk
S107577,6.96,67.32,34.2,89.7,96.42,84.22,11.85,88.48,40,60.65,5,25.67,45.63,4.79,11.75,4.55,0,0,44.83,At_Risk
S107578,6.27,55.3,30.37,50.67,62.29,91.45,23.04,92.16,47,97.08,2,67.8,55.98,5.54,0.66,4.23,1,0,44.99,At_Risk
S107579,5.14,48.14,50.0,61.0,87.7,66.84,3.68,49.26,6,63.28,1,51.86,83.44,5.73,0.19,7.35,0,0,36.14,At_Risk
S107580,8.55,86.8,46.76,90.19,45.13,64.4,21.8,96.74,143,86.26,2,53.49,55.27,7.86,2.2,3.69,1,0,85.65,Excellent
S107581,7.87,76.45,43.5,71.01,63.52,97.45,14.45,97.68,35,62.88,2,47.57,87.24,8.89,1.72,5.7,1,0,72.83,Good
S107582,6.96,66.67,23.08,76.54,44.26,84.95,5.3,75.38,81,63.21,0,38.61,74.58,6.56,0.36,4.62,0,0,53.24,Average
S107583,8.77,84.21,41.91,71.05,60.0,62.08,0.0,89.68,80,73.64,3,40.36,48.37,7.69,5.79,5.47,0,1,57.71,Average
S107584,7.86,73.13,36.5,83.37,76.45,65.32,18.51,100.0,81,87.89,3,57.2,53.71,4.55,5.97,3.03,1,1,53.66,Average
S107585,5.93,64.32,44.79,77.69,82.9,75.6,21.93,70.14,21,73.03,2,54.47,70.4,6.91,1.28,1.76,1,0,59.17,Average
S107586,5.65,50.42,37.58,71.59,52.54,94.72,15.43,97.41,9,60.25,2,51.7,85.49,5.55,3.12,5.83,1,0,46.35,At_Risk
S107587,8.06,77.45,34.95,38.47,72.33,89.78,19.22,83.68,6,99.26,1,80.03,71.1,6.47,2.06,2.47,0,0,80.14,Good
S107588,7.52,71.86,36.87,79.6,84.68,90.8,18.12,62.9,67,71.03,1,47.04,64.69,7.76,5.41,6.22,1,1,67.64,Average
S107589,7.22,72.63,20.55,80.94,82.4,72.76,15.39,52.69,8,64.97,1,53.17,76.61,7.06,2.95,6.93,1,0,43.79,At_Risk
S107590,5.9,60.46,28.86,51.41,69.14,77.91,21.71,90.83,41,76.08,1,67.38,88.39,6.03,8.37,1.72,0,1,46.69,At_Risk
S107591,7.79,73.88,37.99,52.43,55.57,68.42,4.66,60.41,167,54.49,2,20.53,50.0,7.23,9.52,5.82,0,0,43.94,At_Risk
S107592,6.02,58.33,44.12,77.76,53.98,73.01,15.69,94.52,6,78.55,3,49.21,55.2,8.68,0.29,6.03,0,1,44.72,At_Risk
S107593,6.87,66.55,30.6,72.91,51.52,64.53,19.78,47.23,84,54.44,1,32.01,62.31,7.05,1.4,5.14,1,0,39.78,At_Risk
S107594,8.88,75.28,34.67,40.38,64.49,67.54,11.88,82.24,45,76.58,0,54.35,71.65,5.8,0.25,7.25,1,1,46.87,At_Risk
S107595,6.14,51.98,22.19,57.67,51.83,69.29,16.79,75.19,157,88.72,0,61.09,62.86,4.92,0.23,4.84,1,0,32.58,At_Risk
S107596,4.96,44.65,46.67,74.71,75.85,76.26,6.76,100.0,109,56.53,0,29.08,57.69,7.55,5.41,3.0,0,0,69.06,Average
S107597,5.63,51.25,43.91,80.15,68.65,83.05,15.53,83.39,10,69.58,2,59.24,81.31,5.64,1.67,3.18,1,0,54.71,Average
S107598,8.29,73.98,40.22,61.24,67.93,98.0,9.95,89.19,28,72.61,1,58.2,79.35,6.57,1.81,6.06,1,0,57.71,Average
S107599,7.33,72.64,38.25,67.79,35.55,73.61,11.38,73.54,81,80.41,2,56.05,58.82,7.87,15.63,6.6,1,0,53.55,Average
S107600,6.83,64.92,47.42,56.81,65.44,85.06,19.0,77.32,15,74.72,1,47.09,57.63,6.0,5.99,9.0,0,0,54.64,Average
S107601,6.34,59.35,28.56,89.86,57.65,75.85,2.67,95.79,129,69.14,1,62.6,90.26,7.89,2.35,4.25,0,1,50.09,Average
S107602,7.63,67.47,27.69,72.62,99.66,89.55,7.36,80.24,22,85.62,1,59.37,53.3,5.89,0.34,6.74,0,0,55.76,Average
S107603,5.9,55.84,43.49,59.98,44.52,62.94,20.07,66.22,142,70.94,3,65.5,88.1,5.41,4.52,6.39,0,0,39.85,At_Risk
S107604,7.4,59.77,42.95,52.66,61.71,71.57,13.9,97.11,25,59.48,0,45.92,72.78,6.0,2.15,5.5,0,0,57.2,Average
S107605,6.05,56.82,25.45,51.0,71.13,85.95,9.86,100.0,20,53.74,2,20.15,46.57,7.01,4.01,3.22,1,0,38.13,At_Risk
S107606,5.83,55.67,30.75,97.17,49.44,84.98,18.15,100.0,227,83.4,2,65.38,71.34,5.39,1.88,4.02,0,0,54.73,Average
S107607,6.17,59.59,48.51,67.4,95.85,85.2,7.25,99.35,81,87.0,0,67.25,69.72,6.48,8.62,5.68,1,1,56.89,Average
S107608,6.51,55.61,38.29,64.01,96.18,94.91,7.02,75.76,62,70.26,0,43.07,63.93,9.0,2.29,4.75,1,0,48.16,At_Risk
S107609,6.94,66.8,41.3,66.8,51.27,57.2,13.54,65.28,4,48.85,2,26.33,70.83,7.85,9.46,2.1,0,0,34.89,At_Risk
S107610,7.31,65.24,25.73,60.55,55.53,62.95,14.03,62.2,26,60.88,1,46.8,82.51,5.68,1.99,5.86,3,0,30.2,At_Risk
S107611,3.5,35.0,40.25,68.39,99.35,84.74,9.8,60.39,11,85.5,2,62.8,56.46,8.74,4.82,6.95,0,1,18.91,At_Risk
S107612,5.95,59.4,23.64,70.52,87.32,87.76,13.15,78.6,14,75.15,4,53.83,69.23,7.45,0.48,6.87,1,1,26.63,At_Risk
S107613,6.49,69.72,19.16,70.23,59.09,85.86,24.33,100.0,24,48.51,1,39.66,83.83,7.66,3.44,3.38,1,0,35.72,At_Risk
S107614,8.96,85.29,40.81,51.06,71.9,100.0,14.75,55.19,12,74.54,2,47.21,54.38,7.06,1.51,8.51,2,0,49.65,At_Risk
S107615,5.6,49.89,46.48,83.39,42.81,67.01,6.95,80.25,184,67.34,3,44.11,68.43,6.34,4.68,2.86,2,0,22.32,At_Risk
S107616,7.21,69.27,32.97,61.71,100.0,82.43,15.17,75.2,7,79.52,2,72.62,91.06,8.4,6.46,5.44,0,0,62.6,Average
S107617,8.94,88.72,30.63,60.12,66.17,77.15,0.16,62.37,157,62.3,0,52.98,87.23,7.33,8.97,5.08,0,0,49.31,At_Risk
S107618,5.29,52.77,48.69,59.44,74.37,85.46,26.28,76.2,52,85.28,5,76.36,82.16,7.68,5.89,7.47,0,0,51.34,Average
S107619,7.51,82.34,33.44,54.21,50.04,82.51,6.69,99.35,14,64.77,1,57.68,95.45,6.03,0.98,7.01,2,0,40.54,At_Risk
S107620,5.96,53.73,34.47,74.02,46.82,71.79,16.44,83.41,60,29.53,3,18.24,90.72,6.47,2.76,5.41,0,0,31.48,At_Risk
S107621,6.34,61.28,48.55,83.42,72.22,82.65,16.14,89.41,158,59.93,1,37.71,60.72,5.74,1.05,6.85,0,0,66.04,Average
S107622,5.96,62.78,32.17,59.16,95.66,79.0,9.53,96.03,177,71.27,0,62.62,84.28,6.9,0.03,9.7,0,1,45.64,At_Risk
S107623,6.05,63.41,29.77,42.35,56.35,79.54,24.1,85.8,35,69.76,2,58.17,79.82,6.93,9.23,4.4,0,0,45.36,At_Risk
S107624,10.0,87.2,41.52,54.59,49.33,91.61,29.4,74.48,89,61.71,3,29.08,49.87,6.96,9.3,5.07,0,0,70.66,Good
S107625,8.1,76.92,29.31,63.28,69.88,100.0,9.76,81.51,5,47.76,3,24.02,65.61,6.52,4.98,6.75,0,1,38.88,At_Risk
S107626,8.43,86.04,33.84,51.53,91.2,55.03,19.98,63.9,55,82.98,0,60.93,62.22,6.5,4.2,5.71,0,0,77.95,Good
S107627,7.64,84.14,24.45,61.02,54.78,93.47,8.09,80.86,21,89.2,2,77.08,89.13,7.72,2.18,5.25,1,0,66.92,Average
S107628,4.91,49.48,36.48,61.73,61.0,85.71,24.25,81.83,28,55.7,0,35.11,75.25,7.4,4.47,6.79,0,0,55.11,Average
S107629,7.51,69.91,35.54,69.77,78.39,69.1,23.85,99.76,50,79.33,1,67.97,79.26,8.37,4.79,5.53,1,1,69.65,Average
S107630,8.39,75.71,42.74,48.18,80.11,73.65,22.07,75.14,196,76.09,2,55.32,64.35,6.77,9.7,6.06,0,0,72.64,Good
S107631,5.89,64.84,41.86,78.7,60.45,88.58,3.4,75.14,139,51.74,3,23.71,64.72,4.83,11.07,7.89,1,0,29.17,At_Risk
S107632,8.25,81.34,39.41,94.91,82.55,78.61,11.2,57.27,39,72.85,3,49.26,62.82,8.04,2.74,5.15,1,0,75.31,Good
S107633,7.92,71.81,38.15,91.44,73.46,77.41,11.3,89.73,52,100.0,0,86.11,74.43,5.67,1.94,6.35,0,0,82.67,Good
S107634,9.41,88.56,34.41,61.24,65.26,69.76,10.83,57.96,166,50.79,2,24.77,62.64,6.8,4.25,8.0,0,0,61.68,Average
S107635,6.46,62.58,39.88,80.03,79.44,68.89,24.3,72.53,7,85.57,0,70.02,80.95,7.86,6.54,5.37,2,0,54.53,Average
S107636,5.57,55.12,26.1,78.25,77.23,66.41,2.32,69.35,120,67.48,0,55.23,77.58,8.71,7.0,4.69,0,1,28.11,At_Risk
S107637,6.53,58.44,16.21,69.35,48.25,71.88,17.73,93.36,15,64.37,1,48.87,76.32,5.98,0.35,4.1,0,0,37.26,At_Risk
S107638,8.87,81.77,44.3,72.66,88.74,76.46,20.21,87.32,26,84.54,3,64.63,66.58,6.67,7.78,4.85,0,0,81.08,Good
S107639,4.62,37.31,40.39,80.25,70.53,82.25,10.08,90.62,20,59.9,1,32.85,67.08,4.09,0.06,10.0,1,0,16.85,At_Risk
S107640,4.31,45.11,33.98,83.25,87.01,68.12,18.53,94.18,64,69.16,1,34.61,43.26,6.89,3.49,10.0,1,0,33.86,At_Risk
S107641,7.12,66.24,43.6,57.82,65.83,87.07,18.09,70.41,21,66.3,1,31.76,42.08,5.8,6.26,8.92,0,0,50.41,Average
