student_id,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band
S107859,7.71,75.4,79.45,3,58.12,At_Risk
S107860,9.67,89.24,55.51,0,80.22,Good
S107861,7.19,67.35,85.76,1,54.44,At_Risk
S107862,5.16,46.02,65.72,0,75.42,At_Risk
S107863,6.16,56.88,49.64,3,52.29,At_Risk
S107864,6.4,55.99,57.16,2,49.84,Average
S107865,5.68,53.47,74.1,1,80.17,At_Risk
S107866,8.12,71.11,61.07,1,66.68,Average
S107867,8.05,75.71,88.92,2,64.14,At_Risk
S107868,5.5,47.24,58.98,4,46.43,At_Risk
S107869,7.94,76.28,66.54,2,75.94,Average
S107870,8.98,82.64,59.75,3,69.16,Average
S107871,9.47,91.16,79.94,2,66.82,Good
S107872,10.0,99.33,48.58,0,55.69,Good
S107873,5.83,61.72,41.2,5,69.7,At_Risk
S107874,10.0,84.89,61.0,0,84.95,Average
S107875,6.54,58.79,65.19,0,57.17,At_Risk
S107876,6.23,58.0,45.97,0,78.8,Average
S107877,7.43,72.4,73.58,6,89.54,At_Risk
S107878,6.24,52.71,77.2,2,73.9,At_Risk
S107879,7.52,67.5,63.4,2,74.24,Average
S107880,5.28,50.72,59.14,0,53.36,At_Risk
S107881,6.69,63.89,87.01,0,89.78,Average
S107882,8.67,83.89,53.53,1,88.94,Average
S107883,6.93,67.57,74.9,2,52.61,At_Risk
S107884,7.18,69.6,61.79,7,65.12,At_Risk
S107885,7.62,73.14,70.38,0,66.35,Average
S107886,8.52,81.18,78.25,1,54.54,Average
S107887,4.85,48.72,72.15,0,86.59,Average
S107888,7.76,64.76,44.46,2,97.58,At_Risk
S107889,6.65,69.37,79.88,1,76.6,Average
S107890,7.22,59.74,43.07,0,56.93,At_Risk
S107891,8.38,75.27,76.62,3,76.72,At_Risk
S107892,5.45,50.84,73.87,0,87.27,At_Risk
S107893,5.68,56.68,64.3,0,65.08,Average
S107894,4.48,35.0,74.02,3,42.24,At_Risk
S107895,6.29,59.61,53.51,2,82.74,At_Risk
S107896,8.73,86.1,50.66,3,77.39,Average
S107897,6.84,68.99,75.18,2,63.09,At_Risk
S107898,5.26,47.16,63.66,1,71.89,At_Risk
S107899,6.37,59.0,87.42,1,77.37,Average
S107900,5.07,45.66,63.29,3,59.41,At_Risk
S107901,5.54,51.03,54.7,2,79.24,At_Risk
S107902,7.51,67.17,100.0,1,55.03,Average
S107903,5.47,48.45,49.49,4,93.02,At_Risk
S107904,8.45,81.98,69.95,2,76.96,Average
S107905,6.91,66.0,69.4,1,90.5,Average
S107906,7.11,69.52,77.28,2,77.67,At_Risk
S107907,6.64,63.92,63.62,0,75.68,Average
S107908,8.0,78.86,64.44,3,72.02,Good
S107909,8.02,79.68,66.06,1,73.55,At_Risk
S107910,7.44,63.7,91.41,3,93.6,At_Risk
S107911,7.73,70.06,79.25,1,70.86,Good
S107912,6.72,62.96,56.9,3,52.21,Average
S107913,7.7,73.11,61.13,3,74.99,Good
S107914,6.56,59.65,66.29,2,79.76,At_Risk
S107915,7.0,70.18,56.36,4,72.07,At_Risk
S107916,6.64,71.03,47.11,3,56.15,Average
S107917,6.41,61.6,59.15,0,49.62,Average
S107918,6.1,58.33,56.16,4,77.78,At_Risk
S107919,7.61,76.0,88.49,0,75.04,Average
S107920,8.7,75.0,69.1,1,68.52,At_Risk
S107921,8.52,81.08,48.51,0,85.51,Average
S107922,5.37,54.9,63.99,5,80.54,At_Risk
S107923,8.68,79.85,73.7,2,69.62,Average
S107924,6.59,57.66,77.52,1,92.0,Average
S107925,7.78,73.18,70.58,2,92.49,Average
S107926,5.82,55.1,74.86,1,64.15,At_Risk
S107927,7.18,64.62,66.18,1,60.75,At_Risk
S107928,7.41,78.76,66.21,3,45.14,At_Risk
S107929,5.07,46.25,100.0,2,73.42,At_Risk
S107930,7.79,69.4,60.18,1,61.18,Average
S107931,8.75,82.75,51.63,1,85.43,Average
S107932,6.77,67.97,62.31,1,60.17,Average
S107933,8.77,83.0,66.59,0,90.01,Average
S107934,6.75,66.1,47.64,1,83.06,Average
S107935,8.1,73.51,74.52,1,94.95,Average
S107936,4.12,45.05,60.07,0,67.84,At_Risk
S107937,10.0,97.25,37.93,3,71.57,Average
S107938,8.94,89.16,67.73,2,71.33,At_Risk
S107939,6.63,64.45,57.44,0,78.4,Average
S107940,4.44,45.0,81.18,0,59.29,At_Risk
S107941,7.37,66.56,54.87,2,84.41,At_Risk
S107942,5.12,46.7,60.96,0,49.96,At_Risk
S107943,7.58,77.38,72.48,2,42.5,Average
S107944,7.54,78.0,63.2,1,67.3,Average
S107945,5.78,50.29,55.72,3,71.52,Average
S107946,8.46,81.34,55.68,3,64.04,At_Risk
S107947,8.05,74.73,83.6,3,74.49,Average
S107948,8.27,76.0,61.05,6,79.1,Average
S107949,7.01,67.75,52.37,3,99.09,Average
S107950,5.16,53.58,64.72,2,76.6,At_Risk
S107951,8.27,80.38,66.1,3,60.27,At_Risk
S107952,6.65,61.88,75.47,2,79.69,Average
S107953,5.19,51.4,51.31,2,81.24,At_Risk
S107954,8.76,81.76,90.09,1,66.17,Good
S107955,9.73,94.08,60.96,2,56.05,Average
S107956,6.95,71.58,90.45,1,71.83,Average
S107957,9.81,84.86,70.64,2,90.48,Good
S107958,7.12,70.82,75.37,3,76.94,Average
S107959,6.51,55.65,78.74,1,77.68,Average
S107960,6.18,63.6,62.61,1,66.91,At_Risk
S107961,9.13,84.17,50.37,0,55.61,Average
S107962,5.99,51.99,77.32,2,67.25,At_Risk
S107963,7.96,78.36,96.21,1,47.9,Average
S107964,6.27,61.0,68.14,2,76.97,At_Risk
S107965,6.4,56.82,68.74,3,87.0,At_Risk
S107966,8.34,74.0,72.33,2,56.67,At_Risk
S107967,6.51,61.06,49.02,1,76.22,At_Risk
S107968,6.47,56.68,83.3,2,62.39,At_Risk
S107969,8.47,76.24,51.86,1,77.68,Average
S107970,9.08,86.7,87.44,1,47.57,Average
S107971,7.84,70.6,71.4,2,63.21,At_Risk
S107972,6.15,60.12,84.64,1,66.94,Average
S107973,6.34,66.15,44.8,3,55.13,At_Risk
S107974,7.1,66.89,79.42,1,78.22,Average
S107975,7.42,70.98,70.46,5,70.38,At_Risk
S107976,5.72,62.37,64.75,1,49.55,At_Risk
S107977,7.94,70.68,82.91,2,76.01,At_Risk
S107978,7.11,72.32,78.11,1,69.87,Average
S107979,4.77,49.59,70.31,2,81.65,At_Risk
S107980,5.79,58.45,39.86,1,68.05,At_Risk
S107981,6.34,65.44,63.83,3,79.02,At_Risk
S107982,6.91,66.72,79.78,1,89.81,At_Risk
S107983,9.46,87.5,59.86,1,59.1,Average
S107984,7.31,73.82,71.95,3,83.66,At_Risk
S107985,5.91,60.65,76.46,4,60.31,At_Risk
S107986,7.29,74.0,84.35,1,57.94,Average
S107987,6.54,62.33,70.88,0,57.44,Good
S107988,7.42,67.65,56.02,2,72.12,At_Risk
S107989,7.75,74.44,84.09,1,62.08,Average
S107990,8.57,85.2,64.87,2,71.5,Good
S107991,6.97,70.3,74.69,1,81.87,Average
S107992,9.13,85.02,59.69,2,64.39,Average
S107993,8.18,78.98,51.11,0,52.88,Average
S107994,6.08,52.53,51.76,1,62.79,At_Risk
S107995,9.87,97.73,86.48,1,60.05,At_Risk
S107996,7.43,67.41,67.48,2,65.34,At_Risk
S107997,5.91,59.33,77.45,1,52.42,Average
S107998,9.15,82.32,94.81,0,59.33,Good
S107999,9.7,96.29,80.17,1,67.63,Excellent
S108000,6.96,67.4,92.69,1,87.98,Average
S108001,6.35,57.15,54.33,3,55.26,Average
S108002,6.78,67.14,68.06,0,60.68,Average
S108003,7.93,72.97,56.45,5,85.25,At_Risk
S108004,8.66,85.28,54.13,3,55.54,At_Risk
S108005,7.74,72.45,60.1,0,60.7,Good
S108006,7.13,60.87,58.29,3,62.14,At_Risk
S108007,8.95,81.07,60.37,0,68.87,Average
S108008,6.59,60.91,69.14,1,69.14,Average
S108009,8.34,84.7,72.2,2,72.15,Average
S108010,6.63,66.55,80.68,1,66.66,At_Risk
S108011,7.56,78.3,75.35,0,72.77,Average
S108012,6.85,71.71,93.41,2,83.91,Average
S108013,6.93,63.67,95.47,0,81.29,Average
S108014,6.51,61.09,61.59,0,47.28,At_Risk
S108015,8.75,81.46,71.29,1,71.97,Good
S108016,6.05,54.76,68.26,2,56.34,At_Risk
S108017,6.04,49.99,54.76,3,86.19,At_Risk
S108018,9.76,92.64,79.92,3,50.65,Good
S108019,8.27,73.43,78.74,1,76.93,Good
S108020,3.9,36.91,77.15,1,76.8,At_Risk
S108021,6.27,67.98,80.19,3,90.79,At_Risk
S108022,4.64,42.08,59.91,1,69.89,At_Risk
S108023,5.76,56.0,85.05,0,61.55,At_Risk
S108024,3.5,36.88,84.39,0,78.11,Average
S108025,6.82,66.0,40.06,1,76.62,Average
S108026,5.52,53.57,62.34,0,84.02,At_Risk
S108027,7.08,65.79,74.49,4,95.82,At_Risk
S108028,4.89,45.5,100.0,0,58.03,At_Risk
S108029,7.11,63.68,71.43,4,71.99,At_Risk
S108030,6.46,64.76,72.42,1,61.62,Average
S108031,8.95,78.08,64.71,3,91.92,Average
S108032,8.83,87.81,67.0,2,93.8,Average
S108033,8.02,70.58,88.05,1,65.92,Average
S108034,6.58,66.32,69.45,4,72.44,Average
S108035,9.58,89.6,87.44,3,86.23,Average
S108036,4.98,42.39,65.24,1,63.87,At_Risk
S108037,5.18,51.48,73.41,2,96.51,At_Risk
S108038,6.89,69.18,44.55,1,66.08,At_Risk
S108039,9.93,92.59,60.56,1,80.37,Average
S108040,6.74,66.88,64.06,1,52.93,Average
S108041,6.76,55.1,67.43,2,42.7,At_Risk
S108042,5.13,43.41,66.63,1,94.12,At_Risk
S108043,8.23,83.35,66.05,1,51.97,Average
S108044,8.24,77.38,84.34,2,37.42,Good
S108045,8.03,68.8,62.16,3,57.37,At_Risk
S108046,6.18,55.93,76.49,1,59.16,At_Risk
S108047,6.08,54.08,68.59,3,90.56,At_Risk
S108048,5.32,49.87,63.99,2,94.9,At_Risk
S108049,7.11,66.05,95.87,0,90.07,Average
S108050,5.6,53.87,76.11,0,66.18,At_Risk
S108051,5.47,51.68,66.46,3,51.66,At_Risk
S108052,6.45,66.71,76.15,1,54.77,At_Risk
S108053,6.36,62.2,75.65,3,59.97,Average
S108054,6.3,61.69,66.84,3,82.88,At_Risk
S108055,7.61,76.92,55.28,3,45.46,At_Risk
S108056,7.1,66.0,63.06,0,47.0,At_Risk
S108057,6.63,57.89,27.86,0,89.94,At_Risk
S108058,7.24,74.0,59.92,2,60.84,At_Risk
S108059,5.71,54.8,76.57,1,53.58,At_Risk
S108060,7.14,68.36,71.87,2,77.84,Average
S108061,7.2,65.83,64.54,2,62.58,At_Risk
S108062,5.05,45.47,74.23,1,81.94,Average
S108063,8.29,82.18,80.56,4,53.21,Average
S108064,5.85,60.0,69.69,2,53.54,At_Risk
S108065,7.12,70.75,64.65,1,51.23,Average
S108066,8.51,84.05,64.97,1,97.23,Average
S108067,8.2,80.21,56.49,3,47.12,Average
S108068,7.04,67.45,78.54,1,82.86,At_Risk
S108069,6.53,61.32,95.01,2,79.41,Average
S108070,8.23,83.04,51.6,2,89.55,Good
S108071,7.88,73.34,60.96,3,83.18,Average
S108072,6.2,60.34,72.04,3,65.26,At_Risk
S108073,5.97,53.47,64.03,0,86.17,At_Risk
S108074,4.31,38.27,76.17,1,58.19,At_Risk
S108075,7.2,67.46,56.78,1,83.78,At_Risk
S108076,6.89,62.3,41.16,1,75.62,Average
S108077,8.48,83.72,80.23,1,62.53,Average
S108078,7.47,65.54,78.0,2,80.65,Average
S108079,8.73,83.37,79.15,2,81.15,Average
S108080,6.09,58.4,93.52,4,98.63,At_Risk
S108081,8.48,73.0,61.78,0,68.86,Good
S108082,6.31,58.2,92.11,1,78.35,At_Risk
S108083,8.01,77.13,87.78,2,61.3,Average
S108084,5.1,50.2,64.16,0,84.86,At_Risk
S108085,7.31,68.59,52.86,2,82.6,Average
S108086,4.42,44.7,55.27,0,57.27,At_Risk
S108087,6.65,62.76,76.89,2,59.9,At_Risk
S108088,7.57,71.99,54.32,1,76.44,Average
S108089,6.32,61.07,71.01,0,84.99,Average
S108090,5.63,57.24,65.18,0,64.48,At_Risk
S108091,8.1,74.25,71.38,0,57.35,Good
S108092,6.87,63.3,79.92,3,89.3,Average
S108093,6.36,57.78,73.28,1,67.25,At_Risk
S108094,7.05,65.69,79.31,3,51.84,Average
S108095,10.0,100.0,92.99,1,79.72,Good
S108096,8.5,83.04,43.09,4,60.85,At_Risk
S108097,8.51,76.33,71.61,0,79.13,Good
S108098,7.57,69.0,67.44,1,87.53,Average
S108099,7.22,70.05,68.15,0,53.66,Average
S108100,3.89,35.0,41.34,0,92.11,At_Risk
S108101,6.12,55.21,70.82,0,68.04,Average
S108102,6.38,65.94,61.43,5,82.76,At_Risk
S108103,4.56,40.89,77.15,1,76.99,At_Risk
S108104,5.5,56.02,100.0,0,85.28,Average
S108105,4.42,47.06,53.69,2,50.12,At_Risk
S108106,6.95,63.09,72.74,1,79.34,At_Risk
S108107,8.06,73.05,44.74,2,56.57,At_Risk
S108108,8.44,79.06,69.92,1,71.48,Good
S108109,7.54,67.27,80.34,2,46.93,Average
S108110,5.75,55.09,74.29,3,79.67,At_Risk
S108111,4.49,41.82,85.72,0,87.36,Average
S108112,4.72,46.24,76.7,2,87.11,At_Risk
S108113,5.35,56.42,45.3,1,67.69,At_Risk
S108114,5.84,58.79,92.43,0,45.49,Average
S108115,6.79,66.5,48.74,4,98.57,At_Risk
S108116,5.68,46.11,92.03,0,69.57,At_Risk
S108117,7.44,72.46,76.83,4,91.68,Average
S108118,6.7,70.52,72.75,2,65.68,Average
S108119,7.01,54.59,90.41,2,53.92,Good
S108120,8.48,83.34,75.58,5,62.71,Average
S108121,5.47,51.0,80.68,1,68.48,At_Risk
S108122,7.54,68.27,70.52,3,51.85,At_Risk
S108123,6.98,69.53,59.86,1,72.19,Average
S108124,6.57,69.22,54.44,2,88.72,At_Risk
S108125,8.15,80.53,95.41,3,70.07,At_Risk
S108126,8.14,76.0,87.83,2,65.8,Average
S108127,5.77,51.04,66.37,3,62.21,At_Risk
S108128,6.76,64.83,59.94,1,57.54,At_Risk
S108129,7.37,73.47,88.89,0,55.48,Good
S108130,6.65,61.58,80.32,0,57.97,At_Risk
S108131,7.76,72.56,82.07,0,80.7,Average
S108132,7.37,81.26,85.23,1,75.16,Average
S108133,9.38,93.45,83.67,2,73.56,Good
S108134,5.01,52.2,93.52,3,61.37,Average
S108135,6.84,59.15,79.06,1,58.51,Average
S108136,5.82,52.45,50.86,1,56.86,At_Risk
S108137,7.79,74.26,63.65,4,57.72,At_Risk
S108138,4.9,42.52,74.57,1,46.75,At_Risk
S108139,7.45,77.18,72.39,1,51.17,Average
S108140,6.18,64.4,78.53,1,89.41,At_Risk
S108141,6.05,55.3,68.57,1,60.39,Average
S108142,5.12,55.77,49.16,1,58.58,At_Risk
S108143,6.4,60.74,71.88,1,88.3,Average
S108144,8.41,90.25,44.58,4,49.17,Average
S108145,6.97,66.77,45.89,1,59.57,At_Risk
S108146,7.82,76.56,74.93,2,59.39,Good
S108147,9.16,92.66,55.97,1,56.14,Average
S108148,7.34,75.0,62.49,1,75.05,Average
S108149,6.27,61.64,74.48,1,63.54,At_Risk
S108150,7.61,71.7,60.86,1,68.02,Average
S108151,6.29,61.83,73.4,1,59.12,At_Risk
S108152,6.34,57.01,83.59,1,72.15,At_Risk
S108153,5.02,48.34,57.07,1,67.17,At_Risk
S108154,8.2,73.5,60.76,3,56.6,Average
S108155,6.5,54.61,76.26,1,86.47,Average
S108156,7.24,68.95,62.34,2,66.78,At_Risk
S108157,5.65,58.75,76.18,1,62.73,At_Risk
S108158,7.57,75.59,74.7,2,78.1,Average
S108159,6.01,57.0,63.72,4,60.65,Average
S108160,6.82,71.74,85.26,0,90.29,Average
S108161,8.14,75.06,52.41,2,69.01,Average
S108162,8.03,68.59,75.94,2,64.62,Average
S108163,6.97,57.5,40.5,2,84.21,At_Risk
S108164,4.7,39.94,69.22,2,59.45,At_Risk
S108165,10.0,98.27,68.79,3,59.1,Average
S108166,9.27,85.52,52.33,3,94.41,Average
S108167,7.94,77.27,87.95,0,60.26,Average
S108168,6.02,63.78,53.75,0,78.14,Good
S108169,6.85,60.7,63.61,0,90.58,Average
S108170,6.29,61.7,83.35,1,70.99,Average
S108171,8.64,84.26,70.94,1,57.32,Average
S108172,7.34,66.3,62.97,3,75.92,Average
S108173,5.98,62.0,60.21,2,81.5,At_Risk
S108174,6.39,59.54,68.27,2,44.82,At_Risk
S108175,8.46,78.81,62.94,3,57.7,Good
S108176,9.08,94.71,69.51,1,78.72,Good
S108177,8.99,87.47,59.59,2,83.05,Average
S108178,7.98,79.55,79.53,2,84.5,Good
S108179,6.67,68.8,59.78,0,70.01,At_Risk
S108180,3.5,35.0,48.62,0,75.94,At_Risk
S108181,7.39,75.17,100.0,0,45.08,Good
S108182,7.0,64.47,81.02,2,77.33,Average
S108183,7.18,66.0,59.25,0,86.94,Average
S108184,7.07,66.08,56.5,1,73.85,At_Risk
S108185,5.28,47.63,76.94,0,89.58,At_Risk
S108186,7.72,76.67,59.6,0,64.34,Good
S108187,7.82,75.38,81.51,3,50.78,At_Risk
S108188,7.89,72.96,74.75,1,60.94,Average
S108189,8.23,80.89,71.77,1,87.71,Average
S108190,7.79,72.86,70.46,3,49.27,At_Risk
S108191,6.47,60.12,87.0,2,83.19,Good
S108192,6.91,65.82,65.4,1,83.54,Average
S108193,7.12,69.48,69.83,2,84.83,Average
S108194,7.14,69.39,58.16,1,46.26,Average
S108195,8.3,77.37,75.87,1,69.57,Average
S108196,7.84,77.8,56.77,1,61.38,Average
S108197,9.7,91.27,83.87,2,52.06,Average
S108198,9.87,91.13,85.14,4,67.52,Good
S108199,7.1,61.61,46.4,2,70.31,At_Risk
S108200,3.5,37.0,81.34,2,83.2,At_Risk
S108201,8.61,81.82,51.85,0,49.73,Good
S108202,6.3,60.67,62.38,0,86.49,At_Risk
S108203,5.96,60.78,67.71,4,89.49,Average
S108204,6.48,59.67,62.13,1,82.33,At_Risk
S108205,6.42,55.49,63.37,3,43.14,At_Risk
S108206,7.8,74.34,78.53,3,71.96,At_Risk
S108207,4.97,48.47,81.91,3,85.3,At_Risk
S108208,5.6,52.14,66.52,2,56.26,At_Risk
S108209,7.45,77.0,67.97,1,47.71,Average
S108210,7.81,64.25,76.21,0,87.87,Average
S108211,7.83,78.9,54.31,2,79.16,Average
S108212,5.98,59.94,68.49,2,57.37,Average
S108213,5.73,56.25,65.09,1,66.28,At_Risk
S108214,6.34,46.9,71.67,2,73.56,Average
S108215,7.31,75.0,52.84,1,88.41,Average
S108216,8.93,80.74,72.74,0,89.71,Average
S108217,4.34,39.0,71.69,1,91.44,At_Risk
S108218,6.71,63.09,93.73,0,64.77,Good
S108219,5.27,51.67,51.19,1,80.46,At_Risk
S108220,4.85,48.65,98.09,5,76.46,At_Risk
S108221,8.26,82.01,93.01,2,60.44,Average
S108222,7.71,76.49,84.68,5,80.5,At_Risk
S108223,7.58,73.06,61.43,1,92.95,Average
S108224,8.2,79.54,80.79,3,70.45,Average
S108225,6.38,56.0,45.55,2,62.53,At_Risk
S108226,6.44,58.15,41.52,1,90.03,At_Risk
S108227,9.84,97.08,60.51,2,64.76,Excellent
S108228,6.68,66.8,55.36,2,86.24,Average
S108229,7.96,78.47,42.46,1,86.01,Average
S108230,7.01,64.52,89.06,0,54.34,Good
S108231,4.6,47.32,58.7,2,86.91,At_Risk
S108232,4.34,36.6,74.05,4,84.82,At_Risk
S108233,6.25,63.66,100.0,3,70.45,At_Risk
S108234,8.37,78.5,66.54,2,78.96,Good
S108235,8.02,83.0,51.29,0,64.86,Good
S108236,8.19,71.7,92.27,0,46.72,Average
S108237,5.72,61.36,66.09,1,91.0,At_Risk
S108238,9.1,85.01,79.03,2,50.36,Average
S108239,5.75,53.07,32.64,0,56.74,At_Risk
S108240,7.28,69.91,71.86,1,73.07,At_Risk
S108241,6.99,63.58,67.2,1,54.15,Average
S108242,6.77,64.06,63.23,0,90.63,Average
S108243,8.74,80.08,80.59,0,38.68,Good
S108244,6.08,54.99,59.24,2,60.77,At_Risk
S108245,5.25,51.78,64.38,0,77.44,Average
S108246,7.03,63.14,69.36,0,65.56,Average
S108247,6.48,58.49,79.27,2,47.67,At_Risk
S108248,10.0,90.0,64.78,1,80.31,Average
S108249,7.88,72.84,65.95,4,71.3,Average
S108250,6.47,66.69,65.85,2,59.5,At_Risk
S108251,5.63,50.07,65.77,2,70.74,Average
S108252,4.56,40.35,50.87,5,84.54,At_Risk
S108253,5.67,54.61,77.86,1,67.32,Average
S108254,7.15,66.44,78.74,1,92.15,Good
S108255,8.86,93.04,46.87,3,52.28,Average
S108256,8.46,79.7,62.12,4,87.72,At_Risk
S108257,7.3,70.67,85.2,2,73.42,Average
S108258,6.58,66.28,69.38,2,65.75,At_Risk
S108259,7.35,73.52,63.83,3,57.93,At_Risk
S108260,6.33,61.03,53.51,1,67.69,At_Risk
S108261,9.23,87.08,84.36,1,56.44,Good
S108262,6.75,72.26,58.88,2,57.89,At_Risk
S108263,6.89,65.03,76.93,3,83.39,At_Risk
S108264,4.12,37.37,92.98,2,48.86,At_Risk
S108265,6.75,61.5,69.6,1,72.11,Average
S108266,8.09,69.92,86.49,0,54.9,Average
S108267,5.61,56.6,74.07,2,87.74,At_Risk
S108268,6.02,47.84,81.13,1,40.56,At_Risk
S108269,8.03,76.27,64.74,1,57.09,Average
S108270,5.08,47.44,56.56,1,52.23,At_Risk
S108271,8.38,88.52,61.99,2,52.01,At_Risk
S108272,6.31,52.6,63.39,0,65.16,Average
S108273,6.49,58.1,71.5,1,57.44,At_Risk
S108274,5.54,52.08,77.27,1,48.85,At_Risk
S108275,7.49,70.38,47.85,3,76.42,At_Risk
S108276,10.0,92.8,70.09,3,80.78,Good
S108277,8.02,75.83,72.1,2,65.42,At_Risk
S108278,5.88,50.79,68.68,1,75.9,At_Risk
S108279,8.48,81.95,54.44,2,81.92,Average
S108280,6.59,53.3,73.36,3,84.25,At_Risk
S108281,8.79,83.4,72.86,1,82.32,Average
S108282,8.05,74.06,78.75,2,49.96,Average
S108283,3.5,37.32,65.13,6,88.86,At_Risk
S108284,5.69,61.12,71.92,2,45.63,At_Risk
S108285,8.23,76.84,75.31,0,93.78,Average
S108286,7.2,73.94,68.62,1,85.0,Average
S108287,5.67,52.59,50.63,2,68.0,At_Risk
S108288,6.18,54.81,38.53,0,47.24,At_Risk
S108289,4.52,49.94,57.45,1,60.43,At_Risk
S108290,6.89,67.49,45.83,2,94.29,At_Risk
S108291,9.87,93.8,71.28,1,76.45,Good
S108292,8.05,79.19,54.73,1,51.84,At_Risk
S108293,9.85,94.65,59.48,2,97.48,Good
S108294,8.15,77.12,91.03,1,75.23,Good
S108295,8.34,73.88,62.87,0,62.79,Average
S108296,9.57,89.8,83.43,0,41.72,Good
S108297,7.49,73.65,68.51,0,82.31,At_Risk
S108298,6.76,63.7,49.31,2,55.48,Average
S108299,8.34,82.86,67.46,0,69.37,At_Risk
S108300,8.89,85.99,37.86,1,89.97,Average
S108301,6.38,57.06,70.86,1,51.82,At_Risk
S108302,6.06,52.3,55.85,2,83.25,Average
S108303,7.18,67.59,67.75,3,80.03,Average
S108304,8.08,74.67,59.48,0,97.07,Average
S108305,8.04,77.7,83.39,0,70.27,Average
S108306,5.15,46.04,68.56,2,82.43,At_Risk
S108307,9.49,87.65,63.92,0,87.62,Excellent
S108308,6.17,62.79,61.59,1,63.14,At_Risk
S108309,6.66,63.82,70.76,2,68.84,At_Risk
S108310,5.83,52.54,63.1,1,84.19,At_Risk
S108311,10.0,95.07,37.93,2,47.41,Average
S108312,7.31,75.01,60.92,0,83.32,Average
S108313,5.89,57.17,68.04,1,90.74,At_Risk
S108314,8.12,79.54,58.19,5,82.28,At_Risk
S108315,8.0,72.99,71.21,2,76.3,At_Risk
S108316,6.76,68.29,69.4,1,64.44,Average
S108317,8.09,86.15,39.48,2,63.87,Average
S108318,5.93,53.0,58.77,1,56.19,Average
S108319,6.36,55.68,85.2,2,76.96,At_Risk
S108320,4.39,42.38,74.95,1,72.14,At_Risk
S108321,5.28,53.65,76.18,0,52.73,At_Risk
S108322,9.35,88.46,80.67,0,53.91,Average
S108323,9.13,82.56,64.81,1,77.66,Good
S108324,7.09,66.88,60.69,0,77.6,Average
S108325,9.16,89.43,78.98,2,72.66,Average
S108326,6.79,62.89,82.49,2,94.82,Average
S108327,6.68,65.92,84.05,1,81.48,At_Risk
S108328,7.07,71.86,59.7,2,72.21,At_Risk
S108329,6.84,65.92,76.54,0,56.8,Average
S108330,6.72,63.73,66.51,1,61.15,Average
S108331,8.49,83.94,77.19,4,54.22,At_Risk
S108332,7.2,64.93,66.81,6,79.64,At_Risk
S108333,7.93,71.48,67.66,3,53.72,Average
S108334,8.34,78.17,78.38,0,69.68,Average
S108335,7.5,69.33,63.72,5,85.02,At_Risk
S108336,5.74,51.3,63.15,1,69.98,At_Risk
S108337,5.24,57.11,81.8,3,63.48,At_Risk
S108338,7.19,77.03,73.34,1,75.96,Average
S108339,6.78,62.97,55.18,1,54.65,At_Risk
S108340,7.11,67.95,83.1,2,60.86,Average
S108341,6.98,65.55,86.95,2,69.89,At_Risk
S108342,10.0,99.43,71.86,2,64.64,Good
S108343,5.27,55.29,63.84,2,59.24,At_Risk
S108344,4.41,35.0,88.97,1,81.57,At_Risk
S108345,7.43,72.51,88.1,1,66.11,Average
S108346,6.51,56.62,56.49,1,72.3,At_Risk
S108347,7.41,77.44,64.57,1,70.5,Average
S108348,7.76,75.47,67.3,2,53.79,At_Risk
S108349,8.67,79.07,89.33,1,66.84,Excellent
S108350,5.04,46.92,79.59,2,52.02,At_Risk
S108351,6.28,58.47,63.81,1,70.37,At_Risk
S108352,7.56,73.9,67.94,0,75.54,Good
S108353,8.0,80.0,66.59,3,61.26,Average
S108354,9.85,89.0,58.09,0,70.25,Average
S108355,8.24,85.66,74.75,2,69.37,Average
S108356,6.93,72.22,73.89,0,77.0,Average
S108357,5.84,52.0,75.7,4,56.92,At_Risk
S108358,6.27,59.8,70.9,0,67.14,Average
S108359,6.23,66.02,53.88,2,65.37,At_Risk
S108360,7.85,79.52,59.75,1,77.47,Average
S108361,7.33,68.33,68.83,3,48.36,At_Risk
S108362,5.28,53.41,79.7,0,51.11,At_Risk
S108363,6.43,73.11,71.66,2,50.8,At_Risk
S108364,8.14,78.0,52.0,3,66.48,Average
S108365,7.46,68.31,41.71,0,71.08,At_Risk
S108366,7.74,74.21,67.51,2,72.57,Average
S108367,7.5,72.22,73.33,1,73.29,Average
S108368,9.11,84.0,78.29,2,79.5,Average
S108369,7.31,71.18,90.79,0,92.04,Average
S108370,6.5,57.0,82.61,1,50.79,At_Risk
S108371,5.81,52.53,76.02,4,86.5,Average
S108372,7.32,72.62,61.01,2,49.98,At_Risk
S108373,3.83,35.0,86.76,0,56.89,At_Risk
S108374,6.76,67.84,53.92,1,42.0,At_Risk
S108375,6.73,55.9,82.24,1,69.56,Good
S108376,5.23,42.72,92.5,1,42.3,At_Risk
S108377,5.79,53.04,86.2,0,73.51,Good
S108378,8.05,77.65,62.94,2,65.16,Average
S108379,7.3,74.65,46.62,0,68.95,Average
S108380,7.13,67.99,58.27,0,66.39,At_Risk
S108381,7.4,69.3,68.6,1,84.04,Average
S108382,7.12,69.96,64.37,1,50.53,At_Risk
S108383,8.62,78.37,71.13,0,72.4,Average
S108384,7.16,68.58,44.43,4,84.74,At_Risk
S108385,5.1,43.69,78.32,3,91.79,At_Risk
