student_id,hackathons_participated,preferred_domain,career_goal,submitted_at
S107722,2,Web Development,Job,2023-11-17 00:00:00
S107723,2,Product/Management,Job,2023-12-28 00:00:00
S107724,0,Core Engineering,Job,2024-04-06 00:00:00
S107725,2,Core Engineering,Higher Studies,2023-11-09 00:00:00
S107726,3,Product/Management,Higher Studies,2024-01-29 00:00:00
S107727,2,Web Development,Job,2024-03-13 00:00:00
S107728,1,Web Development,Job,2023-11-22 00:00:00
S107729,0,Core Engineering,Job,2024-02-18 00:00:00
S107730,1,AI/ML,Higher Studies,2023-11-22 00:00:00
S107731,2,AI/ML,Startup/Entrepreneurship,2024-02-25 00:00:00
S107732,0,Web Development,Higher Studies,2024-01-13 00:00:00
S107733,1,Cybersecurity,Job,2024-02-25 00:00:00
S107734,1,AI/ML,Higher Studies,2024-02-24 00:00:00
S107735,2,AI/ML,Job,2024-02-03 00:00:00
S107736,2,Web Development,Job,2024-07-04 00:00:00
S107737,0,Data Science,Job,2023-12-02 00:00:00
S107738,1,AI/ML,Job,2024-04-14 14:24:40
S107739,3,Data Science,Job,2023-12-17 00:00:00
S107740,1,AI/ML,Job,2023-12-22 00:00:00
S107741,3,Product/Management,Job,2024-02-21 00:00:00
S107742,2,Cybersecurity,Higher Studies,2023-12-20 00:00:00
S107743,2,Product/Management,Job,2024-03-06 00:00:00
S107744,3,Product/Management,Job,2024-01-10 00:00:00
S107745,1,Web Development,Startup/Entrepreneurship,2023-11-14 00:00:00
S107746,1,Core Engineering,Higher Studies,2024-01-25 00:00:00
S107747,0,Core Engineering,Job,2023-12-23 00:00:00
S107748,1,Cybersecurity,Job,2024-04-13 00:00:00
S107749,2,Web Development,Higher Studies,2023-09-12 00:00:00
S107750,0,Cybersecurity,Job,2024-04-11 00:00:00
S107751,0,Core Engineering,Higher Studies,2024-01-03 00:00:00
S107752,4,AI/ML,Job,2024-08-02 00:00:00
S107753,2,Cybersecurity,Higher Studies,2024-01-30 00:00:00
S107754,3,AI/ML,Job,2024-01-26 00:00:00
S107755,1,Web Development,Job,2024-03-19 00:00:00
S107756,1,AI/ML,Higher Studies,2024-03-06 00:00:00
S107757,2,Web Development,Higher Studies,2024-02-29 01:37:38
S107758,1,Web Development,Job,2024-01-17 00:00:00
S107759,1,Data Science,Job,2023-12-28 00:00:00
S107760,2,Core Engineering,Higher Studies,2024-06-03 00:00:00
S107761,2,Web Development,Job,2023-12-07 00:00:00
S107762,1,Cybersecurity,Job,2023-11-21 00:00:00
S107763,0,Cybersecurity,Job,2023-11-05 00:00:00
S107764,0,Cybersecurity,Higher Studies,2024-03-21 00:00:00
S107765,1,Product/Management,Higher Studies,2023-12-29 00:00:00
S107766,2,Web Development,Job,2023-12-10 00:00:00
S107767,1,Cybersecurity,Job,2024-01-02 00:00:00
S107768,0,Web Development,Job,2024-03-12 00:00:00
S107769,1,AI/ML,Startup/Entrepreneurship,2023-01-12 00:00:00
S107770,0,AI/ML,Job,2023-01-12 00:00:00
S107771,0,AI/ML,Job,2023-01-12 00:00:00
S107772,2,Web Development,Job,2024-03-19 00:00:00
S107773,2,Cybersecurity,Higher Studies,2024-03-19 00:00:00
S107774,2,Core Engineering,Job,2024-03-02 00:00:00
S107775,0,AI/ML,Job,2024-03-25 00:00:00
S107776,0,AI/ML,Job,2024-01-12 00:00:00
S107777,3,Core Engineering,Job,2023-11-13 00:00:00
S107778,1,Web Development,Job,2024-03-23 00:00:00
S107779,0,Core Engineering,Job,2023-11-27 00:00:00
S107780,2,Product/Management,Job,2023-11-17 00:00:00
S107781,0,Core Engineering,Job,2023-11-28 00:00:00
S107782,4,Product/Management,Job,2024-01-24 00:00:00
S107783,0,Core Engineering,Job,2023-11-04 00:00:00
S107784,1,Product/Management,Higher Studies,2024-04-08 00:00:00
S107785,0,Web Development,Job,2023-11-10 00:00:00
S107786,3,Core Engineering,Job,2023-11-26 00:00:00
S107787,0,AI/ML,Higher Studies,2024-05-03 00:00:00
S107788,0,AI/ML,Startup/Entrepreneurship,2024-03-31 00:00:00
S107789,2,Data Science,Job,2023-12-22 00:00:00
S107790,1,Data Science,Higher Studies,2023-12-06 00:00:00
S107791,1,AI/ML,Job,2023-11-10 00:00:00
S107792,3,Cybersecurity,Higher Studies,2023-11-20 00:00:00
S107793,0,Cybersecurity,Job,2024-03-17 00:00:00
S107794,0,AI/ML,Higher Studies,2024-10-01 00:00:00
S107795,0,AI/ML,Higher Studies,2024-03-31 00:00:00
S107796,0,Cybersecurity,Higher Studies,2024-03-27 00:00:00
S107797,1,Core Engineering,Job,2024-01-16 00:00:00
S107798,0,AI/ML,Job,2023-12-29 00:00:00
S107799,1,Cybersecurity,Higher Studies,2024-03-28 00:00:00
S107800,4,Web Development,Higher Studies,2024-02-03 00:38:31
S107801,0,Web Development,Job,2024-01-13 00:00:00
S107802,3,Core Engineering,Job,2024-03-26 00:00:00
S107803,1,Web Development,Higher Studies,2024-03-14 21:42:38
S107804,1,Product/Management,Job,2024-01-24 00:00:00
S107805,3,Web Development,Startup/Entrepreneurship,2024-04-04 00:00:00
S107806,0,Core Engineering,Job,2024-01-26 00:00:00
S107807,0,Cybersecurity,Job,2024-04-10 00:00:00
S107808,1,Core Engineering,Job,2024-05-02 00:00:00
S107809,1,AI/ML,Job,2024-03-07 00:00:00
S107810,1,AI/ML,Job,2024-04-10 00:00:00
S107811,0,Data Science,Higher Studies,2024-03-06 00:00:00
S107812,0,Product/Management,Job,2024-02-22 00:00:00
S107813,1,Product/Management,Job,2024-02-04 00:00:00
S107814,1,Cybersecurity,Higher Studies,2024-02-03 00:00:00
S107815,0,Core Engineering,Startup/Entrepreneurship,2024-04-03 00:00:00
S107816,0,Web Development,Startup/Entrepreneurship,2024-04-04 00:00:00
S107817,3,Product/Management,Job,2023-11-11 00:00:00
S107818,0,Core Engineering,Higher Studies,2023-12-30 00:00:00
S107819,1,Product/Management,Job,2024-02-20 00:00:00
S107820,0,AI/ML,Higher Studies,2023-11-27 00:00:00
S107821,1,Data Science,Job,2023-12-13 00:00:00
S107822,2,Core Engineering,Job,2023-08-12 00:00:00
S107823,1,Web Development,Job,2023-12-16 00:00:00
S107824,2,Product/Management,Job,2023-11-12 00:00:00
S107825,2,Product/Management,Job,2024-01-17 00:00:00
S107826,0,AI/ML,Higher Studies,2023-11-13 00:00:00
S107827,2,Web Development,Job,2023-12-08 00:00:00
S107828,0,Core Engineering,Higher Studies,2024-02-15 01:56:16
S107829,0,Web Development,Job,2024-03-28 00:00:00
S107830,1,Core Engineering,Job,2023-11-15 00:00:00
S107831,1,Product/Management,Job,2023-11-07 00:00:00
S107832,0,Cybersecurity,Job,2024-03-13 00:00:00
S107833,2,Web Development,Job,2023-12-25 00:00:00
S107834,2,AI/ML,Higher Studies,2024-01-15 00:00:00
S107835,0,Product/Management,Job,2024-02-13 00:00:00
S107836,0,AI/ML,Job,2024-03-16 00:00:00
S107837,3,Product/Management,Higher Studies,2024-04-04 00:00:00
S107838,2,Product/Management,Job,2024-01-01 00:00:00
S107839,0,Core Engineering,Job,2024-02-12 00:00:00
S107840,2,Product/Management,Higher Studies,2024-04-07 00:00:00
S107841,0,AI/ML,Higher Studies,2024-01-10 00:00:00
S107842,1,Data Science,Higher Studies,2023-12-18 00:00:00
S107843,3,AI/ML,Higher Studies,2023-12-23 05:27:31
S107844,0,Web Development,Startup/Entrepreneurship,2024-03-20 00:00:00
S107845,1,Cybersecurity,Job,2023-11-04 00:00:00
S107846,0,Core Engineering,Job,2023-11-12 00:00:00
S107847,0,Product/Management,Higher Studies,2023-12-10 00:00:00
S107848,1,Data Science,Job,2024-01-13 06:42:07
S107849,1,Data Science,Startup/Entrepreneurship,2024-02-19 00:00:00
S107850,0,Data Science,Job,2023-11-18 00:00:00
S107851,1,Data Science,Job,2023-11-19 00:00:00
S107852,0,Data Science,Job,2023-04-11 00:00:00
S107853,0,Product/Management,Startup/Entrepreneurship,2024-03-19 00:00:00
S107854,0,Cybersecurity,Job,2024-03-24 00:00:00
S107855,2,Data Science,Job,2023-11-20 00:00:00
S107856,1,Data Science,Higher Studies,2023-11-11 00:00:00
S107857,0,Cybersecurity,Job,2024-01-11 00:00:00
S107858,2,AI/ML,Job,2024-03-21 00:00:00
S107859,0,Web Development,Higher Studies,2024-02-09 00:00:00
S107860,2,Core Engineering,Higher Studies,2023-12-13 00:00:00
S107861,0,Cybersecurity,Job,2024-01-26 22:14:09
S107862,1,Product/Management,Job,2023-11-23 00:00:00
S107863,1,Core Engineering,Startup/Entrepreneurship,2023-12-30 00:00:00
S107864,3,Web Development,Job,2024-04-04 00:00:00
S107865,1,Product/Management,Higher Studies,2023-12-03 00:00:00
S107866,3,Data Science,Higher Studies,2024-03-16 00:00:00
S107867,1,Cybersecurity,Job,2024-01-20 00:55:20
S107868,2,Data Science,Job,2024-02-06 14:30:17
S107869,1,Cybersecurity,Job,2023-08-12 00:00:00
S107870,1,AI/ML,Job,2023-11-20 00:00:00
S107871,0,Data Science,Job,2024-11-03 00:00:00
S107872,2,Cybersecurity,Job,2024-09-02 00:00:00
S107873,1,AI/ML,Job,2024-01-06 00:00:00
S107874,2,Web Development,Job,2023-12-28 00:00:00
S107875,1,Product/Management,Higher Studies,2023-12-25 00:00:00
S107876,0,AI/ML,Higher Studies,2024-01-02 00:00:00
S107877,0,Web Development,Job,2023-11-23 00:00:00
S107878,1,Core Engineering,Higher Studies,2024-03-29 00:00:00
S107879,3,AI/ML,Job,2024-03-16 00:00:00
S107880,1,Cybersecurity,Higher Studies,2023-12-08 00:00:00
S107881,1,Cybersecurity,Job,2023-12-29 00:00:00
S107882,1,Core Engineering,Job,2023-11-27 00:00:00
S107883,2,Data Science,Startup/Entrepreneurship,2023-11-18 11:43:12
S107884,0,Core Engineering,Higher Studies,2024-02-27 00:00:00
S107885,1,AI/ML,Higher Studies,2024-01-04 00:00:00
S107886,0,Product/Management,Higher Studies,2023-11-09 00:00:00
S107887,3,Cybersecurity,Job,2024-02-20 00:00:00
S107888,2,Web Development,Higher Studies,2024-03-21 00:00:00
S107889,1,Data Science,Higher Studies,2024-02-11 00:00:00
S107890,1,Core Engineering,Job,2023-11-16 00:00:00
S107891,0,Product/Management,Job,2023-12-04 00:00:00
S107892,0,AI/ML,Job,2024-02-23 00:00:00
S107893,1,Product/Management,Startup/Entrepreneurship,2024-03-20 00:00:00
S107894,2,Data Science,Startup/Entrepreneurship,2024-04-07 00:00:00
S107895,1,Web Development,Job,2024-03-31 00:00:00
S107896,0,Web Development,Higher Studies,2024-01-08 00:00:00
S107897,1,AI/ML,Job,2024-01-23 00:00:00
S107898,2,Product/Management,Higher Studies,2023-07-11 00:00:00
S107899,0,Core Engineering,Job,2023-03-11 00:00:00
S107900,0,Core Engineering,Higher Studies,2024-02-19 00:00:00
S107901,1,Core Engineering,Job,2023-11-23 00:00:00
S107902,1,Core Engineering,Higher Studies,2023-12-09 00:00:00
S107903,0,Cybersecurity,Higher Studies,2024-04-12 00:00:00
S107904,2,Web Development,Higher Studies,2023-12-08 00:00:00
S107905,1,Data Science,Job,2024-01-28 00:00:00
S107906,0,Product/Management,Startup/Entrepreneurship,2024-04-03 00:00:00
S107907,2,Data Science,Higher Studies,2023-08-11 00:00:00
S107908,1,AI/ML,Startup/Entrepreneurship,2023-11-15 00:00:00
S107909,1,Product/Management,Job,2024-03-21 00:00:00
S107910,2,Data Science,Job,2024-02-14 00:00:00
S107911,0,AI/ML,Higher Studies,2024-03-09 00:00:00
S107912,2,Cybersecurity,Higher Studies,2024-03-11 00:00:00
S107913,2,Data Science,Job,2024-01-25 00:00:00
S107914,0,Product/Management,Higher Studies,2024-01-29 00:00:00
S107915,1,AI/ML,Job,2024-01-30 00:00:00
S107916,0,Cybersecurity,Higher Studies,2024-01-03 00:00:00
S107917,1,Product/Management,Job,2023-12-15 00:00:00
S107918,1,Product/Management,Job,2024-03-24 00:00:00
S107919,0,Data Science,Startup/Entrepreneurship,2023-11-06 00:00:00
S107920,2,Core Engineering,Job,2023-12-26 00:00:00
S107921,2,Core Engineering,Job,2023-11-24 00:00:00
S107922,1,Web Development,Higher Studies,2023-11-04 00:27:26
S107923,0,Cybersecurity,Job,2023-12-01 00:00:00
S107924,3,Cybersecurity,Higher Studies,2024-01-01 00:00:00
S107925,1,Data Science,Higher Studies,2023-11-06 00:00:00
S107926,2,Data Science,Job,2023-12-27 00:00:00
S107927,2,Cybersecurity,Job,2023-11-19 00:00:00
S107928,0,Core Engineering,Higher Studies,2024-02-28 00:00:00
S107929,2,AI/ML,Job,2023-12-17 22:22:19
S107930,0,Core Engineering,Job,2024-01-02 00:00:00
S107931,2,Web Development,Job,2023-05-12 00:00:00
S107932,0,Product/Management,Job,2023-12-07 00:00:00
S107933,0,Product/Management,Job,2023-11-30 00:00:00
S107934,2,Product/Management,Job,2023-11-10 00:00:00
S107935,1,Product/Management,Higher Studies,2024-02-16 00:00:00
S107936,2,Web Development,Job,2024-04-02 00:00:00
S107937,0,Core Engineering,Higher Studies,2023-12-31 00:00:00
S107938,1,AI/ML,Job,2024-06-01 00:00:00
S107939,2,Cybersecurity,Higher Studies,2024-04-01 00:00:00
S107940,1,Web Development,Job,2024-03-08 14:31:00
S107941,1,Data Science,Startup/Entrepreneurship,2023-03-12 00:00:00
S107942,0,Data Science,Higher Studies,2024-01-20 00:00:00
S107943,1,Web Development,Job,2023-11-17 00:00:00
S107944,0,AI/ML,Job,2023-12-01 00:00:00
S107945,1,Product/Management,Higher Studies,2023-12-24 00:00:00
S107946,2,Web Development,Job,2024-04-10 00:00:00
S107947,2,Cybersecurity,Higher Studies,2023-12-16 00:00:00
S107948,0,Data Science,Higher Studies,2024-02-16 00:00:00
S107949,1,AI/ML,Higher Studies,2023-11-15 00:00:00
S107950,2,AI/ML,Job,2024-03-25 00:00:00
S107951,0,AI/ML,Startup/Entrepreneurship,2024-03-21 00:00:00
S107952,1,Data Science,Startup/Entrepreneurship,2024-07-01 00:00:00
S107953,0,Product/Management,Higher Studies,2023-12-18 00:00:00
S107954,1,Product/Management,Job,2023-11-29 00:00:00
S107955,2,AI/ML,Job,2024-03-26 00:00:00
S107956,0,Cybersecurity,Job,2023-11-27 00:00:00
S107957,1,Core Engineering,Job,2024-03-02 00:00:00
S107958,0,AI/ML,Higher Studies,2023-12-14 00:00:00
S107959,1,Web Development,Job,2023-12-02 00:00:00
S107960,2,Core Engineering,Higher Studies,2024-08-02 00:00:00
S107961,4,Web Development,Higher Studies,2023-11-13 00:00:00
S107962,0,Data Science,Job,2024-03-30 00:00:00
S107963,3,Core Engineering,Higher Studies,2023-11-09 00:00:00
S107964,3,Data Science,Job,2023-12-24 00:00:00
S107965,0,AI/ML,Startup/Entrepreneurship,2023-11-26 00:00:00
S107966,1,Web Development,Job,2023-12-25 00:00:00
S107967,1,Web Development,Job,2023-12-26 00:00:00
S107968,1,Core Engineering,Higher Studies,2024-04-04 09:16:16
S107969,0,Product/Management,Higher Studies,2023-11-22 00:00:00
S107970,0,AI/ML,Higher Studies,2024-01-28 00:00:00
S107971,1,Core Engineering,Job,2023-02-11 00:00:00
S107972,0,AI/ML,Job,2024-02-27 00:00:00
S107973,1,AI/ML,Higher Studies,2023-12-02 00:00:00
S107974,1,AI/ML,Job,2024-04-06 00:00:00
S107975,0,Product/Management,Job,2023-12-31 00:00:00
S107976,4,Cybersecurity,Job,2024-01-31 00:00:00
S107977,1,Web Development,Higher Studies,2024-01-30 00:00:00
S107978,2,Product/Management,Job,2023-11-27 00:00:00
S107979,0,Core Engineering,Higher Studies,2024-02-06 00:00:00
S107980,1,Data Science,Startup/Entrepreneurship,2024-02-21 00:00:00
S107981,2,AI/ML,Higher Studies,2023-12-19 00:00:00
S107982,2,AI/ML,Startup/Entrepreneurship,2024-04-14 00:00:00
S107983,1,Product/Management,Job,2024-04-08 00:00:00
S107984,2,Data Science,Higher Studies,2024-02-01 00:00:00
S107985,0,Product/Management,Job,2024-03-03 00:00:00
S107986,0,Data Science,Job,2023-12-15 01:54:41
S107987,0,Core Engineering,Job,2023-08-11 00:00:00
S107988,2,Web Development,Job,2023-12-26 00:00:00
S107989,1,Product/Management,Job,2024-03-11 00:00:00
S107990,0,Web Development,Job,2024-02-28 00:00:00
S107991,0,Product/Management,Higher Studies,2023-11-18 00:00:00
S107992,0,Cybersecurity,Higher Studies,2024-09-04 00:00:00
S107993,2,Product/Management,Higher Studies,2024-04-14 00:00:00
S107994,1,Core Engineering,Higher Studies,2024-03-14 00:00:00
S107995,1,Data Science,Job,2024-04-07 00:00:00
S107996,1,AI/ML,Job,2023-12-24 00:00:00
S107997,0,Cybersecurity,Job,2024-01-21 00:00:00
S107998,2,Web Development,Higher Studies,2024-01-19 00:00:00
S107999,2,Web Development,Startup/Entrepreneurship,2024-04-03 00:00:00
S108000,1,Product/Management,Startup/Entrepreneurship,2023-12-03 00:00:00
S108001,1,Product/Management,Job,2024-01-31 00:00:00
S108002,1,Data Science,Job,2024-03-25 00:00:00
S108003,0,Core Engineering,Job,2024-02-16 00:00:00
S108004,2,AI/ML,Higher Studies,2024-04-14 14:59:36
S108005,1,Data Science,Job,2024-02-22 00:00:00
S108006,1,Product/Management,Job,2023-08-11 00:00:00
S108007,0,Data Science,Higher Studies,2023-12-23 00:00:00
S108008,0,Cybersecurity,Job,2024-01-08 00:00:00
S108009,1,Product/Management,Job,2023-11-15 00:00:00
S108010,1,Product/Management,Higher Studies,2024-02-14 00:00:00
S108011,0,AI/ML,Job,2023-04-11 00:00:00
S108012,1,Web Development,Higher Studies,2024-01-24 00:00:00
S108013,1,Data Science,Job,2024-02-20 23:40:42
S108014,0,Cybersecurity,Higher Studies,2023-11-20 00:00:00
S108015,0,Web Development,Job,2024-06-04 00:00:00
S108016,1,Data Science,Higher Studies,2023-11-22 00:00:00
S108017,1,Cybersecurity,Job,2023-12-25 00:00:00
S108018,4,Core Engineering,Higher Studies,2024-02-13 00:00:00
S108019,1,Web Development,Job,2024-08-04 00:00:00
S108020,3,Web Development,Job,2024-02-06 00:00:00
S108021,1,Cybersecurity,Job,2024-01-21 00:00:00
S108022,4,Cybersecurity,Startup/Entrepreneurship,2024-02-04 00:00:00
S108023,0,Cybersecurity,Job,2023-11-12 17:47:46
S108024,1,Core Engineering,Job,2024-03-31 00:00:00
S108025,2,Data Science,Job,2023-12-11 00:00:00
S108026,0,Data Science,Job,2023-11-25 00:00:00
S108027,2,AI/ML,Higher Studies,2023-11-15 00:00:00
S108028,2,Data Science,Higher Studies,2024-02-13 00:00:00
S108029,0,Core Engineering,Higher Studies,2024-02-02 00:00:00
S108030,0,Data Science,Job,2024-01-19 00:00:00
S108031,3,Cybersecurity,Job,2024-01-28 00:00:00
S108032,1,Cybersecurity,Job,2024-02-19 00:00:00
S108033,1,AI/ML,Startup/Entrepreneurship,2024-02-01 00:00:00
S108034,4,Data Science,Higher Studies,2024-03-29 00:00:00
S108035,0,Web Development,Higher Studies,2024-01-03 00:00:00
S108036,3,Web Development,Job,2024-01-26 22:31:08
S108037,0,Data Science,Job,2024-01-16 00:00:00
S108038,2,Data Science,Higher Studies,2024-08-03 00:00:00
S108039,5,AI/ML,Job,2023-12-25 00:00:00
S108040,1,Cybersecurity,Startup/Entrepreneurship,2024-03-27 00:00:00
S108041,1,Core Engineering,Job,2024-01-17 00:00:00
S108042,3,Web Development,Job,2024-01-22 00:00:00
S108043,2,Cybersecurity,Job,2023-12-18 00:00:00
S108044,3,Data Science,Job,2023-11-01 00:00:00
S108045,1,Core Engineering,Higher Studies,2024-01-18 02:00:41
S108046,0,AI/ML,Job,2023-11-13 00:00:00
S108047,0,AI/ML,Job,2023-12-26 00:00:00
S108048,3,Data Science,Job,2024-01-18 00:00:00
S108049,0,Cybersecurity,Higher Studies,2024-03-20 00:00:00
S108050,0,Web Development,Higher Studies,2024-02-24 00:00:00
S108051,2,Product/Management,Job,2024-03-17 00:00:00
S108052,0,Product/Management,Job,2024-03-22 00:00:00
S108053,1,Core Engineering,Job,2023-11-26 00:00:00
S108054,3,Data Science,Job,2024-04-12 00:00:00
S108055,0,Core Engineering,Startup/Entrepreneurship,2024-01-28 00:00:00
S108056,1,Cybersecurity,Startup/Entrepreneurship,2023-12-11 00:00:00
S108057,1,Core Engineering,Job,2024-03-20 00:00:00
S108058,0,Web Development,Job,2023-12-21 00:00:00
S108059,3,Core Engineering,Job,2023-12-19 00:00:00
S108060,3,AI/ML,Job,2024-07-04 00:00:00
S108061,0,Product/Management,Job,2024-01-05 00:00:00
S108062,4,Cybersecurity,Startup/Entrepreneurship,2024-01-06 00:00:00
S108063,1,Data Science,Startup/Entrepreneurship,2023-11-17 00:00:00
S108064,0,Product/Management,Job,2023-12-19 00:00:00
S108065,1,Cybersecurity,Job,2023-11-03 00:00:00
S108066,0,Web Development,Higher Studies,2023-12-10 00:00:00
S108067,3,Product/Management,Startup/Entrepreneurship,2024-03-17 00:00:00
S108068,1,Product/Management,Higher Studies,2023-05-12 00:00:00
S108069,1,AI/ML,Job,2024-03-07 00:00:00
S108070,2,AI/ML,Higher Studies,2023-12-18 00:00:00
S108071,0,Data Science,Job,2024-02-05 00:00:00
S108072,1,Core Engineering,Job,2024-01-02 00:00:00
S108073,3,Cybersecurity,Higher Studies,2023-11-28 00:00:00
S108074,1,Data Science,Job,2024-02-22 00:00:00
S108075,0,AI/ML,Job,2023-12-25 00:00:00
S108076,1,AI/ML,Job,2024-02-11 00:00:00
S108077,0,Data Science,Higher Studies,2023-12-03 00:00:00
S108078,1,Core Engineering,Startup/Entrepreneurship,2024-04-01 00:00:00
S108079,2,AI/ML,Job,2024-02-12 00:00:00
S108080,1,Core Engineering,Job,2023-12-20 00:00:00
S108081,0,Web Development,Higher Studies,2024-03-23 00:00:00
S108082,4,Web Development,Job,2023-12-25 00:00:00
S108083,2,Product/Management,Job,2024-05-02 00:00:00
S108084,0,AI/ML,Job,2024-01-28 00:00:00
S108085,2,Cybersecurity,Job,2024-02-12 00:00:00
S108086,1,Data Science,Job,2023-12-13 08:16:49
S108087,1,Data Science,Higher Studies,2024-03-20 00:00:00
S108088,0,AI/ML,Job,2024-03-15 00:00:00
S108089,2,Data Science,Job,2024-01-17 00:00:00
S108090,0,Web Development,Job,2024-12-01 00:00:00
S108091,1,Cybersecurity,Higher Studies,2024-10-04 00:00:00
S108092,2,Data Science,Job,2024-01-30 00:00:00
S108093,1,Core Engineering,Higher Studies,2024-01-22 00:00:00
S108094,1,Data Science,Higher Studies,2024-02-18 00:00:00
S108095,3,Data Science,Higher Studies,2024-02-17 00:00:00
S108096,0,Product/Management,Job,2024-03-12 00:00:00
S108097,1,Web Development,Higher Studies,2023-12-27 00:00:00
S108098,1,Cybersecurity,Job,2024-01-31 00:00:00
S108099,0,Core Engineering,Job,2024-02-28 00:00:00
S108100,0,Web Development,Job,2023-12-09 00:00:00
S108101,2,Data Science,Job,2024-02-16 00:00:00
S108102,0,Product/Management,Higher Studies,2023-04-12 00:00:00
S108103,1,Core Engineering,Higher Studies,2024-04-04 00:00:00
S108104,2,Data Science,Startup/Entrepreneurship,2024-01-21 00:00:00
S108105,2,Core Engineering,Higher Studies,2023-12-28 00:00:00
S108106,2,Web Development,Job,2024-03-20 00:00:00
S108107,1,Web Development,Higher Studies,2024-11-03 00:00:00
S108108,2,AI/ML,Job,2024-02-17 00:00:00
S108109,1,Cybersecurity,Startup/Entrepreneurship,2024-01-17 00:00:00
S108110,2,AI/ML,Job,2024-03-13 00:00:00
S108111,2,Product/Management,Job,2024-02-23 00:00:00
S108112,0,Web Development,Startup/Entrepreneurship,2024-01-27 00:00:00
S108113,1,Data Science,Higher Studies,2023-11-10 00:00:00
S108114,2,Cybersecurity,Job,2024-04-05 00:00:00
S108115,0,Product/Management,Job,2024-03-17 00:00:00
S108116,3,Cybersecurity,Higher Studies,2024-01-27 00:00:00
S108117,0,Core Engineering,Job,2024-04-02 00:00:00
S108118,1,Data Science,Job,2024-01-23 00:00:00
S108119,4,Cybersecurity,Higher Studies,2024-02-03 00:00:00
S108120,2,Product/Management,Higher Studies,2023-12-08 00:00:00
S108121,1,Cybersecurity,Job,2024-03-08 00:00:00
S108122,1,Data Science,Higher Studies,2023-11-02 00:00:00
S108123,3,Data Science,Higher Studies,2024-03-18 00:00:00
S108124,0,Core Engineering,Job,2023-12-05 00:00:00
S108125,0,AI/ML,Job,2024-02-13 00:00:00
S108126,2,Cybersecurity,Job,2023-11-10 00:00:00
S108127,2,AI/ML,Higher Studies,2024-01-08 00:00:00
S108128,1,AI/ML,Higher Studies,2023-11-24 00:00:00
S108129,1,Data Science,Job,2024-01-31 00:00:00
S108130,2,AI/ML,Higher Studies,2023-12-06 00:00:00
S108131,1,AI/ML,Job,2023-11-15 00:00:00
S108132,0,Product/Management,Job,2024-02-29 00:00:00
S108133,0,Product/Management,Job,2024-02-02 00:00:00
S108134,0,Data Science,Job,2024-03-13 00:00:00
S108135,0,Data Science,Higher Studies,2024-04-14 00:00:00
S108136,0,Data Science,Job,2023-11-11 00:00:00
S108137,0,Cybersecurity,Job,2023-12-10 00:00:00
S108138,3,Product/Management,Higher Studies,2023-11-27 00:00:00
S108139,0,Product/Management,Job,2024-01-29 00:00:00
S108140,1,AI/ML,Job,2024-01-13 00:00:00
S108141,0,Web Development,Higher Studies,2023-12-30 00:00:00
S108142,2,Cybersecurity,Job,2024-01-23 00:00:00
S108143,4,Data Science,Job,2024-02-08 00:00:00
S108144,1,Product/Management,Job,2024-02-01 00:00:00
S108145,1,Web Development,Job,2023-11-29 00:00:00
S108146,1,Web Development,Job,2024-03-24 00:00:00
S108147,0,Core Engineering,Job,2023-11-09 00:00:00
S108148,0,Data Science,Job,2023-12-15 00:00:00
S108149,2,Data Science,Startup/Entrepreneurship,2024-12-02 00:00:00
S108150,0,Data Science,Job,2024-04-08 00:00:00
S108151,1,Data Science,Job,2024-01-13 00:00:00
S108152,1,Web Development,Higher Studies,2024-01-04 00:00:00
S108153,1,AI/ML,Job,2024-01-22 00:00:00
S108154,1,Product/Management,Job,2023-12-27 00:00:00
S108155,2,Product/Management,Higher Studies,2024-04-12 00:00:00
S108156,2,Cybersecurity,Higher Studies,2023-04-12 00:00:00
S108157,2,Data Science,Startup/Entrepreneurship,2024-10-02 00:00:00
S108158,1,Core Engineering,Higher Studies,2024-02-03 00:00:00
S108159,2,Core Engineering,Job,2024-02-22 00:00:00
S108160,2,Core Engineering,Job,2023-12-07 00:00:00
S108161,2,Web Development,Higher Studies,2024-02-02 00:00:00
S108162,1,Product/Management,Startup/Entrepreneurship,2023-11-01 00:00:00
S108163,1,Product/Management,Job,2023-12-26 00:00:00
S108164,0,Web Development,Job,2024-01-09 00:00:00
S108165,0,Core Engineering,Higher Studies,2023-12-15 00:00:00
S108166,2,Web Development,Higher Studies,2023-12-22 00:00:00
S108167,4,AI/ML,Job,2024-03-18 02:57:01
S108168,0,Product/Management,Higher Studies,2024-02-27 00:00:00
S108169,1,Cybersecurity,Higher Studies,2024-02-06 00:00:00
S108170,1,Web Development,Job,2024-02-01 19:19:09
S108171,1,Data Science,Higher Studies,2023-11-01 00:00:00
S108172,2,Product/Management,Job,2024-02-04 00:00:00
S108173,0,Product/Management,Job,2023-11-12 00:00:00
S108174,2,AI/ML,Job,2023-12-31 00:00:00
S108175,1,Core Engineering,Job,2024-02-22 18:45:06
S108176,1,Cybersecurity,Job,2024-07-04 00:00:00
S108177,1,Data Science,Job,2024-02-21 00:00:00
S108178,1,Cybersecurity,Job,2023-12-15 00:00:00
S108179,1,Product/Management,Job,2024-01-31 00:00:00
S108180,0,Core Engineering,Higher Studies,2023-12-11 19:07:20
S108181,1,AI/ML,Job,2024-02-04 00:00:00
S108182,1,Web Development,Job,2024-03-30 00:00:00
