student_id,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time
S108070,54.62,5.12,3.66,17.57,2024-03-19 00:00:00
S108071,67.0,3.75,0.17,28.53,2024-05-24 00:00:00
S108072,65.57,3.73,1.26,2.78,2024-04-14 00:00:00
S108073,86.0,1.76,0.45,12.83,2024-06-02 00:00:00
S108074,58.02,2.74,2.51,0.0,2024-02-09 00:00:00
S108075,51.34,6.84,1.86,18.55,2024-03-10 00:00:00
S108076,100.0,2.14,0.55,22.61,2024-01-29 00:00:00
S108077,86.94,1.65,0.6,12.85,2024-03-26 00:00:00
S108078,100.0,3.64,2.17,19.57,2024-05-17 00:00:00
S108079,71.49,3.84,4.61,4.25,2024-05-12 00:00:00
S108080,83.57,4.14,1.43,18.35,2024-04-17 00:00:00
S108081,64.51,2.99,2.79,32.18,2024-04-24 00:00:00
S108082,76.0,0.6,2.98,12.33,2024-03-04 00:00:00
S108083,73.0,0.0,1.2,17.92,2024-02-09 00:00:00
S108084,86.81,4.27,2.26,10.87,2024-01-26 00:00:00
S108085,95.97,7.79,1.44,16.23,2024-02-05 00:00:00
S108086,75.23,2.72,0.09,22.75,2024-04-23 00:00:00
S108087,55.35,1.69,8.0,19.19,2024-03-25 00:00:00
S108088,91.0,3.41,0.41,14.28,2024-01-26 00:00:00
S108089,53.19,1.36,3.06,14.17,2024-01-29 00:00:00
S108090,66.11,1.61,1.9,6.59,2024-04-19 00:00:00
S108091,79.89,3.89,2.12,22.13,2024-03-01 00:00:00
S108092,68.04,2.88,1.22,20.24,2024-01-29 00:00:00
S108093,78.87,2.41,1.01,6.21,2024-04-25 00:00:00
S108094,77.3,4.85,1.8,16.23,2024-01-17 00:00:00
S108095,67.0,5.16,4.0,8.51,2024-04-24 00:00:00
S108096,65.83,4.4,1.05,11.81,2024-01-23 00:00:00
S108097,69.63,2.42,0.37,20.68,2024-03-15 00:00:00
S108098,94.67,1.52,0.37,21.93,2024-04-19 00:00:00
S108099,57.11,3.96,0.22,19.98,2024-02-02 00:00:00
S108100,64.53,1.05,1.61,13.11,2024-05-09 00:00:00
S108101,86.62,0.75,1.45,18.22,2024-03-22 00:00:00
S108102,100.0,0.38,1.44,9.59,2024-03-09 12:49:14
S108103,69.95,3.3,6.3,20.27,2024-01-28 00:00:00
S108104,74.1,2.07,2.17,14.87,2024-02-19 00:00:00
S108105,99.11,3.52,1.3,11.68,2024-01-15 00:00:00
S108106,82.51,6.02,4.85,9.9,2024-03-26 00:00:00
S108107,84.45,2.38,0.65,19.75,2024-01-19 06:45:12
S108108,82.8,2.5,2.97,14.04,2024-04-12 16:27:07
S108109,61.0,1.71,1.22,11.57,2024-02-27 00:00:00
S108110,69.88,2.32,3.7,11.55,2024-02-24 00:00:00
S108111,74.6,5.42,3.34,6.3,2024-03-23 00:00:00
S108112,69.29,5.61,2.84,16.17,2024-03-31 00:00:00
S108113,71.9,1.38,1.91,17.01,2024-04-18 00:00:00
S108114,62.6,2.56,2.13,4.63,2024-02-14 00:00:00
S108115,78.37,3.25,1.0,7.47,2024-03-01 00:00:00
S108116,74.7,3.12,0.98,3.46,2024-03-06 00:00:00
S108117,79.6,3.56,1.09,23.43,2024-02-28 00:00:00
S108118,74.72,5.0,1.63,19.33,2024-03-24 00:00:00
S108119,73.14,2.71,3.31,22.73,2024-05-24 00:00:00
S108120,68.59,2.76,0.22,26.34,2024-04-02 00:00:00
S108121,88.16,4.44,1.22,18.07,2024-04-05 00:00:00
S108122,53.8,4.38,0.74,14.58,2024-03-17 00:00:00
S108123,91.23,0.23,3.1,16.37,2024-03-18 12:46:58
S108124,79.42,3.82,1.94,10.49,2024-03-05 00:00:00
S108125,61.87,1.38,0.24,9.37,2024-01-26 00:00:00
S108126,55.02,3.3,5.96,12.06,2024-02-21 00:00:00
S108127,73.19,0.08,5.89,13.26,2024-03-17 00:00:00
S108128,81.31,2.96,0.36,3.38,2024-01-25 00:00:00
S108129,80.27,5.31,1.89,6.35,2024-02-08 00:00:00
S108130,67.89,5.27,1.22,6.11,2024-02-14 00:00:00
S108131,77.5,1.83,1.77,5.81,2024-04-23 00:00:00
S108132,83.3,2.86,0.47,19.46,2024-01-17 06:50:50
S108133,83.29,5.06,1.59,12.66,2024-01-23 00:00:00
S108134,88.0,3.72,0.51,13.65,2024-04-01 00:00:00
S108135,65.84,2.57,2.86,17.68,2024-01-22 00:00:00
S108136,84.1,2.34,1.34,20.76,2024-12-03 00:00:00
S108137,69.89,4.28,0.82,18.19,2024-01-26 00:00:00
S108138,80.45,2.38,4.28,26.46,2024-01-22 00:00:00
S108139,66.99,4.32,0.02,15.28,2024-05-05 00:00:00
S108140,74.95,1.75,1.21,16.38,2024-02-15 00:00:00
S108141,87.48,4.86,1.11,10.76,2024-01-23 00:00:00
S108142,69.48,3.92,2.99,1.74,2024-05-29 00:00:00
S108143,62.6,4.14,0.93,15.55,2024-03-28 00:00:00
S108144,64.0,1.24,0.25,21.05,2024-02-11 00:00:00
S108145,77.25,0.72,0.5,9.8,2024-04-15 00:00:00
S108146,94.85,2.4,1.55,11.42,2024-06-02 00:00:00
S108147,57.03,6.62,3.23,21.72,2024-05-14 00:00:00
S108148,84.61,1.24,3.99,14.66,2024-06-02 00:00:00
S108149,70.54,1.63,1.69,8.54,2024-02-16 07:38:21
S108150,86.0,1.96,1.26,8.29,2024-04-23 00:00:00
S108151,68.9,1.61,0.99,19.59,2024-12-02 00:00:00
S108152,75.27,2.13,7.99,14.08,2024-05-03 00:00:00
S108153,68.09,7.66,0.64,13.98,2024-01-12 00:00:00
S108154,56.7,0.0,2.4,5.34,2024-05-17 00:00:00
S108155,86.27,3.19,2.92,18.34,2024-02-25 00:00:00
S108156,57.13,2.25,0.94,22.23,2024-05-01 00:00:00
S108157,96.67,3.67,3.81,12.46,2024-02-28 00:00:00
S108158,71.0,3.77,7.58,17.87,2024-01-24 00:00:00
S108159,99.37,3.11,0.93,12.15,2024-04-26 00:00:00
S108160,78.87,3.34,2.31,19.16,2024-01-14 00:00:00
S108161,75.6,0.27,6.32,18.46,2024-05-20 00:00:00
S108162,80.0,2.9,0.23,12.31,2024-02-03 00:00:00
S108163,80.89,1.86,1.32,0.11,2024-05-01 00:00:00
S108164,67.64,2.73,0.85,9.4,2024-02-18 00:00:00
S108165,65.86,1.39,0.91,17.41,2024-02-14 00:00:00
S108166,59.21,1.96,2.12,21.19,2024-03-10 14:50:09
S108167,73.4,3.68,1.92,10.77,2024-04-12 00:00:00
S108168,99.93,4.37,0.53,24.41,2024-02-15 00:00:00
S108169,85.2,1.86,0.6,25.46,2024-07-02 00:00:00
S108170,77.5,5.49,2.54,19.89,2024-06-03 00:00:00
S108171,41.64,4.85,0.61,7.05,2024-11-05 00:00:00
S108172,62.52,2.9,0.7,19.98,2024-03-02 00:00:00
S108173,90.0,2.87,0.47,11.23,2024-02-01 00:00:00
S108174,80.3,0.84,0.3,10.85,2024-03-25 00:00:00
S108175,86.1,2.9,1.28,18.17,2024-05-02 00:00:00
S108176,80.03,4.8,0.01,18.0,2024-03-30 00:00:00
S108177,89.07,0.0,1.21,18.19,2024-05-29 00:09:59
S108178,100.0,1.59,0.41,19.6,2024-03-28 00:00:00
S108179,76.16,1.62,0.07,14.6,2024-05-12 00:00:00
S108180,66.79,4.75,0.26,4.86,2024-05-11 00:00:00
S108181,70.66,5.32,1.17,29.58,2024-01-22 17:46:33
S108182,51.7,4.31,1.3,12.26,2024-04-29 00:00:00
S108183,72.0,3.66,8.0,10.01,2024-01-14 00:00:00
S108184,93.05,4.95,1.79,6.5,2024-04-15 00:00:00
S108185,81.3,3.62,3.47,16.06,2024-02-22 00:00:00
S108186,67.04,4.15,0.09,15.25,2024-01-02 00:00:00
S108187,65.19,2.98,2.33,14.16,2024-01-24 00:00:00
S108188,78.1,3.37,1.24,25.49,2024-04-12 00:00:00
S108189,75.0,0.0,2.19,19.61,2024-02-04 00:00:00
S108190,77.4,1.04,0.18,7.88,2024-01-18 00:00:00
S108191,75.15,2.35,1.34,29.52,2024-02-29 00:00:00
S108192,30.0,3.74,0.33,4.39,2024-01-14 00:00:00
S108193,91.98,2.55,0.04,14.19,2024-02-24 00:00:00
S108194,77.18,2.17,0.49,9.89,2024-07-05 00:00:00
S108195,89.6,0.0,0.51,17.59,2024-04-18 00:00:00
S108196,67.21,3.49,1.32,19.45,2024-03-21 00:00:00
S108197,71.15,4.09,0.77,12.11,2024-05-03 00:00:00
S108198,98.0,4.08,1.06,22.35,2024-01-12 00:00:00
S108199,81.6,2.15,2.72,16.39,2024-02-20 00:00:00
S108200,58.0,2.09,1.22,25.23,2024-01-30 08:13:49
S108201,73.18,3.86,0.37,21.5,2024-05-23 00:00:00
S108202,93.36,2.27,1.22,11.7,2024-03-26 00:00:00
S108203,81.53,6.69,1.7,22.39,2024-02-13 00:00:00
S108204,76.04,4.4,0.12,10.48,2024-04-04 00:00:00
S108205,80.12,4.77,0.41,19.39,2024-02-14 00:00:00
S108206,71.1,2.92,4.44,18.69,2024-03-10 00:00:00
S108207,75.5,1.73,0.3,11.38,2024-01-24 00:00:00
S108208,63.47,2.45,6.91,1.04,2024-11-05 00:00:00
S108209,90.44,4.06,0.35,25.34,2024-01-17 00:00:00
S108210,77.56,4.01,0.35,17.93,2024-02-11 00:00:00
S108211,65.1,3.85,5.72,15.14,2024-03-20 00:00:00
S108212,74.61,5.06,4.24,15.13,2024-05-04 00:00:00
S108213,88.13,2.37,0.03,21.82,2024-05-24 00:00:00
S108214,83.17,4.55,1.0,30.3,2024-01-15 00:00:00
S108215,63.46,2.11,0.93,21.32,2024-01-23 00:00:00
S108216,80.39,2.16,2.57,17.57,2024-11-03 00:00:00
S108217,82.96,2.54,1.5,17.0,2024-03-17 00:00:00
S108218,75.89,4.06,2.27,17.55,2024-02-20 00:00:00
S108219,65.03,2.73,0.84,7.97,2024-04-23 00:00:00
S108220,61.16,2.34,0.07,19.1,2024-03-20 00:00:00
S108221,74.61,2.92,0.8,5.83,2024-02-14 00:00:00
S108222,59.6,4.64,0.59,18.09,2024-02-17 00:00:00
S108223,93.62,6.44,1.13,11.7,2024-05-10 00:00:00
S108224,67.09,4.62,0.82,21.06,2024-03-24 00:00:00
S108225,75.0,4.22,2.11,17.66,2024-02-16 00:00:00
S108226,65.39,2.1,0.04,12.54,2024-05-07 00:00:00
S108227,54.95,2.71,0.7,7.93,2024-02-01 00:00:00
S108228,86.29,5.7,1.5,25.33,2024-05-06 03:25:01
S108229,64.21,3.06,0.68,14.4,2024-02-21 00:00:00
S108230,75.03,5.36,8.0,27.18,2024-05-12 13:24:08
S108231,56.29,1.98,0.75,6.38,2024-02-02 00:00:00
S108232,93.88,1.73,2.07,13.23,2024-03-18 00:00:00
S108233,60.74,5.45,1.24,0.0,2024-03-05 00:00:00
S108234,79.3,4.46,1.29,20.29,2024-03-14 00:00:00
S108235,72.57,4.76,0.29,20.87,2024-01-30 00:00:00
S108236,71.8,5.29,0.98,10.76,2024-05-24 00:00:00
S108237,88.81,2.56,1.71,10.42,2024-03-31 00:00:00
S108238,73.74,5.04,0.1,12.28,2024-01-16 00:00:00
S108239,74.47,5.44,1.33,13.32,2024-04-08 00:00:00
S108240,78.03,2.24,0.37,11.08,2024-05-29 00:00:00
S108241,43.18,3.62,3.18,22.57,2024-05-07 00:00:00
S108242,61.4,2.93,0.58,11.72,2024-02-22 00:00:00
S108243,78.54,1.01,3.62,1.73,2024-04-02 00:00:00
S108244,78.65,1.76,6.39,13.22,2024-04-30 00:00:00
S108245,53.13,2.96,2.33,11.41,2024-04-18 00:00:00
S108246,66.2,1.61,1.04,5.85,2024-03-18 00:00:00
S108247,86.6,5.48,1.02,16.32,2024-05-23 00:00:00
S108248,78.1,3.23,1.06,1.52,2024-03-08 00:00:00
S108249,78.0,4.59,0.1,17.67,2024-05-20 00:00:00
S108250,57.79,2.57,1.18,14.77,2024-02-14 00:00:00
S108251,85.11,2.67,3.24,11.06,2024-03-10 00:00:00
S108252,99.3,2.1,0.42,6.98,2024-01-13 00:00:00
S108253,55.98,3.54,1.34,4.76,2024-05-25 00:00:00
S108254,100.0,2.07,3.65,21.17,2024-03-24 00:00:00
S108255,67.72,2.14,0.11,12.9,2024-05-06 00:00:00
S108256,72.86,1.17,4.99,3.25,2024-05-24 00:00:00
S108257,100.0,5.79,3.88,14.92,2024-03-21 00:00:00
S108258,56.74,2.0,0.72,13.09,2024-01-21 00:00:00
S108259,59.5,2.88,0.89,24.89,2024-05-21 00:00:00
S108260,74.88,2.52,1.37,12.12,2024-02-24 00:00:00
S108261,63.91,1.65,0.86,21.86,2024-07-02 00:00:00
S108262,68.51,1.92,1.72,13.47,2024-03-30 00:00:00
S108263,85.0,1.01,1.43,6.73,2024-01-11 00:00:00
S108264,80.0,0.31,6.3,18.3,2024-02-16 00:00:00
S108265,83.14,4.63,4.22,23.52,2024-02-04 00:00:00
S108266,83.88,0.66,0.3,21.35,2024-02-13 00:00:00
S108267,85.06,1.81,1.22,17.2,2024-01-19 00:00:00
S108268,69.15,2.11,1.53,21.98,2024-04-09 00:00:00
S108269,100.0,1.05,4.2,16.19,2024-02-04 00:00:00
S108270,89.86,6.0,0.01,15.57,2024-02-22 00:00:00
S108271,73.77,1.95,0.84,4.69,2024-10-02 00:00:00
S108272,61.36,4.87,5.66,16.49,2024-05-23 00:00:00
S108273,88.94,4.59,2.02,25.56,2024-05-12 00:00:00
S108274,96.74,3.72,1.7,3.55,2024-03-17 00:00:00
S108275,79.35,3.98,5.21,5.81,2024-03-18 00:00:00
S108276,64.17,3.94,0.75,12.71,2024-02-09 17:21:31
S108277,87.25,1.76,3.79,5.51,2024-05-24 00:00:00
S108278,78.2,1.56,1.02,19.79,2024-01-19 00:00:00
S108279,72.77,3.33,1.37,2.91,2024-01-24 00:00:00
S108280,91.36,1.87,1.87,19.76,2024-05-21 00:00:00
S108281,76.5,3.16,1.24,22.03,2024-01-29 00:00:00
S108282,87.58,2.04,2.67,19.6,2024-03-26 00:00:00
S108283,100.0,5.51,1.88,15.14,2024-04-27 00:00:00
S108284,38.41,1.87,0.21,18.74,2024-01-30 00:00:00
S108285,77.72,3.34,0.89,6.91,2024-03-31 00:00:00
S108286,75.25,1.79,1.65,16.82,2024-03-18 00:00:00
S108287,88.49,3.37,1.96,10.67,2024-05-23 00:00:00
S108288,87.4,7.82,0.28,21.24,2024-05-04 00:00:00
S108289,83.8,3.27,0.85,19.97,2024-05-14 00:00:00
S108290,80.85,3.18,1.69,9.33,2024-12-05 00:00:00
S108291,100.0,4.01,0.53,17.46,2024-04-04 00:00:00
S108292,97.0,2.57,3.89,17.75,2024-02-14 00:00:00
S108293,73.07,3.39,1.7,11.68,2024-04-13 00:00:00
S108294,79.81,3.42,2.72,15.16,2024-04-02 00:00:00
S108295,67.0,1.62,3.1,18.58,2024-02-25 00:00:00
S108296,56.18,2.46,1.28,11.8,2024-03-23 00:00:00
S108297,71.02,0.44,0.57,8.8,2024-02-08 00:00:00
S108298,67.67,5.36,0.4,16.59,2024-05-24 00:00:00
S108299,44.43,3.76,2.73,25.38,2024-03-06 00:00:00
S108300,74.0,0.85,8.0,13.93,2024-02-15 00:00:00
S108301,74.4,4.08,0.88,12.53,2024-04-22 00:00:00
S108302,84.09,4.93,0.09,9.45,2024-01-16 00:00:00
S108303,72.0,4.87,2.07,23.05,2024-01-15 00:00:00
S108304,77.41,3.64,5.85,21.13,2024-05-10 00:00:00
S108305,60.9,0.83,1.22,13.98,2024-06-04 00:00:00
S108306,67.23,5.17,4.04,9.49,2024-05-23 23:22:08
S108307,85.51,4.63,0.36,9.42,2024-02-11 00:00:00
S108308,67.56,0.72,1.16,9.01,2024-05-22 00:00:00
S108309,69.26,5.37,0.35,11.55,2024-05-24 00:00:00
S108310,69.9,2.61,3.03,11.07,2024-01-23 00:00:00
S108311,76.04,4.44,1.59,9.83,2024-02-03 00:00:00
S108312,71.95,1.98,0.77,22.81,2024-01-28 10:54:31
S108313,62.91,3.25,1.91,26.1,2024-01-23 03:35:40
S108314,81.5,3.85,1.78,7.37,2024-04-25 00:00:00
S108315,73.3,2.3,3.27,11.0,2024-01-24 00:00:00
S108316,82.13,2.39,1.12,8.36,2024-05-15 00:00:00
S108317,75.01,5.19,0.51,17.23,2024-12-03 00:00:00
S108318,74.06,2.0,6.09,12.62,2024-03-23 00:00:00
S108319,59.46,3.79,0.54,7.79,2024-02-29 00:00:00
S108320,93.11,3.11,2.96,26.57,2024-03-27 00:00:00
S108321,68.41,3.8,2.45,18.41,2024-01-05 00:00:00
S108322,79.79,3.89,0.28,8.14,2024-05-16 00:00:00
S108323,78.24,2.53,2.19,25.55,2024-04-06 00:00:00
S108324,80.26,2.81,1.43,6.97,2024-02-17 00:00:00
S108325,30.34,1.48,0.43,19.3,2024-03-13 00:00:00
S108326,81.3,2.28,1.22,31.92,2024-04-03 13:42:39
S108327,54.38,4.98,0.44,14.08,2024-06-04 00:00:00
S108328,54.06,4.65,3.21,12.98,2024-01-12 00:00:00
S108329,81.98,1.66,1.91,16.17,2024-01-22 00:00:00
S108330,94.26,2.47,0.17,30.58,2024-04-05 15:12:24
S108331,85.17,3.63,8.0,25.33,2024-05-27 00:00:00
S108332,65.93,1.68,0.59,11.9,2024-01-31 00:00:00
S108333,62.34,3.9,0.3,17.13,2024-05-16 00:00:00
S108334,93.0,4.93,0.64,21.46,2024-05-11 00:00:00
S108335,61.15,3.84,1.07,12.0,2024-05-05 00:00:00
S108336,87.45,5.3,1.23,7.08,2024-05-11 00:00:00
S108337,83.09,5.99,2.13,22.59,2024-03-22 00:00:00
S108338,65.74,5.68,1.73,18.57,2024-01-30 00:00:00
S108339,95.5,3.03,0.74,17.23,2024-10-02 00:00:00
S108340,79.98,1.78,6.55,22.75,2024-05-23 00:00:00
S108341,53.92,5.53,0.57,6.98,2024-02-19 00:00:00
S108342,75.6,2.77,0.88,13.38,2024-03-05 00:00:00
S108343,50.67,4.39,2.69,33.47,2024-03-24 00:00:00
S108344,92.9,3.78,1.62,18.97,2024-01-21 00:00:00
S108345,80.84,2.47,0.32,19.4,2024-03-21 00:00:00
S108346,84.87,2.94,0.7,15.74,2024-04-24 00:00:00
S108347,71.0,0.97,1.43,2.11,2024-03-16 00:00:00
S108348,67.85,2.51,0.36,9.27,2024-02-14 00:00:00
S108349,68.06,0.0,0.58,21.39,2024-02-27 00:00:00
S108350,81.12,2.9,2.91,11.21,2024-03-24 00:00:00
S108351,82.1,4.97,1.63,13.81,2024-02-11 12:10:54
S108352,83.5,2.05,1.11,17.04,2024-03-28 00:00:00
S108353,60.04,0.06,2.81,8.16,2024-03-23 00:00:00
S108354,80.0,2.76,3.97,6.02,2024-07-04 00:00:00
S108355,84.92,3.56,2.98,14.91,2024-04-25 00:00:00
S108356,96.88,3.05,3.69,12.4,2024-03-02 00:00:00
S108357,43.26,0.88,1.73,16.59,2024-01-28 00:00:00
S108358,87.3,4.65,0.29,4.98,2024-01-16 00:00:00
S108359,73.01,4.43,2.57,11.26,2024-05-12 00:00:00
S108360,61.36,2.94,0.04,19.82,2024-05-23 00:00:00
S108361,92.0,2.75,1.06,35.62,2024-04-09 00:00:00
S108362,80.1,3.4,0.47,15.84,2024-02-26 00:00:00
S108363,62.7,2.79,0.16,19.7,2024-04-11 00:00:00
S108364,81.11,2.75,8.0,18.41,2024-05-17 00:00:00
S108365,59.71,3.39,2.26,17.05,2024-04-02 00:00:00
S108366,79.19,5.47,0.17,19.77,2024-03-23 00:00:00
S108367,71.69,4.58,0.02,8.29,2024-04-14 00:00:00
S108368,59.9,2.01,0.98,12.5,2024-02-11 00:00:00
S108369,100.0,4.59,1.76,16.75,2024-03-29 00:00:00
S108370,55.77,3.24,1.86,8.24,2024-03-23 00:00:00
S108371,76.11,4.4,0.81,18.03,2024-04-02 00:00:00
S108372,79.35,2.56,0.21,1.58,2024-03-13 00:00:00
S108373,69.8,3.08,1.18,20.69,2024-04-12 00:00:00
S108374,82.32,3.44,0.75,13.95,2024-01-22 00:00:00
S108375,81.72,1.94,0.21,19.86,2024-04-15 00:00:00
S108376,80.0,3.57,4.57,21.98,2024-05-26 03:34:51
S108377,64.54,2.48,1.79,24.87,2024-03-04 00:00:00
S108378,77.34,1.78,1.87,16.88,2024-05-25 00:00:00
S108379,67.7,4.39,0.71,2.87,2024-04-30 00:00:00
S108380,91.3,4.21,1.57,2.67,2024-02-23 00:00:00
S108381,92.37,6.26,1.75,6.15,2024-05-09 00:00:00
S108382,68.96,1.48,1.32,20.04,2024-02-12 00:00:00
S108383,58.44,2.13,1.7,5.14,2024-05-16 00:00:00
S108384,57.81,2.05,0.01,13.36,2024-04-03 00:00:00
S108385,73.29,3.73,1.96,12.04,2024-05-05 00:00:00
S108386,59.13,4.62,3.53,17.53,2024-04-14 00:00:00
S108387,73.44,2.44,1.22,20.01,2024-03-26 00:00:00
S108388,62.42,3.47,0.71,15.66,2024-02-16 00:00:00
S108389,100.0,4.4,0.1,20.61,2024-03-02 00:00:00
S108390,89.87,2.36,0.27,7.3,2024-01-14 00:00:00
S108391,55.6,2.82,1.41,22.15,2024-04-30 00:00:00
S108392,83.67,4.42,1.39,15.92,2024-09-03 00:00:00
S108393,69.0,2.93,2.51,20.32,2024-04-03 00:00:00
S108394,53.59,3.94,6.57,11.38,2024-02-10 00:00:00
S108395,96.72,5.93,2.37,0.64,2024-05-06 00:00:00
S108396,77.8,3.41,0.39,19.66,2024-10-05 00:00:00
S108397,78.5,3.85,1.22,14.0,2024-04-02 00:00:00
S108398,95.06,2.28,0.35,23.41,2024-03-13 00:00:00
S108399,79.31,1.98,0.47,17.95,2024-04-05 00:00:00
S108400,74.55,1.09,0.63,35.66,2024-05-02 00:00:00
S108401,77.3,3.54,0.81,23.9,2024-05-23 00:00:00
S108402,49.3,0.93,0.93,13.26,2024-02-03 00:00:00
S108403,71.31,2.4,1.96,3.91,2024-05-20 00:00:00
S108404,57.25,5.55,0.74,8.9,2024-03-13 00:00:00
S108405,93.18,5.65,2.48,8.44,2024-05-06 00:00:00
S108406,65.0,2.45,3.97,11.35,2024-05-09 00:00:00
S108407,77.94,6.32,4.05,14.12,2024-05-07 00:00:00
S108408,56.0,1.4,0.4,17.22,2024-03-15 00:00:00
S108409,72.5,3.97,0.69,24.62,2024-03-25 22:12:45
S108410,83.62,2.65,0.26,8.9,2024-05-15 00:00:00
S108411,95.2,2.69,1.46,5.28,2024-02-16 00:00:00
S108412,71.4,4.66,1.22,20.82,2024-04-20 00:00:00
S108413,71.42,3.37,2.0,24.33,2024-02-12 00:00:00
S108414,94.31,3.26,4.1,11.57,2024-04-16 00:00:00
S108415,71.0,1.55,2.68,22.29,2024-01-25 00:00:00
S108416,87.38,5.68,1.95,20.39,2024-04-03 00:00:00
S108417,54.0,3.33,2.1,3.04,2024-01-02 00:00:00
S108418,48.6,3.86,2.04,10.54,2024-01-23 00:00:00
S108419,73.44,2.67,0.54,11.66,2024-05-22 00:00:00
S108420,75.7,1.62,1.22,28.92,2024-03-07 00:00:00
S108421,75.76,5.15,5.49,18.56,2024-01-30 00:00:00
S108422,80.96,0.29,1.36,11.48,2024-02-12 00:00:00
S108423,92.32,4.23,0.63,10.12,2024-02-22 18:01:35
S108424,64.55,3.0,0.09,4.01,2024-05-10 00:00:00
S108425,95.58,4.06,1.91,22.46,2024-03-27 00:00:00
S108426,80.0,3.71,0.39,17.77,2024-04-26 00:00:00
S108427,50.8,3.92,0.2,19.34,2024-05-17 00:00:00
S108428,65.75,3.54,0.74,6.0,2024-01-05 00:00:00
S108429,76.26,2.36,1.36,20.15,2024-02-01 00:00:00
S108430,76.31,3.73,3.59,13.33,2024-05-16 00:00:00
S108431,100.0,4.32,0.1,9.91,2024-03-21 00:00:00
S108432,59.6,1.71,0.38,18.59,2024-02-23 00:00:00
S108433,60.98,0.0,2.48,6.6,2024-04-23 00:00:00
S108434,73.14,3.99,1.36,16.25,2024-04-08 00:00:00
S108435,69.84,4.8,1.56,13.14,2024-02-29 21:59:41
S108436,88.68,2.75,3.06,22.51,2024-05-24 03:19:12
S108437,64.51,4.14,0.23,21.24,2024-03-14 00:00:00
S108438,62.53,0.46,1.96,15.64,2024-04-28 00:00:00
S108439,70.85,2.96,1.22,16.97,2024-01-14 00:00:00
S108440,98.69,4.66,0.27,19.19,2024-10-03 00:00:00
S108441,58.51,2.56,0.88,14.94,2024-05-11 00:00:00
S108442,73.49,3.17,2.47,9.28,2024-05-25 00:00:00
S108443,55.41,4.02,0.6,11.62,2024-01-28 00:00:00
S108444,74.28,1.72,2.7,6.46,2024-04-19 00:00:00
S108445,87.7,0.0,1.75,21.48,2024-04-01 00:00:00
S108446,81.0,1.02,0.43,17.79,2024-02-26 00:00:00
S108447,58.69,5.25,2.29,12.04,2024-03-31 00:00:00
S108448,79.59,3.11,1.06,9.93,2024-02-11 00:00:00
S108449,73.01,5.11,0.56,16.65,2024-06-05 00:00:00
S108450,55.24,1.94,3.67,5.11,2024-02-24 00:00:00
S108451,90.75,3.12,0.54,7.52,2024-04-13 00:00:00
S108452,72.4,1.69,3.12,14.86,2024-02-13 23:00:42
S108453,67.0,1.74,1.05,32.09,2024-05-24 00:00:00
S108454,100.0,0.0,8.0,18.17,2024-05-19 00:00:00
S108455,45.99,4.57,0.58,16.3,2024-01-30 00:00:00
S108456,78.91,0.82,2.22,6.8,2024-04-30 00:00:00
S108457,79.75,3.5,5.15,8.47,2024-04-19 00:00:00
S108458,97.4,4.87,2.01,24.49,2024-02-02 00:00:00
S108459,85.6,4.63,3.8,11.77,2024-02-13 00:00:00
S108460,85.0,4.12,1.59,15.49,2024-03-03 00:00:00
S108461,97.43,3.55,2.48,19.14,2024-04-23 00:00:00
S108462,100.0,2.15,0.35,12.06,2024-03-23 00:00:00
S108463,88.32,2.0,0.12,11.45,2024-01-31 00:00:00
S108464,60.48,3.91,1.5,2.93,2024-03-19 00:00:00
S108465,49.97,6.04,2.05,6.49,2024-03-29 00:00:00
S108466,60.49,4.97,2.76,19.11,2024-05-04 00:00:00
S108467,97.44,0.02,0.88,11.93,2024-03-27 00:00:00
S108468,72.2,4.43,0.55,19.68,2024-05-06 00:00:00
S108469,79.0,0.71,1.28,3.91,2024-03-07 00:00:00
S108470,78.42,3.37,0.35,20.68,2024-03-21 00:00:00
S108471,73.33,5.8,1.22,14.72,2024-04-15 00:00:00
S108472,79.99,3.08,0.93,4.71,2024-05-18 00:00:00
S108473,100.0,2.51,4.49,22.9,2024-04-30 19:34:06
S108474,62.46,4.77,4.14,5.15,2024-05-23 21:45:47
S108475,55.0,1.39,2.3,22.54,2024-02-28 00:00:00
S108476,73.0,1.42,1.98,14.77,2024-05-17 00:00:00
S108477,92.69,5.41,1.59,8.74,2024-05-12 00:00:00
S108478,78.41,2.63,0.82,27.94,2024-02-14 00:00:00
S108479,79.95,3.28,0.52,17.84,2024-01-22 00:00:00
S108480,74.49,1.88,2.95,23.5,2024-02-27 00:00:00
S108481,75.95,3.04,0.92,18.03,2024-02-07 00:00:00
S108482,71.52,5.92,0.15,13.48,2024-03-06 00:00:00
S108483,71.71,0.0,0.92,8.9,2024-12-01 00:00:00
S108484,78.76,1.56,0.82,13.73,2024-05-23 00:00:00
S108485,58.48,4.6,1.98,16.14,2024-04-01 00:00:00
S108486,52.5,2.93,1.21,20.72,2024-04-02 00:00:00
S108487,84.7,3.32,1.22,12.25,2024-01-23 12:02:46
S108488,83.3,4.02,2.6,18.59,2024-02-27 00:00:00
S108489,71.28,2.64,1.18,26.75,2024-03-02 00:00:00
S108490,73.41,3.12,0.03,16.11,2024-01-17 00:00:00
S108491,80.72,2.94,0.64,1.29,2024-01-11 00:00:00
