student_id,enrollment_date,family_income_lpa,cgpa,backlogs,failed_subjects,at_risk_flag
S107704,2021-09-05,4.5,7.5,1,0,0
S107705,2023-04-20,16.3,8.47,0,1,0
S107706,2022-05-31,5.7,6.6,1,0,1
S107707,2021-10-06,2.6,6.45,0,2,0
S107708,2021-11-12,1.0,5.61,0,0,0
S107709,2023-06-29,4.5,7.18,1,0,1
S107710,2021-08-02,6.8,6.51,1,0,1
S107711,2022-04-01,11.5,7.02,0,0,0
S107712,2022-09-09,3.3,6.88,0,0,0
S107713,2023-08-15,1.0,6.7,2,0,1
S107714,2023-07-16,2.1,7.88,1,0,0
S107715,2022-04-19,2.8,6.76,2,1,1
S107716,2023-05-28,2.7,5.21,1,0,0
S107717,2022-06-13,4.6,6.35,3,0,1
S107718,2023-08-27,2.9,6.02,1,0,1
S107719,2022-11-01,1.0,5.84,0,0,1
S107720,2022-11-13,1.0,5.78,2,0,0
S107721,2021-12-27,7.4,3.5,0,0,1
S107722,2022-05-23,9.2,6.41,0,0,1
S107723,2023-07-25,8.6,5.55,1,1,0
S107724,2023-03-14,5.8,7.4,0,0,0
S107725,2023-01-30,2.6,7.62,0,0,1
S107726,2022-05-12,1.0,10.0,1,0,0
S107727,2021-11-15,1.5,5.54,2,0,1
S107728,2021-07-05,4.4,6.58,1,0,0
S107729,2022-02-23,4.3,7.64,2,0,1
S107730,2023-01-05,14.5,5.28,0,0,1
S107731,2022-05-19,2.4,9.92,0,1,0
S107732,2022-09-15,3.8,8.06,0,0,1
S107733,2022-09-08,10.0,7.76,1,0,1
S107734,2021-12-27,16.9,9.15,0,0,1
S107735,2023-06-18,5.4,7.82,0,0,0
S107736,2022-09-08,1.0,9.88,0,0,0
S107737,2023-04-05,12.1,5.88,0,0,1
S107738,2022-04-06,22.7,6.83,1,0,0
S107739,2023-08-21,8.2,4.4,0,0,1
S107740,2022-08-06,2.4,7.42,0,0,1
S107741,2022-01-15,3.6,6.3,0,0,0
S107742,2022-04-11,5.7,7.95,1,0,1
S107743,2021-11-11,3.5,5.05,0,2,0
S107744,2023-02-22,2.7,8.9,0,0,0
S107745,2021-10-28,7.3,8.05,1,0,0
S107746,2022-04-15,5.6,6.83,0,0,1
S107747,2021-09-15,8.5,7.93,0,0,0
S107748,2022-03-11,4.5,5.26,0,0,0
S107749,2023-03-01,7.5,8.59,0,0,1
S107750,2022-08-09,1.1,5.92,3,0,1
S107751,2022-02-16,1.0,8.26,1,0,0
S107752,2021-10-19,7.4,7.47,0,0,1
S107753,2023-09-08,12.4,8.21,2,0,1
S107754,2022-10-13,2.2,6.46,2,0,1
S107755,2022-09-29,23.4,7.3,0,1,1
S107756,2022-04-16,2.2,5.82,1,0,1
S107757,2021-10-07,1.0,9.68,1,0,0
S107758,2023-05-17,4.1,8.38,0,0,1
S107759,2022-03-25,3.3,8.45,0,0,0
S107760,2022-07-23,4.0,7.34,0,0,0
S107761,2022-08-14,8.6,8.11,0,0,0
S107762,2022-06-25,1.9,5.42,1,0,0
S107763,2023-06-08,1.8,6.84,0,0,1
S107764,2023-01-07,3.5,9.29,3,0,0
S107765,2022-03-02,1.0,6.88,1,0,0
S107766,2023-01-31,7.0,6.54,0,0,0
S107767,2022-12-08,1.0,7.42,0,1,0
S107768,2023-08-07,4.6,7.24,0,0,0
S107769,2021-11-06,50.0,8.79,0,0,1
S107770,2022-01-31,7.5,6.27,0,0,1
S107771,2022-09-11,5.0,6.31,1,1,0
S107772,2023-01-24,7.8,8.43,0,0,1
S107773,2022-08-11,13.9,7.68,1,0,1
S107774,2022-11-19,2.2,9.02,1,0,0
S107775,2021-11-11,7.7,8.39,0,1,1
S107776,2021-07-29,1.0,6.83,1,0,0
S107777,2022-04-11,4.8,5.49,0,0,0
S107778,2023-02-09,4.5,5.86,2,1,1
S107779,2022-04-04,1.0,8.13,0,0,1
S107780,2022-03-18,4.1,7.54,4,0,1
S107781,2023-02-22,19.9,7.16,2,0,0
S107782,2021-08-26,3.3,4.25,0,1,0
S107783,2023-01-14,1.0,7.31,2,1,0
S107784,2022-07-28,2.9,6.89,0,0,1
S107785,2023-06-11,2.0,4.27,0,1,1
S107786,2023-01-05,5.7,4.08,1,0,1
S107787,2022-09-23,1.0,8.91,0,0,0
S107788,2022-07-10,12.2,5.71,0,0,0
S107789,2022-04-17,9.4,5.17,0,3,1
S107790,2022-04-17,10.4,6.38,0,1,0
S107791,2021-01-10,1.0,7.9,0,0,1
S107792,2023-01-19,5.6,5.18,1,0,1
S107793,2021-07-16,7.5,5.53,1,0,0
S107794,2023-05-09,7.5,5.4,0,1,1
S107795,2022-08-09,7.9,8.35,1,0,0
S107796,2023-06-16,8.5,6.11,0,0,0
S107797,2022-05-17,10.4,8.27,2,1,0
S107798,2021-07-16,3.8,4.48,0,1,0
S107799,2023-05-22,1.0,5.55,0,1,0
S107800,2023-01-01,6.9,7.58,0,0,1
S107801,2022-08-20,9.5,8.24,1,1,0
S107802,2022-04-17,1.0,7.9,1,2,1
S107803,2023-03-06,3.0,6.84,0,1,0
S107804,2022-03-07,4.7,8.9,2,0,0
S107805,2022-11-29,1.0,8.94,3,0,0
S107806,2022-03-28,7.7,5.25,0,0,0
S107807,2023-11-08,11.4,6.27,0,1,1
S107808,2023-08-11,3.2,8.08,2,0,0
S107809,2021-06-09,23.4,7.99,2,1,1
S107810,2021-09-02,1.0,4.91,0,0,1
S107811,2021-12-12,5.0,6.45,1,0,1
S107812,2022-07-30,1.0,8.94,1,0,0
S107813,2023-08-01,2.4,8.13,0,3,1
S107814,2021-12-13,1.5,6.85,1,1,0
S107815,2023-02-13,13.3,7.69,0,1,1
S107816,2023-02-23,3.4,7.86,1,1,0
S107817,2023-06-26,1.0,7.51,2,1,0
S107818,2023-02-01,1.2,6.0,0,1,0
S107819,2022-06-06,2.6,6.66,1,0,0
S107820,2022-02-10,2.9,6.15,0,1,1
S107821,2022-05-19,1.7,6.84,1,1,1
S107822,2022-05-03,2.1,7.71,0,0,1
S107823,2022-05-16,8.4,7.85,0,0,0
S107824,2023-02-14,1.2,5.85,2,0,0
S107825,2023-02-06,13.8,7.03,0,1,1
S107826,2023-03-17,20.2,5.87,2,0,0
S107827,2023-02-06,5.4,6.83,1,1,0
S107828,2022-03-20,4.2,6.97,0,0,1
S107829,2021-07-03,3.7,6.69,1,1,0
S107830,2022-08-12,4.8,7.81,0,0,1
S107831,2022-07-17,1.0,8.09,1,0,0
S107832,2023-05-28,12.0,5.01,1,0,0
S107833,2022-01-10,5.5,7.62,0,1,0
S107834,2021-07-21,7.6,7.12,0,0,0
S107835,2022-04-19,1.8,7.75,0,0,0
S107836,2022-09-09,1.0,5.8,1,0,1
S107837,2021-08-03,1.7,7.94,1,0,0
S107838,2023-06-25,6.7,7.8,1,0,0
S107839,2023-04-18,4.1,6.69,0,0,0
S107840,2022-01-22,13.3,7.07,1,0,0
S107841,2022-07-25,1.0,9.32,0,0,0
S107842,2022-12-25,2.4,6.83,0,0,0
S107843,2023-05-05,3.5,6.96,0,0,1
S107844,2022-04-08,5.9,8.68,1,0,1
S107845,2021-10-31,21.2,6.43,0,1,0
S107846,2021-07-27,4.3,4.22,1,0,1
S107847,2021-10-07,1.0,6.31,0,0,1
S107848,2021-12-15,9.7,6.54,1,0,1
S107849,2021-08-18,3.8,7.09,0,0,1
S107850,2022-12-18,1.9,7.83,1,0,1
S107851,2021-12-03,2.8,5.83,1,0,0
S107852,2021-12-23,3.3,7.43,0,0,1
S107853,2023-04-29,1.6,8.27,0,1,1
S107854,2023-07-01,3.4,5.41,0,0,1
S107855,2021-11-23,1.0,8.88,0,0,0
S107856,2021-08-03,8.5,9.27,0,0,0
S107857,2023-06-15,3.6,6.77,0,0,0
S107858,2022-10-26,3.7,5.38,2,0,1
S107859,2022-10-14,18.9,5.63,1,0,1
S107860,2023-04-12,3.2,6.57,0,0,1
S107861,2023-01-17,2.0,7.5,0,2,0
S107862,2023-09-07,1.0,8.38,0,0,1
S107863,2023-01-03,4.8,5.1,0,0,1
S107864,2022-07-22,7.8,7.13,0,0,1
S107865,2023-03-19,11.0,7.46,0,1,1
S107866,2023-08-25,2.4,8.02,0,1,0
S107867,2023-03-06,10.9,5.59,2,0,1
S107868,2022-12-18,5.5,9.25,2,1,0
S107869,2022-03-01,5.4,7.9,0,1,1
S107870,2023-03-15,2.0,5.75,0,2,1
S107871,2022-04-05,9.9,10.0,0,0,0
S107872,2023-07-17,1.0,7.48,0,1,0
S107873,2021-08-09,1.0,7.33,0,0,0
S107874,2023-02-18,1.8,4.23,0,1,1
S107875,2023-03-23,12.6,7.67,1,0,1
S107876,2022-08-25,1.4,7.62,0,1,0
S107877,2022-04-23,1.7,6.05,3,0,0
S107878,2021-09-20,1.5,8.12,2,0,0
S107879,2023-07-26,6.3,7.52,1,0,0
S107880,2023-06-25,5.9,8.06,0,0,0
S107881,2023-03-22,4.5,4.54,1,0,1
S107882,2023-07-05,22.0,8.0,0,0,1
S107883,2022-06-18,2.5,7.51,1,1,0
S107884,2022-10-27,8.6,6.97,0,0,1
S107885,2023-08-08,5.3,5.66,2,0,0
S107886,2022-12-17,2.1,5.96,1,1,0
S107887,2022-06-03,4.5,10.0,0,0,1
S107888,2021-10-28,1.5,7.64,0,0,0
S107889,2021-12-12,13.0,6.73,1,0,0
S107890,2021-10-25,4.1,7.2,0,0,0
S107891,2023-04-14,8.7,8.79,3,0,1
S107892,2021-11-04,10.7,5.41,1,2,0
S107893,2022-08-14,1.4,8.69,2,0,0
S107894,2021-07-09,6.1,5.04,0,0,1
S107895,2022-04-05,4.4,7.1,0,1,0
S107896,2022-06-19,7.0,7.15,2,2,1
S107897,2022-07-05,16.9,8.49,0,1,0
S107898,2021-07-18,5.4,6.31,0,2,1
S107899,2022-01-20,12.4,7.78,0,0,1
S107900,2023-05-16,2.3,5.73,1,0,0
S107901,2023-07-15,10.8,7.6,0,0,1
S107902,2021-07-10,8.2,9.27,2,0,0
S107903,2022-07-21,6.6,7.15,1,0,0
S107904,2022-03-21,1.0,5.33,2,0,1
S107905,2022-09-17,2.3,5.65,1,0,0
S107906,2023-10-07,1.2,8.83,1,0,1
S107907,2022-10-29,5.6,6.54,1,0,1
S107908,2022-07-25,3.2,7.89,1,0,1
S107909,2022-03-04,7.0,8.35,1,0,1
S107910,2023-03-19,10.9,8.18,1,0,0
S107911,2023-04-08,1.0,9.68,0,0,0
S107912,2022-11-26,2.0,6.4,0,0,0
S107913,2023-01-01,1.0,8.59,0,0,1
S107914,2021-07-03,1.0,5.24,1,0,1
S107915,2023-11-05,5.1,6.49,0,0,1
S107916,2023-04-15,3.3,6.06,0,0,0
S107917,2021-12-07,3.2,5.78,0,1,1
S107918,2022-06-15,1.2,7.37,1,0,1
S107919,2022-11-03,11.7,7.86,0,0,1
S107920,2022-04-30,1.6,6.94,2,1,1
S107921,2022-05-28,1.0,6.12,0,0,0
S107922,2022-07-07,11.4,8.07,2,0,1
S107923,2021-09-30,5.7,6.01,0,0,1
S107924,2022-08-11,1.0,8.53,0,0,0
S107925,2021-08-21,1.3,9.17,0,0,0
S107926,2021-10-10,1.0,7.57,1,0,1
S107927,2021-12-07,3.0,6.86,1,1,1
S107928,2023-06-29,2.8,5.98,1,2,1
S107929,2022-05-06,7.3,5.53,0,0,0
S107930,2021-09-08,2.4,6.88,0,0,1
S107931,2021-10-23,8.5,5.98,1,0,1
S107932,2023-01-25,1.6,7.97,1,0,0
S107933,2022-06-30,8.0,8.29,1,0,0
S107934,2023-06-23,3.1,6.41,0,0,1
S107935,2022-05-21,4.1,8.13,0,0,1
S107936,2023-02-19,7.8,6.1,0,1,0
S107937,2022-12-18,8.8,7.54,0,0,1
S107938,2022-05-01,1.0,6.48,3,2,1
S107939,2023-08-28,1.3,7.53,0,0,1
S107940,2021-10-17,14.2,6.6,1,0,0
S107941,2023-06-06,2.3,6.97,1,0,0
S107942,2022-10-29,9.1,4.7,0,0,1
S107943,2022-03-11,2.1,7.56,0,1,0
S107944,2022-02-09,7.4,4.68,1,0,1
S107945,2022-07-21,3.4,6.75,0,0,0
S107946,2023-07-05,12.1,8.68,2,1,1
S107947,2021-08-26,16.3,6.93,2,0,1
S107948,2022-03-23,2.1,6.32,0,0,1
S107949,2023-08-29,4.4,6.64,0,0,0
S107950,2022-02-11,3.0,8.27,0,0,0
S107951,2023-07-02,2.6,7.06,0,1,1
S107952,2021-10-27,3.7,8.66,0,1,0
S107953,2023-07-31,6.2,6.95,0,0,1
S107954,2023-01-05,7.9,6.92,0,0,1
S107955,2021-08-09,3.6,7.86,0,0,0
S107956,2022-11-18,12.8,6.42,0,1,1
S107957,2022-09-13,8.5,8.28,1,0,0
S107958,2021-09-06,9.8,6.14,0,0,1
S107959,2022-08-20,1.0,8.58,0,0,0
S107960,2022-08-14,1.3,9.24,1,1,0
S107961,2022-09-22,9.0,9.37,1,0,0
S107962,2022-05-08,3.2,6.46,1,0,1
S107963,2022-10-11,7.7,6.3,0,0,0
S107964,2022-07-17,1.0,7.89,0,0,1
S107965,2022-08-25,1.1,5.17,1,1,1
S107966,2021-10-27,1.3,7.33,0,0,1
S107967,2022-04-09,3.0,5.98,0,0,1
S107968,2022-06-26,4.2,6.68,0,0,1
S107969,2023-07-17,10.8,6.9,1,0,0
S107970,2023-07-25,1.0,7.76,0,0,0
S107971,2023-05-14,2.3,7.05,0,1,0
S107972,2023-07-25,1.0,8.05,1,0,1
S107973,2022-05-01,2.0,3.98,1,1,1
S107974,2021-12-28,1.0,8.0,1,2,1
S107975,2021-10-10,14.8,9.2,1,0,1
S107976,2022-08-16,5.8,7.1,2,0,1
S107977,2021-07-31,7.1,9.05,1,1,1
S107978,2021-11-19,2.9,4.14,0,0,1
S107979,2021-12-06,2.1,9.37,2,0,0
S107980,2023-12-06,1.7,6.1,0,0,1
S107981,2021-03-11,1.8,6.69,1,1,0
S107982,2023-04-29,1.0,6.57,0,1,1
S107983,2023-02-19,14.2,7.55,0,1,0
S107984,2022-05-30,4.2,6.85,1,0,0
S107985,2022-09-17,3.3,6.2,2,0,1
S107986,2022-09-18,1.0,6.34,0,0,1
S107987,2023-06-23,4.1,3.91,1,0,0
S107988,2023-06-30,9.1,8.18,1,0,0
S107989,2021-12-05,4.5,6.78,1,0,1
S107990,2023-05-19,7.3,7.05,0,0,0
S107991,2021-09-03,1.0,7.73,0,0,1
S107992,2022-05-29,3.8,5.63,1,1,0
S107993,2021-11-28,1.9,7.57,1,0,0
S107994,2022-10-01,2.3,6.62,0,0,1
S107995,2021-07-14,15.6,8.37,4,0,1
S107996,2022-01-10,1.0,10.0,0,0,1
S107997,2021-08-31,1.0,7.11,0,0,1
S107998,2023-05-06,1.0,6.51,0,0,0
S107999,2023-02-14,2.6,6.13,1,0,0
S108000,2023-01-01,15.8,6.65,1,0,0
S108001,2022-04-03,15.1,8.14,0,0,1
S108002,2022-07-07,1.0,9.14,1,0,0
S108003,2022-06-16,8.8,4.87,1,0,0
S108004,2022-01-25,2.4,6.51,1,1,1
S108005,2023-04-30,12.7,4.98,0,0,1
S108006,2023-04-08,5.5,6.65,2,0,0
S108007,2022-04-03,2.7,7.44,1,0,0
S108008,2022-06-26,5.1,4.9,0,1,1
S108009,2023-08-03,1.0,7.29,0,0,1
S108010,2022-09-05,5.8,5.52,1,0,1
S108011,2021-07-15,1.0,3.89,1,0,1
S108012,2023-05-08,5.6,8.68,2,0,0
S108013,2021-07-29,4.1,5.74,0,0,1
S108014,2022-11-01,1.1,4.78,0,0,0
S108015,2022-08-21,10.4,5.63,0,0,0
S108016,2021-08-05,21.1,6.51,1,1,1
S108017,2023-02-21,4.3,6.4,2,1,0
S108018,2022-08-16,4.0,7.12,0,0,0
S108019,2023-08-07,1.0,8.73,0,0,0
S108020,2023-05-01,2.3,5.04,0,1,0
S108021,2022-05-23,7.7,7.59,1,0,1
S108022,2023-06-11,4.2,6.77,0,1,0
S108023,2021-11-13,11.3,8.02,0,1,0
S108024,2022-04-17,1.9,7.54,0,0,1
S108025,2022-05-06,3.7,7.58,0,0,1
S108026,2023-04-20,6.8,8.6,0,1,0
S108027,2021-08-05,8.4,8.77,1,0,0
S108028,2022-12-20,11.1,7.4,1,0,0
S108029,2022-05-17,1.0,5.46,0,1,1
S108030,2022-06-11,14.1,9.03,0,0,0
S108031,2021-08-02,4.7,5.15,0,1,1
S108032,2022-02-01,23.7,6.3,1,2,1
S108033,2022-09-19,17.7,10.0,0,0,1
S108034,2022-10-23,18.4,6.17,1,1,0
S108035,2023-03-11,10.1,4.17,0,0,1
S108036,2023-01-07,17.3,8.31,1,2,1
S108037,2021-12-21,2.6,5.13,1,0,0
S108038,2021-11-28,8.9,5.88,0,0,1
S108039,2022-07-27,5.0,5.67,1,0,1
S108040,2022-01-31,5.2,8.33,0,0,0
S108041,2022-04-26,1.0,8.01,1,1,0
S108042,2022-12-13,1.1,7.59,0,0,1
S108043,2023-08-22,3.6,7.54,0,0,0
S108044,2022-02-05,6.7,5.54,0,0,1
S108045,2022-10-27,4.0,7.64,0,0,0
S108046,2022-04-05,1.5,6.53,3,0,0
S108047,2022-09-12,6.3,6.64,0,0,0
S108048,2023-03-06,6.3,4.2,1,0,1
S108049,2022-12-29,4.1,6.09,1,0,1
S108050,2023-07-04,1.0,6.82,1,1,0
S108051,2022-05-24,3.8,7.05,1,1,0
S108052,2021-03-09,1.0,4.46,0,0,0
S108053,2023-06-04,11.0,9.05,0,0,1
S108054,2021-07-27,20.3,7.23,3,0,0
S108055,2022-06-24,3.5,10.0,2,0,0
S108056,2021-08-25,3.1,4.42,0,0,0
S108057,2022-02-10,12.8,8.01,0,0,0
S108058,2021-09-16,4.7,8.46,1,1,0
S108059,2021-10-10,3.3,6.77,1,0,0
S108060,2022-04-06,7.4,8.37,0,0,1
S108061,2023-02-14,2.4,5.63,0,0,0
S108062,2022-02-02,2.5,5.25,1,0,1
S108063,2022-08-06,4.4,8.25,1,0,1
S108064,2021-10-25,2.7,7.4,1,0,1
S108065,2022-03-01,10.9,6.62,0,0,1
S108066,2022-04-16,3.3,5.03,2,0,1
S108067,2021-10-08,2.4,6.77,1,0,1
S108068,2023-01-10,6.2,7.13,2,1,1
S108069,2022-02-21,4.6,5.72,0,0,0
S108070,2022-06-01,3.9,7.89,0,0,0
S108071,2022-08-14,1.0,4.47,1,0,1
S108072,2022-10-27,27.9,6.68,0,0,0
S108073,2021-12-10,2.8,7.94,1,2,0
S108074,2022-05-21,1.2,7.08,1,0,1
S108075,2023-05-10,3.8,7.67,0,0,1
S108076,2022-04-12,21.7,5.51,0,0,1
S108077,2021-07-05,7.4,7.74,0,0,0
S108078,2022-09-21,1.0,6.56,1,0,0
S108079,2023-06-21,3.1,6.29,0,1,0
S108080,2023-03-04,15.3,4.86,0,0,1
S108081,2022-11-22,7.6,6.17,2,1,0
S108082,2023-07-10,4.4,4.39,0,0,1
S108083,2022-08-27,4.8,6.71,1,0,1
S108084,2022-01-29,8.7,4.75,0,1,0
S108085,2021-09-20,15.4,4.97,2,0,1
S108086,2023-03-19,3.4,5.54,1,0,1
S108087,2022-03-16,5.2,6.7,1,0,0
S108088,2023-01-17,16.8,8.84,0,0,0
S108089,2022-06-09,4.4,7.77,0,0,1
S108090,2022-09-30,1.1,5.2,0,0,1
S108091,2021-12-04,6.0,4.74,0,0,1
S108092,2022-03-09,2.6,6.96,0,1,0
S108093,2022-12-11,2.8,6.25,1,0,0
S108094,2023-06-22,8.0,4.47,2,1,0
S108095,2022-10-01,1.0,7.71,0,0,1
S108096,2023-06-03,11.9,6.49,1,0,0
S108097,2021-10-21,3.6,5.76,0,1,0
S108098,2022-01-09,7.3,8.4,1,0,0
S108099,2022-02-04,1.0,9.19,0,2,0
S108100,2022-05-06,7.9,6.87,0,0,1
S108101,2021-10-12,12.9,6.93,0,0,0
S108102,2023-08-20,2.6,5.05,1,0,1
S108103,2023-06-01,1.0,5.14,1,0,1
S108104,2022-08-25,2.9,6.94,1,1,1
S108105,2022-04-22,1.0,8.25,0,1,0
S108106,2021-08-07,19.1,7.47,0,1,0
S108107,2021-11-11,1.3,6.84,1,0,0
S108108,2022-01-29,6.4,4.94,0,0,1
S108109,2023-03-06,2.3,5.87,1,0,1
S108110,2023-08-07,1.0,6.77,0,0,0
S108111,2023-02-20,1.4,6.33,0,0,0
S108112,2022-04-01,4.9,3.74,0,1,0
S108113,2023-09-05,1.2,7.0,0,1,0
S108114,2023-05-04,1.3,6.22,0,0,1
S108115,2022-10-28,7.0,4.83,0,0,1
S108116,2021-04-07,11.7,7.13,1,0,1
S108117,2023-03-18,1.0,6.76,0,0,1
S108118,2023-03-30,24.3,8.82,0,0,1
S108119,2021-09-23,4.7,8.09,0,0,1
S108120,2022-12-25,6.5,8.47,0,0,0
S108121,2022-11-17,15.5,7.91,1,0,1
S108122,2023-04-14,1.2,7.42,1,1,1
S108123,2022-11-09,6.1,7.58,0,0,1
S108124,2022-07-07,5.0,7.85,2,0,0
S108125,2022-01-20,6.2,6.29,1,0,1
S108126,2023-04-10,1.0,6.56,0,0,1
S108127,2022-09-07,7.2,5.28,1,1,1
S108128,2023-04-09,3.0,8.39,1,0,0
S108129,2021-12-25,18.5,6.32,0,0,0
S108130,2023-03-24,10.5,7.41,1,0,0
S108131,2022-01-17,1.0,8.79,0,2,0
S108132,2023-06-09,9.7,7.1,1,2,0
S108133,2022-07-03,1.4,5.27,0,0,0
S108134,2023-05-24,6.0,7.53,0,0,0
S108135,2022-07-18,9.0,6.08,0,0,0
S108136,2022-09-30,1.0,6.08,1,0,1
S108137,2022-11-06,2.7,8.16,3,0,1
S108138,2021-09-24,2.4,7.59,0,0,1
S108139,2023-06-22,8.5,6.71,0,0,0
S108140,2023-02-20,4.3,7.61,1,0,0
S108141,2021-10-28,4.5,5.43,1,0,0
S108142,2021-07-22,2.6,5.48,0,1,0
S108143,2022-09-21,15.7,5.88,1,0,1
S108144,2022-11-04,5.7,4.35,0,0,1
S108145,2023-04-03,4.2,6.66,0,0,1
S108146,2023-04-28,4.1,8.48,0,0,1
S108147,2022-03-24,11.0,4.43,1,1,0
S108148,2023-01-01,8.6,8.59,1,0,1
S108149,2023-07-07,15.0,7.01,0,3,1
S108150,2022-04-07,2.3,6.88,0,0,1
S108151,2023-04-04,1.0,4.87,1,1,1
S108152,2022-05-28,1.8,6.27,2,0,0
S108153,2023-05-12,21.5,5.26,1,1,1
S108154,2022-05-07,1.0,6.86,1,0,1
S108155,2021-10-25,8.5,4.35,0,1,0
S108156,2023-07-30,1.0,8.66,2,1,1
S108157,2022-10-04,1.0,6.41,0,0,1
S108158,2022-01-19,13.0,6.55,0,0,0
S108159,2022-02-20,12.8,10.0,0,0,0
S108160,2023-06-13,4.3,4.93,1,0,1
S108161,2021-07-12,1.0,5.39,0,1,1
S108162,2022-05-10,2.3,7.93,0,0,0
S108163,2021-12-22,7.4,8.16,0,0,0
S108164,2021-11-22,8.1,5.12,1,1,1
S108165,2021-09-19,5.1,8.0,2,1,1
S108166,2022-12-13,1.6,8.32,0,0,0
S108167,2022-08-25,7.7,6.87,1,1,0
S108168,2022-10-21,7.1,5.33,0,0,0
S108169,2023-02-20,9.0,8.33,0,0,1
S108170,2021-12-24,12.0,6.09,0,0,0
S108171,2021-09-03,1.0,7.16,0,0,0
S108172,2023-03-18,7.1,4.46,0,0,0
S108173,2021-08-29,14.9,7.7,0,0,1
S108174,2022-10-06,13.2,5.76,0,2,1
S108175,2022-10-12,2.2,8.77,0,0,0
S108176,2023-01-30,9.3,5.57,1,0,1
S108177,2021-11-25,1.0,7.21,0,1,1
S108178,2022-09-05,10.4,8.07,0,0,1
S108179,2022-04-30,10.8,3.77,0,0,0
S108180,2023-03-14,2.4,6.43,1,1,1
S108181,2022-07-14,17.1,7.23,0,2,0
S108182,2022-10-29,4.1,8.36,1,0,0
S108183,2022-07-15,3.0,7.82,0,0,1
S108184,2023-08-14,7.5,7.28,2,0,0
S108185,2023-05-20,2.1,8.52,0,0,0
S108186,2022-05-25,1.0,8.66,0,0,0
S108187,2021-08-07,1.0,7.4,1,1,1
S108188,2022-07-17,3.7,4.14,0,1,1
S108189,2022-05-15,1.9,6.23,1,0,1
S108190,2023-08-28,4.1,5.25,1,0,1
S108191,2021-04-07,6.3,9.34,0,0,0
S108192,2022-11-16,3.1,5.09,0,0,0
S108193,2022-08-28,1.0,7.27,2,0,1
S108194,2022-06-26,4.7,7.1,0,0,0
S108195,2021-10-07,6.5,9.46,2,0,1
S108196,2023-03-24,5.7,5.47,0,0,0
S108197,2023-07-24,22.6,7.15,2,0,1
S108198,2021-08-07,1.7,6.95,0,0,0
S108199,2022-04-10,7.5,5.74,0,0,1
S108200,2022-04-15,6.4,5.95,0,0,1
S108201,2021-12-20,7.6,6.88,0,0,0
S108202,2023-05-25,1.0,7.48,1,1,0
S108203,2022-07-09,1.6,8.2,0,0,0
S108204,2023-04-13,2.1,6.86,1,0,1
S108205,2022-03-03,1.0,6.74,0,2,0
S108206,2022-06-30,6.8,6.24,1,0,1
S108207,2023-04-23,1.6,7.41,1,0,1
S108208,2022-01-09,1.0,7.57,1,0,1
S108209,2021-10-29,1.0,7.0,0,0,1
S108210,2023-01-10,1.0,6.65,1,0,0
S108211,2022-01-14,26.1,6.49,0,0,1
S108212,2023-04-15,1.0,6.49,0,0,0
S108213,2022-12-02,4.4,7.94,1,0,1
S108214,2021-12-22,4.9,7.94,1,2,1
S108215,2021-08-11,1.3,5.57,1,0,1
S108216,2021-09-16,1.0,5.37,0,2,1
S108217,2022-11-29,12.4,7.99,1,0,0
S108218,2023-06-01,4.1,4.79,0,0,1
S108219,2023-07-29,1.0,4.79,1,0,0
S108220,2023-05-23,1.0,7.45,1,0,1
S108221,2023-02-19,1.0,4.93,1,0,0
S108222,2022-10-02,2.4,8.14,0,0,1
S108223,2022-03-25,4.6,8.53,0,1,1
S108224,2022-02-16,3.6,5.47,2,0,0
S108225,2022-09-01,4.4,5.54,1,0,0
S108226,2022-08-15,6.3,6.86,0,0,0
S108227,2023-09-08,2.9,8.03,0,0,1
S108228,2022-02-12,1.0,6.45,0,0,0
S108229,2022-07-07,3.4,7.58,1,0,0
S108230,2023-04-06,1.0,8.56,0,1,1
S108231,2023-03-31,5.2,4.22,0,0,1
S108232,2022-01-04,4.0,7.71,0,1,0
S108233,2021-08-09,3.8,6.64,1,0,1
S108234,2022-10-26,1.7,6.16,0,1,0
S108235,2021-08-18,2.9,4.89,0,0,1
S108236,2021-08-28,7.9,8.18,1,1,1
S108237,2023-05-30,2.4,6.04,0,0,1
S108238,2021-07-08,5.3,6.04,0,0,1
S108239,2022-12-08,2.1,6.51,0,0,0
S108240,2021-11-12,1.8,6.08,1,0,0
S108241,2023-08-23,1.0,7.15,1,0,0
S108242,2022-12-26,6.3,6.56,1,0,0
S108243,2021-12-22,1.9,7.0,0,1,1
S108244,2023-02-16,15.8,8.38,1,0,1
S108245,2022-10-24,1.0,6.75,0,0,0
S108246,2022-06-16,10.8,8.4,1,0,0
S108247,2023-08-07,2.3,8.32,0,0,0
S108248,2021-10-25,1.5,6.61,2,0,0
S108249,2021-10-28,5.8,9.12,0,2,0
S108250,2022-10-18,1.0,4.96,2,0,1
S108251,2023-01-05,1.0,5.91,0,1,1
S108252,2021-10-17,9.9,7.58,1,0,0
S108253,2022-12-16,3.7,6.28,0,0,1
S108254,2021-09-14,2.2,7.19,0,0,0
S108255,2021-09-18,2.6,7.7,0,0,1
S108256,2021-10-08,7.9,9.76,1,0,0
S108257,2022-12-08,6.8,6.06,0,0,0
S108258,2022-04-23,3.5,7.53,0,0,1
S108259,2022-05-22,2.3,7.04,3,0,0
S108260,2022-08-31,6.6,8.16,0,0,1
S108261,2022-07-02,4.1,9.34,2,0,1
