sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
5.43,10.15,1.01,4.1,14.98,3.85,1.78,3.03,75.9,1,2.3,51.55,44.29,55.68,21.3,1,3,1,3,5.89,48.6,71.09,2.63,0,81.5,9.59,0
5.67,6.67,1.91,3.59,30.87,2.64,2.43,2.2,59.68,6,1.0,69.97,56.14,64.92,53.6,0,1,3,0,6.02,50.41,64.16,2.53,0,74.05,7.19,1
6.26,6.505,0.01,10.0,35.27,5.69,1.75,5.33,90.96,3,3.4,51.97,62.84,47.73,88.12,1,0,1,5,3.12,48.71,39.38,1.68,0,64.5,6.18,1
9.87,7.68,0.39,6.54,62.18,1.96,2.02,6.78,62.68,2,2.1,45.44,77.3,60.2,49.45,3,6,1,6,6.22,71.66,52.36,3.92,1,86.16,6.86,0
6.71,7.6,0.66,7.89,38.34,0.8,1.79,8.29,49.41,0,9.7,24.08,36.29,67.83,80.2,1,1,1,4,4.23,70.17,57.16,9.46,0,71.76,5.35,1
6.27,7.21,2.25,7.93,14.92,1.95,3.08,4.77,52.78,0,4.7,71.37,36.14,32.69,72.4,2,6,2,6,4.14,75.34,63.92,3.7,0,100.0,8.83,0
7.17,8.29,0.21,5.03,61.23,1.23,1.46,4.4,65.3,2,2.6,48.27,96.66,36.93,59.09,2,2,0,4,7.97,42.47,53.22,6.76,2,77.64,6.46,1
7.28,6.92,0.55,9.48,18.7,0.91,2.68,1.43,40.79,0,14.4,37.7,52.65,54.61,31.07,1,3,1,3,5.15,54.2,50.01,7.64,0,77.27,3.5,1
6.47,6.32,2.34,8.0,63.75,5.92,0.45,2.57,50.5,1,3.9,72.48,49.2,54.42,51.88,2,2,1,6,0.13,69.17,41.11,1.07,0,93.78,6.99,1
5.89,6.63,0.24,4.93,71.12,0.09,0.11,3.34,47.74,1,4.7,18.53,31.45,60.29,59.43,1,6,0,10,2.35,42.29,45.48,26.51,0,69.77,6.34,1
7.09,6.68,2.75,6.92,56.14,0.15,0.34,5.83,48.85,0,6.3,80.37,55.25,40.12,16.5,1,6,1,7,5.21,56.04,45.63,26.71,1,69.5,6.72,1
7.92,6.69,2.83,6.13,87.31,2.68,0.37,3.54,61.24,4,7.7,79.38,45.32,64.84,33.83,3,1,0,1,5.56,51.82,33.99,2.49,0,72.4,6.25,1
5.34,7.72,4.51,2.94,74.73,1.58,0.18,3.74,82.45,1,1.5,56.43,74.22,61.26,69.2,1,2,1,6,8.31,26.58,45.83,4.88,2,77.98,4.8,1
4.52,7.54,0.04,4.81,30.79,2.4,1.55,2.28,45.04,5,4.1,54.13,73.91,82.76,34.64,1,2,1,5,9.35,84.22,55.54,3.14,0,94.85,8.48,1
5.94,5.43,1.4,2.44,15.73,2.05,1.25,4.4,51.92,1,3.0,52.04,39.68,40.86,55.26,0,3,0,4,8.38,70.73,67.06,2.65,0,93.09,6.43,1
7.45,6.58,1.01,5.91,41.53,3.72,0.51,3.89,40.99,0,6.0,68.11,66.27,71.38,70.6,0,0,2,3,9.68,53.03,55.24,1.77,0,88.0,7.53,0
4.3,9.25,0.33,3.1,73.95,4.62,4.25,7.97,43.95,3,9.8,22.12,69.11,65.11,32.21,4,2,1,2,4.11,65.28,41.08,2.0,0,77.92,8.42,0
7.44,3.53,0.53,4.29,38.92,4.89,2.17,2.39,51.23,2,6.5,56.66,62.09,91.21,79.25,0,3,1,4,7.15,8.04,58.89,0.72,0,59.73,6.7,0
4.38,8.27,0.24,6.19,35.24,1.11,0.09,5.95,63.14,0,2.6,26.12,54.35,77.21,98.94,2,3,0,5,5.33,47.42,49.55,7.44,0,90.07,4.0,1
7.26,0.88,0.72,3.62,84.7,1.18,4.56,4.69,71.19,2,6.9,56.02,54.61,34.59,62.0,1,3,2,3,0.62,51.62,46.82,0.75,0,85.1,5.07,0
6.8,4.11,0.47,4.97,63.76,3.98,1.68,8.82,59.2,2,6.5,82.01,68.08,62.81,37.27,3,1,3,6,10.0,23.52,46.06,1.03,0,72.5,6.93,1
6.57,1.77,3.46,5.62,53.76,7.06,4.3,3.18,79.45,0,4.0,55.87,52.95,40.39,12.31,1,2,0,4,1.81,59.64,53.8,0.25,0,99.68,6.38,0
7.12,2.79,1.96,8.72,79.12,2.01,0.96,2.93,66.63,2,11.8,46.82,47.11,78.89,41.06,0,0,1,6,7.49,48.52,33.11,1.39,0,65.5,7.39,1
6.72,7.37,0.3,6.09,72.14,4.23,0.5,7.79,78.18,2,14.5,68.2,74.2,77.47,74.86,2,5,0,4,2.28,34.02,47.31,1.74,0,100.0,7.6,0
7.44,6.09,2.33,7.36,42.35,1.77,0.15,10.0,56.11,2,4.1,43.26,66.03,49.66,66.95,2,7,1,2,4.03,66.16,55.14,3.44,0,56.0,4.59,1
6.09,7.55,1.87,6.65,30.77,3.88,2.65,8.59,47.73,2,3.3,59.38,89.34,31.99,64.82,3,1,0,9,5.12,37.26,56.4,1.95,1,47.75,8.64,0
5.42,6.68,1.28,7.61,39.29,1.71,1.06,4.12,45.7,3,14.6,77.95,62.98,82.33,50.69,1,5,2,9,4.89,49.88,49.73,3.91,0,100.0,5.07,1
5.88,11.17,1.9,4.6,30.18,1.73,3.64,1.65,71.13,2,3.7,30.81,54.91,53.96,50.84,1,3,3,4,5.14,69.94,64.54,6.46,2,100.0,5.66,1
6.22,8.58,0.73,1.0,16.86,3.17,8.0,1.53,41.06,1,3.3,82.93,43.35,61.22,44.85,2,2,0,5,5.93,35.24,76.95,2.71,2,77.51,7.84,0
3.92,6.15,1.68,5.62,20.87,1.77,0.65,4.29,68.17,0,8.7,78.51,60.17,77.99,24.63,3,2,1,3,1.25,67.7,52.58,3.47,1,79.19,6.52,1
7.72,6.41,1.16,7.17,25.34,3.06,0.37,6.46,49.73,0,4.5,85.79,79.06,75.61,71.77,1,3,0,2,8.59,63.99,52.62,2.09,0,88.7,8.71,0
7.0,8.02,0.12,6.88,80.88,2.79,1.77,5.3,73.32,2,1.7,44.43,66.62,63.06,74.35,4,2,1,2,5.19,50.93,34.61,2.87,0,79.79,7.29,1
6.38,4.04,0.26,3.44,47.55,5.27,3.07,4.92,43.82,4,6.9,40.32,27.76,49.28,33.23,1,0,0,6,7.68,47.87,58.3,0.77,0,59.15,8.01,0
6.69,5.44,0.65,9.15,50.31,1.44,4.48,6.56,76.78,1,1.0,69.44,81.46,39.43,71.0,1,2,0,2,4.57,32.84,39.0,3.77,0,62.01,7.18,1
6.77,10.16,4.76,4.11,15.58,1.46,3.33,6.92,64.49,0,2.2,75.04,46.11,55.74,40.39,2,1,0,9,2.64,29.77,75.51,6.97,0,79.54,6.33,1
6.58,0.0,4.09,4.84,46.7,3.68,0.89,7.35,65.21,2,11.3,50.51,48.77,53.37,40.1,1,3,1,5,8.79,68.3,50.95,0.0,0,51.03,6.46,1
3.55,9.17,0.08,3.67,43.44,1.77,1.28,6.43,45.92,3,8.6,43.42,71.22,70.95,25.55,2,2,0,4,3.25,27.7,54.67,5.18,1,82.0,5.79,1
6.61,7.9,0.83,7.01,53.04,1.6,1.18,3.89,76.44,2,1.0,49.91,70.4,59.41,52.36,0,4,0,4,6.47,58.62,50.1,4.94,1,60.45,5.8,1
6.37,4.7,2.32,4.74,34.47,3.2,2.81,7.66,76.64,2,1.5,32.77,71.63,63.01,43.53,0,3,1,8,2.2,41.38,61.68,1.47,3,100.0,6.53,0
4.66,1.69,1.07,7.76,39.82,2.5,0.02,6.82,81.87,2,6.2,72.01,52.61,54.87,54.99,3,2,3,4,9.77,21.07,44.3,0.67,0,69.1,6.97,0
5.7,4.23,1.37,3.74,54.64,0.0,0.32,1.68,90.57,0,4.1,47.74,49.42,50.18,77.81,0,1,0,3,3.75,73.26,55.55,16.94,1,66.76,4.94,1
6.74,5.77,0.65,5.61,40.1,3.29,1.26,3.04,50.16,1,19.1,86.03,43.93,70.34,41.7,2,0,1,4,4.54,52.83,56.96,1.75,1,79.32,6.38,1
6.52,10.03,0.37,6.37,67.84,2.38,1.48,1.14,82.69,0,1.7,58.11,56.4,47.97,61.96,1,1,2,6,5.45,55.89,42.43,4.21,0,67.54,6.31,1
5.35,5.67,1.76,6.9,26.83,0.23,0.14,7.66,61.32,0,1.3,51.94,65.82,74.06,54.99,1,1,1,2,3.41,48.0,59.72,22.68,0,30.0,9.23,1
4.21,4.8,1.01,9.13,7.95,4.27,2.06,8.78,71.34,1,13.4,62.28,61.32,89.75,49.36,0,1,2,3,5.39,65.96,53.76,1.12,2,100.0,8.28,0
6.93,5.6,0.46,8.41,40.79,0.71,0.03,5.97,51.28,3,3.7,41.61,33.07,44.48,72.18,2,2,1,4,6.14,22.73,47.73,7.87,0,66.94,6.48,1
5.82,11.49,1.0,3.41,36.16,6.16,1.14,5.34,50.99,2,1.0,83.12,46.78,66.12,66.82,2,3,2,5,6.01,35.02,65.96,1.86,1,89.8,5.09,0
7.08,6.44,0.52,4.77,69.43,0.0,1.76,5.35,54.1,1,1.2,79.02,40.37,70.73,16.86,1,3,0,4,4.81,33.09,51.8,25.74,1,76.34,7.37,1
3.0,4.58,0.05,6.94,59.69,0.43,3.54,7.96,72.7,0,3.3,65.08,30.98,54.7,51.36,0,1,0,1,4.8,46.43,26.79,10.72,0,75.5,7.43,1
6.18,5.13,0.11,7.9,30.86,1.01,3.62,3.5,70.93,2,1.9,4.99,33.5,37.47,52.0,0,4,1,6,5.01,55.5,53.6,5.07,0,78.54,7.0,1
7.2,6.505,2.05,6.61,21.29,2.95,1.42,4.41,44.17,1,1.8,45.4,31.18,48.7,54.06,2,2,0,5,3.57,28.79,66.28,3.4,1,63.72,6.69,0
5.18,4.99,0.59,2.36,25.73,4.34,0.66,3.25,48.85,2,8.9,32.47,29.04,42.14,27.6,0,3,0,1,4.16,41.79,72.27,1.15,1,68.0,5.91,0
8.68,8.31,0.32,4.82,75.86,2.83,7.68,3.51,45.19,2,3.3,76.45,51.64,47.34,46.88,0,2,1,4,5.71,34.01,50.99,2.93,2,79.42,5.92,1
4.12,5.1,0.92,5.9,75.36,3.07,3.04,5.13,65.66,1,1.0,68.92,51.74,77.3,81.7,2,6,0,3,8.67,46.83,35.57,1.66,0,69.0,6.92,1
7.83,3.96,0.04,4.68,30.44,4.65,0.96,2.29,48.01,2,10.1,75.57,32.33,75.17,54.99,2,3,0,4,5.27,37.89,65.36,0.85,1,65.33,6.03,0
4.61,8.14,2.89,4.04,49.33,4.16,2.88,9.1,44.49,2,10.1,64.63,52.55,63.95,49.93,4,3,0,1,0.02,66.03,52.09,1.96,1,69.17,7.29,0
3.0,8.4,0.03,5.07,44.39,2.71,4.34,5.02,90.34,0,1.2,68.48,10.68,53.77,61.61,0,1,1,5,6.86,75.98,47.63,3.1,1,92.81,8.31,0
8.3,3.44,2.01,4.01,48.05,1.65,0.34,5.36,77.24,2,6.4,76.98,97.76,89.13,39.65,2,3,1,1,2.71,46.3,61.81,2.08,0,62.8,6.73,1
4.03,6.21,0.87,7.99,47.69,2.83,1.72,5.06,77.15,2,4.1,10.11,56.96,55.61,54.5,1,1,1,6,4.6,66.39,41.22,2.19,1,75.66,8.74,0
8.21,9.02,1.12,9.14,23.2,4.26,1.41,7.49,56.72,4,3.3,57.24,47.03,45.15,54.99,1,2,0,5,3.28,33.22,51.73,2.12,0,81.92,6.39,1
7.12,8.24,0.56,7.43,24.5,3.18,0.84,6.99,53.7,3,1.0,58.82,67.51,42.44,34.83,3,2,0,3,9.28,34.6,62.98,2.59,2,77.0,8.95,0
5.82,5.46,0.46,4.69,88.28,2.63,2.62,7.07,57.73,2,12.2,62.8,90.75,52.37,39.1,2,4,0,2,4.39,19.93,36.16,2.08,0,97.0,6.81,0
5.47,11.66,4.43,4.9,16.62,4.16,0.11,6.9,46.7,1,3.0,52.37,39.99,30.59,59.57,0,0,0,4,4.46,40.49,62.17,2.8,0,70.25,6.49,1
4.73,7.16,0.4,8.14,49.01,2.85,0.92,7.66,64.64,4,15.4,65.8,55.79,85.38,75.84,1,7,1,5,7.45,50.27,36.43,2.51,2,52.22,6.74,0
4.54,6.56,3.77,6.21,37.53,4.45,0.89,8.59,71.56,2,9.1,37.81,46.43,71.87,70.75,1,2,1,7,7.93,49.88,46.65,1.48,0,71.42,6.75,1
6.11,7.11,1.03,7.88,59.13,3.35,5.15,6.12,38.09,3,2.5,45.72,81.26,67.5,38.85,0,2,0,3,4.14,35.97,43.85,2.12,0,62.0,3.78,0
7.79,5.03,0.1,6.84,35.82,5.64,0.64,7.27,44.73,0,7.7,84.17,55.1,36.2,37.14,2,1,0,5,4.18,45.39,56.58,0.89,1,85.75,6.27,0
7.77,7.15,2.05,8.83,1.24,2.97,1.62,6.93,75.61,0,15.2,46.04,55.68,40.74,30.63,2,1,0,2,5.71,56.52,66.94,2.41,0,77.54,5.15,1
5.84,12.01,3.43,5.17,40.88,5.14,2.97,6.23,46.78,2,3.7,59.0,70.65,58.05,35.97,1,2,1,4,5.39,65.85,56.43,2.34,1,66.4,5.39,0
7.33,5.29,0.25,5.64,65.8,4.4,2.93,9.08,68.27,2,6.1,18.0,63.22,76.28,77.06,1,2,0,3,10.0,48.3,50.24,1.2,0,86.18,8.05,0
5.78,6.77,4.24,6.86,39.61,2.78,0.49,6.1,61.19,0,23.7,23.14,67.25,59.3,69.29,1,3,0,3,5.34,52.46,53.68,2.43,2,97.29,4.5,1
4.56,0.52,1.11,3.54,65.99,5.07,4.16,7.39,29.16,1,14.2,70.25,59.51,59.04,26.6,1,4,0,3,3.12,49.83,47.97,0.1,0,77.8,6.94,0
4.83,4.78,2.14,3.71,12.71,4.33,0.42,3.28,59.34,0,1.0,48.87,60.74,58.52,47.25,3,1,0,2,7.65,55.95,66.77,1.1,1,77.24,7.39,1
6.84,6.57,3.21,7.71,29.02,0.6,0.62,7.76,78.84,0,4.4,62.1,78.69,27.93,49.88,1,6,0,6,2.22,55.6,57.22,10.94,1,77.84,6.17,0
8.27,9.25,1.7,4.05,67.45,4.56,0.49,4.45,29.85,3,3.7,35.39,56.46,49.91,58.2,1,3,2,2,10.0,39.08,58.53,2.03,2,86.22,6.35,0
6.11,5.9,1.34,8.93,61.13,4.51,1.17,6.19,66.97,4,1.0,74.26,36.04,63.29,38.53,0,3,0,5,3.85,55.95,30.5,1.31,1,66.0,8.57,1
8.67,5.61,0.1,9.21,30.88,2.56,2.77,9.61,41.18,1,2.4,63.7,53.67,52.0,49.2,0,1,3,5,6.07,31.9,55.4,2.19,0,78.4,5.63,0
6.33,3.85,0.33,2.35,7.56,1.24,0.76,5.13,52.9,2,34.6,81.73,74.96,46.24,35.87,0,3,0,8,9.03,21.49,73.05,3.1,0,81.06,8.18,0
5.78,4.11,1.07,4.47,52.03,1.31,0.03,5.54,59.32,2,10.8,48.3,52.11,60.95,43.73,1,2,0,6,7.99,50.91,48.65,3.15,0,57.55,7.6,1
6.94,7.37,1.11,6.27,33.94,6.26,3.45,5.76,33.88,4,2.5,39.05,53.25,73.14,14.71,0,2,0,5,6.32,31.64,60.57,1.18,1,81.38,4.37,0
5.83,5.82,0.84,4.38,4.7,1.11,0.9,3.73,62.93,5,1.0,85.17,84.51,84.65,17.58,2,1,1,0,10.0,41.1,74.07,5.22,0,93.56,7.78,0
8.12,5.9,0.23,6.26,71.35,2.13,2.37,7.36,50.02,3,24.0,27.73,60.69,62.14,64.56,3,1,0,3,5.86,45.66,50.3,2.77,1,69.36,7.84,1
6.97,9.85,0.65,4.91,71.71,5.55,0.61,2.97,22.61,1,3.9,39.42,66.2,29.96,49.33,1,3,1,4,2.94,38.93,45.11,1.77,0,62.0,6.24,1
8.97,3.4,0.12,4.36,41.11,0.37,1.22,8.39,27.73,2,6.5,57.94,50.1,58.0,51.33,1,2,1,4,9.25,57.24,67.61,9.27,2,77.68,8.25,0
8.0,6.61,1.33,3.06,72.6,4.12,0.38,9.23,81.68,3,2.0,52.95,94.22,77.18,48.68,5,4,0,4,5.17,51.99,62.78,1.61,0,70.93,6.85,0
7.18,4.84,0.67,6.59,26.44,3.27,0.33,5.58,89.34,1,7.4,50.31,39.5,58.32,69.97,2,3,0,3,3.81,11.69,55.95,1.48,1,73.95,6.75,1
5.74,10.52,0.07,10.0,55.01,1.52,1.61,8.86,58.36,2,4.2,80.34,91.34,70.52,74.1,1,2,0,1,6.88,42.97,33.32,6.92,0,55.4,6.49,1
4.6,2.8,1.06,7.44,73.94,3.94,0.53,8.0,57.58,1,4.3,30.72,69.81,39.57,41.51,3,0,1,2,0.74,37.15,39.33,0.71,0,71.91,4.56,1
4.82,9.62,2.72,5.3,20.23,5.01,1.83,9.34,9.1,2,18.7,47.62,67.08,62.99,44.8,3,2,1,2,5.0,55.48,62.38,1.92,0,88.2,5.9,0
4.59,6.2,0.8,8.16,67.19,1.94,3.38,7.95,65.4,3,17.0,62.29,43.63,66.8,28.48,2,2,2,3,5.02,54.06,29.2,3.2,1,100.0,6.24,1
8.5,5.55,0.14,9.97,70.08,0.0,1.23,7.86,56.93,1,1.0,43.91,78.85,73.45,58.67,0,3,0,5,3.6,78.31,37.45,22.21,1,60.3,9.19,1
3.68,6.98,6.18,6.43,54.37,3.39,2.04,1.0,50.49,2,1.0,22.27,47.58,59.96,65.26,1,1,0,7,4.72,49.54,37.48,2.06,1,85.8,6.14,1
4.52,5.88,0.89,2.88,7.15,1.83,0.68,4.54,83.26,1,2.1,81.7,36.0,37.03,58.05,1,2,1,2,0.99,46.32,68.12,3.21,0,79.04,9.56,0
6.01,3.2,0.88,8.05,42.8,2.1,0.49,4.62,47.04,5,3.6,53.98,75.71,56.12,9.68,1,2,0,6,4.7,83.36,42.62,1.52,1,97.7,7.42,0
5.72,4.72,0.97,4.62,50.68,3.48,3.41,4.35,66.78,3,1.6,68.49,60.15,55.72,72.45,0,2,0,5,4.21,80.04,52.0,1.36,0,64.56,7.18,1
6.67,11.32,0.54,2.67,39.27,2.43,0.04,1.85,75.87,0,20.7,46.62,43.07,62.53,76.19,0,3,0,8,4.54,46.36,60.26,4.67,0,66.79,6.3,1
6.97,5.81,2.29,5.93,27.02,3.07,0.3,6.88,35.28,0,18.0,38.64,78.88,61.26,67.3,0,1,1,6,7.43,35.59,57.53,1.89,1,74.77,6.61,1
8.3,4.77,0.11,6.37,45.69,4.92,0.01,6.85,86.87,0,2.2,98.06,55.21,46.97,39.03,2,1,0,3,6.55,56.46,55.13,0.97,1,54.93,5.79,0
3.0,6.22,1.72,4.27,48.18,3.07,1.15,8.42,66.2,1,5.7,42.73,56.39,56.14,74.52,0,1,0,2,1.05,80.14,46.68,2.03,1,67.9,7.24,1
6.72,10.05,1.26,4.9,72.96,2.47,1.37,6.45,58.72,0,11.5,55.64,66.94,56.0,75.81,1,2,0,4,6.48,54.77,42.46,4.07,0,64.4,7.24,1
5.8,7.25,1.18,4.77,60.15,2.21,0.57,4.22,52.8,3,5.1,78.82,31.5,54.09,90.77,2,3,0,3,0.91,64.01,48.0,3.29,0,73.63,8.65,1
8.23,11.1,1.1,4.22,35.0,2.01,1.77,2.95,56.96,3,4.4,73.18,59.16,80.72,52.74,1,1,4,2,4.07,48.05,66.97,5.53,1,85.49,6.53,1
7.56,8.96,1.49,5.54,58.99,1.7,3.1,6.32,69.89,4,6.2,67.04,24.97,82.6,45.07,2,3,2,1,3.94,50.35,56.49,5.27,1,66.16,6.46,1
7.56,1.78,0.25,7.6,76.73,3.77,4.03,6.44,56.8,3,1.0,54.99,53.6,63.36,24.89,0,2,1,5,4.06,40.44,32.87,0.47,0,76.2,6.36,1
8.5,11.64,0.32,3.27,47.46,2.63,1.74,2.77,62.47,1,1.0,0.42,59.83,51.63,58.87,0,3,1,2,3.12,16.55,67.29,4.43,1,84.0,5.37,1
6.19,8.91,0.88,9.13,15.76,3.62,0.07,6.53,67.81,0,11.7,51.64,57.33,49.22,44.13,2,3,1,3,4.67,58.77,58.85,2.46,1,88.36,7.67,0
4.88,7.05,0.02,5.11,9.66,0.18,0.09,5.23,50.38,0,3.0,46.0,86.75,63.21,87.46,2,2,1,3,10.0,61.48,67.33,28.22,1,80.58,6.65,1
3.48,5.01,2.99,3.48,1.72,1.1,1.11,1.92,61.39,0,1.8,77.14,34.55,72.38,54.99,0,3,0,5,4.98,26.54,71.94,4.55,0,62.2,6.21,1
6.7,8.65,0.66,3.37,65.47,5.56,1.9,3.23,78.26,2,7.4,51.87,28.89,72.99,34.73,2,2,1,3,4.34,35.43,59.65,1.56,0,76.86,8.62,0
7.77,6.66,0.59,6.25,22.16,2.91,2.0,10.0,74.38,1,12.1,76.92,56.72,67.97,46.23,2,2,2,6,5.17,16.82,68.56,2.29,0,79.0,5.58,0
6.1,8.22,1.68,5.28,44.17,4.88,0.23,7.63,27.71,1,12.8,52.28,50.23,70.5,65.08,1,3,1,6,3.63,56.91,55.25,1.68,0,83.19,5.76,0
5.39,4.4,0.33,5.22,25.7,2.27,1.75,4.25,79.23,2,16.7,57.74,43.56,51.66,75.47,3,1,0,3,8.31,34.2,57.53,1.94,0,94.07,6.53,0
8.54,11.33,0.11,3.74,20.15,5.9,1.48,4.88,48.21,3,10.3,54.44,50.22,87.25,53.04,2,5,0,5,8.36,24.53,76.62,1.92,3,91.65,5.65,0
7.41,10.03,0.08,10.0,64.5,3.79,0.71,6.05,48.14,0,11.3,60.52,87.2,85.89,34.23,0,4,0,2,2.79,28.39,39.45,2.65,1,79.39,5.71,1
6.88,9.0,0.24,8.97,42.53,2.86,0.62,9.06,70.91,3,11.7,70.29,22.52,40.05,89.08,1,0,1,6,6.35,41.78,43.58,3.15,2,68.38,8.44,0
6.51,4.44,0.55,7.11,35.06,2.49,0.35,5.26,72.88,0,13.0,61.67,75.44,63.85,43.77,4,4,1,9,3.21,33.75,49.98,1.78,1,61.03,6.91,1
6.88,1.02,2.42,5.57,36.79,1.92,0.51,6.97,72.18,0,27.3,63.98,52.51,65.43,47.75,2,1,1,6,6.16,30.46,58.86,0.53,0,78.0,5.56,0
7.41,4.75,1.26,6.26,42.13,2.96,0.78,7.7,64.17,0,4.5,17.31,76.13,58.58,53.8,2,2,0,5,4.99,59.88,54.7,1.61,1,97.78,4.49,0
5.85,5.07,1.12,1.0,45.8,2.31,0.83,6.41,44.26,1,8.3,51.38,44.89,73.9,69.6,0,2,1,3,2.46,42.93,62.13,2.19,0,87.79,5.53,0
4.04,6.26,2.99,7.06,46.08,5.75,0.19,4.56,61.65,2,1.0,77.61,28.97,67.1,74.71,1,3,1,2,3.14,49.53,40.78,1.09,0,73.79,5.67,1
6.68,7.55,0.05,8.59,32.75,3.83,4.87,8.17,37.33,3,19.4,36.8,48.1,56.02,19.68,0,4,0,3,3.88,59.66,46.84,1.97,1,81.0,6.14,0
6.09,8.81,1.14,6.4,64.08,8.04,3.05,4.69,84.4,1,3.0,66.95,42.38,47.45,30.93,1,5,3,2,5.76,0.0,44.52,1.1,0,74.19,5.46,0
5.05,4.82,3.42,7.36,4.32,2.59,0.14,1.79,76.97,3,22.0,69.75,51.49,26.58,44.97,0,1,2,2,6.76,64.35,57.95,1.86,1,82.68,6.11,1
5.64,9.73,0.65,4.92,71.69,0.0,0.8,3.34,73.2,1,1.4,60.54,75.48,62.8,53.31,1,1,3,4,4.43,40.68,44.55,38.93,0,66.82,4.79,1
6.14,8.96,0.36,6.83,40.67,1.7,1.23,5.77,70.88,1,34.4,70.13,71.31,100.0,41.65,1,3,2,0,3.97,63.88,47.9,5.27,1,85.48,6.45,1
5.18,8.2,3.13,6.78,93.8,3.44,0.39,9.64,64.21,1,1.0,88.05,72.47,51.43,60.66,0,2,0,6,8.11,22.42,30.37,2.38,2,85.09,6.51,1
4.31,6.31,1.24,6.59,0.0,1.81,3.69,2.51,60.99,4,7.5,60.61,58.13,51.89,56.65,2,3,2,3,5.55,36.62,61.28,3.49,2,80.12,7.12,1
4.35,5.41,1.74,4.2,51.2,2.74,6.5,3.94,83.78,3,1.2,64.14,76.99,100.0,65.08,1,2,1,3,3.22,64.7,42.88,1.97,0,81.59,5.95,1
6.48,9.42,0.67,4.81,51.78,2.91,0.46,4.26,63.58,1,8.9,63.01,50.6,88.6,25.27,0,2,0,6,7.01,57.93,48.0,3.24,0,59.3,8.75,0
8.19,7.93,0.61,6.31,42.76,0.0,1.53,3.07,69.41,5,1.0,67.65,65.36,34.69,37.07,1,5,0,0,3.38,57.19,63.56,31.72,0,70.64,5.98,1
6.53,6.65,2.19,7.09,29.0,1.04,0.71,5.6,37.22,2,2.1,41.09,43.43,62.78,89.16,2,2,0,4,4.53,71.45,51.96,6.38,0,82.0,6.41,1
6.87,8.57,2.44,4.82,51.65,0.24,0.55,9.27,67.08,4,1.3,52.76,57.03,38.76,52.07,3,1,0,6,5.16,70.08,61.49,34.28,0,74.41,6.59,1
4.19,8.74,0.21,6.96,65.92,5.17,0.84,4.79,67.58,2,1.0,46.47,41.55,41.37,54.04,1,4,1,1,4.22,37.01,43.85,1.69,0,100.0,5.78,1
6.2,8.43,2.42,9.18,35.39,4.72,0.93,7.86,61.03,0,5.6,66.95,69.66,46.17,51.33,1,0,1,3,6.91,30.73,45.39,1.78,0,72.43,8.49,1
7.64,12.24,1.49,7.97,48.41,2.66,1.86,8.24,45.65,0,1.0,49.99,46.54,39.68,37.03,2,4,0,3,2.82,27.1,49.97,4.61,1,75.98,7.22,1
7.1,6.9,0.15,6.65,30.02,1.12,1.65,5.88,90.33,3,8.1,70.67,53.45,54.84,64.25,2,2,0,5,6.54,44.89,66.09,6.18,1,78.11,4.66,1
8.64,5.41,5.27,6.29,46.83,0.94,0.56,7.26,22.01,4,3.4,30.91,65.78,74.32,46.84,0,1,0,2,6.63,80.13,64.5,5.74,0,83.44,7.1,0
4.77,5.97,1.33,6.93,24.46,5.05,1.79,4.57,20.54,4,1.0,52.02,45.56,82.66,44.3,2,3,1,2,0.0,40.49,48.58,1.18,1,93.7,4.32,1
5.65,7.95,0.61,3.5,47.51,5.19,0.45,4.91,49.34,2,1.1,51.29,78.88,44.59,38.77,1,5,1,3,5.26,49.23,54.24,1.53,0,64.6,7.28,1
4.17,5.64,3.16,7.58,22.94,1.98,2.27,10.0,59.84,1,5.2,29.91,81.28,58.46,26.11,1,3,2,2,4.12,53.51,50.68,2.85,0,74.18,7.28,0
6.37,1.29,1.26,7.4,41.84,0.9,1.52,7.19,53.86,0,6.4,85.53,55.49,81.04,62.83,2,3,0,6,5.26,26.27,49.11,1.44,0,62.59,10.0,1
6.08,4.46,1.52,7.97,34.46,0.86,1.69,8.69,65.11,2,15.3,71.96,80.26,58.57,66.24,1,4,0,2,10.0,38.41,50.77,5.2,0,98.1,8.73,1
4.69,2.4,1.24,6.6,27.98,4.31,0.12,3.67,55.31,3,1.0,62.91,50.05,39.25,67.3,1,1,0,5,4.81,58.1,55.73,0.56,2,71.47,6.86,1
7.08,6.34,1.12,4.07,75.21,2.55,3.75,6.84,79.52,2,31.2,57.53,35.83,54.74,75.74,1,3,0,2,3.96,36.48,55.23,2.49,1,89.88,6.82,0
8.22,8.32,0.6,5.94,34.08,4.14,0.93,6.54,59.11,0,15.7,88.15,51.31,61.23,64.28,4,2,3,7,4.57,34.66,61.74,2.01,1,62.6,5.88,1
4.55,1.8,0.59,6.25,10.39,5.76,4.64,4.64,73.23,1,35.0,59.75,81.27,72.05,60.26,1,3,2,2,6.85,100.0,57.12,0.31,1,78.98,6.11,0
