student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,gym_frequency,wellness_score,screen_to_study_ratio,extracurricular_hours,survey_date
S108103,7.6,6.71,0.11,5.19,86.77,5.84,42.66,0,45.27,2.04,4.5,2024-02-19
S108104,7.41,5.58,6.54,5.26,65.03,5.65,78.34,3,53.39,2.69,1.06,2024-04-02
S108105,5.96,6.76,1.18,4.44,52.17,8.89,38.7,5,54.39,1.92,0.88,2024-04-28
S108106,5.39,10.15,0.95,6.97,30.22,8.73,37.15,1,57.38,1.69,1.08,2024-04-01
S108107,3.05,8.7,2.78,6.39,30.46,5.79,62.26,1,50.73,3.65,1.2,2024-03-13
S108108,5.6,6.67,4.1,4.55,42.75,3.76,100.0,3,64.04,2.67,6.41,2024-02-18
S108109,8.06,7.31,0.01,5.58,55.26,7.25,43.63,3,56.5,4.29,2.74,2024-02-18
S108110,5.2,0.81,0.48,6.18,34.56,6.71,59.05,2,49.9,0.35,8.78,2024-02-28
S108111,7.16,2.43,0.32,9.38,33.47,6.86,81.63,1,44.34,0.45,7.98,2024-04-29
S108112,7.29,0.52,0.3,7.18,45.47,4.88,56.41,1,49.8,0.09,2.29,2024-03-11
S108113,6.54,5.95,0.53,6.91,76.66,5.7,65.17,2,42.79,4.31,1.62,2024-03-03
S108114,5.53,9.82,2.75,7.8,5.02,7.76,53.51,1,56.98,3.83,1.64,2024-02-22
S108115,5.53,9.39,0.13,7.7,13.88,1.0,75.84,2,61.17,2.89,0.51,2024-08-02
S108116,6.24,4.94,2.32,5.94,84.39,5.93,51.69,1,29.1,1.58,3.72,2024-04-21
S108117,3.85,7.73,0.77,7.1,55.74,6.66,44.22,0,31.94,2.17,0.22,2024-04-16
S108118,8.25,7.22,1.78,7.2,77.27,4.39,100.0,3,39.45,1.45,5.65,2024-04-03
S108119,4.84,10.18,2.05,3.5,77.28,4.45,54.13,2,44.84,3.76,0.53,2024-02-07
S108120,5.43,2.5,0.35,4.11,52.12,8.21,87.48,0,47.31,0.9,6.41,2024-04-13
S108121,5.44,2.84,0.64,6.72,61.83,4.04,56.81,1,36.54,0.64,8.05,2024-03-01
S108122,5.9,6.58,2.34,7.27,55.23,3.93,81.93,1,43.3,1.5,1.76,2024-03-10
S108123,6.84,4.88,2.74,9.88,57.46,6.35,42.52,2,35.54,19.51,2.93,2024-04-19
S108124,7.99,2.51,0.29,5.7,53.85,6.48,48.51,1,58.37,0.66,0.97,2024-04-20
S108125,6.62,5.77,0.31,10.0,29.7,3.97,57.25,0,41.47,4.17,2.76,2024-03-25
S108126,8.5,11.41,2.56,5.52,43.67,4.8,57.59,0,57.04,3.46,3.08,2024-03-26
S108127,5.79,7.09,0.4,3.12,55.79,7.15,22.83,3,60.63,28.36,0.29,2024-02-27
S108128,7.28,4.35,0.7,9.03,25.18,7.47,84.34,0,55.28,1.47,1.41,2024-09-02
S108129,7.42,8.95,0.16,7.5,50.6,5.8,80.5,0,57.03,1.69,11.67,2024-02-03
S108130,6.52,3.39,0.97,7.56,52.64,6.96,72.09,2,45.43,0.64,3.14,2024-03-19
S108131,7.24,6.4,0.61,4.83,43.15,7.51,76.79,3,58.07,3.5,0.38,2024-02-21
S108132,4.89,5.75,0.23,8.24,22.68,4.99,73.79,1,58.1,2.01,3.22,2024-11-03
S108133,8.17,7.39,2.41,6.68,33.71,3.66,76.88,2,58.11,1.46,4.29,2024-03-12
S108134,7.45,6.58,1.01,5.91,41.53,3.89,40.99,0,55.24,1.77,2.15,2024-02-06
S108135,6.55,7.86,0.46,4.54,28.22,4.56,45.48,2,57.81,3.06,6.35,2024-09-03
S108136,5.83,4.61,7.1,8.05,25.94,7.9,64.07,0,52.81,1.97,5.62,2024-03-04
S108137,7.49,6.63,0.03,9.06,45.86,1.17,63.58,2,39.98,1.55,1.13,2024-03-14
S108138,4.8,8.66,2.42,3.2,35.51,1.39,92.71,2,57.27,3.63,2.57,2024-03-16
S108139,7.35,3.9,0.83,4.71,40.24,7.05,76.66,1,67.03,0.9,3.55,2024-02-18
S108140,7.62,9.06,2.36,5.23,47.92,5.68,60.46,1,50.9,5.17,5.96,2024-02-29
S108141,9.82,7.14,0.95,5.95,42.18,4.84,81.11,1,62.55,1.47,2.0,2024-04-15
S108142,6.2,2.92,0.13,1.27,51.2,7.47,40.43,1,55.32,0.75,2.44,2024-04-10
S108143,8.22,8.32,0.6,5.94,34.08,6.54,59.11,0,61.74,2.01,0.7,2024-02-03
S108144,7.19,6.99,2.21,9.44,9.65,5.71,68.89,1,63.07,5.63,0.03,2024-04-22
S108145,4.08,3.81,0.16,1.69,43.71,2.97,84.61,2,64.21,5.29,7.63,2024-11-03
S108146,4.52,7.54,0.04,4.81,30.79,2.28,45.04,5,55.54,3.14,2.96,2024-04-28
S108147,5.58,2.87,1.03,3.27,27.38,1.0,39.51,2,70.46,0.43,5.71,2024-02-07
S108148,7.95,3.91,1.31,4.0,55.73,1.33,44.05,3,66.11,3.15,2.17,2024-04-04
S108149,8.35,4.35,0.16,3.97,75.28,6.55,79.21,1,52.57,2.67,1.96,2024-04-19
S108150,5.98,7.63,0.53,5.72,43.01,5.92,47.85,2,53.9,3.89,14.43,2024-04-11
S108151,6.93,10.92,4.44,6.37,39.4,6.35,46.62,1,60.72,6.78,9.97,2024-02-29
S108152,6.64,6.13,0.25,5.16,54.64,1.96,82.2,1,55.27,2.88,3.58,2024-02-16
S108153,3.0,7.49,0.32,4.78,31.86,6.33,57.59,1,47.52,0.98,1.38,2024-04-20
S108154,7.86,7.19,1.23,1.73,33.23,4.96,83.26,2,72.11,28.74,5.75,2024-04-04
S108155,8.3,7.47,0.17,5.61,37.5,4.85,36.34,4,57.42,2.34,1.63,2024-02-18
S108156,3.2,8.76,2.25,6.41,65.97,6.51,70.85,1,38.39,3.89,1.13,2024-02-25
S108157,5.01,5.88,1.7,4.09,60.78,2.98,78.89,1,53.32,1.6,0.11,2024-02-24
S108158,6.2,7.84,0.19,7.86,64.17,7.68,52.62,2,40.95,2.08,4.49,2024-04-15
S108159,6.2,7.99,0.64,5.95,22.33,4.24,95.98,2,57.21,2.57,0.26,2024-03-25
S108160,7.79,4.76,1.55,6.87,60.33,1.88,62.62,1,43.27,1.43,0.5,2024-04-21
S108161,7.96,7.52,0.29,6.87,100.0,3.63,58.02,1,33.03,28.09,7.72,2024-03-18
S108162,5.55,10.25,1.56,6.85,17.4,7.92,53.95,0,59.23,3.53,2.94,2024-03-02
S108163,7.27,1.04,6.71,2.05,18.93,8.77,51.36,2,79.06,0.56,0.61,2024-09-04
S108164,5.42,5.14,1.73,3.44,50.98,4.79,66.25,3,55.88,1.89,0.7,2024-04-22
S108165,5.89,9.36,5.46,7.32,42.13,8.5,67.21,1,48.02,6.74,7.28,2024-02-04
S108166,6.65,8.44,1.79,4.78,44.26,7.57,81.78,1,60.79,4.32,1.73,2024-04-09
S108167,7.09,6.77,0.1,2.87,44.53,5.43,68.28,2,59.71,1.84,6.44,2024-03-23
S108168,5.45,7.48,0.18,1.95,68.19,6.95,72.21,0,50.3,1.71,2.18,2024-03-21
S108169,8.99,4.64,0.68,4.8,44.89,1.0,59.42,0,61.4,2.5,0.23,2024-04-27
S108170,6.61,7.63,0.62,3.92,45.87,4.73,48.91,0,61.76,1.39,1.93,2024-09-04
S108171,6.33,7.2,0.87,3.38,0.0,4.77,98.86,3,81.35,1.48,6.07,2024-04-03
S108172,7.4,7.48,0.07,1.88,45.66,7.86,53.59,1,66.55,2.58,20.0,2024-04-20
S108173,5.44,5.02,2.64,5.12,73.71,3.58,81.3,1,45.98,1.75,0.48,2024-03-08
S108174,6.76,6.76,1.08,8.17,64.04,7.38,72.33,3,37.85,8.05,0.78,2024-03-19
S108175,3.0,2.09,4.41,2.2,28.89,10.0,28.25,2,59.44,0.72,12.87,2024-03-07
S108176,3.92,8.23,2.79,2.32,53.52,2.31,67.52,2,47.5,1.71,8.89,2024-04-26
S108177,5.81,10.21,0.42,5.89,0.0,6.51,37.81,0,70.42,40.85,4.44,2024-04-24
S108178,5.67,3.64,0.27,8.95,50.24,3.5,63.24,2,48.45,2.29,1.93,2024-04-12
S108179,5.82,6.25,0.88,3.2,75.11,5.95,62.24,1,49.52,3.85,4.43,2024-03-03
S108180,5.41,1.85,0.03,4.77,52.57,8.59,45.33,1,49.54,0.39,0.5,2024-11-04
S108181,7.14,8.43,1.14,3.62,18.35,4.35,51.19,3,76.32,1.59,0.28,2024-03-01
S108182,8.02,5.09,0.63,7.17,23.06,7.01,45.92,1,69.42,1.18,7.01,2024-04-04
S108183,5.61,6.25,2.51,2.93,25.83,3.35,65.16,2,54.12,1.71,1.93,2024-03-13
S108184,7.77,4.47,3.71,5.04,33.0,1.9,86.04,2,72.56,0.9,5.38,2024-03-03
S108185,6.86,3.74,0.86,5.17,0.0,8.34,61.05,1,78.52,1.03,1.7,2024-04-03
S108186,4.63,7.71,3.52,5.54,34.28,1.73,49.64,2,59.47,1.86,10.8,2024-03-04
S108187,4.43,6.93,0.04,10.0,58.47,2.66,53.37,3,22.29,2.33,8.8,2024-04-14
S108188,6.4,8.67,0.27,3.73,26.76,7.44,25.75,1,65.79,2.58,3.81,2024-02-06
S108189,7.83,8.12,1.75,5.86,82.9,6.11,70.14,1,46.19,32.49,4.27,2024-02-06
S108190,5.03,4.13,0.25,3.55,71.89,7.89,89.02,1,50.04,3.96,4.16,2024-03-24
S108191,3.39,10.73,0.5,6.57,14.17,4.35,68.48,2,54.79,4.56,0.27,2024-03-31
S108192,7.68,1.2,0.33,1.91,5.93,5.92,76.74,1,92.16,0.32,6.72,2024-03-11
S108193,7.94,7.95,3.1,8.91,41.59,1.0,68.8,0,53.93,3.12,6.45,2024-03-12
S108194,6.01,8.11,1.47,3.36,37.37,6.6,37.04,2,64.26,3.74,7.15,2024-03-26
S108195,7.85,10.04,5.92,3.64,61.49,7.62,74.47,3,55.87,40.15,1.05,2024-02-22
S108196,9.17,3.0,0.42,6.21,36.82,7.8,59.82,3,66.06,0.86,4.92,2024-04-26
S108197,5.14,7.28,1.3,8.78,25.43,5.84,69.81,0,51.69,1.78,4.76,2024-02-10
S108198,5.79,3.46,3.8,6.02,56.69,3.82,87.43,2,46.13,0.85,1.43,2024-04-17
S108199,5.8,11.86,0.36,5.74,46.43,5.77,84.73,3,62.85,5.52,2.81,2024-02-17
S108200,7.85,0.64,0.12,6.25,66.77,6.28,42.22,4,42.3,0.3,0.88,2024-04-04
S108201,5.14,6.92,2.29,1.03,49.69,9.05,52.11,3,59.72,1.79,2.51,2024-11-04
S108202,5.89,7.73,1.97,3.32,49.47,4.36,66.18,3,58.01,3.4,0.74,2024-04-02
S108203,8.11,4.54,1.31,3.81,49.96,8.31,83.72,1,71.05,0.68,6.09,2024-04-22
S108204,7.75,4.13,2.18,4.9,67.99,4.75,49.04,1,51.99,0.94,0.37,2024-04-19
S108205,7.82,13.6,1.62,9.51,40.56,3.2,28.53,1,51.24,2.85,1.49,2024-03-29
S108206,5.05,5.07,2.37,7.44,31.04,4.14,58.26,2,53.46,1.74,3.69,2024-03-31
S108207,6.96,5.47,0.4,6.21,48.37,7.52,59.51,1,50.79,3.16,4.67,2024-03-15
S108208,5.53,7.28,0.31,6.67,48.76,5.25,70.52,2,46.86,2.97,15.11,2024-04-27
S108209,7.63,6.36,3.11,7.79,56.98,3.89,84.69,3,40.66,1.57,1.41,2024-04-29
S108210,7.05,2.19,0.95,4.64,43.94,6.77,52.83,3,66.05,0.55,7.6,2024-02-29
S108211,7.34,3.45,1.29,7.42,57.48,5.33,72.28,4,40.17,0.9,2.43,2024-02-21
S108212,6.11,4.33,0.59,6.98,0.0,10.0,27.45,2,72.81,0.86,0.71,2024-04-26
S108213,6.55,5.2,1.43,7.83,66.27,9.05,67.82,3,39.73,2.19,0.19,2024-02-07
S108214,6.88,7.24,0.3,10.0,71.32,4.29,61.81,0,27.07,1.59,5.81,2024-04-05
S108215,6.06,5.56,0.44,7.53,15.03,4.11,41.74,1,62.36,2.63,4.99,2024-03-20
S108216,6.8,5.77,2.46,3.94,38.29,5.09,85.83,2,66.19,2.68,2.9,2024-02-02
S108217,5.0,7.76,1.57,5.07,13.02,4.63,76.95,2,64.65,3.05,2.65,2024-03-05
S108218,4.71,5.61,0.29,4.82,54.76,3.88,41.22,4,44.61,1.38,2.48,2024-04-28
S108219,3.97,7.05,0.2,3.29,26.74,3.55,62.41,0,65.66,2.58,7.32,2024-11-03
S108220,6.15,7.85,1.88,5.91,21.98,2.63,44.48,3,62.51,3.36,2.33,2024-03-24
S108221,7.52,6.06,0.32,5.98,37.35,8.69,82.63,4,61.5,2.07,9.15,2024-04-09
S108222,6.95,5.93,0.32,5.44,43.25,6.48,79.15,2,55.25,1.28,3.83,2024-04-24
S108223,3.6,9.22,1.97,6.71,73.21,4.12,88.56,2,30.24,1.43,6.92,2024-04-26
S108224,6.91,8.51,0.33,5.26,18.52,4.74,55.27,4,62.17,1.84,2.14,2024-03-18
S108225,6.41,14.0,1.66,8.21,28.26,6.69,79.61,3,52.16,3.31,1.12,2024-04-23
S108226,6.14,8.01,1.15,4.9,32.86,7.37,73.82,1,57.48,3.81,1.96,2024-02-28
S108227,6.67,6.505,2.95,5.69,55.21,3.47,47.41,0,53.73,2.62,4.65,2024-04-11
S108228,7.16,8.68,1.13,2.38,63.7,7.35,92.94,0,61.67,1.52,0.48,2024-03-15
S108229,8.26,7.62,0.21,5.63,14.37,6.4,67.32,0,68.46,2.49,7.06,2024-03-28
S108230,8.09,8.8,1.94,9.0,56.17,4.24,55.59,3,47.19,1.64,6.02,2024-04-20
S108231,9.02,5.79,2.41,8.42,41.32,7.95,78.94,0,49.36,2.93,3.07,2024-04-14
S108232,7.18,4.68,0.25,3.39,64.84,7.48,72.66,2,57.73,2.7,2.02,2024-03-18
S108233,5.55,1.71,1.43,8.32,44.16,2.83,38.1,2,42.26,0.31,6.95,2024-02-17
S108234,8.22,6.505,1.93,7.02,29.17,5.57,37.04,1,67.07,2.01,16.85,2024-04-05
S108235,4.69,3.04,0.82,9.81,27.94,5.37,63.26,2,44.81,0.64,7.52,2024-03-06
S108236,7.53,10.27,0.12,6.63,48.44,9.63,56.0,2,50.92,1.94,0.91,2024-02-22
S108237,4.95,4.65,4.91,6.82,41.0,4.37,61.55,1,42.59,1.82,2.08,2024-04-29
S108238,5.57,3.87,3.62,4.48,57.07,5.33,44.4,1,46.61,0.77,1.91,2024-02-01
S108239,8.06,4.31,1.21,6.38,6.14,4.95,42.99,3,74.8,0.79,9.14,2024-04-02
S108240,5.52,5.14,3.15,6.03,46.39,7.94,77.69,0,49.13,2.3,1.48,2024-02-24
S108241,7.85,8.0,0.95,9.5,41.29,6.91,51.1,3,54.74,2.21,0.13,2024-04-09
S108242,7.25,6.74,1.02,4.62,49.9,3.6,66.31,0,57.13,2.3,3.47,2024-02-08
S108243,6.18,5.13,0.11,7.9,30.86,3.5,70.93,2,53.6,5.07,2.84,2024-04-13
S108244,7.41,12.1,1.94,4.52,84.21,3.13,62.77,0,45.29,6.86,1.35,2024-04-03
S108245,7.22,1.47,1.53,7.06,23.96,5.01,76.22,2,62.3,0.49,13.39,2024-04-29
S108246,6.58,7.11,2.4,3.75,52.32,9.52,78.36,2,58.16,4.43,10.68,2024-02-21
S108247,5.5,7.74,1.14,3.39,37.2,6.1,72.06,1,63.04,1.41,3.56,2024-04-18
S108248,7.53,8.14,2.56,4.05,44.14,3.94,60.68,1,63.67,2.52,0.09,2024-07-03
S108249,5.93,11.42,2.79,3.43,70.98,7.15,55.5,2,46.01,2.49,20.0,2024-03-20
S108250,6.3,7.12,0.52,9.86,34.86,6.08,40.31,1,51.27,2.76,1.56,2024-03-13
S108251,6.99,2.28,0.12,7.52,72.4,2.15,55.17,2,41.59,0.85,7.47,2024-03-02
S108252,6.25,10.01,1.41,5.75,37.21,4.79,41.06,1,58.14,4.78,0.49,2024-02-12
S108253,6.73,4.43,0.24,8.09,96.03,6.45,92.2,0,21.43,1.25,2.1,2024-07-04
S108254,6.8,4.25,0.22,2.2,63.62,5.92,39.36,0,52.47,2.05,2.83,2024-04-10
S108255,6.77,7.41,2.85,8.46,64.28,6.55,64.95,2,37.14,3.46,0.28,2024-03-28
S108256,6.57,4.37,2.99,1.0,49.48,7.95,64.68,1,67.61,3.74,0.38,2024-03-24
S108257,8.29,5.56,0.29,3.92,49.39,4.62,60.39,0,72.91,0.96,2.06,2024-04-18
S108258,5.72,7.55,1.32,5.04,51.56,4.38,63.57,1,49.85,3.77,0.67,2024-04-15
S108259,5.79,3.5,0.06,3.66,39.3,10.0,72.33,1,54.19,1.22,1.92,2024-02-22
S108260,4.66,7.98,1.03,3.67,48.84,4.42,58.45,0,49.91,3.16,7.27,2024-04-19
S108261,3.16,3.17,1.47,4.9,49.1,5.73,58.26,2,40.31,1.92,1.6,2024-03-15
S108262,7.3,4.61,2.06,5.48,3.01,4.04,64.99,5,75.65,2.4,7.91,2024-04-06
S108263,7.04,2.12,5.33,6.55,40.03,8.13,70.08,1,54.6,2.1,0.08,2024-02-29
S108264,8.36,8.04,2.22,4.76,23.69,4.96,74.08,1,70.03,26.14,1.73,2024-02-14
S108265,4.39,9.04,2.65,7.59,81.75,3.95,44.79,2,26.02,1.95,10.4,2024-03-06
S108266,5.32,6.79,1.47,5.51,56.15,9.47,84.92,6,51.78,10.35,3.69,2024-03-18
S108267,5.6,6.55,0.35,4.93,18.94,4.64,49.13,0,60.15,3.61,1.8,2024-04-29
S108268,9.06,4.06,1.49,7.3,53.94,6.56,87.82,2,57.3,1.93,9.69,2024-03-31
S108269,7.65,11.2,0.57,7.52,72.7,6.74,71.01,4,34.08,10.69,2.69,2024-02-17
S108270,6.13,5.22,0.27,7.44,54.85,8.9,77.09,3,41.96,0.87,0.01,2024-02-29
S108271,6.34,5.6,0.35,2.27,25.55,6.02,62.27,4,81.32,2.88,0.9,2024-02-26
S108272,6.8,7.51,0.52,4.36,20.01,9.86,38.57,2,68.66,1.54,3.54,2024-02-15
S108273,4.83,4.63,0.83,2.49,55.28,5.49,49.56,2,60.83,1.01,1.65,2024-03-17
S108274,6.84,3.26,0.03,5.87,30.77,6.65,38.6,1,63.41,0.88,2.7,2024-03-19
S108275,4.89,11.65,0.8,9.94,66.97,8.0,52.1,2,30.8,2.93,1.1,2024-04-28
S108276,6.5,6.34,2.74,3.44,15.41,6.75,54.31,0,72.09,1.61,1.29,2024-04-18
S108277,7.31,4.56,4.66,3.33,39.04,8.65,70.54,2,74.29,2.6,0.61,2024-02-18
S108278,6.75,7.34,1.24,7.2,20.45,7.17,71.56,0,52.7,4.72,0.62,2024-08-03
S108279,5.4,3.75,2.48,5.93,30.44,9.82,45.07,3,56.27,1.13,1.67,2024-03-03
S108280,5.97,2.62,2.73,3.13,16.83,6.41,40.39,0,74.81,1.4,6.05,2024-02-07
S108281,7.45,0.33,0.1,7.47,88.09,6.76,77.59,0,35.11,0.1,11.03,2024-04-26
S108282,5.65,7.06,1.68,5.91,35.37,4.53,51.12,1,59.67,3.47,3.19,2024-10-04
S108283,4.49,10.94,0.61,7.62,50.13,2.32,69.0,2,43.58,1.99,0.12,2024-04-18
S108284,5.97,2.52,3.25,10.0,46.59,3.15,63.7,1,36.9,1.35,5.41,2024-03-15
S108285,5.64,7.33,0.42,8.51,41.28,3.62,76.96,1,37.49,2.19,10.82,2024-02-08
S108286,6.06,2.74,0.24,6.08,21.68,7.42,73.64,2,67.73,1.53,4.56,2024-03-24
S108287,6.33,9.87,2.19,5.09,53.67,6.67,25.14,2,48.2,2.93,7.42,2024-02-18
S108288,5.86,6.48,0.79,4.77,31.05,3.4,60.42,2,55.55,0.83,0.64,2024-02-21
S108289,5.85,8.59,0.71,4.15,73.06,7.59,81.12,1,46.33,2.63,0.41,2024-05-04
S108290,7.58,5.22,2.71,4.5,46.35,1.1,48.23,5,55.32,1.64,6.5,2024-04-23
S108291,7.13,4.38,0.54,9.25,68.73,5.18,61.68,0,41.42,1.09,4.07,2024-02-26
S108292,7.64,5.47,2.68,6.36,82.5,7.96,47.42,4,38.9,2.13,3.37,2024-03-21
S108293,6.43,8.19,2.01,6.24,30.86,9.17,24.99,1,55.98,2.42,2.8,2024-05-03
S108294,5.8,6.6,0.75,3.02,33.95,6.59,50.98,2,62.62,1.93,1.62,2024-04-12
S108295,6.74,3.85,0.77,4.87,27.75,3.17,100.0,5,65.42,2.38,8.57,2024-03-26
S108296,4.33,10.89,0.39,5.92,59.22,3.52,23.62,0,37.75,4.42,0.48,2024-02-27
S108297,4.77,7.41,1.09,3.13,53.39,6.38,57.42,1,58.55,16.88,11.45,2024-03-26
S108298,7.46,7.0,1.19,6.42,29.96,5.02,61.44,1,58.27,1.31,7.22,2024-03-04
S108299,5.65,5.74,3.49,10.0,29.6,5.73,92.01,2,45.12,1.53,3.46,2024-04-21
S108300,5.4,6.3,1.36,5.01,68.23,8.98,84.88,0,42.21,7.41,1.93,2024-03-11
S108301,4.82,7.63,2.86,6.42,14.38,6.21,65.91,1,53.3,1.87,2.23,2024-02-18
S108302,6.91,4.45,0.25,6.64,43.87,3.37,39.69,2,58.79,0.9,2.27,2024-02-04
S108303,4.67,14.0,0.26,2.9,55.2,4.62,42.12,1,47.75,2.88,2.77,2024-11-03
S108304,7.97,5.8,1.72,8.55,41.92,3.47,40.81,4,54.65,1.59,2.99,2024-02-09
S108305,6.58,3.62,0.78,3.88,40.16,8.71,56.4,5,61.01,4.37,0.17,2024-03-29
S108306,3.9,8.52,1.27,1.4,25.95,4.08,73.57,2,64.27,1.65,0.88,2024-03-12
S108307,5.6,5.26,0.28,3.16,69.3,4.57,78.85,2,51.4,1.14,3.58,2024-04-02
S108308,4.91,4.74,0.56,7.28,37.34,6.58,56.78,2,48.64,6.59,2.89,2024-02-17
S108309,7.04,2.49,0.75,5.3,32.05,5.46,48.35,4,63.3,0.46,4.08,2024-06-04
S108310,7.01,4.85,0.76,5.68,69.16,8.28,51.85,0,48.02,1.86,5.02,2024-03-31
S108311,5.62,6.38,1.34,5.2,30.04,2.55,48.11,1,53.87,1.44,1.24,2024-03-18
S108312,5.41,2.57,1.98,3.99,12.28,3.49,55.09,1,68.62,1.29,6.5,2024-03-13
S108313,6.89,6.48,0.28,8.39,60.01,3.8,47.89,1,47.21,1.99,1.54,2024-04-07
S108314,5.43,10.15,1.01,4.1,14.98,3.03,75.9,1,71.09,2.63,2.2,2024-04-07
S108315,8.11,6.505,2.16,5.75,69.25,6.88,33.89,2,47.26,3.27,5.83,2024-02-23
S108316,5.38,6.07,0.93,4.78,42.55,9.89,32.33,2,60.44,2.54,7.33,2024-04-14
S108317,6.76,3.85,0.37,5.57,34.95,5.66,71.89,3,66.83,0.74,16.87,2024-03-18
S108318,3.58,9.29,0.25,6.16,30.09,4.62,62.91,1,53.91,4.65,8.61,2024-03-10
S108319,6.79,6.2,2.18,6.33,68.1,4.07,72.96,0,43.01,1.64,3.02,2024-03-14
S108320,5.43,10.89,2.51,4.46,23.04,9.14,64.48,1,61.95,3.5,9.12,2024-02-22
S108321,6.64,2.1,0.61,3.82,70.37,2.71,73.12,1,51.21,0.55,3.64,2024-04-03
S108322,7.79,5.64,0.81,6.58,34.24,4.53,32.45,2,54.41,1.45,0.36,2024-02-13
S108323,6.03,6.94,3.05,2.6,28.79,7.3,55.97,3,70.63,2.75,0.86,2024-04-17
S108324,3.0,6.65,0.96,6.65,58.12,5.11,59.93,4,40.63,2.37,3.49,2024-04-22
S108325,3.46,7.53,4.01,7.05,28.72,4.82,36.88,0,43.28,5.09,2.65,2024-04-25
S108326,6.38,8.09,0.14,4.65,59.55,2.6,59.1,4,45.79,3.55,9.74,2024-12-04
S108327,5.03,0.8,0.29,4.84,64.39,9.14,70.03,1,43.54,0.16,8.6,2024-02-13
S108328,4.68,10.47,1.21,7.04,55.86,1.0,49.75,2,38.13,2.25,4.03,2024-02-09
S108329,7.66,8.12,0.65,6.37,49.53,4.46,58.95,1,58.51,4.89,0.34,2024-04-12
S108330,5.94,10.53,0.74,9.74,36.74,5.92,69.36,2,42.66,4.26,1.41,2024-02-20
S108331,7.53,7.56,0.85,6.55,26.47,5.58,43.01,1,60.46,2.08,0.69,2024-02-20
S108332,7.5,6.87,0.14,4.61,23.06,7.55,32.06,2,73.48,4.09,0.39,2024-02-04
S108333,5.7,0.0,2.53,5.45,20.33,4.47,39.14,2,64.0,0.0,2.81,2024-02-14
S108334,6.42,7.37,0.03,4.94,73.47,9.85,49.96,0,43.13,1.49,2.89,2024-03-20
S108335,4.62,3.22,0.2,5.86,54.37,4.98,53.07,2,42.66,0.84,2.47,2024-04-12
S108336,6.78,9.86,2.83,6.59,51.61,5.86,39.58,2,45.63,1.86,0.15,2024-02-29
S108337,6.18,4.34,2.29,4.56,90.75,9.19,86.55,0,40.33,0.72,0.35,2024-02-15
S108338,8.39,7.57,3.57,2.13,48.72,3.83,31.69,1,66.32,1.33,3.52,2024-04-22
S108339,7.37,8.08,1.59,10.0,29.39,2.27,47.26,3,52.49,2.67,2.08,2024-02-07
S108340,6.0,6.33,2.61,5.18,26.58,9.31,74.42,1,61.27,3.55,0.76,2024-03-23
S108341,5.28,4.65,2.07,3.51,18.14,7.68,75.42,2,68.96,0.84,2.76,2024-02-18
S108342,5.92,13.69,4.14,7.02,28.46,4.88,49.73,1,54.77,4.94,7.34,2024-04-23
S108343,6.22,3.02,1.5,7.4,58.98,6.63,43.28,1,44.11,0.69,1.79,2024-02-15
S108344,7.25,4.99,0.81,8.53,31.04,4.26,69.69,1,52.57,1.32,0.15,2024-04-15
S108345,7.61,3.85,0.47,6.3,70.04,4.95,65.24,1,45.08,1.55,2.54,2024-02-29
S108346,4.57,9.53,1.45,3.47,7.89,1.39,61.66,1,72.88,3.25,0.51,2024-04-17
S108347,4.78,8.42,1.3,6.22,5.4,6.13,57.95,3,55.89,8.66,1.3,2024-03-03
S108348,6.66,5.85,1.0,1.98,13.94,5.75,73.43,1,76.36,2.33,0.66,2024-02-03
S108349,4.55,4.62,2.47,4.25,22.31,5.63,19.55,0,69.33,18.48,2.37,2024-02-05
S108350,6.08,5.67,0.09,4.62,83.33,5.65,71.99,2,47.96,1.96,0.02,2024-02-09
S108351,3.78,8.48,2.53,3.91,53.62,4.03,62.13,1,50.36,1.71,3.13,2024-06-03
S108352,5.75,10.32,0.69,3.97,45.71,9.86,45.15,1,51.02,5.04,1.42,2024-03-14
S108353,5.58,5.38,0.19,3.78,51.88,4.25,78.04,0,56.1,21.51,9.66,2024-03-15
S108354,5.76,6.33,0.5,8.55,56.3,1.0,61.66,4,35.76,2.29,0.28,2024-02-26
S108355,5.32,12.2,3.35,6.74,36.02,7.49,76.56,2,47.22,3.43,1.07,2024-02-09
S108356,6.86,10.71,3.14,6.39,31.75,10.0,64.04,3,60.63,3.51,0.57,2024-02-28
S108357,7.41,7.32,3.92,5.33,47.72,1.28,63.38,0,56.17,8.32,1.46,2024-03-27
S108358,7.19,5.81,1.85,6.2,22.73,8.1,59.31,1,57.89,1.25,3.97,2024-02-27
S108359,5.83,7.68,1.06,4.74,58.37,3.97,61.05,2,50.72,1.74,8.26,2024-04-11
S108360,5.77,5.46,1.95,4.37,24.74,5.05,59.84,1,60.38,1.86,2.84,2024-03-07
S108361,5.29,7.37,1.48,8.74,17.77,4.46,38.6,2,54.78,2.68,4.42,2024-03-25
S108362,5.21,7.76,1.07,4.07,80.47,4.85,79.93,2,45.24,2.28,11.8,2024-02-03
S108363,5.97,8.08,0.76,7.06,21.08,8.81,65.32,5,61.45,2.9,3.13,2024-03-14
S108364,5.96,7.27,1.54,9.19,49.19,5.01,81.94,3,39.75,2.64,11.76,2024-03-14
