student_id,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks
S107179,34.57,57.13,90.06,47.69,77.05,124,58.23
S107180,33.34,59.19,85.93,39.65,70.21,6,37.24
S107181,31.89,64.18,49.36,49.28,56.47,35,39.07
S107182,28.42,64.24,68.39,55.93,93.07,112,40.12
S107183,22.06,62.28,62.87,54.1,74.52,36,15.0
S107184,46.23,69.83,84.49,33.12,82.15,51,58.82
S107185,31.07,74.36,53.65,53.15,83.92,40,74.07
S107186,33.98,63.17,79.05,39.55,72.68,34,31.04
S107187,33.93,55.72,49.21,59.79,96.1,64,69.35
S107188,43.76,77.28,63.3,53.51,86.82,14,58.7
S107189,50.0,82.72,50.85,42.63,67.22,46,30.22
S107190,36.28,66.32,33.56,49.29,59.84,112,48.98
S107191,33.74,96.72,50.53,43.45,91.72,1,47.42
S107192,26.01,100.0,60.88,71.79,76.38,74,65.76
S107193,23.45,77.45,87.82,61.47,90.47,322,80.61
S107194,20.81,62.97,47.6,39.62,76.26,41,51.73
S107195,28.63,69.83,55.31,64.04,83.18,62,68.11
S107196,18.27,51.63,41.95,38.56,92.08,12,49.17
S107197,43.63,56.92,83.48,47.85,57.48,98,33.13
S107198,38.38,44.76,57.63,39.52,100.0,43,67.92
S107199,32.99,60.57,59.59,34.53,85.63,117,31.76
S107200,43.88,51.51,59.44,53.34,49.34,11,53.48
S107201,26.43,79.36,33.79,8.13,100.0,6,24.65
S107202,28.44,58.76,41.53,50.1,94.83,26,56.54
S107203,19.53,74.15,49.77,61.66,77.15,15,24.83
S107204,41.19,81.22,74.86,43.49,100.0,136,48.55
S107205,28.52,87.57,25.01,82.96,70.42,113,47.76
S107206,35.13,64.7,73.66,26.6,78.05,272,58.96
S107207,43.02,69.83,70.49,37.16,100.0,6,75.84
S107208,45.97,75.14,35.96,69.89,87.81,27,38.41
S107209,34.77,89.08,59.93,32.65,96.26,282,64.56
S107210,38.07,81.75,83.62,51.12,92.25,9,70.35
S107211,27.77,89.55,47.87,63.08,59.21,54,66.69
S107212,48.47,45.03,56.17,50.92,84.49,85,36.91
S107213,33.67,60.04,100.0,49.27,83.11,21,36.75
S107214,35.64,85.48,70.21,55.83,97.79,120,64.93
S107215,31.75,78.71,60.87,77.2,100.0,153,77.64
S107216,44.59,68.12,57.37,34.19,99.35,41,51.75
S107217,36.6,62.89,70.97,73.25,72.9,97,62.93
S107218,41.09,81.83,75.96,42.22,58.44,61,36.51
S107219,37.83,40.31,30.51,47.64,87.5,91,17.75
S107220,33.24,81.88,29.26,62.36,78.67,48,40.0
S107221,42.44,71.36,49.03,58.8,64.22,3,29.68
S107222,37.76,62.67,62.54,63.12,69.56,31,55.31
S107223,27.31,77.54,66.21,39.09,79.12,28,61.42
S107224,27.09,69.83,37.74,43.07,83.87,206,53.83
S107225,36.19,70.44,61.72,38.61,71.66,46,34.37
S107226,42.26,69.31,63.85,71.27,79.76,187,57.94
S107227,48.12,81.17,51.4,34.06,78.91,0,41.23
S107228,20.78,72.39,56.45,93.42,84.12,80,58.4
S107229,35.21,69.83,53.38,70.42,65.36,56,49.28
S107230,38.92,49.12,72.43,42.83,69.53,4,32.05
S107231,37.37,53.74,65.11,42.15,100.0,50,67.01
S107232,43.07,76.85,46.72,62.37,76.11,39,59.04
S107233,40.24,78.35,80.28,32.72,87.15,19,61.37
S107234,27.12,95.06,43.12,50.88,61.73,7,14.26
S107235,26.88,54.78,37.59,52.35,97.82,125,51.62
S107236,37.5,89.64,61.08,32.19,97.27,75,31.55
S107237,42.92,40.93,61.0,48.69,84.48,71,58.63
S107238,36.15,69.83,66.16,55.82,70.79,189,53.04
S107239,22.38,73.68,46.1,46.35,58.46,1,32.09
S107240,26.62,73.62,79.29,32.97,100.0,62,82.84
S107241,40.53,65.36,92.44,68.99,73.92,244,61.98
S107242,32.21,71.77,64.65,57.35,58.49,48,44.16
S107243,35.94,51.47,70.06,37.38,71.05,51,56.85
S107244,43.52,82.98,31.16,24.48,85.99,6,52.03
S107245,25.38,73.75,58.04,64.82,61.29,97,59.07
S107246,31.69,69.83,53.86,52.71,71.14,115,50.04
S107247,30.82,65.81,51.27,49.47,58.39,12,24.44
S107248,37.84,65.08,54.48,53.09,100.0,81,42.28
S107249,41.18,77.87,56.08,45.91,78.76,37,46.56
S107250,23.16,93.85,41.72,46.3,58.22,67,31.51
S107251,34.96,49.1,57.2,56.85,66.5,90,32.46
S107252,41.95,48.34,48.33,53.41,70.32,8,52.93
S107253,20.16,73.99,77.61,58.45,80.35,29,73.1
S107254,34.48,65.02,70.29,50.43,66.33,56,49.34
S107255,25.27,71.86,70.31,34.43,74.52,15,65.62
S107256,29.87,69.64,80.63,68.1,70.44,84,74.52
S107257,14.96,79.33,51.78,74.02,58.45,145,63.98
S107258,46.14,65.71,69.32,39.6,66.27,78,51.85
S107259,32.15,51.88,82.12,2.08,68.43,123,66.86
S107260,28.54,58.15,50.66,48.32,61.71,54,56.49
S107261,37.63,67.59,32.53,26.65,58.35,171,34.08
S107262,26.66,51.18,53.95,26.61,71.07,90,40.17
S107263,25.9,69.45,80.3,51.27,92.97,33,65.53
S107264,47.08,70.91,49.75,24.72,77.78,59,42.36
S107265,49.47,64.63,57.56,40.42,32.25,83,49.35
S107266,30.26,73.14,52.52,56.79,95.15,124,74.49
S107267,43.54,45.79,61.95,40.54,69.6,15,52.19
S107268,37.85,55.7,48.22,77.08,100.0,372,68.81
S107269,23.69,52.86,41.27,36.67,92.1,13,44.65
S107270,27.57,83.2,57.95,52.29,75.4,63,21.79
S107271,47.41,100.0,60.67,24.33,77.07,1,49.66
S107272,23.59,56.79,82.86,37.26,62.89,46,23.84
S107273,50.0,66.47,66.06,26.78,89.77,0,42.11
S107274,30.43,59.6,46.25,46.62,100.0,6,40.46
S107275,47.65,73.32,53.29,37.45,69.1,64,37.47
S107276,32.56,60.87,76.42,57.69,70.96,49,48.0
S107277,41.4,74.24,58.22,36.86,100.0,5,66.06
S107278,46.16,79.98,47.51,68.74,81.29,214,72.31
S107279,46.12,51.64,66.32,58.53,57.14,34,60.24
S107280,30.33,74.07,52.36,49.67,59.54,109,49.26
S107281,28.14,43.09,72.65,63.88,100.0,263,66.86
S107282,34.35,66.15,70.81,74.68,87.11,192,79.94
S107283,24.6,65.14,46.64,39.12,64.25,92,40.56
S107284,36.91,66.56,93.56,55.92,85.06,1,66.18
S107285,28.43,65.32,63.03,54.02,67.52,82,32.77
S107286,43.66,62.58,22.38,92.65,51.2,7,56.42
S107287,30.44,66.01,71.09,79.11,74.82,45,60.0
S107288,21.06,73.57,23.43,47.81,79.87,196,50.1
S107289,46.21,73.99,81.64,66.26,56.49,10,72.15
S107290,36.47,71.73,65.91,40.84,61.15,98,26.49
S107291,35.23,61.4,62.66,50.92,64.97,27,59.59
S107292,43.76,86.21,63.65,56.22,76.93,14,64.93
S107293,41.97,92.88,73.03,54.51,81.93,22,64.7
S107294,28.91,50.67,55.96,26.8,58.36,42,43.96
S107295,31.4,72.46,63.48,42.81,71.27,131,37.45
S107296,26.1,62.98,65.53,43.18,72.94,58,27.68
S107297,23.28,83.88,17.54,53.08,53.94,34,24.29
S107298,39.63,69.81,73.15,41.07,83.37,15,48.91
S107299,38.14,70.8,75.85,59.18,88.95,23,66.08
S107300,41.09,77.42,70.88,46.27,84.68,233,49.87
S107301,45.25,65.54,69.75,33.27,60.18,20,30.95
S107302,41.2,95.16,89.18,45.33,88.97,32,66.83
S107303,41.91,77.65,62.94,64.87,78.48,54,58.89
S107304,18.38,83.97,63.49,59.07,94.74,48,41.84
S107305,32.54,66.69,53.21,60.71,87.17,29,20.96
S107306,42.72,68.16,33.02,67.66,84.68,1,59.18
S107307,25.65,82.17,70.97,29.97,75.77,139,58.38
S107308,35.73,80.67,54.93,39.0,94.34,6,33.23
S107309,39.16,51.27,32.85,50.61,62.85,125,46.72
S107310,38.54,71.91,62.44,62.42,61.04,29,56.42
S107311,37.95,77.11,61.99,47.1,100.0,194,43.53
S107312,39.79,68.05,59.96,87.42,50.86,55,72.3
S107313,36.45,75.68,65.81,50.21,62.13,1,22.31
S107314,23.3,68.68,38.66,31.91,92.06,58,32.57
S107315,39.06,36.3,79.51,63.24,55.59,192,74.26
S107316,37.28,50.34,70.58,52.42,91.05,3,47.22
S107317,23.4,84.62,83.52,28.75,98.4,49,70.31
S107318,46.04,66.33,54.77,59.97,100.0,96,73.68
S107319,39.27,72.85,70.52,43.81,81.0,5,22.24
S107320,23.96,69.95,33.74,48.19,62.41,21,66.56
S107321,28.46,57.62,50.31,58.69,66.28,3,42.24
S107322,30.49,62.99,41.69,24.92,98.98,65,34.12
S107323,30.48,74.93,67.8,54.22,52.01,135,34.42
S107324,37.34,76.46,45.97,23.57,92.35,35,49.04
S107325,27.19,100.0,56.64,65.71,55.88,9,42.15
S107326,44.03,62.83,63.58,59.22,78.57,60,73.66
S107327,43.37,95.06,57.12,74.01,70.66,161,59.83
S107328,39.95,57.09,42.58,63.87,73.35,71,37.82
S107329,35.35,77.33,89.98,31.56,100.0,20,46.18
S107330,42.5,72.67,65.49,47.34,71.91,20,77.76
S107331,32.79,68.11,90.12,61.43,95.64,33,55.96
S107332,29.2,69.92,47.13,36.97,69.2,7,48.27
S107333,44.52,60.66,57.63,60.87,83.93,62,58.06
S107334,37.54,83.56,65.03,36.51,78.09,286,63.27
S107335,29.53,57.36,88.16,52.51,59.41,130,29.18
S107336,31.66,74.76,90.01,38.55,59.75,63,55.67
S107337,29.11,81.34,56.69,34.97,76.06,203,36.82
S107338,50.0,90.76,51.97,20.18,74.09,69,46.8
S107339,35.03,84.58,63.55,67.65,90.15,128,78.07
S107340,36.26,78.59,82.85,32.11,52.17,16,34.2
S107341,40.77,60.43,65.81,25.98,67.57,17,49.36
S107342,25.28,58.21,68.73,33.78,86.46,162,46.3
S107343,43.77,52.92,82.7,19.56,76.26,21,41.2
S107344,30.14,51.49,80.12,38.82,58.18,65,45.77
S107345,49.64,69.98,80.74,18.98,85.4,19,59.51
S107346,32.5,59.09,74.95,63.57,92.73,75,45.98
S107347,43.3,87.99,86.63,52.88,65.03,49,45.55
S107348,15.03,61.32,45.56,51.41,94.5,136,45.22
S107349,25.6,71.41,100.0,73.4,71.06,117,71.41
S107350,32.65,66.03,81.97,49.43,74.66,22,33.43
S107351,18.75,48.94,62.44,56.58,72.01,57,38.47
S107352,39.81,86.34,82.76,77.64,95.21,316,66.39
S107353,37.5,80.43,59.44,49.4,77.55,59,58.2
S107354,27.07,82.16,72.6,48.59,91.6,46,66.23
S107355,34.87,78.92,74.47,55.81,72.72,4,48.52
S107356,41.45,58.61,78.79,39.9,85.39,69,55.16
S107357,18.18,58.9,57.65,46.11,63.69,231,28.23
S107358,24.81,76.78,79.13,23.54,95.02,190,27.4
S107359,32.32,93.14,57.93,0.0,75.4,56,67.67
S107360,35.19,75.79,76.7,30.87,98.74,33,35.82
S107361,34.53,84.68,64.71,60.1,79.22,107,57.7
S107362,42.11,62.11,35.82,44.7,81.44,65,57.96
S107363,38.82,86.47,53.21,69.25,100.0,65,62.5
S107364,40.57,63.71,78.57,31.25,91.18,137,65.64
S107365,23.88,73.6,60.14,64.09,82.92,22,49.18
S107366,36.16,64.51,84.42,46.49,61.71,56,50.91
S107367,32.54,83.34,45.59,34.86,68.67,74,26.95
S107368,46.7,83.54,76.14,35.32,91.78,208,55.38
S107369,36.4,47.85,64.24,13.18,75.01,2,41.67
S107370,29.65,89.88,61.05,51.88,76.89,52,60.18
S107371,41.82,100.0,46.15,40.04,63.77,24,60.94
S107372,39.51,64.67,68.36,32.99,86.08,145,47.93
S107373,28.43,68.1,48.86,61.26,81.56,29,20.28
S107374,32.21,88.59,54.82,16.99,90.69,26,53.93
S107375,32.35,71.0,62.75,61.74,98.57,90,70.74
S107376,44.82,69.94,59.15,39.73,86.73,27,47.9
S107377,36.63,98.45,81.44,39.19,62.41,41,70.81
S107378,40.81,49.69,23.56,45.39,57.32,3,47.95
S107379,31.05,58.17,62.15,64.68,90.96,35,46.9
S107380,37.68,76.27,59.2,65.63,81.8,97,64.85
S107381,45.43,45.71,64.86,65.73,100.0,64,65.1
S107382,32.11,64.4,56.29,39.13,80.37,12,32.15
S107383,35.92,64.27,81.38,62.97,54.09,137,38.5
S107384,24.09,84.43,60.88,70.84,61.01,33,49.58
S107385,28.88,80.39,67.13,54.62,68.75,168,49.12
S107386,32.32,44.75,79.28,36.82,100.0,148,40.68
S107387,26.51,59.6,65.83,35.2,97.53,13,54.47
S107388,45.58,59.65,44.69,54.71,71.96,192,74.48
S107389,28.3,66.75,58.17,57.42,77.09,6,46.78
S107390,41.29,53.54,63.01,16.1,59.56,43,55.47
S107391,36.49,76.77,38.66,57.65,59.05,15,40.49
S107392,35.25,59.59,53.61,51.14,96.78,10,31.36
S107393,46.89,78.83,63.91,70.17,94.11,10,63.33
S107394,16.92,69.96,97.2,62.02,75.86,0,47.2
S107395,33.43,55.4,70.94,60.48,100.0,126,36.97
S107396,26.36,90.82,67.52,37.02,86.52,24,52.87
S107397,19.31,91.27,92.05,21.59,83.18,1,45.13
S107398,25.44,74.36,74.41,35.63,83.26,20,59.39
S107399,35.14,66.41,76.66,47.88,64.07,5,56.39
S107400,29.2,54.16,58.49,23.66,94.16,4,25.68
S107401,42.17,86.07,44.75,55.1,94.28,127,63.48
S107402,33.29,82.34,69.19,45.28,83.61,1,36.3
S107403,32.4,57.79,94.16,18.3,63.23,160,41.42
S107404,32.44,59.7,89.21,51.07,96.34,18,41.51
S107405,34.21,76.85,75.53,51.36,53.0,244,66.78
S107406,31.65,52.37,54.01,61.99,68.39,113,53.87
S107407,28.19,60.61,40.19,35.72,88.7,23,62.01
S107408,42.91,54.39,51.84,34.02,73.88,28,29.76
S107409,30.01,54.87,68.48,49.9,65.15,56,58.78
S107410,31.93,59.2,57.46,67.67,100.0,20,61.86
S107411,38.44,83.59,81.03,61.85,97.0,23,55.2
S107412,37.55,43.68,41.17,27.47,96.0,73,34.23
S107413,27.85,76.5,62.94,48.67,84.98,85,56.27
S107414,41.04,73.87,52.73,77.93,80.52,19,90.84
S107415,39.3,84.53,80.86,65.95,100.0,151,41.98
S107416,36.42,73.86,73.68,72.16,100.0,117,66.04
S107417,31.55,64.32,51.7,55.43,78.74,54,38.23
S107418,31.75,57.77,78.67,20.36,100.0,13,11.21
S107419,33.39,84.86,39.04,40.6,78.12,41,21.92
S107420,25.15,77.45,36.42,31.76,85.78,39,46.89
S107421,34.69,62.6,50.84,26.44,100.0,185,52.83
S107422,42.14,83.63,33.27,62.19,85.57,159,33.24
S107423,42.01,63.31,63.2,62.5,76.04,3,58.37
S107424,31.95,69.99,63.71,52.32,85.73,0,15.66
S107425,43.51,60.93,58.51,67.33,79.92,119,64.46
S107426,50.0,78.01,73.62,31.43,48.04,10,63.48
S107427,32.47,55.09,53.43,62.69,95.05,18,30.74
S107428,40.53,65.52,44.24,25.75,70.66,234,46.1
S107429,16.9,60.18,52.24,24.58,62.74,36,21.32
S107430,24.93,73.96,45.47,76.7,98.07,146,52.95
S107431,35.73,75.83,55.21,40.74,85.67,14,41.73
S107432,26.95,53.44,74.54,44.45,90.19,91,70.47
S107433,50.0,76.1,36.9,29.4,78.11,79,28.48
S107434,39.78,47.85,59.56,37.55,83.36,56,32.49
S107435,42.73,100.0,80.32,39.68,75.49,28,56.17
S107436,34.77,62.33,82.15,75.14,67.08,12,56.17
S107437,26.97,85.74,54.09,56.75,90.28,6,41.26
S107438,30.85,73.02,100.0,60.96,83.57,91,43.77
S107439,37.04,73.63,48.17,63.47,100.0,87,71.24
S107440,29.9,52.51,61.34,59.45,46.47,1,45.23
S107441,40.37,82.65,46.28,22.79,97.68,73,51.73
S107442,40.69,70.73,71.93,37.24,74.18,13,38.22
S107443,35.04,77.05,100.0,66.15,72.76,3,60.45
S107444,20.39,68.64,94.5,37.09,88.77,58,25.59
S107445,48.72,71.95,78.54,57.04,66.68,20,72.09
S107446,33.3,56.69,55.28,32.73,73.26,62,40.72
S107447,50.0,69.83,62.31,60.48,88.92,101,51.68
S107448,40.22,63.7,82.86,73.77,71.97,208,83.16
S107449,33.32,59.42,76.99,53.26,69.41,33,64.3
S107450,38.58,72.02,66.33,34.58,69.38,44,51.35
S107451,18.85,75.45,67.27,38.5,85.26,14,40.89
S107452,43.21,73.76,81.89,26.1,61.93,102,49.12
S107453,50.0,68.47,85.85,29.18,91.34,139,65.23
S107454,18.29,76.17,40.99,61.29,100.0,97,31.85
S107455,32.7,73.63,68.63,48.03,80.05,47,48.91
S107456,34.16,71.46,74.25,60.47,86.53,66,30.91
S107457,42.0,72.49,56.49,47.7,83.97,20,47.26
S107458,50.0,87.75,85.46,29.64,65.99,106,54.22
S107459,38.06,51.92,60.38,18.68,84.75,87,32.27
S107460,50.0,65.22,85.91,63.3,83.34,207,52.27
S107461,36.36,75.07,59.11,30.97,100.0,67,52.31
S107462,38.61,46.26,69.15,58.95,83.72,111,40.9
S107463,37.63,90.74,68.8,85.99,98.63,56,66.2
S107464,44.76,73.82,91.6,41.97,86.44,144,100.0
S107465,31.62,84.35,76.86,33.98,72.36,72,24.95
S107466,41.55,86.8,57.68,66.82,62.22,50,40.31
S107467,25.15,76.19,60.64,41.5,84.62,13,16.94
S107468,32.72,36.51,60.58,58.65,91.4,130,39.85
S107469,29.91,72.22,65.3,62.97,78.66,132,62.59
S107470,35.7,73.18,49.89,47.43,70.5,30,88.01
S107471,32.47,53.7,63.7,66.79,100.0,47,32.51
S107472,44.06,43.15,86.89,67.0,73.38,43,52.03
S107473,27.97,76.93,86.18,84.79,62.72,33,70.53
S107474,21.15,51.26,39.96,69.01,79.03,55,47.16
S107475,24.14,100.0,37.43,42.34,81.17,56,56.26
S107476,42.95,73.95,55.51,44.83,68.97,6,28.81
S107477,27.24,90.27,36.53,42.95,78.63,24,32.29
S107478,38.18,70.47,44.79,46.49,54.57,5,57.9
S107479,32.64,81.27,70.62,68.4,86.36,104,56.49
S107480,41.59,70.8,64.39,40.84,64.25,101,54.94
S107481,33.15,85.08,37.46,35.63,74.27,27,32.13
S107482,50.0,39.43,83.72,24.43,69.85,70,28.91
S107483,50.0,83.32,58.25,33.68,100.0,45,66.34
S107484,32.48,80.03,56.71,24.86,75.45,13,53.5
S107485,31.38,69.83,81.26,33.99,67.35,89,41.07
S107486,50.0,63.86,71.57,34.61,100.0,119,76.25
S107487,26.37,69.83,64.32,51.95,100.0,33,62.87
S107488,34.56,74.24,57.09,22.33,92.55,57,49.39
S107489,35.18,88.21,74.11,40.99,88.43,16,64.32
S107490,34.98,61.99,58.07,56.78,67.02,5,29.42
S107491,21.09,44.47,61.35,31.45,96.31,24,44.65
S107492,38.97,100.0,46.18,50.03,85.47,137,63.63
S107493,27.24,80.07,83.28,53.88,70.45,118,71.2
S107494,46.49,64.13,89.84,33.69,82.11,22,49.75
S107495,23.35,87.83,68.39,72.8,73.04,5,35.12
S107496,35.48,84.01,57.22,28.76,57.16,141,30.44
S107497,17.27,77.38,79.97,45.34,100.0,78,61.49
S107498,17.76,62.84,74.42,48.9,52.79,7,2.22
S107499,28.29,80.01,57.9,32.45,100.0,99,26.03
S107500,29.41,86.34,83.42,45.93,76.79,59,76.94
S107501,46.73,44.2,58.21,65.03,86.78,12,53.09
S107502,34.68,73.37,44.42,35.0,88.01,2,43.97
S107503,45.34,74.47,63.95,33.35,65.15,147,61.97
S107504,31.96,73.99,82.35,28.98,76.84,27,26.74
S107505,39.85,70.69,66.64,26.31,78.48,63,27.54
S107506,29.2,87.79,46.24,54.02,70.95,13,36.05
S107507,28.65,66.83,58.55,24.75,95.56,91,56.09
S107508,20.43,69.96,84.14,58.68,61.86,4,26.31
S107509,37.69,74.73,69.38,53.86,82.98,145,54.56
S107510,37.1,67.33,64.7,40.06,54.35,67,68.02
S107511,41.22,49.21,62.91,45.75,83.59,8,51.95
S107512,36.72,73.21,82.28,49.65,82.55,65,74.02
S107513,50.0,73.38,81.23,0.0,100.0,43,52.63
S107514,36.41,64.52,42.58,42.48,70.78,26,39.11
S107515,42.93,68.02,80.04,54.88,77.46,90,49.77
S107516,32.41,22.3,73.26,37.15,76.4,133,65.99
S107517,27.73,88.13,90.49,43.97,100.0,10,27.78
S107518,40.74,83.52,63.89,42.68,71.36,26,33.87
S107519,34.29,49.93,83.16,69.84,83.38,14,43.17
S107520,41.66,59.87,72.5,56.29,75.6,48,69.52
S107521,37.82,91.73,47.18,54.88,77.72,0,32.69
S107522,28.66,52.68,81.33,27.28,80.17,56,31.22
S107523,43.59,77.18,77.95,23.65,96.47,3,58.59
S107524,28.03,62.62,54.6,19.24,100.0,17,35.53
S107525,40.0,76.15,69.63,29.87,59.18,152,33.76
S107526,45.25,70.75,98.72,56.66,91.72,136,66.14
S107527,31.92,65.75,57.27,22.41,98.82,77,49.57
S107528,44.25,75.83,76.62,16.56,85.1,101,34.4
S107529,38.18,62.6,47.48,58.34,97.76,65,31.85
S107530,41.82,43.24,55.88,37.39,61.27,40,58.06
S107531,28.31,56.08,77.97,74.91,87.62,22,61.66
S107532,36.71,54.28,69.11,52.73,98.73,191,68.56
S107533,23.74,45.94,61.78,21.58,70.55,183,44.9
S107534,48.69,75.54,92.24,63.8,60.68,180,66.12
S107535,18.89,67.41,50.25,69.49,97.13,195,49.28
S107536,32.16,75.31,62.66,27.13,73.66,116,40.12
S107537,27.55,77.81,72.87,63.33,71.33,182,42.63
S107538,40.4,69.83,51.06,73.78,51.79,164,50.44
S107539,50.0,76.1,73.15,73.9,72.3,25,73.08
S107540,40.24,55.31,82.19,66.01,69.52,149,73.2
S107541,50.0,78.69,63.17,47.24,52.96,66,79.97
S107542,23.98,73.33,54.04,50.39,71.22,59,69.82
S107543,24.59,100.0,60.0,38.94,97.78,11,70.21
S107544,27.86,70.12,22.15,25.99,85.13,153,40.36
S107545,35.97,75.74,81.1,40.77,55.44,31,46.81
S107546,26.78,68.58,69.23,64.11,85.85,19,65.04
S107547,28.99,70.73,62.18,42.97,90.9,141,36.65
S107548,39.96,69.72,38.33,28.87,81.56,2,62.5
S107549,25.09,63.48,82.74,38.63,79.47,18,49.4
S107550,25.93,72.66,58.0,69.64,68.11,54,62.76
S107551,31.81,79.33,74.04,48.49,86.27,176,74.19
S107552,32.56,63.71,64.82,27.42,88.78,45,35.29
S107553,43.08,69.83,39.16,84.87,84.21,15,55.26
S107554,27.79,80.71,85.3,69.45,100.0,54,55.51
S107555,29.24,56.8,82.26,38.89,76.92,79,50.94
S107556,39.65,55.54,77.22,63.04,60.45,165,53.1
S107557,41.41,76.72,70.04,60.94,100.0,131,74.27
S107558,46.43,61.19,45.84,27.32,51.66,120,56.48
S107559,38.75,54.31,78.9,56.3,74.02,54,44.24
S107560,36.04,95.75,100.0,27.43,66.19,191,40.4
S107561,39.6,55.51,66.86,66.15,78.47,169,47.85
S107562,32.86,47.15,67.17,17.52,77.96,115,50.98
S107563,32.8,58.24,47.37,35.75,65.66,126,56.44
S107564,20.81,73.47,31.87,26.97,96.01,189,58.16
S107565,42.15,71.1,59.25,72.26,77.98,34,51.24
S107566,36.69,98.31,88.71,47.82,98.28,247,57.31
S107567,41.22,58.47,86.5,60.46,62.46,11,52.73
S107568,12.47,73.54,63.95,68.79,63.8,169,57.34
S107569,34.62,86.93,71.88,63.0,63.4,21,46.16
S107570,28.15,60.11,45.51,54.83,87.78,65,44.78
S107571,47.01,80.56,66.78,51.39,100.0,68,54.89
S107572,39.91,42.52,56.61,32.41,75.44,220,26.69
S107573,36.87,96.38,65.87,68.11,45.3,25,52.28
S107574,31.54,84.92,60.61,59.44,87.12,44,54.35
S107575,38.18,59.79,60.32,63.61,89.97,12,43.92
S107576,27.57,82.45,80.94,39.47,64.49,63,33.61
S107577,34.2,89.7,96.42,25.67,88.48,40,44.83
S107578,30.37,50.67,62.29,67.8,92.16,47,44.99
S107579,50.0,61.0,87.7,51.86,49.26,6,36.14
S107580,46.76,90.19,45.13,53.49,96.74,143,85.65
S107581,43.5,71.01,63.52,47.57,97.68,35,72.83
S107582,23.08,76.54,44.26,38.61,75.38,81,53.24
S107583,41.91,71.05,60.0,40.36,89.68,80,57.71
S107584,36.5,83.37,76.45,57.2,100.0,81,53.66
S107585,44.79,77.69,82.9,54.47,70.14,21,59.17
S107586,37.58,71.59,52.54,51.7,97.41,9,46.35
S107587,34.95,38.47,72.33,80.03,83.68,6,80.14
S107588,36.87,79.6,84.68,47.04,62.9,67,67.64
S107589,20.55,80.94,82.4,53.17,52.69,8,43.79
S107590,28.86,51.41,69.14,67.38,90.83,41,46.69
S107591,37.99,52.43,55.57,20.53,60.41,167,43.94
S107592,44.12,77.76,53.98,49.21,94.52,6,44.72
S107593,30.6,72.91,51.52,32.01,47.23,84,39.78
S107594,34.67,40.38,64.49,54.35,82.24,45,46.87
S107595,22.19,57.67,51.83,61.09,75.19,157,32.58
S107596,46.67,74.71,75.85,29.08,100.0,109,69.06
S107597,43.91,80.15,68.65,59.24,83.39,10,54.71
S107598,40.22,61.24,67.93,58.2,89.19,28,57.71
S107599,38.25,67.79,35.55,56.05,73.54,81,53.55
S107600,47.42,56.81,65.44,47.09,77.32,15,54.64
S107601,28.56,89.86,57.65,62.6,95.79,129,50.09
S107602,27.69,72.62,99.66,59.37,80.24,22,55.76
S107603,43.49,59.98,44.52,65.5,66.22,142,39.85
S107604,42.95,52.66,61.71,45.92,97.11,25,57.2
S107605,25.45,51.0,71.13,20.15,100.0,56,38.13
S107606,30.75,97.17,49.44,65.38,100.0,227,54.73
S107607,48.51,67.4,95.85,67.25,99.35,81,56.89
S107608,38.29,64.01,96.18,43.07,75.76,62,48.16
S107609,41.3,66.8,51.27,26.33,65.28,4,34.89
S107610,25.73,60.55,55.53,46.8,62.2,26,30.2
S107611,40.25,68.39,99.35,62.8,60.39,11,18.91
S107612,23.64,70.52,87.32,53.83,78.6,14,26.63
S107613,19.16,70.23,59.09,39.66,100.0,24,35.72
S107614,40.81,51.06,71.9,47.21,55.19,12,49.65
S107615,46.48,83.39,42.81,44.11,80.25,184,22.32
S107616,32.97,61.71,100.0,72.62,75.2,7,62.6
S107617,30.63,60.12,66.17,52.98,62.37,157,49.31
S107618,48.69,59.44,74.37,76.36,76.2,52,51.34
S107619,33.44,54.21,50.04,57.68,99.35,14,40.54
S107620,34.47,74.02,46.82,18.24,83.41,60,31.48
S107621,48.55,83.42,72.22,37.71,89.41,158,66.04
S107622,32.17,69.83,95.66,62.62,96.03,177,45.64
S107623,29.77,42.35,56.35,58.17,85.8,35,45.36
S107624,41.52,54.59,49.33,29.08,74.48,89,70.66
S107625,29.31,63.28,69.88,24.02,81.51,5,38.88
S107626,33.84,51.53,91.2,60.93,63.9,55,77.95
S107627,24.45,61.02,54.78,77.08,80.86,21,66.92
S107628,36.48,61.73,61.0,35.11,81.83,28,55.11
S107629,35.54,69.77,78.39,67.97,99.76,50,69.65
S107630,42.74,48.18,80.11,55.32,75.14,196,72.64
S107631,41.86,78.7,60.45,23.71,75.14,139,29.17
S107632,39.41,94.91,82.55,49.26,57.27,39,75.31
S107633,38.15,91.44,73.46,86.11,89.73,52,82.67
S107634,34.41,61.24,65.26,24.77,57.96,166,61.68
S107635,39.88,80.03,79.44,70.02,72.53,7,54.53
S107636,26.1,78.25,77.23,55.23,69.35,120,28.11
S107637,16.21,69.35,48.25,48.87,93.36,15,37.26
S107638,44.3,72.66,88.74,64.63,87.32,26,81.08
S107639,40.39,80.25,70.53,32.85,90.62,20,16.85
S107640,33.98,83.25,87.01,34.61,94.18,64,33.86
S107641,43.6,57.82,65.83,31.76,70.41,21,50.41
S107642,29.15,81.22,68.96,28.94,66.98,49,35.81
