cgpa,backlogs,failed_subjects,family_income_lpa,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,wellness_score,screen_to_study_ratio,extracurricular_hours,next_semester_marks
5.53,0,1,8.3,4.04,42.44,66.02,0,93.04,42.44,71.36,49.03,58.8,64.22,3,87.79,2.31,0.83,6.98,5.85,5.07,1.12,1.0,45.8,6.41,44.26,62.13,2.19,16.1,29.68
6.86,1,0,16.4,8.47,81.82,62.69,4,74.61,29.57,81.18,57.81,51.09,99.57,56,94.19,1.71,0.54,20.29,6.77,6.56,0.14,2.59,67.32,5.57,72.7,60.16,3.84,0.09,57.55
8.22,0,0,1.0,7.69,75.13,53.05,2,64.01,41.46,71.14,100.0,33.33,57.34,79,62.7,3.28,2.36,13.26,6.82,8.48,0.56,2.79,51.23,4.41,52.14,55.99,2.58,9.32,60.36
9.53,1,0,7.7,5.69,51.9,62.61,1,53.46,33.39,79.23,48.24,28.97,84.15,66,82.76,1.35,0.65,12.64,6.38,8.22,2.13,1.24,42.28,4.11,53.68,67.41,6.1,5.1,31.59
7.43,1,0,6.7,7.2,71.22,72.5,2,37.48,44.13,56.54,70.11,37.98,70.13,12,76.71,5.22,0.04,12.24,5.38,4.02,0.58,4.64,80.91,5.64,63.88,44.31,0.77,6.25,33.03
3.54,2,1,13.9,7.01,72.28,84.13,0,87.12,29.36,95.0,71.38,77.11,54.74,2,79.6,1.57,0.07,22.61,4.94,7.07,0.09,4.59,80.46,4.29,44.34,28.49,4.51,2.59,59.12
6.16,0,0,1.9,8.34,74.82,72.03,2,46.71,39.59,80.35,81.89,38.01,68.02,66,81.8,2.91,2.41,19.38,6.11,1.15,3.34,5.98,27.03,5.92,41.58,58.91,0.4,0.7,62.57
8.23,0,0,4.7,5.37,51.56,42.26,0,74.75,50.0,74.39,93.31,34.14,60.14,52,72.0,1.75,6.1,10.99,7.63,3.01,4.64,5.03,52.4,1.99,35.44,59.27,1.72,1.06,53.91
8.0,1,1,4.4,8.27,78.18,65.41,2,82.46,41.56,57.46,82.4,53.41,76.42,127,65.71,4.13,3.55,15.34,7.91,1.71,2.49,3.61,22.81,7.95,67.2,73.0,0.41,3.62,73.6
8.0,1,1,7.8,6.52,63.24,67.17,0,64.8,31.43,61.31,48.66,41.28,72.95,8,69.02,4.36,5.67,19.6,5.52,4.43,0.14,5.67,13.57,4.12,81.39,65.31,1.02,0.49,52.94
6.38,0,0,17.1,7.3,73.31,58.77,0,63.67,33.14,87.78,98.72,31.7,91.6,71,88.72,2.19,4.03,22.31,6.35,6.11,2.0,4.66,49.39,5.57,51.19,55.76,2.79,1.24,82.87
5.88,0,0,8.9,6.89,69.18,44.55,1,66.08,34.76,68.39,60.86,16.32,33.1,68,97.69,1.88,2.98,8.4,7.13,5.74,0.17,5.14,61.34,1.35,60.05,58.6,3.05,1.46,47.42
4.75,1,0,12.1,5.26,54.99,48.32,4,55.52,29.03,52.89,79.71,15.91,81.04,153,67.48,0.58,0.63,4.75,5.28,6.49,0.62,5.2,18.37,4.83,83.21,60.35,11.2,5.97,13.28
8.81,1,0,6.0,9.83,88.81,79.55,3,77.36,47.61,70.08,55.22,64.04,100.0,43,99.25,4.24,1.17,15.24,7.98,3.86,5.69,3.84,39.08,3.27,55.66,71.87,0.91,0.7,67.72
8.45,0,0,2.0,6.42,63.07,76.18,1,84.31,35.16,90.82,76.59,66.47,84.34,14,70.57,3.83,0.45,18.0,8.14,7.47,0.48,2.12,23.2,2.11,83.16,77.48,1.95,0.29,62.5
8.03,1,0,7.1,6.66,64.24,87.87,3,56.43,31.93,62.66,68.62,54.55,92.54,393,83.76,3.25,8.0,21.29,6.06,8.89,1.4,4.77,29.62,5.08,70.95,71.72,2.74,3.01,56.66
8.41,2,0,6.1,5.94,57.58,85.89,3,48.32,34.58,72.94,77.47,52.87,78.26,64,60.99,5.57,3.51,28.49,8.67,8.35,0.27,3.55,12.38,5.9,54.22,77.02,1.5,2.9,50.49
8.54,0,1,1.6,5.61,53.85,79.39,3,86.07,38.6,90.36,100.0,70.68,61.65,41,59.56,3.12,0.24,12.32,7.96,6.32,0.77,6.33,7.22,7.99,55.24,71.63,2.02,1.5,49.11
7.45,3,0,2.3,9.34,92.3,73.49,2,85.97,27.5,83.63,82.09,57.75,75.1,77,87.93,1.63,0.19,13.11,5.72,1.75,0.06,6.16,7.52,3.3,18.97,67.96,1.07,0.54,60.43
7.8,2,1,7.2,6.47,57.03,80.61,1,58.07,39.98,89.8,36.48,52.6,73.42,118,69.7,1.32,2.97,12.1,5.91,4.63,1.01,5.56,70.35,1.79,59.63,42.45,3.5,0.21,50.12
5.92,1,2,3.4,6.18,61.94,56.9,2,81.31,28.98,67.16,64.25,42.76,84.36,107,75.77,2.95,1.29,6.33,5.01,9.16,2.7,9.38,95.88,5.66,30.59,20.28,3.11,1.27,34.62
5.5,0,0,1.5,6.24,59.95,53.2,2,80.89,43.11,73.71,54.65,44.16,78.65,34,83.15,4.5,2.59,19.32,7.0,7.34,1.33,7.75,40.05,5.28,37.2,54.73,1.63,0.67,50.33
7.39,2,0,8.6,6.65,64.52,61.33,2,80.16,36.73,77.11,55.14,47.63,84.45,68,65.35,3.85,2.27,14.8,4.18,7.3,8.0,7.6,63.6,6.79,83.61,27.45,1.9,5.24,45.94
7.12,2,0,7.5,6.02,66.2,81.43,2,50.2,37.95,77.11,61.99,47.1,100.0,194,80.12,1.81,3.69,13.67,4.31,6.31,1.24,6.59,0.0,2.51,60.99,61.28,3.49,11.38,43.53
6.28,0,0,3.3,4.98,49.56,58.29,1,68.88,35.66,76.62,86.4,45.0,97.2,55,92.69,5.41,1.59,8.74,7.34,3.16,3.16,8.96,64.64,6.69,76.77,35.61,0.58,6.86,37.8
7.37,0,1,1.0,8.53,86.0,47.89,3,66.92,24.21,83.96,71.58,25.33,67.42,211,63.95,1.21,2.52,14.28,8.23,6.51,0.85,6.71,38.59,2.63,69.06,64.22,2.84,5.54,48.71
5.87,1,0,6.3,8.15,71.64,58.58,1,54.7,36.24,49.49,48.99,30.98,89.2,214,63.93,4.64,2.61,20.33,4.84,4.53,0.81,6.39,51.31,4.79,50.15,45.4,0.98,1.34,51.94
7.79,0,0,1.4,6.41,63.8,65.59,2,100.0,32.63,84.18,81.97,59.86,90.36,87,45.36,3.72,2.12,19.37,7.01,4.74,0.12,8.38,58.94,7.83,84.79,39.66,1.27,19.04,68.47
7.26,1,1,1.0,6.8,65.19,82.71,2,51.53,25.76,62.04,94.0,48.72,97.19,130,77.8,5.93,1.85,12.82,5.04,7.12,0.0,7.89,28.48,3.72,55.76,48.54,1.2,6.24,38.39
7.39,0,0,6.3,7.46,74.95,71.91,1,84.8,35.07,80.8,71.04,63.86,100.0,138,87.54,5.18,1.14,13.27,5.54,9.2,4.08,4.7,93.63,3.97,36.22,30.75,1.78,6.97,60.97
8.46,1,1,4.7,7.24,74.0,59.92,2,60.84,23.82,46.57,39.38,29.34,84.5,348,66.85,2.01,0.69,23.53,6.29,7.22,1.05,2.5,31.05,8.59,83.06,71.78,3.59,1.96,46.29
4.1,2,0,1.2,9.59,87.4,64.32,2,88.04,27.59,65.49,32.57,54.61,72.39,13,52.72,4.85,0.85,5.26,4.53,3.2,3.1,5.87,44.15,1.58,62.61,43.76,0.66,0.61,46.76
4.91,1,1,6.5,8.71,83.71,72.51,5,71.94,36.6,59.1,45.32,50.25,35.61,36,84.66,5.83,1.18,20.01,6.69,7.48,0.3,2.06,60.54,7.02,100.0,57.62,1.28,12.09,47.03
8.86,0,0,5.2,8.63,80.96,51.63,1,81.97,40.06,65.12,63.73,41.06,88.93,221,61.86,1.6,0.24,14.57,6.28,4.98,4.17,8.95,35.49,7.75,62.14,51.11,3.12,1.59,63.59
6.91,1,0,13.3,6.68,59.88,74.67,1,45.0,35.89,64.92,36.65,45.62,66.41,201,66.72,1.38,0.92,16.7,7.82,3.36,0.94,6.58,52.69,4.91,36.69,42.73,2.44,3.45,41.69
6.76,0,1,4.8,6.74,62.46,66.77,0,92.53,27.59,62.81,61.14,60.23,68.76,58,77.46,3.59,2.61,25.74,7.51,5.45,1.45,6.51,23.82,4.14,94.03,64.28,1.52,0.33,54.11
5.82,1,0,4.0,8.8,78.76,90.1,1,79.53,39.33,53.95,28.13,77.42,77.33,139,82.89,2.35,2.51,17.84,4.1,8.27,2.38,2.22,53.49,3.66,83.64,55.78,3.52,2.19,71.09
10.0,1,1,21.4,8.89,78.48,64.83,2,74.9,29.22,86.19,64.74,50.85,72.77,80,77.73,3.28,0.91,4.87,5.32,6.91,0.33,6.93,79.45,4.04,52.17,39.02,2.1,7.06,45.96
5.66,1,0,4.0,7.91,74.4,51.02,3,54.17,36.18,74.3,66.84,22.58,91.42,71,69.44,2.66,4.89,14.3,5.63,4.55,0.59,8.24,57.95,5.64,42.59,35.87,1.71,0.19,48.07
5.68,0,0,1.4,7.92,80.13,74.1,0,83.45,39.54,56.1,49.04,61.26,81.85,304,80.97,3.71,0.63,10.08,7.87,2.23,0.02,2.66,59.46,4.96,68.23,63.97,0.6,1.86,60.34
5.06,1,0,12.9,7.68,74.34,44.18,0,56.92,39.3,83.99,46.11,17.28,100.0,162,68.2,3.22,1.84,25.36,7.0,4.84,1.83,5.15,20.6,6.15,50.94,63.72,1.5,4.9,69.06
6.81,1,0,1.5,9.27,87.92,46.82,0,86.43,37.04,74.54,73.88,41.11,82.92,1,88.41,4.72,0.43,23.55,6.36,4.35,3.92,6.59,82.82,4.42,63.27,33.54,0.92,10.38,66.0
4.18,0,0,2.3,6.12,60.69,75.67,0,49.55,34.14,94.69,58.43,45.67,70.73,15,93.93,4.01,0.06,12.78,7.27,6.2,1.06,6.62,29.72,2.18,84.91,63.61,1.55,1.02,36.87
7.62,1,0,11.6,5.06,51.49,90.35,3,43.97,34.42,78.39,56.17,58.97,51.41,324,62.89,1.96,0.04,19.38,6.29,7.55,3.81,4.92,97.8,5.33,68.97,28.25,3.85,4.35,52.45
9.06,1,1,6.3,5.18,52.69,66.76,2,94.22,41.51,71.15,58.25,59.97,66.75,56,56.52,4.65,0.63,10.89,5.99,7.85,2.77,1.42,67.02,6.55,48.85,62.51,1.69,10.7,28.62
6.36,0,0,1.8,8.67,79.1,67.63,1,75.36,37.82,65.97,63.75,51.3,61.46,17,83.72,1.57,1.7,19.28,8.11,5.9,0.7,3.08,60.79,3.07,84.97,62.45,3.75,9.53,65.95
5.56,0,0,1.0,6.84,65.0,58.23,2,76.35,28.61,66.77,57.81,42.22,97.12,8,69.85,3.18,2.19,6.09,7.14,5.56,0.31,4.09,33.62,6.57,54.33,68.47,1.75,3.49,55.54
8.51,0,0,5.4,8.6,85.45,72.66,1,89.83,50.0,72.1,69.19,64.08,85.76,11,87.5,4.06,3.19,16.05,7.29,8.33,1.11,9.24,39.66,8.1,93.89,50.37,2.05,0.83,93.54
6.67,1,0,6.4,6.17,58.86,56.26,0,70.37,26.12,37.31,51.85,35.44,100.0,32,73.93,1.71,0.43,10.55,7.68,10.7,0.76,5.24,81.54,3.38,62.29,42.08,6.26,1.18,14.99
9.38,1,0,13.2,7.42,70.78,56.06,2,51.61,29.21,69.83,68.02,24.5,93.87,78,83.0,2.78,2.39,21.9,5.52,5.1,2.1,7.42,68.21,6.68,44.49,31.98,1.83,9.99,56.65
6.48,0,0,6.6,7.36,70.62,56.83,5,45.53,44.9,76.59,49.97,23.89,100.0,13,92.0,3.68,3.62,6.1,6.26,6.26,0.16,6.08,59.8,4.41,77.77,41.36,1.7,1.45,35.67
6.81,0,0,12.2,8.04,74.29,46.53,1,78.82,30.32,65.43,77.28,35.72,53.04,28,97.0,2.63,2.62,22.71,5.82,5.46,0.46,4.69,88.28,7.07,57.73,36.16,2.08,4.75,69.05
6.49,0,1,2.4,7.05,66.82,55.97,1,57.39,39.21,76.67,50.7,33.59,57.29,35,88.71,3.96,0.57,19.25,6.42,3.04,1.66,4.96,35.74,3.57,62.24,65.1,0.77,9.31,51.42
9.35,1,0,2.3,6.89,64.45,75.41,1,49.51,28.59,84.45,29.85,44.2,72.98,111,91.68,3.4,0.93,11.27,6.42,4.52,0.56,10.0,90.7,5.73,62.12,34.36,1.33,2.81,29.26
7.49,2,0,2.1,6.65,65.7,52.42,0,81.21,39.07,63.94,66.42,41.24,75.44,56,72.35,3.85,2.93,16.35,7.69,7.9,1.25,2.94,73.48,7.95,64.28,52.09,2.05,1.43,51.05
8.02,0,0,8.7,5.93,52.76,67.28,1,61.91,28.5,84.07,87.71,38.96,98.47,5,65.0,3.78,1.8,11.67,7.11,4.4,0.18,8.97,47.76,5.1,50.95,52.31,1.16,2.74,53.06
8.8,1,0,1.8,7.14,73.0,76.2,3,75.91,33.47,78.8,56.2,56.72,84.34,198,67.41,3.58,3.75,14.35,6.38,9.88,0.85,4.33,16.27,8.26,65.04,69.16,2.76,4.26,50.95
8.69,1,0,24.6,6.0,57.22,86.77,1,64.53,38.17,76.17,82.75,56.18,65.65,12,69.54,4.76,1.42,29.98,6.53,5.21,2.24,3.95,15.21,6.62,57.1,69.1,1.09,2.1,56.92
7.07,1,0,11.8,5.68,57.0,43.76,2,91.21,26.31,57.23,89.43,35.22,90.37,20,96.0,2.76,1.79,28.36,5.61,5.22,0.42,7.02,23.36,1.0,39.33,58.06,1.89,1.25,37.35
7.89,0,0,3.9,8.23,83.04,51.6,2,89.55,25.32,70.88,72.63,45.21,87.61,227,54.62,5.12,3.66,17.57,5.0,6.53,0.72,4.15,66.55,7.08,54.57,40.75,1.28,6.51,74.2
6.02,1,0,2.3,5.72,48.6,68.13,2,66.4,43.49,52.1,52.11,52.18,100.0,34,82.3,5.53,7.14,14.72,5.6,5.58,3.2,4.51,6.69,6.38,53.81,67.8,1.01,2.94,36.14
3.98,1,1,2.0,6.34,66.15,44.8,3,55.13,25.23,74.38,48.23,13.85,45.89,276,60.9,2.87,0.76,21.67,3.86,8.18,0.79,5.58,75.62,5.29,48.05,38.0,2.85,9.2,27.46
8.58,1,1,3.3,8.4,73.0,87.01,4,66.14,32.76,79.76,73.08,65.45,100.0,21,76.74,3.02,2.38,20.53,4.0,10.13,1.07,7.56,26.48,6.25,65.27,51.09,3.35,3.68,63.62
8.39,1,0,3.1,5.88,60.26,84.38,1,85.66,33.37,31.22,66.12,76.01,71.61,1,39.22,1.33,0.05,17.89,8.21,5.62,4.36,7.24,53.27,2.72,61.29,46.48,4.22,14.97,39.6
6.61,0,0,23.9,8.32,77.06,79.95,2,67.68,40.98,63.24,53.49,59.74,87.14,23,85.0,3.64,0.88,12.06,6.69,6.0,2.67,7.59,77.95,8.08,58.77,37.57,1.65,0.47,65.69
7.76,0,0,1.0,9.08,86.7,87.44,1,47.57,24.72,64.19,46.76,54.09,68.57,66,84.63,4.16,3.7,22.33,9.05,6.01,0.06,4.75,46.24,5.6,52.4,58.51,1.44,0.91,61.99
5.34,0,0,7.1,8.04,81.01,68.57,3,75.59,40.63,96.21,67.29,56.57,60.09,60,74.37,2.57,0.62,10.26,4.9,5.81,3.92,5.85,46.46,5.19,37.53,47.97,2.27,6.21,60.37
8.45,1,0,13.2,5.46,56.0,75.86,1,60.82,33.53,94.38,25.99,46.42,77.42,28,69.19,1.2,4.56,11.59,6.53,7.53,1.35,8.08,39.46,10.0,70.99,51.07,6.26,2.58,23.38
6.43,0,1,3.4,6.92,65.1,72.73,1,49.84,48.79,78.1,46.76,38.32,85.77,16,57.24,3.91,5.18,5.57,7.52,4.29,0.34,7.37,49.02,3.6,72.54,50.28,1.1,1.72,46.56
4.65,0,0,1.0,6.55,61.92,47.31,0,52.14,41.24,60.61,74.5,15.63,55.89,20,69.0,2.93,2.51,20.32,6.46,8.63,1.63,1.49,37.74,6.14,47.14,67.68,2.94,13.07,56.02
6.3,0,0,2.2,8.71,81.59,63.64,0,69.8,33.78,74.32,49.39,40.81,52.42,161,66.56,5.12,1.08,19.59,7.16,5.91,1.21,5.89,68.55,1.13,45.81,51.44,1.15,8.04,76.96
4.14,0,0,1.3,6.54,75.3,82.55,1,71.88,34.66,59.53,72.52,65.92,99.01,11,65.91,2.39,0.32,12.24,5.5,3.37,0.96,4.53,41.91,7.22,80.07,62.56,1.41,1.64,55.88
8.24,1,1,8.0,8.63,75.0,77.39,3,56.62,26.05,63.69,70.53,55.74,70.29,45,65.33,0.0,1.68,13.55,7.05,3.47,2.07,4.85,16.98,6.66,69.4,67.96,13.86,9.63,48.49
5.12,0,0,9.7,7.19,68.34,68.87,0,52.96,43.33,39.68,94.23,35.43,66.89,12,46.0,1.38,6.68,16.14,5.27,5.49,5.9,5.04,34.6,7.08,73.0,55.9,3.98,3.82,52.79
5.99,0,0,1.0,6.26,58.36,76.36,2,68.24,26.74,58.67,78.84,55.79,72.01,51,64.4,3.81,1.89,16.67,6.02,6.51,0.75,4.47,32.49,3.7,79.91,67.7,1.1,4.4,57.56
4.23,0,1,4.0,5.15,45.26,84.73,2,78.02,29.56,58.07,62.52,68.38,90.35,41,67.56,1.47,1.62,13.11,6.14,2.42,1.97,6.88,49.04,4.91,78.46,52.67,1.65,5.66,36.95
6.74,1,1,15.0,8.3,76.6,80.51,0,81.44,34.73,82.09,64.19,64.3,60.27,2,75.6,1.72,1.39,5.73,3.88,3.28,0.51,4.92,62.75,5.72,50.45,49.7,1.9,5.44,53.74
6.49,0,0,4.1,7.03,67.0,74.78,1,48.23,37.4,73.29,60.27,47.32,96.43,23,72.25,2.76,1.09,14.37,4.04,5.95,0.23,3.73,16.98,6.51,50.44,61.7,2.15,0.84,43.91
7.29,0,1,1.2,4.29,41.65,68.32,1,57.65,38.9,58.05,50.79,38.72,99.56,137,52.87,3.77,0.0,12.87,4.79,6.03,0.78,8.67,28.73,5.53,76.59,51.4,1.6,7.93,27.43
6.64,1,0,1.2,3.77,37.81,91.29,2,80.23,50.0,82.43,97.35,79.74,77.16,19,72.85,7.2,0.87,12.71,4.78,2.53,5.62,5.97,36.99,4.99,60.49,52.59,0.35,9.4,33.35
5.95,0,0,2.5,7.56,74.66,69.29,3,57.2,37.87,53.69,81.18,35.85,66.57,109,74.46,1.75,2.35,22.16,5.14,2.02,0.12,4.09,56.12,3.48,100.0,45.71,1.16,9.29,54.15
6.18,0,0,9.1,7.27,64.84,77.14,0,67.38,44.73,79.93,30.21,53.69,91.31,83,83.18,1.92,2.56,16.45,6.89,6.25,0.36,7.68,45.43,5.01,66.03,47.2,3.26,0.57,65.89
6.37,3,0,18.7,8.27,77.17,51.12,2,50.41,36.28,78.32,56.29,18.73,72.61,149,74.29,1.18,6.36,6.45,4.5,11.04,1.17,5.21,70.65,6.0,55.14,35.45,9.39,4.6,38.87
5.99,0,0,2.5,7.72,73.87,75.02,4,82.35,41.84,77.82,65.32,65.82,100.0,169,68.45,3.26,0.5,19.35,6.94,5.82,2.22,5.3,21.08,1.91,53.35,64.59,1.79,3.09,77.13
4.7,0,0,2.1,6.79,70.83,91.79,1,73.57,32.55,76.61,50.04,71.48,84.53,34,83.8,3.88,1.22,3.19,6.04,3.33,1.72,7.09,51.26,10.0,53.28,50.46,0.86,1.39,65.68
6.96,2,0,1.0,7.28,72.1,80.31,3,75.99,39.63,41.98,60.58,67.94,86.52,11,84.45,4.54,1.22,28.08,6.87,8.89,0.25,4.81,34.69,3.98,85.05,65.05,1.96,5.34,58.0
6.33,0,1,2.8,7.52,70.69,87.26,2,69.4,19.81,51.29,54.66,67.01,53.83,19,84.0,2.61,0.01,2.27,4.09,3.81,0.15,6.38,58.06,3.18,53.01,44.87,1.46,1.22,34.13
4.78,0,0,5.2,7.59,76.7,57.3,2,70.97,18.27,51.63,41.95,38.56,92.08,12,68.7,2.79,0.73,18.48,5.26,4.52,1.56,6.4,43.52,8.84,68.52,51.71,1.62,1.8,49.17
8.8,0,0,16.3,7.49,63.27,49.48,6,64.38,29.47,54.22,53.45,24.98,96.79,0,53.41,3.23,0.33,21.45,4.98,9.26,6.99,7.37,42.67,9.13,57.9,44.12,2.86,6.83,39.24
6.32,1,0,1.3,7.11,66.18,96.24,1,88.35,39.79,57.51,69.3,88.7,76.72,3,72.53,2.16,0.91,15.99,4.54,8.25,0.2,6.1,51.16,6.2,52.17,48.3,3.82,3.58,51.04
6.4,2,0,1.7,6.59,59.3,66.94,3,89.13,45.54,72.9,79.9,59.19,100.0,136,81.32,4.04,1.53,15.12,4.2,7.88,1.2,6.5,82.99,1.94,70.42,29.71,1.95,1.71,36.28
10.0,1,1,6.6,4.64,43.0,62.44,3,73.97,27.95,78.42,59.18,45.19,65.75,17,89.0,1.83,1.53,11.57,4.7,2.9,1.78,3.42,25.22,2.6,87.46,61.85,1.59,2.75,15.78
5.48,2,0,7.7,9.54,87.6,98.85,2,69.27,35.88,81.07,57.79,75.84,59.89,84,75.17,2.45,0.78,13.35,7.53,9.46,1.57,7.2,5.07,1.63,49.7,73.88,3.86,4.03,59.29
9.29,2,0,1.0,5.71,56.16,68.46,1,66.22,50.0,72.55,64.68,44.58,77.83,20,76.02,5.74,0.07,21.0,6.98,5.67,0.03,4.05,22.66,7.34,40.52,66.65,0.99,0.3,42.48
6.7,2,0,1.4,9.67,89.19,65.96,1,68.95,26.39,90.42,55.42,45.39,59.46,30,78.21,3.51,0.4,15.19,5.35,1.43,0.24,5.85,42.6,6.37,73.83,53.74,0.41,0.46,73.68
5.26,0,0,1.0,8.24,68.98,68.53,3,55.79,39.85,84.44,59.24,42.61,87.96,16,58.51,1.64,0.36,24.51,4.8,5.79,1.45,5.38,15.25,6.34,81.88,64.42,3.53,6.63,76.25
6.87,0,1,2.4,6.35,60.95,52.01,0,70.07,30.27,100.0,86.41,33.35,90.62,15,86.66,7.04,1.58,27.23,3.77,8.39,0.15,2.25,40.18,5.56,65.68,61.62,1.19,1.52,65.77
8.77,2,1,6.7,3.55,35.0,57.33,1,94.14,29.07,81.17,74.11,52.2,92.11,91,64.96,2.41,0.37,15.17,6.49,7.78,3.92,9.71,42.92,7.21,48.69,30.73,3.23,3.08,25.86
6.49,0,0,8.5,9.42,92.92,76.72,2,64.69,29.98,46.41,78.1,61.5,100.0,2,68.41,2.34,0.5,25.99,9.21,4.7,2.02,5.7,52.62,6.37,44.51,55.68,2.0,1.33,72.39
8.09,1,0,5.7,6.32,61.17,80.17,2,86.84,32.36,51.89,40.86,71.22,48.69,0,83.5,2.95,0.12,16.06,6.3,7.22,1.25,7.64,26.59,5.46,67.09,54.43,2.45,1.81,27.0
6.38,0,1,10.4,7.15,65.55,71.78,0,86.24,50.0,60.11,63.66,63.98,83.17,73,82.06,2.49,0.15,19.73,7.42,3.35,4.78,4.32,65.26,5.49,66.3,40.31,1.34,0.33,58.36
7.84,2,0,2.7,7.0,70.23,74.2,2,83.77,33.6,60.75,73.83,65.01,83.06,74,75.8,4.5,2.34,39.16,7.13,4.66,0.91,5.21,54.75,9.01,18.49,62.58,1.03,2.91,56.31
7.31,2,1,1.0,10.0,99.55,70.48,0,48.05,39.07,74.27,51.78,41.73,80.99,79,73.36,3.88,0.89,14.86,4.03,8.2,1.03,1.0,25.41,3.5,67.8,71.96,2.11,0.92,67.0
7.33,2,0,1.4,7.9,69.26,83.68,1,58.13,33.64,60.42,90.18,55.82,72.38,9,89.2,2.69,3.2,21.83,6.97,3.77,0.95,7.1,17.3,5.39,58.27,63.71,1.4,3.84,49.5
5.69,0,1,8.2,8.23,85.71,38.37,2,78.79,35.71,98.08,70.63,20.93,92.48,63,77.12,3.58,0.37,25.01,5.04,8.72,5.57,4.39,18.98,4.57,100.0,64.23,2.43,5.8,64.53
9.39,1,1,10.9,7.3,66.67,83.99,2,44.72,37.86,64.6,76.52,50.3,100.0,125,55.29,2.52,0.49,21.68,5.47,3.28,7.79,4.76,28.68,5.14,58.38,64.02,1.3,2.27,60.76
5.71,0,1,19.4,8.34,77.4,69.34,2,68.29,42.92,71.6,70.59,52.08,64.47,81,87.3,4.36,0.53,11.45,6.63,3.65,1.99,6.24,16.54,9.24,52.6,62.82,0.84,3.93,62.3
7.54,0,0,12.2,8.48,80.43,70.4,3,84.85,36.13,60.03,58.75,58.17,91.94,33,89.24,4.58,0.65,9.24,6.37,10.65,0.98,8.76,71.59,7.13,75.71,34.56,2.32,7.55,65.42
7.92,1,0,1.3,7.91,78.15,45.76,4,75.0,30.44,58.51,59.26,29.73,74.55,188,57.52,4.55,1.21,11.33,6.14,3.4,4.16,5.79,28.71,7.37,64.11,61.0,0.75,0.44,42.16
6.72,1,0,6.3,6.7,64.36,68.21,2,78.87,22.89,76.17,65.38,52.78,61.17,61,69.5,0.15,0.34,12.76,7.09,6.68,2.75,6.92,56.14,5.83,48.85,45.63,26.71,18.16,33.77
8.04,0,0,1.1,5.34,52.0,65.78,0,55.87,38.87,47.46,70.02,33.79,81.36,386,90.08,1.15,7.13,26.21,5.73,4.52,1.8,8.69,33.04,5.61,72.07,50.29,3.92,3.95,69.04
5.76,0,0,4.1,6.95,67.66,70.13,0,71.05,39.87,71.32,60.01,51.48,56.52,55,65.2,4.0,1.89,4.4,4.52,6.51,1.73,5.4,66.2,7.43,49.91,41.46,1.96,4.68,42.41
4.18,2,0,48.8,5.69,47.7,69.68,2,58.61,30.07,63.16,64.45,45.79,72.18,79,74.32,3.79,4.16,14.47,6.16,5.81,0.87,4.33,37.85,6.38,51.4,61.5,1.53,1.61,34.7
5.46,0,0,8.1,6.49,61.2,54.98,2,80.85,39.8,70.29,62.11,43.66,77.78,15,80.0,3.28,1.12,24.67,5.36,8.51,0.18,3.24,10.89,6.74,47.9,70.53,2.59,1.53,47.21
9.32,1,0,1.0,7.68,79.72,50.54,3,52.01,39.48,87.76,51.13,16.86,87.58,111,92.26,5.58,0.14,22.47,5.69,5.9,0.52,1.0,38.61,7.31,73.85,74.97,1.06,4.38,48.73
8.69,0,0,9.0,7.13,74.51,65.99,0,88.88,28.57,41.11,78.55,54.18,73.17,27,94.45,6.03,1.22,13.44,7.24,7.67,0.7,8.97,37.54,4.85,34.79,47.34,1.27,3.62,51.45
8.4,1,0,2.9,4.23,38.46,67.21,2,59.04,50.0,68.58,49.61,41.91,56.72,172,67.23,2.66,3.65,14.29,6.41,1.06,0.06,5.48,33.47,4.66,68.46,58.03,0.4,1.99,26.26
6.88,0,1,2.5,6.29,58.95,76.93,1,60.72,34.47,69.83,70.74,50.95,93.19,4,78.1,3.45,2.46,19.84,6.3,9.16,0.81,6.16,31.05,2.71,87.02,63.05,2.65,2.31,44.93
8.43,0,1,1.0,8.34,73.94,74.3,0,80.26,44.05,84.92,61.63,59.77,100.0,60,80.0,5.51,1.32,25.79,7.93,10.31,1.88,6.87,31.01,7.75,63.2,61.5,1.87,1.6,72.45
5.86,0,0,1.0,8.01,73.78,71.05,2,79.79,26.57,69.84,44.34,56.83,66.56,80,74.0,1.73,1.26,20.47,5.37,5.33,1.65,1.0,50.77,1.69,52.23,61.79,3.09,9.34,59.77
5.1,0,0,4.8,6.16,56.88,49.64,3,52.29,32.71,63.26,56.4,21.36,85.79,180,75.8,4.1,0.41,19.13,7.84,10.61,2.63,4.31,71.77,4.19,45.12,53.89,2.59,7.81,36.83
4.82,0,0,11.9,5.05,52.02,51.25,0,80.35,41.52,71.46,88.6,38.71,76.93,24,55.45,4.01,0.63,11.92,5.98,5.49,0.27,5.71,47.77,1.35,76.12,52.31,1.37,0.02,54.57
