student_id,enrollment_date,family_income_lpa,cgpa,backlogs,failed_subjects,at_risk_flag,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,gym_frequency,wellness_score,screen_to_study_ratio,extracurricular_hours,survey_date,resume_score,communication_skills,aptitude_score,mock_interview_score,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,hackathons_participated,preferred_domain,career_goal,submitted_at
S107318,2021-10-18,4.1,6.65,0,1,1,7.46,75.04,78.71,1,67.53,Good,46.04,66.33,54.77,59.97,100.0,96,73.68,74.33,0.17,6.55,20.41,2024-01-29 00:00:00,5.75,3.17,4.24,7.18,52.07,4.65,52.55,2,41.12,12.68,2.94,2024-04-04,72.41,61.62,42.0,61.67,3,1,1,7.99,23.3,0,AI/ML,Job,2023-12-03 00:00:00
S107319,2022-05-16,12.3,5.52,1,0,1,4.65,36.19,73.48,4,51.49,At_Risk,39.27,72.85,70.52,43.81,81.0,5,22.24,72.02,0.64,2.76,21.45,2024-02-23 00:00:00,5.25,7.04,2.53,4.47,70.83,3.09,60.97,1,42.99,10.98,0.44,2024-02-24,59.31,56.71,39.37,57.22,2,2,6,1.48,42.4,3,Core Engineering,Job,2024-03-02 00:00:00
S107320,2021-09-30,9.2,8.56,1,0,1,7.83,73.19,61.72,0,87.38,Average,23.96,69.95,33.74,48.19,62.41,21,66.56,67.6,2.27,5.14,22.8,2024-04-11 00:00:00,6.57,7.37,1.32,8.13,75.75,4.93,57.37,1,34.2,3.25,0.74,2024-03-20,100.0,43.76,87.42,23.71,1,0,7,4.47,18.95,1,AI/ML,Higher Studies,2024-02-08 00:00:00
S107321,2023-06-16,3.4,4.96,0,0,1,6.85,70.58,69.58,1,75.72,At_Risk,28.46,57.62,50.31,58.69,66.28,3,42.24,64.52,5.17,3.08,14.51,2024-01-30 00:00:00,6.47,4.15,0.05,4.91,44.26,3.49,66.46,0,56.62,0.8,1.53,2024-02-09,65.7,58.94,62.6,70.68,0,0,3,7.2,17.84,0,Product/Management,Job,2023-02-11 00:00:00
S107322,2021-12-13,3.0,7.62,1,0,0,6.41,58.83,56.36,5,49.99,At_Risk,30.49,62.99,41.69,24.92,98.98,65,34.12,62.15,0.84,0.37,8.89,2024-05-22 00:00:00,6.26,8.39,0.84,6.41,52.4,4.68,63.93,1,50.6,9.95,0.87,2024-04-13,34.72,47.79,45.27,33.12,1,0,3,8.7,52.06,0,Product/Management,Higher Studies,2024-01-17 00:00:00
S107323,2022-12-19,1.0,7.95,2,0,0,7.32,75.71,65.41,0,82.18,At_Risk,30.48,74.93,67.8,54.22,52.01,135,34.42,70.24,5.26,0.53,2.02,2024-04-23 00:00:00,7.93,8.48,2.78,5.69,39.27,9.65,100.0,0,61.22,1.61,8.23,2024-04-16,85.34,81.15,68.34,90.96,1,1,2,2.35,59.89,2,AI/ML,Higher Studies,2024-03-30 00:00:00
S107324,2022-03-10,14.0,7.85,0,0,1,7.62,78.02,51.03,0,49.03,At_Risk,37.34,76.46,45.97,23.57,92.35,35,49.04,73.43,0.83,1.24,7.41,2024-08-05 00:00:00,4.88,5.61,1.45,7.96,15.88,5.29,53.08,4,54.0,6.79,2.86,2024-03-25,52.3,18.74,68.96,42.57,2,1,3,5.83,63.16,1,AI/ML,Job,2024-02-15 00:00:00
S107325,2023-05-03,1.0,4.48,0,0,1,7.92,74.98,73.53,3,86.82,At_Risk,27.19,100.0,56.64,65.71,55.88,9,42.15,66.06,2.04,2.82,15.82,2024-04-30 00:00:00,6.64,4.99,1.12,8.64,37.28,6.23,54.72,2,49.88,2.45,0.37,2024-04-24,81.1,34.27,72.92,57.25,5,1,8,0.51,39.93,1,Data Science,Job,2024-02-20 00:00:00
S107326,2022-11-10,18.6,7.55,1,0,1,8.53,78.78,72.82,1,69.27,Good,44.03,62.83,63.58,59.22,78.57,60,73.66,72.72,3.9,1.34,0.77,2024-01-26 17:27:48,7.68,8.59,0.11,5.37,58.21,3.96,70.09,1,59.3,2.2,3.24,2024-02-27,51.71,61.93,57.75,92.67,1,0,4,3.51,74.18,1,AI/ML,Job,2023-12-21 00:00:00
S107327,2021-08-30,1.2,5.79,1,0,1,7.53,70.39,82.74,3,87.66,Average,43.37,95.06,57.12,74.01,70.66,161,59.83,76.35,2.72,1.49,16.24,2024-03-17 00:00:00,5.65,8.51,0.69,4.8,76.75,4.4,52.1,1,40.91,3.12,1.91,2024-03-14,55.38,81.77,49.13,28.42,0,1,8,3.5,72.43,0,Data Science,Higher Studies,2024-03-22 00:00:00
S107328,2021-11-16,3.3,6.89,1,0,0,5.21,60.17,81.04,3,74.63,At_Risk,39.95,57.09,42.58,63.87,73.35,71,37.82,71.72,3.08,1.1,18.46,2024-03-17 00:00:00,6.49,7.79,0.19,3.04,54.31,2.25,62.69,1,57.88,2.53,5.28,2024-04-08,57.16,48.84,34.6,27.5,4,1,5,3.64,74.78,1,Web Development,Job,2024-02-16 00:00:00
S107329,2021-11-28,1.0,7.3,0,1,0,6.38,68.15,59.43,1,46.46,At_Risk,35.35,77.33,89.98,31.56,100.0,20,46.18,78.27,2.45,3.59,4.05,2024-02-26 00:00:00,7.18,9.62,0.52,6.19,57.54,5.4,56.01,1,44.51,3.92,0.19,2024-03-10,52.42,69.12,97.79,47.62,2,4,4,8.32,74.37,2,Cybersecurity,Job,2024-01-02 00:00:00
S107330,2022-02-07,7.7,5.69,1,0,0,10.0,95.5,73.03,3,59.99,Good,42.5,72.67,65.49,47.34,71.91,20,77.76,61.93,4.79,1.22,21.15,2024-11-03 00:00:00,7.01,7.13,1.19,4.21,60.94,6.82,58.98,1,55.17,1.49,4.64,2024-02-28,72.57,51.27,35.23,55.02,3,1,3,2.55,44.7,2,Data Science,Higher Studies,2024-02-20 06:29:19
S107331,2022-01-04,8.9,8.47,1,1,0,7.94,73.01,73.47,3,80.37,Average,32.79,68.11,90.12,61.43,95.64,33,55.96,70.16,3.49,0.89,12.05,2024-01-17 00:00:00,6.31,7.21,0.0,5.33,22.28,10.0,22.37,2,66.11,2.07,0.55,2024-06-03,50.1,93.29,40.94,65.58,1,1,7,3.76,61.92,1,AI/ML,Higher Studies,2024-04-12 00:00:00
S107332,2023-04-20,1.9,7.64,1,1,1,10.0,95.47,57.6,2,66.8,At_Risk,29.2,69.92,47.13,36.97,69.2,7,48.27,68.16,4.05,0.84,3.55,2024-03-15 00:00:00,4.59,5.47,0.59,8.67,32.96,2.72,45.13,1,43.49,1.35,2.75,2024-01-02,37.5,42.12,76.46,26.27,2,1,5,5.06,49.0,1,Web Development,Job,2023-11-14 00:00:00
S107333,2023-08-18,7.7,6.4,1,0,0,8.81,84.71,79.79,3,66.95,Average,44.52,60.66,57.63,60.87,83.93,62,58.06,50.83,5.45,3.56,3.15,2024-04-22 00:00:00,5.05,7.52,1.22,6.69,49.16,9.6,55.28,2,49.71,1.38,7.79,2024-02-24,42.83,85.32,56.66,48.27,2,2,5,9.27,50.88,1,Core Engineering,Job,2023-12-14 00:00:00
S107334,2022-07-31,5.3,4.65,0,0,1,7.31,64.5,63.89,2,61.44,Average,37.54,83.56,65.03,36.51,78.09,286,63.27,81.25,4.03,6.92,14.61,2024-03-21 00:00:00,6.32,7.25,0.68,4.39,30.21,3.91,27.22,4,64.12,1.8,5.66,2024-02-19,100.0,63.26,57.27,45.14,2,1,4,2.62,56.73,0,Core Engineering,Job,2024-01-29 00:00:00
S107335,2022-06-28,3.7,5.66,2,0,1,7.39,71.0,59.6,4,83.38,At_Risk,29.53,57.36,88.16,52.51,59.41,130,29.18,100.0,1.73,3.64,15.59,2024-02-13 00:00:00,5.88,11.17,1.9,4.6,30.18,1.65,71.13,2,64.54,6.46,1.53,2024-03-09,30.81,54.91,53.96,50.84,3,3,4,5.14,69.94,1,Core Engineering,Job,2024-03-05 00:00:00
S107336,2022-11-07,4.3,6.75,0,0,0,6.95,71.34,65.81,2,62.08,Average,31.66,74.76,90.01,38.55,59.75,63,55.67,62.25,3.4,1.61,14.9,2024-04-21 00:00:00,5.87,9.41,1.05,6.55,20.07,4.9,66.85,3,62.97,2.76,10.31,2024-03-30,68.48,30.83,33.6,57.7,3,0,5,2.5,31.47,3,Product/Management,Job,2023-11-30 00:00:00
S107337,2023-02-17,9.3,8.75,0,1,0,4.74,37.84,46.09,1,88.58,At_Risk,29.11,81.34,56.69,34.97,76.06,203,36.82,100.0,2.03,0.2,22.26,2024-04-09 00:00:00,5.56,5.44,4.92,6.58,51.76,4.73,42.74,3,52.55,2.68,3.18,2024-02-23,62.4,70.81,75.37,54.99,4,2,6,10.0,37.29,1,AI/ML,Job,2024-03-03 00:00:00
S107338,2022-07-14,1.0,5.19,0,0,0,7.02,70.03,44.99,2,59.98,At_Risk,50.0,90.76,51.97,20.18,74.09,69,46.8,82.25,0.27,1.83,15.43,2024-02-03 00:00:00,3.91,3.69,0.23,2.02,28.24,2.3,45.68,2,61.59,13.73,6.89,2024-04-20,50.46,66.65,54.47,67.85,7,1,6,6.39,82.99,0,AI/ML,Job,2023-12-18 00:00:00
S107339,2021-10-25,2.9,5.33,0,0,0,8.57,86.95,75.58,1,84.27,Good,35.03,84.58,63.55,67.65,90.15,128,78.07,67.1,4.06,0.71,10.94,2024-01-28 00:00:00,7.14,3.8,1.76,4.09,24.55,5.89,54.78,1,64.05,0.94,3.42,2024-01-02,38.64,76.41,53.18,42.72,4,2,3,6.29,59.16,1,AI/ML,Job,2024-02-16 00:00:00
S107340,2021-09-09,10.7,6.98,0,0,1,6.22,56.85,59.39,4,59.38,At_Risk,36.26,78.59,82.85,32.11,52.17,16,34.2,62.02,3.01,1.09,12.76,2024-02-26 00:00:00,4.85,6.505,1.25,5.34,30.76,1.12,71.05,2,64.78,2.12,7.95,2024-02-22,63.8,53.8,78.1,66.8,4,1,5,10.0,31.09,3,AI/ML,Job,2024-01-25 00:00:00
S107341,2022-03-23,8.6,9.24,0,0,0,7.54,78.36,52.1,2,66.14,At_Risk,40.77,60.43,65.81,25.98,67.57,17,49.36,67.43,2.73,2.35,22.57,2024-02-14 00:00:00,8.46,4.35,1.79,3.99,81.14,3.51,68.63,1,48.05,1.6,5.99,2024-02-02,54.17,52.28,28.7,58.28,7,0,4,6.85,46.56,2,AI/ML,Higher Studies,2023-11-27 00:00:00
S107342,2023-07-19,1.0,7.02,0,0,0,8.11,74.26,46.86,2,71.73,At_Risk,25.28,58.21,68.73,33.78,86.46,162,46.3,100.0,1.69,0.5,7.16,2024-01-31 00:00:00,10.0,4.34,0.22,3.31,53.87,4.92,62.25,3,68.28,2.57,7.64,2024-02-18,55.64,74.19,72.78,56.46,4,0,3,6.55,56.65,2,Product/Management,Job,2023-11-16 00:00:00
S107343,2022-04-21,2.6,7.26,0,0,0,5.82,57.0,51.48,2,50.26,At_Risk,43.77,52.92,82.7,19.56,76.26,21,41.2,58.59,5.34,1.65,16.11,2024-01-31 00:00:00,7.39,4.76,2.16,1.22,38.65,5.7,36.61,0,74.61,0.89,5.95,2024-02-10,17.95,68.89,93.75,47.17,4,0,1,4.16,66.47,3,Product/Management,Higher Studies,2024-01-10 00:00:00
S107344,2023-05-26,4.6,8.3,0,1,0,6.41,59.7,58.0,1,70.51,At_Risk,30.14,51.49,80.12,38.82,58.18,65,45.77,60.4,4.38,0.22,16.44,2024-01-20 00:00:00,6.94,6.29,2.34,2.9,4.63,3.52,51.09,2,86.41,1.44,1.67,2024-04-29,83.31,93.5,33.56,48.38,3,0,2,5.29,47.97,1,Product/Management,Job,2024-02-01 00:00:00
S107345,2022-10-03,2.1,7.4,1,1,1,5.68,52.7,42.09,0,67.79,Average,49.64,69.98,80.74,18.98,85.4,19,59.51,80.68,1.48,1.46,22.16,2024-05-29 00:00:00,5.43,3.38,2.57,7.65,49.71,3.21,46.48,3,44.61,2.28,10.53,2024-02-08,41.65,27.4,58.82,50.75,4,0,2,6.98,55.55,0,Data Science,Job,2024-03-27 00:00:00
S107346,2023-01-24,2.9,8.64,0,0,1,5.93,53.88,76.55,1,80.31,At_Risk,32.5,59.09,74.95,63.57,92.73,75,45.98,84.1,3.72,0.05,15.78,2024-05-27 00:00:00,4.95,3.4,0.89,8.63,60.09,8.13,73.02,1,33.19,0.91,4.5,2024-03-27,90.13,44.8,53.78,54.99,2,0,1,7.35,100.0,0,Core Engineering,Job,2024-12-03 00:00:00
S107347,2022-11-07,2.6,6.39,1,0,0,5.33,53.39,73.39,2,70.89,At_Risk,43.3,87.99,86.63,52.88,65.03,49,45.55,79.32,2.8,0.72,8.3,2024-03-31 00:00:00,5.74,7.92,0.48,3.63,52.89,7.24,83.89,3,55.54,2.83,0.24,2024-03-07,68.96,82.5,94.35,55.61,3,1,1,9.34,71.04,1,AI/ML,Job,2023-12-22 00:00:00
S107348,2021-09-01,3.2,6.65,0,0,1,5.83,58.77,57.65,0,91.4,At_Risk,15.03,61.32,45.56,51.41,94.5,136,45.22,91.69,3.88,0.26,16.35,2024-05-14 00:00:00,7.69,5.94,3.84,7.9,82.82,5.9,79.06,0,36.64,1.53,8.8,2024-10-03,59.76,42.63,52.84,57.83,2,1,8,9.98,54.64,2,AI/ML,Job,2024-03-25 00:00:00
S107349,2023-03-08,1.7,6.04,1,0,1,8.85,83.77,84.98,1,82.08,Good,25.6,71.41,100.0,73.4,71.06,117,71.41,68.78,5.86,5.35,20.04,2024-02-13 00:00:00,6.35,6.64,0.44,3.25,55.65,3.7,44.96,4,57.76,1.13,0.44,2024-03-09,32.58,57.46,34.49,48.34,3,0,3,4.1,59.11,2,Core Engineering,Higher Studies,2023-12-19 00:00:00
S107350,2023-03-29,7.7,4.52,1,1,1,5.81,49.75,58.73,0,88.72,At_Risk,32.65,66.03,81.97,49.43,74.66,22,33.43,55.1,2.5,1.65,15.98,2024-01-23 00:00:00,4.06,10.38,3.39,7.25,62.9,5.32,82.34,2,42.24,4.15,2.16,2024-04-23,24.13,55.62,60.12,63.48,1,2,1,3.78,78.8,1,Web Development,Higher Studies,2023-11-25 00:00:00
S107351,2021-02-09,1.9,4.74,0,0,1,7.16,69.67,67.51,2,83.55,At_Risk,18.75,48.94,62.44,56.58,72.01,57,38.47,84.85,2.17,0.05,22.67,2024-02-15 00:00:00,7.4,4.42,1.18,4.95,28.94,5.22,63.02,3,61.98,2.03,2.78,2024-03-16,60.79,66.35,91.46,71.74,3,0,3,5.04,32.5,0,Product/Management,Startup/Entrepreneurship,2024-02-15 00:00:00
S107352,2022-08-16,30.0,7.21,0,0,0,6.35,61.98,85.31,0,89.46,Average,39.81,86.34,82.76,77.64,95.21,316,66.39,82.64,2.36,0.39,5.85,2024-04-01 00:00:00,5.61,6.48,1.12,6.23,28.53,4.5,100.0,1,54.84,2.75,2.19,2024-02-24,43.12,80.32,55.56,47.66,0,1,4,4.74,54.81,2,Core Engineering,Job,2024-02-23 00:00:00
S107353,2022-07-12,5.3,5.19,0,0,0,8.53,80.19,63.49,1,78.77,Average,37.5,80.43,59.44,49.4,77.55,59,58.2,54.64,3.99,1.61,13.9,2024-01-25 00:00:00,7.43,11.67,1.15,7.9,37.94,9.81,49.42,3,53.66,2.92,5.57,2024-02-19,61.61,46.08,67.12,30.17,5,1,4,7.21,63.02,0,Product/Management,Job,2023-12-15 00:00:00
S107354,2021-11-22,3.8,8.85,1,0,0,8.7,90.16,78.4,3,53.12,Average,27.07,82.16,72.6,48.59,91.6,46,66.23,98.32,3.66,1.51,15.04,2024-05-02 00:00:00,6.31,10.74,0.01,6.44,66.84,6.64,75.5,3,41.01,2.93,0.21,2024-04-09,67.46,65.7,75.24,65.04,1,0,7,5.91,74.53,0,Data Science,Startup/Entrepreneurship,2023-12-07 00:00:00
S107355,2022-09-27,7.9,6.35,2,1,1,8.12,70.92,77.05,1,72.6,At_Risk,34.87,78.92,74.47,55.81,72.72,4,48.52,84.5,3.72,2.15,20.41,2024-10-04 00:00:00,5.22,9.71,3.88,8.12,26.61,7.48,75.95,0,55.04,2.61,5.15,2024-04-07,32.69,67.44,72.87,72.44,3,0,2,5.79,32.07,2,Data Science,Higher Studies,2024-01-05 00:00:00
S107356,2023-07-07,1.0,8.42,0,1,1,7.4,61.41,61.67,4,73.72,Average,41.45,58.61,78.79,39.9,85.39,69,55.16,92.29,2.93,1.06,21.3,2024-05-14 00:00:00,5.67,2.64,3.22,4.34,41.31,4.56,39.04,0,55.41,0.9,5.41,2024-02-08,59.66,62.92,74.26,46.23,4,1,5,0.0,74.61,0,Cybersecurity,Job,2023-12-28 00:00:00
S107357,2023-07-24,8.2,7.25,1,1,1,6.7,60.72,64.38,3,71.49,At_Risk,18.18,58.9,57.65,46.11,63.69,231,28.23,92.16,3.18,0.46,15.17,2024-02-22 17:29:40,7.32,4.92,1.05,8.53,65.19,5.8,77.63,2,43.94,1.55,0.11,2024-03-24,67.15,65.91,63.94,82.34,5,0,1,6.83,56.84,2,Core Engineering,Job,2023-12-04 00:00:00
S107358,2021-08-30,4.8,7.1,0,0,1,5.45,54.62,50.24,3,54.3,At_Risk,24.81,76.78,79.13,23.54,95.02,190,27.4,62.0,3.86,3.55,12.47,2024-03-26 00:00:00,5.52,6.83,1.68,7.86,66.86,3.81,36.52,1,36.54,1.77,0.62,2024-02-18,76.89,72.99,88.62,62.89,2,0,3,6.32,0.0,1,Core Engineering,Job,2024-04-07 00:00:00
S107359,2021-08-24,2.3,6.25,0,1,0,9.53,86.28,31.64,1,57.16,Average,32.32,93.14,57.93,0.0,75.4,56,67.67,81.84,1.54,0.84,16.32,2024-01-03 00:00:00,8.14,3.66,3.58,1.6,47.72,6.96,59.12,0,65.29,2.37,1.88,2024-02-14,70.36,95.39,49.74,83.67,2,0,4,10.0,82.0,1,Product/Management,Job,2024-03-11 00:00:00
S107360,2022-01-06,1.0,9.28,0,0,0,6.01,53.0,57.93,3,54.89,At_Risk,35.19,75.79,76.7,30.87,98.74,33,35.82,100.0,2.58,2.35,7.02,2024-04-24 00:00:00,5.22,3.94,0.37,5.42,57.52,4.9,74.21,0,46.26,1.53,3.18,2024-03-22,55.64,37.77,48.96,34.92,4,0,8,3.94,29.13,1,Product/Management,Startup/Entrepreneurship,2024-01-14 00:00:00
S107361,2021-07-16,1.0,6.76,0,1,1,7.86,78.5,71.09,0,90.4,Average,34.53,84.68,64.71,60.1,79.22,107,57.7,64.21,1.69,0.44,11.58,2024-03-20 00:00:00,8.28,10.05,1.17,5.3,51.56,5.98,49.41,2,60.65,5.95,0.7,2024-03-23,53.61,65.53,59.83,64.08,3,1,3,7.3,69.77,0,Core Engineering,Higher Studies,2024-02-07 00:00:00
S107362,2022-04-08,6.9,6.2,0,2,0,8.38,81.44,52.13,0,94.86,Average,42.11,62.11,35.82,44.7,81.44,65,57.96,61.0,3.22,0.49,18.99,2024-05-19 00:00:00,4.48,1.85,4.36,5.93,48.95,5.18,84.04,1,50.7,0.57,8.4,2024-03-10,49.24,68.85,81.84,69.39,1,0,6,4.46,44.61,1,AI/ML,Job,2023-11-04 00:00:00
S107363,2022-04-02,2.5,6.38,1,0,1,6.28,61.15,75.98,1,90.16,Average,38.82,86.47,53.21,69.25,100.0,65,62.5,84.12,2.98,4.84,17.48,2024-02-03 00:00:00,4.81,4.23,2.43,5.96,48.25,4.66,76.62,1,51.37,1.42,8.92,2024-02-21,58.43,72.07,28.5,63.17,4,1,5,3.77,31.59,0,Cybersecurity,Higher Studies,2024-01-22 00:00:00
S107364,2023-06-28,3.0,10.0,1,0,1,8.35,82.45,62.21,2,49.3,Average,40.57,63.71,78.57,31.25,91.18,137,65.64,77.54,1.84,0.74,10.36,2024-02-20 00:00:00,7.12,4.73,1.83,6.17,66.1,2.99,41.91,4,46.74,2.58,0.25,2024-07-02,65.99,61.6,66.16,46.94,1,1,2,6.1,55.2,2,Web Development,Startup/Entrepreneurship,2024-01-01 00:00:00
S107365,2022-11-20,12.0,7.72,1,0,0,7.99,74.24,80.9,1,75.37,At_Risk,23.88,73.6,60.14,64.09,82.92,22,49.18,88.16,3.13,3.25,9.53,2024-05-02 00:00:00,8.37,12.91,1.36,4.09,44.05,3.02,56.38,0,66.04,4.12,0.91,2024-03-29,60.08,67.92,50.45,83.23,1,1,3,0.91,66.25,2,Core Engineering,Higher Studies,2024-01-27 00:00:00
S107366,2023-07-27,5.2,4.5,1,1,1,9.25,86.32,54.04,3,87.83,Average,36.16,64.51,84.42,46.49,61.71,56,50.91,80.35,0.35,0.24,9.4,2024-04-24 00:00:00,5.89,6.22,0.04,3.92,41.05,5.31,70.25,2,54.21,17.76,3.26,2024-03-19,39.4,74.54,57.43,60.28,5,1,3,4.86,88.3,1,Cybersecurity,Job,2024-02-09 00:00:00
S107367,2022-08-01,1.0,7.48,3,0,1,6.39,63.94,67.25,2,49.47,At_Risk,32.54,83.34,45.59,34.86,68.67,74,26.95,59.7,4.89,0.86,9.89,2024-02-20 00:00:00,7.39,4.78,0.23,7.0,46.58,7.43,75.84,1,50.82,0.98,2.21,2024-03-27,51.47,70.32,49.78,49.59,1,0,7,8.27,38.46,2,Core Engineering,Higher Studies,2024-02-22 16:53:51
S107368,2022-11-23,8.3,6.87,0,0,0,5.33,45.24,52.3,2,82.21,Average,46.7,83.54,76.14,35.32,91.78,208,55.38,81.54,2.64,3.28,16.03,2024-05-25 00:00:00,5.03,4.07,0.53,1.95,39.46,4.81,95.7,3,64.44,1.55,8.7,2024-02-19,55.64,36.06,59.4,58.89,1,1,7,4.34,31.35,0,AI/ML,Job,2023-11-16 00:00:00
S107369,2022-08-28,1.9,4.4,0,0,0,6.34,51.69,43.18,1,57.29,At_Risk,36.4,47.85,64.24,13.18,75.01,2,41.67,66.91,1.74,5.92,23.41,2024-03-09 00:00:00,4.91,4.98,2.74,2.46,34.52,4.57,27.45,6,64.95,2.87,3.05,2024-03-22,70.51,59.06,57.47,45.1,1,1,3,4.65,50.67,0,Product/Management,Job,2023-11-08 00:00:00
S107370,2022-04-22,1.6,6.57,1,0,0,7.27,67.3,64.59,2,84.55,Average,29.65,89.88,61.05,51.88,76.89,52,60.18,82.13,1.08,0.54,24.25,2024-05-22 00:00:00,6.33,9.81,0.46,4.5,41.4,6.89,47.5,1,58.92,9.07,5.05,2024-02-14,38.9,89.14,63.33,38.69,2,2,3,7.2,28.7,1,AI/ML,Higher Studies,2024-01-25 22:29:49
S107371,2023-02-26,15.1,7.53,1,0,0,7.08,70.94,52.41,0,75.06,Average,41.82,100.0,46.15,40.04,63.77,24,60.94,74.01,5.36,1.22,8.55,2024-04-17 00:00:00,9.25,5.9,1.5,7.65,46.12,6.4,82.02,2,68.21,1.1,3.36,2024-04-25,45.95,36.66,44.51,66.98,5,4,1,7.01,21.6,1,Cybersecurity,Job,2024-01-21 00:00:00
S107372,2021-10-05,1.0,4.57,2,0,0,6.49,62.66,67.23,0,55.67,At_Risk,39.51,64.67,68.36,32.99,86.08,145,47.93,96.25,2.43,7.14,17.31,2024-05-05 00:00:00,5.93,7.83,0.67,4.53,65.86,6.39,71.38,1,44.26,3.23,7.55,2024-03-27,93.49,42.03,38.35,72.84,2,2,2,5.99,14.91,2,AI/ML,Job,2024-02-06 00:00:00
S107373,2022-05-18,1.0,8.03,1,0,0,4.52,46.35,73.46,1,77.11,At_Risk,28.43,68.1,48.86,61.26,81.56,29,20.28,63.09,4.23,1.02,16.97,2024-04-27 00:00:00,4.09,4.46,0.12,1.83,21.21,3.3,57.69,1,72.43,1.06,11.3,2024-03-25,54.49,71.48,18.84,34.03,6,0,3,3.97,38.44,2,Web Development,Higher Studies,2024-01-02 00:00:00
S107374,2023-01-05,2.0,4.15,0,0,1,7.61,64.25,49.09,1,50.88,Average,32.21,88.59,54.82,16.99,90.69,26,53.93,67.45,5.42,2.16,16.48,2024-02-26 00:00:00,3.0,9.66,0.47,3.11,58.65,5.13,30.75,0,42.67,1.78,0.2,2024-02-28,75.77,45.64,52.07,63.41,0,2,3,2.64,40.56,3,Web Development,Job,2024-01-03 00:00:00
S107375,2022-07-13,1.0,4.01,0,0,1,9.56,92.12,78.79,0,74.61,Good,32.35,71.0,62.75,61.74,98.57,90,70.74,89.64,4.48,1.41,8.16,2024-01-17 00:00:00,6.17,11.55,1.12,7.2,45.93,7.64,67.32,0,48.5,2.58,8.07,2024-04-29,92.68,36.38,52.7,17.46,1,1,3,8.41,73.55,0,Data Science,Job,2023-11-25 00:31:24
S107376,2022-02-18,13.7,5.39,0,0,0,7.6,74.85,52.35,2,84.58,At_Risk,44.82,69.94,59.15,39.73,86.73,27,47.9,84.21,3.85,1.52,9.8,2024-04-09 00:00:00,7.12,7.01,0.86,1.6,40.09,3.54,77.15,2,66.34,1.82,4.04,2024-02-11,43.88,64.12,76.12,51.74,2,0,2,5.67,49.03,1,AI/ML,Job,2023-11-05 00:00:00
S107377,2022-01-26,4.1,6.8,0,0,0,7.79,68.62,58.71,0,76.6,Good,36.63,98.45,81.44,39.19,62.41,41,70.81,68.17,1.23,0.1,17.41,2024-01-16 00:00:00,5.78,5.29,1.23,2.9,46.91,4.57,45.99,1,60.67,4.31,13.28,2024-02-26,77.59,64.64,64.8,47.71,2,1,6,4.14,95.46,0,AI/ML,Higher Studies,2023-12-13 00:00:00
S107378,2023-02-08,6.6,7.13,0,0,0,7.74,77.02,59.35,3,81.14,At_Risk,40.81,49.69,23.56,45.39,57.32,3,47.95,67.84,3.22,1.31,12.31,2024-01-22 00:00:00,6.51,3.27,0.04,4.8,66.9,4.79,52.89,0,34.93,1.02,5.82,2024-04-09,57.12,56.69,55.36,64.66,3,1,5,9.13,16.61,1,Cybersecurity,Job,2024-03-10 00:00:00
S107379,2021-08-20,1.2,8.87,1,1,0,7.52,70.96,70.8,2,94.11,At_Risk,31.05,58.17,62.15,64.68,90.96,35,46.9,81.65,1.13,1.85,15.63,2024-01-21 00:00:00,5.2,8.02,1.75,1.0,62.63,5.16,62.8,0,58.16,7.09,20.0,2024-04-16,57.48,81.65,56.02,41.24,2,1,2,7.5,66.93,0,Core Engineering,Job,2024-03-30 00:00:00
S107380,2022-06-15,19.8,6.92,1,0,1,8.21,90.29,75.37,1,74.01,Average,37.68,76.27,59.2,65.63,81.8,97,64.85,67.92,3.81,0.64,7.9,2024-03-30 00:00:00,8.0,5.02,2.24,6.58,21.47,4.04,57.43,2,64.89,1.32,2.85,2024-04-13,62.68,88.42,52.31,34.11,2,0,5,5.37,59.42,1,Cybersecurity,Higher Studies,2024-01-23 00:00:00
S107381,2022-05-06,4.3,6.47,0,0,0,7.51,62.67,74.77,1,91.77,Average,45.43,45.71,64.86,65.73,100.0,64,65.1,90.2,2.53,6.5,11.57,2024-01-31 00:00:00,6.95,10.77,0.78,4.03,64.88,8.29,51.86,2,55.48,4.26,5.05,2024-04-24,67.72,63.62,74.76,26.25,2,0,4,9.67,32.84,0,AI/ML,Job,2023-06-11 00:00:00
S107382,2023-03-10,3.8,3.94,1,0,1,6.59,68.11,58.96,3,71.49,At_Risk,32.11,64.4,56.29,39.13,80.37,12,32.15,78.67,4.26,1.19,5.66,2024-03-28 00:00:00,4.35,8.01,3.51,9.36,49.31,1.47,59.13,6,38.08,1.88,3.61,2024-02-26,56.6,63.98,64.17,79.21,2,2,3,9.22,57.85,3,Core Engineering,Job,2024-02-02 23:14:24
