student_id,sleep_hours,screen_time_hours,gaming_hours,study_hours_daily,stress_level,burnout_score,gym_frequency_per_week,motivation_level,physical_activity_hours_sehaj,stress_level_sehaj,lifestyle_risk_flag
STU20587,6.3,4.1,0.0,8.2,61,37,2,100,,,Normal
STU20588,5.1,10.2,2.6,9.8,46,41,0,75,,,Normal
STU20589,6.3,5.8,2.9,7.8,64,50,3,100,,,Normal
STU20590,5.4,4.8,4.5,7.7,34,39,0,71,,,Normal
STU20591,4.2,4.9,2.1,7.4,60,45,3,62,,,High Risk
STU20592,5.7,7.1,4.1,8.3,14,44,0,59,,,Normal
STU20593,5.4,8.0,1.5,7.5,47,45,6,65,,,Normal
STU20594,6.3,8.1,4.6,8.8,54,63,0,59,,,Normal
STU20595,5.7,6.0,3.0,5.4,46,69,0,97,2.0,Moderate,Normal
STU20596,7.9,7.7,1.2,5.2,50,33,4,77,,,Normal
STU20597,5.5,8.5,0.3,4.4,62,54,5,62,4.2,High,Normal
STU20598,6.4,5.0,2.7,10.0,37,38,0,63,2.0,High,Normal
STU20599,5.3,9.3,3.3,6.7,57,35,5,57,,,Normal
STU20600,6.1,6.9,4.3,6.6,43,37,4,78,,,Normal
STU20601,6.5,6.4,2.4,9.7,44,71,5,83,,,Normal
STU20602,7.3,8.8,4.4,8.8,68,92,3,100,,,High Risk
STU20603,5.6,8.0,2.7,10.6,33,37,6,88,0.7,High,Normal
STU20604,4.3,9.4,3.4,6.2,50,50,0,85,,,High Risk
STU20605,6.1,10.1,0.0,4.9,56,28,4,55,,,Normal
STU20606,5.6,3.4,1.0,9.0,17,42,6,52,,,Normal
STU20607,4.7,5.6,1.7,9.8,23,71,4,56,,,High Risk
STU20608,4.4,4.0,2.4,4.4,89,50,2,85,,,High Risk
STU20609,3.0,5.9,3.1,6.8,44,82,4,100,,,High Risk
STU20610,6.6,5.2,2.8,9.7,62,39,2,79,,,Normal
STU20611,5.8,6.9,4.0,7.8,49,94,3,61,,,High Risk
STU20612,7.6,6.5,3.9,6.4,28,34,4,88,,,Normal
STU20613,4.7,12.7,1.0,7.9,49,83,5,64,,,High Risk
STU20614,5.8,3.5,3.1,6.2,88,49,6,71,,,High Risk
STU20615,6.7,7.4,3.3,9.3,42,47,5,84,,,Normal
STU20616,7.6,7.0,5.1,7.6,56,42,6,95,,,Normal
STU20617,6.1,8.0,2.4,7.4,63,45,3,82,,,Normal
STU20618,5.2,5.3,5.0,7.8,71,46,1,77,,,Normal
STU20619,5.9,9.7,3.3,4.5,58,50,1,52,,,Normal
STU20620,7.3,7.9,1.1,6.9,48,60,0,78,,,Normal
STU20621,7.4,7.6,0.8,8.6,8,10,4,58,,,Normal
STU20622,4.6,3.1,3.6,7.0,37,59,4,97,,,High Risk
STU20623,5.2,6.9,2.2,5.7,68,55,5,51,,,Normal
STU20624,5.8,9.1,4.0,11.0,55,44,1,74,,,Normal
STU20625,8.0,6.9,0.5,8.4,93,31,0,76,,,High Risk
STU20626,6.1,8.3,0.4,5.5,47,47,2,78,,,Normal
STU20627,5.2,4.5,1.8,6.7,27,66,1,63,,,Normal
STU20628,6.4,8.1,1.3,5.9,96,41,3,25,,,High Risk
STU20629,4.4,8.0,1.6,7.6,47,37,0,80,,,High Risk
STU20630,4.4,8.5,5.7,8.7,72,30,1,47,,,High Risk
STU20631,6.3,7.7,1.6,10.0,38,32,0,82,,,Normal
STU20632,5.1,8.6,2.1,5.0,13,41,6,69,,,Normal
STU20633,5.0,10.1,4.3,8.7,47,60,5,56,,,Normal
STU20634,5.6,8.4,0.0,8.1,67,82,2,90,,,High Risk
STU20635,7.2,8.2,1.7,8.1,77,57,3,79,,,High Risk
STU20636,6.9,7.6,4.4,4.4,70,23,6,75,,,Normal
STU20637,6.7,6.9,3.5,4.6,60,58,0,82,,,Normal
STU20638,6.5,7.2,5.0,9.1,62,8,0,74,,,Normal
STU20639,7.4,6.1,1.9,8.4,32,42,3,88,,,Normal
STU20640,6.7,7.8,1.0,9.5,48,60,4,50,,,Normal
STU20641,5.4,7.6,2.3,7.6,54,40,0,71,,,Normal
STU20642,5.4,6.7,1.5,6.8,39,37,4,60,,,Normal
STU20643,5.5,8.9,1.8,5.9,41,38,5,67,,,Normal
STU20644,6.1,5.4,1.0,8.4,61,33,4,87,,,Normal
STU20645,4.6,3.2,1.0,4.8,44,41,6,63,,,High Risk
STU20646,5.8,10.4,1.8,7.2,66,57,5,55,,,Normal
STU20647,7.3,7.3,1.3,8.8,52,37,6,68,,,Normal
STU20648,7.3,4.2,2.5,8.6,27,49,5,69,,,Normal
STU20649,3.9,8.8,2.3,9.4,51,25,0,73,,,High Risk
STU20650,6.8,10.8,2.9,9.6,37,47,4,64,,,Normal
STU20651,8.0,6.9,2.1,7.9,95,43,6,67,,,High Risk
STU20652,7.1,7.4,0.4,7.2,53,32,0,58,,,Normal
STU20653,7.3,7.4,4.2,6.7,64,39,0,62,,,Normal
STU20654,6.2,5.7,2.3,7.3,27,31,2,68,,,Normal
STU20655,5.0,4.6,1.6,7.5,53,54,2,65,,,Normal
STU20656,6.1,6.9,7.1,7.9,58,42,2,100,,,Normal
STU20657,6.4,6.9,0.5,7.6,43,34,0,51,,,Normal
STU20658,5.7,4.7,4.2,7.8,30,55,1,80,,,Normal
STU20659,6.3,7.9,5.2,8.5,79,42,5,73,,,High Risk
STU20660,5.2,8.1,2.1,9.5,64,55,6,74,,,Normal
STU20661,7.2,7.9,2.1,8.2,29,36,2,75,3.7,Moderate,Normal
STU20662,6.2,3.3,5.7,9.9,49,82,1,36,,,High Risk
STU20663,6.7,8.9,0.1,8.1,81,58,4,48,,,High Risk
STU20664,6.9,9.4,1.0,5.9,43,43,3,65,,,Normal
STU20665,6.6,3.6,1.5,8.0,51,24,3,66,,,Normal
STU20666,6.2,5.5,3.4,6.1,27,56,1,96,,,Normal
STU20667,6.9,6.6,3.7,7.9,46,31,6,65,,,Normal
STU20668,5.8,9.1,6.0,8.0,48,68,3,78,,,Normal
STU20669,7.1,5.9,3.5,7.9,56,64,4,71,,,Normal
STU20670,6.5,10.1,1.6,7.4,43,30,0,65,,,Normal
STU20671,6.3,4.7,0.4,7.5,59,16,0,47,,,Normal
STU20672,6.4,10.7,3.5,7.9,87,26,1,82,,,High Risk
STU20673,5.4,7.3,0.8,7.8,1,24,0,100,,,Normal
STU20674,5.9,4.4,0.0,7.6,53,48,6,81,,,Normal
STU20675,4.2,3.5,1.6,8.1,51,52,3,59,,,High Risk
STU20676,7.2,3.8,0.0,6.8,58,50,3,100,,,Normal
STU20677,5.7,4.8,2.9,8.5,83,78,4,67,,,High Risk
STU20678,7.3,6.4,2.7,6.9,40,51,6,68,,,Normal
STU20679,5.6,4.7,3.6,8.3,63,1,3,61,,,Normal
STU20680,5.2,9.5,3.1,7.6,79,46,2,62,,,High Risk
STU20681,6.9,9.1,2.1,5.5,73,45,5,83,,,Normal
STU20682,7.1,5.2,2.5,6.7,70,8,6,56,,,Normal
STU20683,6.3,6.6,5.3,6.0,58,53,0,56,,,Normal
STU20684,4.4,6.9,6.5,6.3,62,43,2,74,,,High Risk
STU20685,7.1,3.1,3.4,8.2,50,57,6,52,3.7,High,Normal
STU20686,5.4,3.3,1.7,7.9,33,61,4,88,,,Normal
STU20687,6.0,8.0,4.5,4.5,74,70,1,86,,,Normal
STU20688,5.2,8.3,4.6,5.8,100,63,5,80,,,High Risk
STU20689,6.4,6.8,2.8,10.6,54,45,3,63,,,Normal
STU20690,6.6,7.6,2.0,4.8,60,30,1,89,,,Normal
STU20691,6.5,5.5,2.9,7.4,63,67,5,80,,,Normal
STU20692,8.4,6.8,0.3,6.8,39,52,2,100,,,Normal
STU20693,5.5,8.2,7.1,7.4,45,64,2,71,,,Normal
STU20694,6.7,7.8,3.5,7.7,49,12,6,65,,,Normal
STU20695,6.5,7.0,2.3,7.5,72,44,6,83,,,Normal
STU20696,6.0,5.4,1.7,6.6,36,94,6,69,,,High Risk
STU20697,5.9,8.6,2.4,6.9,43,49,1,100,,,Normal
STU20698,4.8,8.8,3.9,9.0,74,67,5,52,,,High Risk
STU20699,4.0,6.4,4.4,7.3,25,12,6,52,,,High Risk
STU20700,4.1,5.8,5.0,6.8,66,28,1,63,,,High Risk
STU20701,4.4,8.4,1.1,6.4,46,53,3,52,,,High Risk
STU20702,6.9,7.5,3.8,5.9,63,39,6,77,,,Normal
STU20703,7.0,8.1,0.0,8.8,52,41,3,51,,,Normal
STU20704,6.6,6.1,6.8,5.7,100,39,4,83,4.2,Low,High Risk
STU20705,7.0,6.4,1.1,7.6,48,39,6,76,,,Normal
STU20706,6.6,4.1,4.6,7.6,45,60,5,87,,,Normal
STU20707,5.6,6.5,1.7,7.0,28,43,0,86,,,Normal
STU20708,6.9,6.0,4.6,7.3,48,38,4,92,,,Normal
STU20709,5.5,5.5,0.8,7.1,56,35,1,53,0.6,High,Normal
STU20710,7.0,9.0,4.1,6.8,54,34,2,70,,,Normal
STU20711,5.8,3.7,3.6,8.3,64,8,4,92,,,Normal
STU20712,6.9,7.9,0.0,7.7,38,54,6,89,,,Normal
STU20713,6.4,5.3,4.4,7.2,59,56,1,65,,,Normal
STU20714,5.6,7.9,0.2,7.6,72,32,6,63,,,Normal
STU20715,5.9,5.1,2.3,7.9,86,75,1,65,,,High Risk
STU20716,8.1,6.7,3.5,7.2,59,30,2,53,,,Normal
STU20717,6.2,6.0,3.5,9.1,43,7,4,55,,,Normal
STU20718,8.2,8.6,1.1,7.1,53,56,0,85,,,Normal
STU20719,6.5,11.2,4.0,9.2,55,52,5,70,,,Normal
STU20720,6.0,4.4,5.6,8.4,71,37,1,86,,,Normal
STU20721,6.1,5.0,1.8,9.6,26,19,6,90,,,Normal
STU20722,8.1,5.6,7.1,5.5,61,14,1,66,,,Normal
STU20723,4.8,6.4,0.6,7.1,69,59,0,64,,,High Risk
STU20724,6.3,9.9,4.3,11.7,65,17,2,50,,,Normal
STU20725,5.4,4.7,1.6,6.7,57,53,5,58,,,Normal
STU20726,6.4,8.3,5.1,5.9,36,42,6,70,8.3,Low,Normal
STU20727,5.6,7.3,0.3,5.8,59,33,3,49,,,Normal
STU20728,5.9,3.8,0.0,7.2,52,73,3,71,,,Normal
STU20729,6.6,6.2,2.3,8.3,57,18,3,71,,,Normal
STU20730,5.3,10.6,2.3,7.2,73,21,1,66,,,Normal
STU20731,7.2,6.3,2.3,5.4,44,19,2,75,,,Normal
STU20732,5.2,8.2,0.0,10.9,38,32,4,70,,,Normal
STU20733,6.0,2.1,5.1,9.3,26,46,6,69,,,Normal
STU20734,6.6,5.1,3.4,7.9,68,43,2,58,,,Normal
STU20735,6.8,9.6,4.5,9.0,51,65,6,71,,,Normal
STU20736,7.8,12.0,0.2,6.7,74,40,6,47,,,Normal
STU20737,4.9,6.8,0.0,6.0,48,54,1,87,9.0,High,High Risk
STU20738,3.0,6.1,0.0,7.8,38,66,1,67,,,High Risk
STU20739,5.4,4.3,1.0,8.9,54,45,4,74,,,Normal
STU20740,6.7,9.6,1.2,8.2,24,74,1,63,5.5,High,Normal
STU20741,5.1,6.6,1.8,7.8,42,38,4,60,,,Normal
STU20742,4.9,4.8,2.5,7.1,51,25,2,84,,,High Risk
STU20743,6.0,5.1,5.5,6.2,84,54,0,65,,,High Risk
STU20744,4.2,9.2,4.6,6.9,54,56,5,65,,,High Risk
STU20745,4.9,6.7,4.3,6.1,50,89,6,70,,,High Risk
STU20746,6.7,3.4,4.4,11.2,62,15,5,100,,,Normal
STU20747,7.4,6.0,7.6,5.5,42,51,3,65,,,Normal
STU20748,5.8,5.5,4.9,8.0,67,67,0,80,,,Normal
STU20749,6.0,3.4,0.9,9.6,100,44,2,62,,,High Risk
STU20750,5.8,8.9,3.8,10.9,37,37,6,51,,,Normal
STU20751,6.7,9.0,4.1,10.2,57,32,2,55,,,Normal
STU20752,6.0,5.6,1.3,5.4,45,49,5,78,,,Normal
STU20753,8.1,7.2,2.1,8.0,75,47,4,78,,,Normal
STU20754,6.8,10.0,5.9,10.4,96,62,2,54,,,High Risk
STU20755,6.8,5.9,4.9,7.0,55,45,0,70,,,Normal
STU20756,4.0,6.1,2.3,6.0,34,46,0,49,,,High Risk
STU20757,6.6,7.2,1.8,9.3,52,27,4,80,,,Normal
STU20758,7.2,5.9,0.1,9.4,66,11,6,75,,,Normal
STU20759,7.2,9.0,4.2,8.5,45,49,0,61,,,Normal
STU20760,6.3,12.0,2.2,7.4,54,62,5,50,4.5,Moderate,Normal
STU20761,6.3,7.0,3.9,8.4,79,18,1,66,,,High Risk
STU20762,7.4,5.1,0.6,10.2,21,26,4,100,,,Normal
STU20763,5.1,8.3,2.3,8.1,19,71,5,53,,,Normal
STU20764,6.1,8.6,0.0,4.1,43,6,3,96,4.4,Moderate,Normal
STU20765,7.1,8.3,4.8,5.5,54,38,3,86,,,Normal
STU20766,6.8,8.3,1.8,7.7,37,51,6,67,,,Normal
STU20767,4.7,6.0,1.6,8.1,50,60,6,71,,,High Risk
STU20768,6.4,5.1,3.3,9.7,53,65,3,81,,,Normal
STU20769,5.8,6.9,1.4,6.5,65,73,2,38,1.1,High,Normal
STU20770,6.4,6.6,2.2,9.0,44,27,2,50,,,Normal
STU20771,7.1,5.8,3.2,8.1,64,35,6,61,,,Normal
STU20772,6.4,2.0,2.9,5.2,61,24,0,76,,,Normal
STU20773,6.8,4.6,3.0,9.0,65,45,1,60,,,Normal
STU20774,6.3,6.3,7.3,9.8,28,45,2,56,,,Normal
STU20775,6.4,9.9,2.8,6.8,47,43,4,94,,,Normal
STU20776,7.0,5.5,3.6,7.9,100,43,2,61,,,High Risk
STU20777,6.8,5.5,4.1,8.3,81,46,1,58,,,High Risk
STU20778,6.8,6.2,1.2,10.8,86,44,2,60,,,High Risk
STU20779,4.9,8.3,5.5,9.0,36,63,6,55,,,High Risk
STU20780,5.0,4.4,3.4,8.6,66,70,3,72,,,Normal
STU20781,5.6,10.1,1.0,8.6,54,55,1,78,,,Normal
STU20782,6.0,4.9,0.3,5.8,65,26,4,67,,,Normal
STU20783,6.6,3.3,2.1,6.4,88,33,4,61,,,High Risk
STU20784,7.0,4.9,0.0,6.3,70,39,0,74,,,Normal
STU20785,7.0,11.2,1.4,9.1,37,64,0,68,,,Normal
STU20786,6.1,5.2,3.8,9.9,35,59,6,56,,,Normal
STU20787,6.8,6.6,0.0,7.5,44,42,3,82,,,Normal
STU20788,6.4,3.8,3.8,9.6,70,52,1,59,,,Normal
STU20789,4.7,6.1,6.0,5.3,53,57,2,71,,,High Risk
STU20790,6.4,4.4,2.2,7.0,44,34,1,62,,,Normal
STU20791,6.1,8.6,4.3,10.9,100,69,2,65,,,High Risk
STU20792,7.3,10.0,1.7,5.6,29,32,4,68,,,Normal
STU20793,5.4,7.5,1.2,5.7,73,80,6,72,,,High Risk
STU20794,5.7,9.9,1.3,9.6,62,50,3,69,5.3,Moderate,Normal
STU20795,5.3,10.8,2.2,5.6,71,30,5,67,,,Normal
STU20796,4.8,7.0,0.0,5.7,38,56,0,58,2.0,Moderate,High Risk
STU20797,6.0,5.1,3.5,7.2,100,53,0,69,5.5,Moderate,High Risk
STU20798,5.2,7.2,2.8,9.1,78,47,4,71,,,High Risk
STU20799,7.3,7.8,4.2,5.7,67,47,2,45,,,Normal
STU20800,5.0,7.3,3.2,9.2,59,19,3,53,,,Normal
STU20801,7.5,6.2,0.0,4.8,11,47,6,37,0.3,Moderate,Normal
STU20802,5.7,6.4,3.2,7.4,69,63,2,81,,,Normal
STU20803,7.4,7.5,1.3,5.7,80,32,3,62,,,High Risk
STU20804,6.2,6.0,0.0,8.1,87,42,4,80,9.9,Low,High Risk
STU20805,7.3,8.8,0.4,10.2,58,54,6,64,,,Normal
STU20806,6.3,5.6,1.9,7.7,65,39,6,35,,,Normal
STU20807,4.7,9.2,2.8,7.8,57,61,4,21,,,High Risk
STU20808,5.4,6.7,3.3,7.1,45,48,1,70,,,Normal
STU20809,6.5,11.2,4.4,6.9,52,47,4,75,,,Normal
STU20810,5.1,9.3,5.0,7.6,59,48,0,40,,,Normal
STU20811,6.0,6.5,6.4,10.0,48,71,0,67,,,Normal
STU20812,3.3,5.2,0.0,9.3,57,47,5,76,,,High Risk
STU20813,7.3,10.1,0.2,6.6,25,25,6,66,,,Normal
STU20814,6.8,7.7,5.0,7.4,45,36,5,32,,,Normal
STU20815,5.4,6.8,0.9,8.4,37,46,0,75,,,Normal
STU20816,6.9,8.4,2.3,8.6,71,34,1,75,,,Normal
STU20817,7.3,11.2,3.8,6.5,49,67,2,79,,,Normal
STU20818,3.0,9.2,3.0,9.4,44,41,2,71,,,High Risk
STU20819,5.2,8.8,0.2,9.3,78,20,3,88,,,High Risk
STU20820,5.6,6.3,0.9,6.0,52,28,3,86,,,Normal
STU20821,5.9,2.9,1.3,4.2,25,48,0,40,,,Normal
STU20822,7.2,6.4,0.8,6.7,69,56,5,93,,,Normal
STU20823,6.2,6.7,0.0,8.2,83,53,3,66,,,High Risk
STU20824,6.2,5.9,4.4,6.9,39,32,6,72,,,Normal
STU20825,8.3,6.4,1.3,10.0,77,18,6,25,,,High Risk
STU20826,6.7,5.4,0.0,9.6,44,45,6,38,,,Normal
STU20827,5.5,6.1,0.0,8.1,45,62,0,87,,,Normal
STU20828,6.7,8.4,2.5,9.4,59,61,4,72,,,Normal
STU20829,6.4,4.8,4.2,6.5,51,48,2,71,,,Normal
STU20830,5.4,2.4,0.0,7.6,74,36,2,66,,,Normal
STU20831,6.8,6.2,1.9,7.5,74,23,6,53,,,Normal
STU20832,6.0,6.4,5.5,8.2,53,39,0,74,,,Normal
STU20833,7.2,8.0,2.8,7.2,59,43,1,70,,,Normal
STU20834,4.4,6.4,2.1,6.5,78,54,6,62,,,High Risk
STU20835,6.8,8.1,0.0,9.4,34,45,3,73,,,Normal
STU20836,4.9,9.7,3.8,6.9,50,43,2,63,,,High Risk
STU20837,6.3,7.9,1.3,7.8,42,57,3,59,,,Normal
STU20838,5.6,7.5,0.0,10.6,27,73,2,94,,,Normal
STU20839,6.8,6.9,5.1,7.5,67,34,4,65,,,Normal
STU20840,5.1,5.9,0.4,9.5,42,44,5,43,,,Normal
STU20841,3.9,6.5,0.5,7.4,28,76,6,64,,,High Risk
STU20842,6.8,7.8,1.4,7.8,42,67,2,36,,,Normal
STU20843,7.7,5.1,3.6,9.0,49,42,0,51,5.3,Low,Normal
STU20844,4.8,8.7,3.4,6.3,54,65,6,72,,,High Risk
STU20845,6.6,6.9,0.0,6.3,47,39,2,93,,,Normal
STU20846,7.9,7.2,1.5,6.2,32,57,6,86,,,Normal
STU20847,6.1,8.3,7.5,7.6,52,60,3,100,,,Normal
STU20848,5.9,5.5,3.1,8.4,22,70,6,66,,,Normal
STU20849,5.7,8.5,1.8,8.5,24,60,0,64,,,Normal
STU20850,7.0,6.7,0.6,7.7,58,74,4,66,,,Normal
STU20851,6.9,9.5,4.7,5.5,46,78,0,66,,,High Risk
STU20852,6.1,6.0,0.9,9.4,60,51,6,35,,,Normal
STU20853,7.5,5.6,4.8,6.8,47,66,3,88,,,Normal
STU20854,5.3,9.8,1.5,6.4,78,42,1,64,,,High Risk
STU20855,6.7,5.4,2.3,6.2,41,55,2,71,,,Normal
STU20856,6.0,8.8,0.0,8.5,20,58,5,50,,,Normal
STU20857,7.9,3.6,5.0,7.4,64,23,4,64,,,Normal
STU20858,5.0,9.1,0.0,7.8,90,87,2,78,,,High Risk
STU20859,7.0,4.7,2.1,10.9,55,41,1,91,4.4,Low,Normal
STU20860,6.8,6.3,2.7,8.1,55,49,5,57,9.7,High,Normal
STU20861,6.5,8.2,0.0,7.7,25,63,5,66,,,Normal
STU20862,4.5,10.4,0.0,4.5,54,45,1,58,,,High Risk
STU20863,6.8,5.8,0.0,9.4,46,41,3,100,7.3,Moderate,Normal
STU20864,6.2,7.1,2.6,3.9,30,49,0,25,3.6,Moderate,Normal
STU20865,7.7,4.8,2.4,8.6,69,5,5,60,,,Normal
STU20866,7.3,8.2,2.3,7.5,40,44,3,34,,,Normal
STU20867,5.5,5.3,2.6,7.6,62,45,2,84,,,Normal
STU20868,7.2,5.7,4.2,8.9,45,43,1,55,,,Normal
STU20869,6.3,4.8,4.2,7.1,86,32,3,51,,,High Risk
STU20870,4.0,5.9,1.4,4.5,24,68,4,63,,,High Risk
STU20871,7.0,2.8,4.4,8.8,78,13,4,78,,,High Risk
STU20872,7.5,5.2,1.8,6.9,30,24,0,73,,,Normal
STU20873,5.1,7.6,4.2,8.1,10,47,5,78,,,Normal
STU20874,5.2,8.3,2.0,8.0,68,64,5,61,0.5,High,Normal
STU20875,6.9,10.4,2.0,6.9,75,74,2,59,,,Normal
STU20876,4.7,3.7,3.9,7.5,66,61,5,78,,,High Risk
STU20877,5.3,9.1,1.5,8.0,27,53,0,79,,,Normal
STU20878,6.9,7.4,3.2,8.1,28,52,4,52,,,Normal
STU20879,6.9,8.0,3.5,8.7,29,30,4,69,,,Normal
STU20880,7.1,4.7,4.1,3.9,44,39,3,60,,,Normal
STU20881,6.5,5.2,1.4,3.3,57,72,0,61,,,Normal
STU20882,6.3,9.2,1.1,7.9,64,82,2,52,,,High Risk
STU20883,7.0,10.7,3.7,4.8,72,62,1,64,2.3,High,Normal
STU20884,6.4,6.1,1.1,6.6,59,55,4,61,7.1,Moderate,Normal
STU20885,5.1,4.6,1.6,5.3,39,26,5,100,,,Normal
STU20886,6.1,5.0,5.1,5.7,61,42,6,47,,,Normal
STU20887,5.8,5.3,2.8,8.4,78,76,1,66,,,High Risk
STU20888,5.4,9.3,0.0,9.0,55,55,0,100,,,Normal
STU20889,6.0,7.5,2.3,7.5,70,48,3,48,,,Normal
STU20890,6.8,6.1,5.5,8.2,48,63,0,82,,,Normal
STU20891,5.1,5.2,3.4,5.3,64,63,1,66,,,Normal
STU20892,5.7,5.4,2.6,8.9,41,70,3,52,,,Normal
STU20893,5.6,5.2,0.0,3.8,33,42,0,43,,,Normal
STU20894,7.0,5.8,2.3,4.4,47,24,4,63,4.9,Low,Normal
STU20895,7.1,8.3,2.4,9.8,73,37,1,69,,,Normal
STU20896,7.0,9.1,2.5,8.8,50,28,0,89,,,Normal
STU20897,5.5,8.6,3.3,7.6,18,23,0,89,,,Normal
STU20898,5.7,6.5,2.4,6.5,45,50,5,66,,,Normal
STU20899,4.0,8.8,1.2,8.7,63,33,1,70,,,High Risk
STU20900,5.2,9.0,1.8,10.4,41,39,1,66,,,Normal
STU20901,5.6,4.6,0.4,7.4,60,63,4,74,,,Normal
STU20902,7.1,5.8,1.9,5.3,42,41,2,54,,,Normal
STU20903,6.1,5.3,2.2,7.1,47,33,3,58,,,Normal
STU20904,4.8,7.2,1.1,7.8,78,67,3,69,,,High Risk
STU20905,5.9,3.8,2.1,6.6,87,43,4,62,,,High Risk
STU20906,6.7,9.3,1.1,6.0,34,69,4,67,,,Normal
STU20907,6.6,6.0,2.5,9.1,71,48,6,65,,,Normal
STU20908,5.9,4.4,0.0,9.3,69,19,6,66,,,Normal
STU20909,5.8,5.6,5.1,7.7,83,47,3,58,,,High Risk
STU20910,6.2,11.1,0.2,9.0,43,27,1,62,,,Normal
STU20911,6.9,8.3,3.3,8.5,29,49,6,49,,,Normal
STU20912,6.7,7.2,3.2,6.0,75,14,3,87,,,Normal
STU20913,5.8,4.7,1.7,6.8,48,77,2,66,,,High Risk
STU20914,6.1,7.2,1.8,6.7,47,36,4,56,,,Normal
STU20915,6.0,5.9,2.8,9.9,82,28,6,83,4.4,High,High Risk
STU20916,6.4,5.2,1.2,7.7,40,31,5,95,,,Normal
STU20917,7.4,9.0,4.3,9.4,37,6,1,66,,,Normal
STU20918,5.1,5.6,2.0,9.4,38,77,1,50,,,High Risk
STU20919,5.1,7.8,1.1,8.8,61,76,3,74,,,High Risk
STU20920,4.7,4.7,3.0,8.6,71,40,4,73,4.6,High,High Risk
STU20921,5.5,8.2,3.2,9.6,63,40,6,90,,,Normal
STU20922,7.2,5.1,0.4,9.2,79,9,2,62,,,High Risk
STU20923,4.7,2.6,3.4,6.9,81,25,1,68,,,High Risk
STU20924,5.2,5.3,1.0,9.8,68,33,1,100,,,Normal
STU20925,7.9,8.7,0.0,4.6,50,53,1,68,,,Normal
STU20926,6.1,2.5,4.0,9.8,55,73,2,60,,,Normal
STU20927,5.9,7.9,2.3,7.6,68,48,1,71,,,Normal
STU20928,6.1,9.0,3.7,6.8,45,43,1,94,,,Normal
STU20929,7.2,4.7,5.8,6.2,62,44,6,59,,,Normal
STU20930,5.1,5.7,5.0,6.1,81,40,6,66,5.6,High,High Risk
STU20931,6.9,8.1,2.7,6.9,38,60,0,66,,,Normal
STU20932,6.1,4.8,3.6,7.8,74,58,5,93,,,Normal
STU20933,6.7,5.4,1.8,7.4,22,61,3,53,8.4,High,Normal
STU20934,5.4,4.8,0.9,5.9,63,30,1,73,,,Normal
STU20935,4.1,9.5,0.0,6.3,53,43,4,73,,,High Risk
STU20936,6.9,4.9,2.7,7.5,49,42,4,76,,,Normal
STU20937,8.1,7.7,6.8,8.0,88,57,2,61,,,High Risk
STU20938,6.2,5.8,4.6,8.4,57,35,6,70,,,Normal
STU20939,5.5,6.8,0.8,4.6,63,30,3,100,,,Normal
STU20940,4.3,7.0,3.2,7.7,46,55,1,61,,,High Risk
STU20941,6.1,6.6,2.4,8.6,77,26,1,69,,,High Risk
STU20942,6.7,6.9,3.4,7.7,76,4,4,68,,,High Risk
STU20943,5.4,7.9,4.7,9.2,93,22,1,58,,,High Risk
STU20944,5.8,5.6,1.0,5.9,65,65,0,69,,,Normal
STU20945,5.5,9.7,1.6,8.3,65,60,6,55,,,Normal
STU20946,6.9,7.3,3.1,8.1,41,2,5,93,,,Normal
STU20947,4.9,9.1,3.4,5.6,57,59,3,72,,,High Risk
STU20948,3.9,10.1,1.5,8.4,61,11,5,68,,,High Risk
STU20949,5.2,8.2,2.1,8.0,26,24,4,75,,,Normal
STU20950,5.8,4.8,1.2,7.8,42,36,6,88,,,Normal
STU20951,5.6,10.2,1.7,7.8,52,72,5,78,,,Normal
STU20952,6.9,7.8,1.1,8.3,75,39,6,64,,,Normal
STU20953,6.4,7.3,4.0,7.3,41,72,6,62,,,Normal
STU20954,6.5,6.4,0.7,7.8,37,63,0,58,,,Normal
STU20955,6.1,8.1,2.4,4.2,62,66,3,50,,,Normal
STU20956,5.4,7.5,1.7,8.3,18,71,3,73,,,Normal
STU20957,6.0,5.3,4.4,5.7,69,33,5,82,,,Normal
STU20958,5.9,7.2,1.0,9.3,100,71,3,86,,,High Risk
STU20959,4.8,7.6,4.3,5.5,50,24,0,82,,,High Risk
STU20960,5.6,6.8,3.0,6.8,43,58,5,58,,,Normal
STU20961,5.6,6.8,3.6,4.8,41,47,5,71,,,Normal
STU20962,6.5,10.9,4.0,7.9,56,30,2,82,,,Normal
STU20963,6.7,8.3,3.2,6.7,83,68,4,79,,,High Risk
STU20964,7.4,4.6,6.8,7.7,66,61,0,98,,,Normal
STU20965,7.4,9.3,2.5,8.3,73,51,4,85,,,Normal
STU20966,6.1,5.6,1.9,8.0,61,56,4,66,,,Normal
STU20967,4.7,9.3,3.7,7.4,39,30,5,56,,,High Risk
STU20968,6.5,8.1,0.8,5.8,57,54,3,84,,,Normal
STU20969,7.6,5.8,1.9,6.6,60,46,6,70,,,Normal
STU20970,4.9,7.3,1.1,5.3,56,52,2,58,,,High Risk
STU20971,6.0,4.6,0.1,9.4,53,45,5,72,1.0,High,Normal
STU20972,6.1,8.0,3.4,7.5,60,43,0,58,3.1,Moderate,Normal
STU20973,5.7,5.5,2.7,5.7,63,15,2,100,,,Normal
STU20974,7.8,4.4,0.0,6.7,59,28,6,70,,,Normal
STU20975,7.0,6.2,1.5,7.3,25,45,1,56,,,Normal
