student_id,cgpa,backlogs,internships,dsa_problems_solved,github_repos,coding_skills_sakhare,communication_skills,aptitude_score,mock_interview_score,placement_status,company_type,work_mode,salary_lpa,offer_count,layoffs_risk_score
STU22915,6.69,0,3,582,8.0,9.0,81,88,92.0,Placed,Product-Based,Remote,15.52,2,43
STU22916,7.53,1,4,570,17.0,,84,100,94.0,Placed,MNC,Remote,21.39,1,38
STU22917,7.65,1,3,625,20.0,2.0,100,61,75.0,Placed,MNC,Remote,20.29,2,56
STU22918,5.53,1,1,571,27.0,4.0,88,61,89.0,Placed,Startup,Hybrid,15.48,2,9
STU22919,8.03,0,2,670,23.0,6.0,77,71,49.0,Placed,Product-Based,Hybrid,20.36,1,39
STU22920,9.05,0,1,670,17.0,,97,75,62.0,Placed,Service-Based,Hybrid,23.43,1,22
STU22921,9.16,1,5,871,41.0,7.0,90,86,83.0,Placed,Startup,Onsite,23.93,3,30
STU22922,8.4,1,4,699,31.0,3.0,67,100,74.0,Placed,Service-Based,Hybrid,25.2,1,14
STU22923,5.05,2,3,459,26.0,,83,96,83.0,Placed,Product-Based,Hybrid,13.18,1,41
STU22924,7.05,0,2,649,9.0,,81,100,94.0,Placed,Service-Based,Remote,19.41,2,6
STU22925,6.98,0,2,508,13.0,10.0,86,71,100.0,Placed,Service-Based,Onsite,13.27,2,11
STU22926,6.05,0,1,662,22.0,,94,66,87.0,Placed,Service-Based,Hybrid,17.21,3,50
STU22927,7.56,0,0,578,5.0,,98,69,89.0,Placed,Product-Based,Hybrid,12.54,2,36
STU22928,6.77,0,0,458,11.0,7.0,73,100,59.0,Placed,Product-Based,Hybrid,13.58,1,55
STU22929,7.83,0,1,588,16.0,1.0,100,85,100.0,Placed,Service-Based,Remote,17.4,2,39
STU22930,9.81,0,5,685,35.0,,100,97,99.0,Placed,Product-Based,Remote,25.27,3,30
STU22931,8.11,0,4,540,29.0,4.0,81,91,78.0,Placed,MNC,Onsite,18.59,3,47
STU22932,6.8,0,4,576,19.0,,82,92,90.0,Placed,Startup,Onsite,21.07,3,69
STU22933,7.4,3,3,694,18.0,,80,100,90.0,Placed,Service-Based,Remote,18.57,1,2
STU22934,8.04,1,1,630,10.0,3.0,80,100,86.0,Placed,Service-Based,Remote,18.68,2,46
STU22935,8.25,1,2,728,13.0,,91,58,84.0,Placed,MNC,Remote,22.74,1,22
STU22936,7.52,0,0,818,13.0,10.0,85,66,61.0,Placed,Service-Based,Remote,15.42,2,17
STU22937,6.65,0,4,808,15.0,,73,89,84.0,Placed,Product-Based,Onsite,17.88,2,32
STU22938,8.3,1,7,818,30.0,2.0,94,81,100.0,Placed,MNC,Remote,24.79,1,43
STU22939,7.22,0,3,448,14.0,,100,90,92.0,Placed,Startup,Onsite,17.26,3,66
STU22940,7.73,0,6,632,36.0,,84,100,100.0,Placed,Startup,Hybrid,21.52,2,25
STU22941,7.08,1,0,770,4.0,,76,95,78.0,Placed,Startup,Hybrid,15.2,2,54
STU22942,7.15,1,2,585,17.0,,98,74,100.0,Placed,MNC,Hybrid,18.57,2,37
STU22943,6.68,1,1,480,23.0,1.0,74,83,81.0,Placed,Service-Based,Hybrid,17.2,1,14
STU22944,7.25,2,2,898,12.0,,84,88,63.0,Placed,Product-Based,Hybrid,21.04,1,36
STU22945,7.83,0,6,642,28.0,,97,100,99.0,Placed,Service-Based,Hybrid,21.33,3,41
STU22946,7.18,0,1,705,7.0,,94,100,100.0,Placed,MNC,Hybrid,16.08,3,32
STU22947,7.91,1,2,566,18.0,,100,82,67.0,Placed,Service-Based,Remote,16.78,1,53
STU22948,7.23,0,4,485,16.0,,88,89,99.0,Placed,Product-Based,Hybrid,19.98,1,43
STU22949,6.36,1,4,565,19.0,,82,77,93.0,Placed,MNC,Hybrid,16.65,2,54
STU22950,6.88,1,2,635,6.0,,92,64,68.0,Not Placed,Not Placed,,0.0,0,48
STU22951,8.05,0,3,684,5.0,,100,100,88.0,Placed,MNC,Remote,17.5,2,26
STU22952,6.77,2,0,615,12.0,,86,69,70.0,Placed,Startup,Remote,17.98,1,34
STU22953,5.79,0,3,455,22.0,8.0,100,64,76.0,Placed,Product-Based,Remote,17.73,3,25
STU22954,7.62,0,3,500,27.0,,94,50,87.0,Placed,Product-Based,Remote,21.82,2,35
STU22955,7.02,0,6,588,28.0,,78,95,76.0,Placed,Product-Based,Onsite,24.57,3,40
STU22956,7.46,0,4,665,19.0,,100,97,92.0,Placed,Startup,Onsite,19.39,1,14
STU22957,8.16,0,4,501,24.0,,91,68,64.0,Placed,Service-Based,Hybrid,20.03,3,40
STU22958,7.71,0,1,811,10.0,7.0,87,87,81.0,Placed,MNC,Hybrid,21.74,1,11
STU22959,7.38,0,1,529,11.0,5.0,79,63,52.0,Placed,Startup,Onsite,16.57,3,24
STU22960,8.22,0,9,672,37.0,1.0,73,97,100.0,Placed,MNC,Hybrid,26.09,3,35
STU22961,6.75,0,3,552,10.0,10.0,97,73,86.0,Placed,Startup,Hybrid,16.31,1,29
STU22962,7.77,0,3,514,30.0,7.0,97,65,80.0,Placed,Startup,Onsite,20.84,1,29
STU22963,7.06,0,0,470,0.0,,88,71,100.0,Not Placed,Not Placed,,0.0,0,48
STU22964,7.48,0,2,577,11.0,,94,57,95.0,Placed,MNC,Hybrid,22.26,3,48
STU22965,7.63,2,2,578,26.0,7.0,72,82,67.0,Placed,MNC,Onsite,21.48,2,25
STU22966,7.26,1,2,613,9.0,,98,100,85.0,Placed,Service-Based,Onsite,16.4,2,48
STU22967,7.16,0,4,505,18.0,1.0,68,73,91.0,Placed,MNC,Onsite,21.4,2,45
STU22968,7.84,0,1,748,18.0,6.0,92,60,89.0,Placed,Product-Based,Hybrid,18.52,1,51
STU22969,7.8,0,4,538,21.0,5.0,85,100,73.0,Placed,Service-Based,Hybrid,23.32,3,45
STU22970,7.56,0,4,569,22.0,,97,71,84.0,Placed,MNC,Hybrid,19.44,3,50
STU22971,8.0,0,1,691,11.0,10.0,84,84,84.0,Placed,Service-Based,Hybrid,14.48,1,27
STU22972,8.78,0,7,651,33.0,,89,77,59.0,Placed,Startup,Hybrid,28.76,3,29
STU22973,8.38,1,4,775,19.0,2.0,94,97,100.0,Placed,Startup,Hybrid,19.34,3,15
STU22974,7.81,0,2,670,18.0,,88,83,75.0,Placed,Startup,Remote,16.3,1,48
STU22975,9.05,0,5,814,29.0,9.0,100,82,85.0,Placed,Product-Based,Remote,24.25,3,45
STU22976,7.04,0,1,543,11.0,7.0,100,97,100.0,Placed,MNC,Onsite,20.03,3,31
STU22977,7.36,0,2,661,17.0,9.0,75,99,94.0,Placed,MNC,Onsite,18.23,3,52
STU22978,8.19,1,3,651,31.0,,87,84,89.0,Placed,Startup,Onsite,20.76,2,31
STU22979,7.09,0,2,599,17.0,1.0,77,64,73.0,Placed,Service-Based,Remote,18.92,1,26
STU22980,7.27,2,2,654,15.0,,88,71,58.0,Placed,Product-Based,Remote,17.0,2,3
STU22981,7.51,1,3,680,16.0,,81,68,83.0,Placed,Product-Based,Hybrid,20.09,2,49
STU22982,6.34,1,6,682,39.0,10.0,76,89,86.0,Placed,Service-Based,Remote,23.37,2,40
STU22983,7.43,1,5,887,30.0,,68,83,82.0,Placed,Product-Based,Remote,18.68,1,13
STU22984,7.31,0,1,523,17.0,6.0,73,62,76.0,Placed,Service-Based,Hybrid,16.25,2,52
STU22985,6.35,2,3,721,18.0,,96,66,96.0,Placed,Service-Based,Hybrid,17.07,1,30
STU22986,7.71,0,0,695,5.0,,62,56,67.0,Placed,MNC,Hybrid,17.15,2,14
STU22987,7.58,0,5,474,17.0,,95,82,75.0,Placed,Startup,Onsite,18.57,3,46
STU22988,7.35,0,3,463,14.0,9.0,100,71,87.0,Placed,Product-Based,Remote,20.97,3,40
STU22989,6.48,0,2,652,14.0,5.0,56,79,79.0,Placed,Service-Based,Remote,15.53,3,50
STU22990,7.55,3,5,824,36.0,,100,70,88.0,Placed,Service-Based,Remote,23.66,1,29
STU22991,7.67,0,0,659,0.0,,87,63,89.0,Placed,MNC,Onsite,16.03,2,26
STU22992,7.44,0,5,630,25.0,,89,79,61.0,Placed,Product-Based,Hybrid,22.22,2,29
STU22993,7.75,0,3,562,37.0,,99,87,91.0,Placed,Service-Based,Remote,22.53,2,54
STU22994,8.58,1,2,693,10.0,10.0,100,87,100.0,Placed,Service-Based,Hybrid,19.23,1,29
STU22995,6.98,1,1,529,18.0,,95,70,84.0,Placed,Startup,Hybrid,17.84,1,18
STU22996,6.33,0,5,426,23.0,1.0,74,64,63.0,Placed,MNC,Remote,22.44,2,75
STU22997,7.7,0,2,785,25.0,9.0,95,43,97.0,Placed,Product-Based,Onsite,22.19,3,19
STU22998,6.57,0,3,629,24.0,7.0,100,71,82.0,Placed,Startup,Onsite,16.16,2,30
STU22999,9.23,2,1,953,4.0,,71,81,78.0,Placed,Startup,Hybrid,19.75,1,42
STU23000,6.74,0,1,790,2.0,5.0,90,90,100.0,Placed,MNC,Onsite,14.16,3,35
STU23001,7.42,0,1,566,21.0,3.0,97,84,74.0,Placed,MNC,Remote,18.68,1,28
STU23002,6.68,0,2,539,3.0,,100,91,99.0,Placed,MNC,Hybrid,18.42,2,3
STU23003,7.65,0,4,716,16.0,,78,68,75.0,Placed,MNC,Remote,23.97,3,26
STU23004,7.01,3,5,484,37.0,,82,48,88.0,Placed,Service-Based,Hybrid,17.65,2,51
STU23005,8.7,1,2,425,9.0,8.0,78,91,93.0,Placed,Service-Based,Remote,17.77,3,21
STU23006,6.85,0,0,649,6.0,,69,76,84.0,Placed,Service-Based,Onsite,16.16,1,42
STU23007,8.6,1,4,547,36.0,,84,79,55.0,Placed,Startup,Remote,25.85,2,2
STU23008,8.57,0,1,530,16.0,,86,84,83.0,Placed,MNC,Hybrid,19.12,1,60
STU23009,6.79,0,1,521,18.0,,89,90,89.0,Placed,Product-Based,Onsite,19.48,1,62
STU23010,7.52,1,5,676,18.0,,73,54,100.0,Placed,Startup,Onsite,22.52,1,20
STU23011,6.31,0,5,683,10.0,9.0,84,51,47.0,Placed,Service-Based,Onsite,16.86,1,55
STU23012,8.5,0,2,766,22.0,6.0,87,60,97.0,Placed,MNC,Remote,22.47,2,6
STU23013,7.73,2,2,653,1.0,10.0,94,81,79.0,Placed,MNC,Remote,15.83,3,33
STU23014,7.52,0,3,881,18.0,,97,100,80.0,Placed,Startup,Hybrid,20.33,3,56
STU23015,7.17,0,2,622,3.0,,97,71,95.0,Placed,Startup,Onsite,15.62,2,22
STU23016,6.84,0,3,757,29.0,,80,94,97.0,Placed,MNC,Hybrid,15.45,1,49
STU23017,8.11,0,6,907,25.0,1.0,85,65,68.0,Placed,Startup,Hybrid,21.65,3,37
STU23018,7.24,2,1,758,14.0,,82,65,85.0,Placed,MNC,Hybrid,18.9,2,29
STU23019,7.13,0,2,618,26.0,,91,81,74.0,Placed,Service-Based,Remote,18.8,2,19
STU23020,9.3,3,2,692,10.0,,90,97,79.0,Placed,MNC,Remote,22.6,1,43
STU23021,7.14,1,1,810,2.0,6.0,80,59,100.0,Placed,Service-Based,Hybrid,18.15,3,46
STU23022,9.15,0,3,543,15.0,4.0,91,97,80.0,Placed,Startup,Hybrid,20.29,2,53
STU23023,7.94,0,1,716,11.0,,95,93,87.0,Placed,Product-Based,Hybrid,15.63,2,20
STU23024,8.04,0,6,873,21.0,,94,79,100.0,Placed,Service-Based,Remote,22.6,3,54
STU23025,7.87,0,1,743,18.0,,100,77,86.0,Placed,Startup,Hybrid,18.35,1,22
STU23026,7.86,0,4,489,22.0,6.0,100,68,92.0,Placed,Startup,Onsite,23.47,1,19
STU23027,8.03,0,4,538,28.0,5.0,100,91,55.0,Placed,Startup,Remote,24.16,1,15
STU23028,7.51,0,1,504,19.0,4.0,78,100,85.0,Placed,Startup,Hybrid,17.34,1,30
STU23029,8.54,0,5,700,18.0,,73,92,86.0,Placed,Startup,Onsite,26.08,2,36
STU23030,7.32,0,4,478,20.0,3.0,100,92,100.0,Placed,Product-Based,Remote,21.15,3,33
STU23031,7.47,0,2,506,19.0,,90,78,75.0,Placed,MNC,Hybrid,17.82,1,16
STU23032,7.08,0,2,730,29.0,,88,72,60.0,Placed,Service-Based,Onsite,20.52,2,36
STU23033,7.29,0,1,820,2.0,,85,97,51.0,Placed,Startup,Hybrid,17.9,2,39
STU23034,6.62,0,2,600,13.0,10.0,99,84,49.0,Placed,MNC,Hybrid,15.13,2,49
STU23035,6.24,0,4,548,27.0,6.0,69,96,85.0,Placed,MNC,Hybrid,18.05,2,49
STU23036,7.24,0,2,768,34.0,1.0,90,66,97.0,Placed,Product-Based,Remote,19.57,1,30
STU23037,7.42,0,0,684,0.0,8.0,91,75,81.0,Placed,MNC,Remote,16.92,2,51
STU23038,7.49,0,3,589,8.0,,83,63,63.0,Placed,Service-Based,Remote,19.72,1,33
STU23039,6.92,0,6,626,5.0,,92,81,65.0,Placed,Startup,Hybrid,16.41,3,57
STU23040,7.16,0,3,618,24.0,,90,75,92.0,Placed,Product-Based,Remote,15.25,3,15
STU23041,6.74,0,1,580,18.0,,90,91,90.0,Placed,Startup,Remote,17.85,2,36
STU23042,7.32,2,1,528,12.0,,94,73,87.0,Placed,Startup,Hybrid,17.9,2,38
STU23043,7.77,2,0,401,5.0,,98,88,92.0,Placed,MNC,Hybrid,12.49,3,0
STU23044,6.35,0,1,594,21.0,9.0,87,96,73.0,Placed,Service-Based,Hybrid,17.38,2,51
STU23045,7.37,0,5,603,28.0,3.0,66,88,100.0,Placed,MNC,Hybrid,23.52,2,9
STU23046,8.07,0,2,579,20.0,,100,100,91.0,Placed,MNC,Remote,17.87,2,33
STU23047,7.87,1,2,598,13.0,10.0,87,100,93.0,Placed,Service-Based,Onsite,19.58,3,39
STU23048,7.15,0,3,556,11.0,10.0,71,58,76.0,Placed,Startup,Hybrid,17.13,2,38
STU23049,7.6,0,3,554,29.0,,77,85,90.0,Placed,Startup,Remote,21.2,3,63
STU23050,6.28,0,3,459,14.0,,100,81,76.0,Placed,Service-Based,Hybrid,20.57,1,31
STU23051,7.89,0,1,547,14.0,,100,61,75.0,Placed,Product-Based,Remote,18.05,3,40
STU23052,6.53,0,5,604,35.0,3.0,81,66,64.0,Placed,MNC,Onsite,19.19,3,40
STU23053,7.23,0,3,821,18.0,,85,82,76.0,Placed,Product-Based,Remote,19.21,2,31
STU23054,8.36,1,2,792,8.0,,84,73,85.0,Placed,Product-Based,Onsite,17.95,3,40
STU23055,7.14,0,4,547,3.0,,91,77,77.0,Placed,MNC,Remote,18.15,2,57
STU23056,8.01,2,1,450,18.0,6.0,83,95,94.0,Placed,Startup,Remote,18.77,2,36
STU23057,7.99,0,1,892,11.0,,68,83,78.0,Placed,Product-Based,Remote,18.76,1,36
STU23058,7.34,0,4,492,26.0,5.0,100,62,95.0,Placed,Service-Based,Remote,24.52,2,39
STU23059,6.79,0,1,600,2.0,,83,63,84.0,Placed,Startup,Onsite,15.44,3,22
STU23060,7.55,1,1,772,18.0,,99,92,83.0,Placed,Product-Based,Onsite,19.65,1,30
STU23061,6.46,0,2,420,16.0,,100,100,64.0,Placed,MNC,Hybrid,16.53,3,41
STU23062,8.85,0,6,586,25.0,,85,63,83.0,Placed,MNC,Remote,24.74,3,15
STU23063,7.85,0,6,619,22.0,7.0,76,81,71.0,Placed,Startup,Onsite,19.03,1,4
STU23064,6.78,0,2,563,12.0,,80,63,71.0,Placed,MNC,Onsite,16.5,1,19
STU23065,7.8,1,5,531,21.0,4.0,81,81,78.0,Placed,Startup,Onsite,18.96,2,43
STU23066,8.65,0,3,649,20.0,,86,100,86.0,Placed,Startup,Onsite,19.67,2,35
STU23067,6.48,0,2,573,17.0,,81,79,80.0,Placed,Service-Based,Onsite,15.59,1,0
STU23068,5.69,1,3,457,12.0,3.0,90,61,76.0,Placed,Product-Based,Remote,19.54,2,39
STU23069,7.91,0,1,527,26.0,,100,61,72.0,Placed,Service-Based,Hybrid,19.9,2,22
STU23070,7.79,1,0,659,20.0,,92,92,79.0,Placed,Startup,Remote,19.46,2,26
STU23071,5.93,0,3,734,32.0,,98,79,100.0,Placed,MNC,Remote,18.12,3,3
STU23072,9.43,0,3,840,8.0,10.0,99,86,78.0,Placed,Startup,Hybrid,19.88,3,25
STU23073,6.99,0,6,661,33.0,2.0,91,100,81.0,Placed,Startup,Onsite,23.37,3,17
STU23074,6.28,0,3,685,17.0,,82,72,92.0,Placed,Service-Based,Onsite,20.18,3,32
STU23075,6.56,0,4,678,37.0,,82,68,100.0,Placed,Product-Based,Remote,20.89,3,37
STU23076,6.05,0,2,548,22.0,,74,86,77.0,Placed,Startup,Onsite,19.5,2,14
STU23077,5.76,0,2,554,20.0,4.0,94,75,84.0,Placed,Startup,Hybrid,13.38,1,48
STU23078,6.37,3,3,660,10.0,9.0,60,70,73.0,Placed,Startup,Remote,14.52,3,26
STU23079,6.75,3,1,475,12.0,10.0,76,59,88.0,Placed,Startup,Remote,16.45,1,18
STU23080,7.97,1,4,531,24.0,6.0,86,87,77.0,Placed,MNC,Onsite,21.78,3,26
STU23081,7.83,0,3,873,23.0,,100,67,100.0,Placed,Startup,Remote,23.97,2,66
STU23082,6.15,3,0,790,4.0,,83,87,70.0,Placed,Startup,Hybrid,14.84,2,25
STU23083,8.04,0,3,751,28.0,4.0,82,87,92.0,Placed,Service-Based,Onsite,22.0,3,46
STU23084,8.42,1,4,500,33.0,,100,100,71.0,Placed,Startup,Onsite,24.99,3,27
STU23085,8.85,0,3,567,15.0,5.0,89,94,68.0,Placed,MNC,Onsite,21.85,1,7
STU23086,7.73,0,1,633,31.0,1.0,76,82,96.0,Placed,Startup,Remote,19.53,2,39
STU23087,6.42,0,2,689,29.0,,87,85,83.0,Placed,Startup,Onsite,18.71,2,56
STU23088,7.01,0,3,759,25.0,3.0,79,100,83.0,Placed,MNC,Hybrid,20.63,3,53
STU23089,6.62,0,2,570,6.0,7.0,71,70,69.0,Placed,MNC,Hybrid,13.31,1,47
STU23090,7.31,3,0,420,11.0,1.0,85,80,68.0,Not Placed,Not Placed,,0.0,0,77
STU23091,5.91,0,1,611,7.0,,77,67,79.0,Placed,Product-Based,Onsite,15.13,2,55
STU23092,8.3,1,2,471,32.0,,92,68,59.0,Placed,Service-Based,Remote,19.51,1,24
STU23093,8.23,0,4,591,28.0,2.0,68,100,76.0,Placed,Service-Based,Hybrid,22.57,1,9
STU23094,8.44,0,1,792,19.0,,77,88,81.0,Placed,MNC,Hybrid,22.23,3,24
STU23095,7.27,0,7,497,45.0,9.0,86,88,98.0,Placed,MNC,Hybrid,25.37,2,30
STU23096,7.47,0,3,575,11.0,6.0,100,76,80.0,Not Placed,Not Placed,,0.0,0,52
STU23097,7.03,0,4,531,21.0,,79,60,83.0,Placed,Startup,Remote,18.68,1,40
STU23098,7.59,0,5,687,22.0,9.0,87,68,72.0,Placed,Startup,Onsite,18.02,1,15
STU23099,6.92,2,3,542,22.0,6.0,100,94,100.0,Placed,Product-Based,Hybrid,17.88,3,11
STU23100,7.45,0,2,616,18.0,,93,66,73.0,Placed,MNC,Onsite,22.92,3,32
STU23101,6.3,0,2,439,11.0,9.0,93,78,79.0,Placed,Product-Based,Onsite,15.86,2,47
STU23102,8.09,3,2,822,17.0,2.0,62,66,48.0,Placed,Startup,Hybrid,25.56,2,35
STU23103,8.0,0,4,432,11.0,,81,99,76.0,Placed,Service-Based,Remote,18.67,1,17
STU23104,6.25,1,2,549,19.0,6.0,78,67,96.0,Placed,MNC,Onsite,14.84,3,33
STU23105,7.44,0,3,619,26.0,,99,91,87.0,Placed,Startup,Hybrid,19.82,3,62
STU23106,6.69,0,6,455,22.0,,72,84,74.0,Placed,Startup,Remote,20.37,1,34
STU23107,7.72,0,3,565,39.0,,73,85,57.0,Placed,Startup,Onsite,24.54,1,32
STU23108,7.66,0,4,683,29.0,10.0,93,55,81.0,Placed,MNC,Remote,18.72,3,40
STU23109,6.94,1,2,546,36.0,8.0,74,52,90.0,Placed,Service-Based,Onsite,20.94,3,37
STU23110,6.94,0,0,738,9.0,,99,80,81.0,Placed,Product-Based,Remote,11.79,3,0
STU23111,8.71,0,4,833,23.0,8.0,100,79,81.0,Placed,Startup,Hybrid,24.38,1,18
STU23112,7.16,0,3,567,32.0,7.0,58,90,46.0,Placed,Startup,Remote,20.38,3,23
STU23113,7.21,0,1,674,11.0,,76,80,83.0,Placed,Startup,Remote,19.73,2,15
STU23114,7.09,1,2,615,5.0,10.0,70,100,67.0,Placed,Startup,Remote,17.5,3,33
STU23115,6.95,0,4,476,30.0,,98,68,90.0,Placed,Startup,Hybrid,17.13,2,36
STU23116,6.36,0,1,305,18.0,,84,80,81.0,Placed,MNC,Onsite,14.66,2,54
STU23117,7.9,0,3,645,23.0,2.0,91,80,92.0,Placed,Service-Based,Hybrid,23.21,3,66
STU23118,7.17,0,0,616,14.0,,84,88,78.0,Placed,Product-Based,Hybrid,15.97,2,38
STU23119,6.46,0,0,662,18.0,9.0,89,100,69.0,Placed,Product-Based,Hybrid,17.47,3,29
STU23120,8.34,0,4,660,24.0,4.0,100,69,68.0,Placed,Product-Based,Hybrid,19.4,1,16
STU23121,6.64,3,4,815,25.0,,85,80,91.0,Placed,MNC,Onsite,20.95,2,41
STU23122,8.09,0,4,640,26.0,9.0,91,67,87.0,Placed,Startup,Hybrid,21.54,2,47
STU23123,7.3,0,4,677,18.0,,100,82,94.0,Placed,MNC,Remote,17.34,2,54
STU23124,8.51,3,4,593,17.0,,90,90,83.0,Placed,Product-Based,Hybrid,22.05,2,19
STU23125,7.13,0,2,435,12.0,,93,100,87.0,Placed,Startup,Remote,15.22,2,45
STU23126,7.65,0,2,576,16.0,,100,66,84.0,Placed,MNC,Hybrid,22.02,3,34
STU23127,8.53,2,2,964,11.0,,100,79,86.0,Placed,Service-Based,Hybrid,19.54,1,31
STU23128,7.15,0,2,743,16.0,4.0,74,83,59.0,Placed,MNC,Hybrid,16.09,2,30
STU23129,7.73,0,5,659,22.0,10.0,100,62,92.0,Placed,Startup,Remote,19.66,2,60
STU23130,8.06,0,4,715,19.0,,88,100,97.0,Placed,Product-Based,Onsite,23.29,2,25
STU23131,7.36,1,3,570,17.0,10.0,90,100,62.0,Placed,Startup,Hybrid,21.1,3,47
STU23132,8.29,0,5,890,26.0,,79,100,100.0,Placed,Service-Based,Remote,21.28,3,19
STU23133,7.21,0,2,581,19.0,,93,76,99.0,Placed,Service-Based,Onsite,18.2,3,21
STU23134,9.16,0,5,637,34.0,5.0,100,70,74.0,Placed,MNC,Hybrid,24.27,3,43
STU23135,6.08,0,2,464,25.0,,95,88,85.0,Not Placed,Not Placed,,0.0,0,39
STU23136,6.3,0,4,579,10.0,,95,56,74.0,Placed,Startup,Hybrid,17.43,1,34
STU23137,7.4,0,0,469,20.0,,80,89,81.0,Placed,Product-Based,Onsite,15.42,2,29
STU23138,7.28,1,4,699,18.0,,76,82,63.0,Placed,Product-Based,Remote,19.4,3,29
STU23139,6.84,0,1,467,28.0,,100,83,76.0,Placed,MNC,Onsite,17.95,3,16
STU23140,9.02,1,1,624,7.0,,93,87,84.0,Placed,Startup,Onsite,18.85,1,33
STU23141,8.28,0,2,622,30.0,10.0,89,99,100.0,Placed,Service-Based,Onsite,20.71,3,36
STU23142,9.62,2,2,755,22.0,10.0,85,94,68.0,Placed,Product-Based,Hybrid,20.85,3,31
STU23143,9.5,0,4,533,20.0,,80,96,100.0,Placed,MNC,Onsite,23.11,1,36
STU23144,5.82,3,1,736,0.0,10.0,85,48,87.0,Placed,Startup,Onsite,13.76,2,49
STU23145,8.1,0,4,836,23.0,10.0,97,100,95.0,Placed,Service-Based,Onsite,18.59,2,69
STU23146,6.68,2,5,562,22.0,8.0,64,82,72.0,Placed,Startup,Onsite,17.77,3,15
STU23147,6.27,1,2,790,11.0,3.0,75,82,78.0,Placed,Product-Based,Onsite,15.66,2,31
STU23148,7.6,0,4,785,48.0,,94,73,94.0,Placed,MNC,Onsite,20.63,3,1
STU23149,6.44,0,4,748,26.0,8.0,100,68,80.0,Placed,Product-Based,Onsite,22.35,1,7
STU23150,7.11,1,5,649,28.0,,99,86,95.0,Placed,Startup,Hybrid,18.63,2,28
STU23151,6.16,0,2,646,13.0,8.0,96,100,52.0,Placed,MNC,Onsite,11.08,2,22
STU23152,6.71,0,1,655,6.0,9.0,91,69,100.0,Placed,MNC,Hybrid,17.21,1,47
STU23153,6.54,0,3,534,21.0,,86,86,89.0,Placed,Startup,Remote,16.89,2,37
STU23154,8.44,0,4,696,22.0,6.0,82,67,100.0,Placed,Service-Based,Hybrid,23.51,1,14
STU23155,8.51,0,2,826,5.0,,100,100,70.0,Placed,Product-Based,Remote,18.03,1,30
STU23156,7.16,0,6,688,28.0,,88,49,79.0,Placed,Product-Based,Hybrid,20.92,3,49
STU23157,6.24,0,1,727,15.0,,100,78,100.0,Placed,Service-Based,Onsite,15.79,1,51
STU23158,9.13,1,4,512,3.0,,100,99,89.0,Placed,Service-Based,Hybrid,22.96,2,1
STU23159,7.98,0,1,688,18.0,,91,73,61.0,Placed,Service-Based,Remote,17.25,3,41
STU23160,6.09,0,4,675,21.0,4.0,97,91,83.0,Placed,Service-Based,Hybrid,16.61,3,67
STU23161,8.05,2,5,550,25.0,,89,83,78.0,Placed,Startup,Onsite,19.25,2,40
STU23162,5.89,0,2,564,13.0,9.0,84,68,64.0,Placed,Startup,Hybrid,15.54,2,31
STU23163,8.96,0,3,566,21.0,,98,65,89.0,Placed,Startup,Onsite,24.6,2,52
STU23164,8.25,0,1,755,31.0,,95,83,92.0,Placed,Product-Based,Remote,20.55,1,43
STU23165,8.57,0,4,673,23.0,,79,80,63.0,Placed,Startup,Hybrid,23.0,3,53
STU23166,7.22,0,3,568,15.0,,73,73,75.0,Placed,Startup,Onsite,15.95,3,63
STU23167,8.4,0,6,639,27.0,3.0,97,70,100.0,Placed,Service-Based,Hybrid,25.08,3,48
STU23168,6.33,0,1,761,13.0,,74,55,100.0,Placed,Product-Based,Remote,14.59,1,23
STU23169,6.9,0,2,597,27.0,,76,79,100.0,Placed,Startup,Hybrid,17.91,2,39
STU23170,6.97,1,4,739,20.0,5.0,98,100,60.0,Placed,Product-Based,Hybrid,22.78,2,12
STU23171,7.08,1,4,721,22.0,,94,78,99.0,Placed,Startup,Remote,22.88,1,15
STU23172,7.33,0,2,804,12.0,,64,68,100.0,Placed,Product-Based,Remote,17.63,3,26
STU23173,7.45,0,7,764,15.0,,80,40,73.0,Placed,MNC,Hybrid,20.5,1,40
STU23174,7.56,1,0,865,19.0,,67,96,86.0,Placed,MNC,Hybrid,18.25,3,34
STU23175,7.91,0,5,627,23.0,2.0,74,77,72.0,Placed,MNC,Hybrid,23.24,2,24
STU23176,6.59,0,5,801,30.0,,84,81,96.0,Placed,Product-Based,Onsite,22.28,1,33
STU23177,6.98,0,1,869,17.0,9.0,84,85,98.0,Placed,MNC,Remote,18.54,3,38
STU23178,7.8,0,3,710,27.0,4.0,65,84,83.0,Placed,MNC,Remote,23.96,3,24
STU23179,6.25,1,3,505,16.0,4.0,85,75,85.0,Placed,MNC,Onsite,13.64,2,46
STU23180,6.15,0,2,524,21.0,,80,89,58.0,Placed,Product-Based,Remote,13.07,1,31
STU23181,7.98,1,5,851,39.0,,85,76,85.0,Placed,Service-Based,Onsite,21.4,1,39
STU23182,7.2,0,2,632,7.0,7.0,98,92,97.0,Placed,Product-Based,Hybrid,15.15,2,27
STU23183,6.56,1,2,498,19.0,,88,100,100.0,Placed,Product-Based,Remote,13.54,2,23
STU23184,6.58,0,2,465,3.0,5.0,87,84,86.0,Placed,Service-Based,Onsite,17.8,3,41
STU23185,6.77,0,2,540,19.0,,79,83,69.0,Placed,Product-Based,Remote,22.44,3,49
